startTime,endTime,spawningIntervalInMinutes,spawningAmount,source,destination
0:00,23:00,1,1,POINT (31.482268 -24.979422),"MULTIPOINT (31.53493 -25.460457, 31.591958 -24.994678, 31.779859 -24.389864, 31.89404 -25.362301, 31.915333 -25.115829)"
0:00,23:00,1,1,POINT (31.53493 -25.460457),"MULTIPOINT (31.482268 -24.979422, 31.591958 -24.994678, 31.779859 -24.389864, 31.89404 -25.362301, 31.915333 -25.115829)"
0:00,23:00,1,1,POINT (31.591958 -24.994678),"MULTIPOINT (31.482268 -24.979422, 31.53493 -25.460457, 31.779859 -24.389864, 31.89404 -25.362301, 31.915333 -25.115829)"
0:00,23:00,1,1,POINT (31.779859 -24.389864),"MULTIPOINT (31.482268 -24.979422, 31.53493 -25.460457, 31.591958 -24.994678, 31.89404 -25.362301, 31.915333 -25.115829)"
0:00,23:00,1,1,POINT (31.89404 -25.362301),"MULTIPOINT (31.482268 -24.979422, 31.53493 -25.460457, 31.591958 -24.994678, 31.779859 -24.389864, 31.915333 -25.115829)"
0:00,23:00,1,1,POINT (31.915333 -25.115829),"MULTIPOINT (31.482268 -24.979422, 31.53493 -25.460457, 31.591958 -24.994678, 31.779859 -24.389864, 31.89404 -25.362301)"
