Name;Camp Type;Longitude (E);Latitude (S);geometry;RouteInfoList
Bateleur;Bushveld camp;31.20233;-23.23406;POINT (31.20233 -23.23406);{"RouteInfoList":[{"Origin":{"X":31.20233,"Y":-23.23406,"Latitude":-23.23406,"Longitude":31.20233,"PositionArray":[31.20233,-23.23406],"Bearing":0},"Destination":{"X":31.45122,"Y":-25.42001,"Latitude":-25.42001,"Longitude":31.45122,"PositionArray":[31.45122,-25.42001],"Bearing":0},"Duration":25060.86322200001,"Length":339695.7010000001},{"Origin":{"X":31.20233,"Y":-23.23406,"Latitude":-23.23406,"Longitude":31.20233,"PositionArray":[31.20233,-23.23406],"Bearing":0},"Destination":{"X":31.69903,"Y":-25.32122,"Latitude":-25.32122,"Longitude":31.69903,"PositionArray":[31.69903,-25.32122],"Bearing":0},"Duration":23337.271410000005,"Length":312954.03099999996},{"Origin":{"X":31.20233,"Y":-23.23406,"Latitude":-23.23406,"Longitude":31.20233,"PositionArray":[31.20233,-23.23406],"Bearing":0},"Destination":{"X":31.89204,"Y":-25.35891,"Latitude":-25.35891,"Longitude":31.89204,"PositionArray":[31.89204,-25.35891],"Bearing":0},"Duration":23005.711482000006,"Length":310787.99700000003},{"Origin":{"X":31.20233,"Y":-23.23406,"Latitude":-23.23406,"Longitude":31.20233,"PositionArray":[31.20233,-23.23406],"Bearing":0},"Destination":{"X":31.57673,"Y":-23.85102,"Latitude":-23.85102,"Longitude":31.57673,"PositionArray":[31.57673,-23.85102],"Bearing":0},"Duration":8446.193946,"Length":112097.76100000003},{"Origin":{"X":31.20233,"Y":-23.23406,"Latitude":-23.23406,"Longitude":31.20233,"PositionArray":[31.20233,-23.23406],"Bearing":0},"Destination":{"X":31.91594,"Y":-25.11983,"Latitude":-25.11983,"Longitude":31.91594,"PositionArray":[31.91594,-25.11983],"Bearing":0},"Duration":20616.718866000007,"Length":280237.20399999997},{"Origin":{"X":31.20233,"Y":-23.23406,"Latitude":-23.23406,"Longitude":31.20233,"PositionArray":[31.20233,-23.23406],"Bearing":0},"Destination":{"X":31.51095,"Y":-25.47712,"Latitude":-25.47712,"Longitude":31.51095,"PositionArray":[31.51095,-25.47712],"Bearing":0},"Duration":24523.813188000015,"Length":334413.25400000013},{"Origin":{"X":31.20233,"Y":-23.23406,"Latitude":-23.23406,"Longitude":31.20233,"PositionArray":[31.20233,-23.23406],"Bearing":0},"Destination":{"X":31.39983,"Y":-23.52744,"Latitude":-23.52744,"Longitude":31.39983,"PositionArray":[31.39983,-23.52744],"Bearing":0},"Duration":5251.632569999998,"Length":67728.85299999999},{"Origin":{"X":31.20233,"Y":-23.23406,"Latitude":-23.23406,"Longitude":31.20233,"PositionArray":[31.20233,-23.23406],"Bearing":0},"Destination":{"X":31.74022,"Y":-24.00565,"Latitude":-24.00565,"Longitude":31.74022,"PositionArray":[31.74022,-24.00565],"Bearing":0},"Duration":10730.523581999998,"Length":142308.63000000003},{"Origin":{"X":31.20233,"Y":-23.23406,"Latitude":-23.23406,"Longitude":31.20233,"PositionArray":[31.20233,-23.23406],"Bearing":0},"Destination":{"X":31.40542,"Y":-24.45287,"Latitude":-24.45287,"Longitude":31.40542,"PositionArray":[31.40542,-24.45287],"Bearing":0},"Duration":17800.000326000005,"Length":226271.69600000005},{"Origin":{"X":31.20233,"Y":-23.23406,"Latitude":-23.23406,"Longitude":31.20233,"PositionArray":[31.20233,-23.23406],"Bearing":0},"Destination":{"X":31.59263,"Y":-24.98984,"Latitude":-24.98984,"Longitude":31.59263,"PositionArray":[31.59263,-24.98984],"Bearing":0},"Duration":20185.49460600001,"Length":274459.003},{"Origin":{"X":31.20233,"Y":-23.23406,"Latitude":-23.23406,"Longitude":31.20233,"PositionArray":[31.20233,-23.23406],"Bearing":0},"Destination":{"X":31.55513,"Y":-24.55737,"Latitude":-24.55737,"Longitude":31.55513,"PositionArray":[31.55513,-24.55737],"Bearing":0},"Duration":18430.303788,"Length":233511.227},{"Origin":{"X":31.20233,"Y":-23.23406,"Latitude":-23.23406,"Longitude":31.20233,"PositionArray":[31.20233,-23.23406],"Bearing":0},"Destination":{"X":31.27169,"Y":-23.71117,"Latitude":-23.71117,"Longitude":31.27169,"PositionArray":[31.27169,-23.71117],"Bearing":0},"Duration":7857.593873999999,"Length":103922.76000000001},{"Origin":{"X":31.20233,"Y":-23.23406,"Latitude":-23.23406,"Longitude":31.20233,"PositionArray":[31.20233,-23.23406],"Bearing":0},"Destination":{"X":31.43314,"Y":-23.11357,"Latitude":-23.11357,"Longitude":31.43314,"PositionArray":[31.43314,-23.11357],"Bearing":0},"Duration":3310.948241999999,"Length":40319.342999999986},{"Origin":{"X":31.20233,"Y":-23.23406,"Latitude":-23.23406,"Longitude":31.20233,"PositionArray":[31.20233,-23.23406],"Bearing":0},"Destination":{"X":31.23093,"Y":-22.94938,"Latitude":-22.94938,"Longitude":31.23093,"PositionArray":[31.23093,-22.94938],"Bearing":0},"Duration":5775.776411999997,"Length":70268.74599999998},{"Origin":{"X":31.20233,"Y":-23.23406,"Latitude":-23.23406,"Longitude":31.20233,"PositionArray":[31.20233,-23.23406],"Bearing":0},"Destination":{"X":31.0856,"Y":-22.5129,"Latitude":-22.5129,"Longitude":31.0856,"PositionArray":[31.0856,-22.5129],"Bearing":0},"Duration":11039.984297999994,"Length":147513.76499999996},{"Origin":{"X":31.20233,"Y":-23.23406,"Latitude":-23.23406,"Longitude":31.20233,"PositionArray":[31.20233,-23.23406],"Bearing":0},"Destination":{"X":31.36042,"Y":-25.41001,"Latitude":-25.41001,"Longitude":31.36042,"PositionArray":[31.36042,-25.41001],"Bearing":0},"Duration":25180.264962000012,"Length":341022.3870000001},{"Origin":{"X":31.20233,"Y":-23.23406,"Latitude":-23.23406,"Longitude":31.20233,"PositionArray":[31.20233,-23.23406],"Bearing":0},"Destination":{"X":31.91314,"Y":-24.74646,"Latitude":-24.74646,"Longitude":31.91314,"PositionArray":[31.91314,-24.74646],"Bearing":0},"Duration":17150.220990000005,"Length":232477.34800000003},{"Origin":{"X":31.20233,"Y":-23.23406,"Latitude":-23.23406,"Longitude":31.20233,"PositionArray":[31.20233,-23.23406],"Bearing":0},"Destination":{"X":31.39292,"Y":-25.37201,"Latitude":-25.37201,"Longitude":31.39292,"PositionArray":[31.39292,-25.37201],"Bearing":0},"Duration":25180.264962000012,"Length":341022.3870000001},{"Origin":{"X":31.20233,"Y":-23.23406,"Latitude":-23.23406,"Longitude":31.20233,"PositionArray":[31.20233,-23.23406],"Bearing":0},"Destination":{"X":31.43792,"Y":-25.16173,"Latitude":-25.16173,"Longitude":31.43792,"PositionArray":[31.43792,-25.16173],"Bearing":0},"Duration":21752.86577400001,"Length":296228.04699999996},{"Origin":{"X":31.20233,"Y":-23.23406,"Latitude":-23.23406,"Longitude":31.20233,"PositionArray":[31.20233,-23.23406],"Bearing":0},"Destination":{"X":31.80064,"Y":-23.99631,"Latitude":-23.99631,"Longitude":31.80064,"PositionArray":[31.80064,-23.99631],"Bearing":0},"Duration":10750.929533999999,"Length":142592.04600000003},{"Origin":{"X":31.20233,"Y":-23.23406,"Latitude":-23.23406,"Longitude":31.20233,"PositionArray":[31.20233,-23.23406],"Bearing":0},"Destination":{"X":31.92624,"Y":-24.48927,"Latitude":-24.48927,"Longitude":31.92624,"PositionArray":[31.92624,-24.48927],"Bearing":0},"Duration":14828.595138000002,"Length":200742.22200000007},{"Origin":{"X":31.20233,"Y":-23.23406,"Latitude":-23.23406,"Longitude":31.20233,"PositionArray":[31.20233,-23.23406],"Bearing":0},"Destination":{"X":31.72904,"Y":-24.056,"Latitude":-24.056,"Longitude":31.72904,"PositionArray":[31.72904,-24.056],"Bearing":0},"Duration":10928.365200000002,"Length":145136.53600000002},{"Origin":{"X":31.20233,"Y":-23.23406,"Latitude":-23.23406,"Longitude":31.20233,"PositionArray":[31.20233,-23.23406],"Bearing":0},"Destination":{"X":31.40122,"Y":-24.45067,"Latitude":-24.45067,"Longitude":31.40122,"PositionArray":[31.40122,-24.45067],"Bearing":0},"Duration":17800.000326000005,"Length":226271.69600000005},{"Origin":{"X":31.20233,"Y":-23.23406,"Latitude":-23.23406,"Longitude":31.20233,"PositionArray":[31.20233,-23.23406],"Bearing":0},"Destination":{"X":31.39842,"Y":-24.46177,"Latitude":-24.46177,"Longitude":31.39842,"PositionArray":[31.39842,-24.46177],"Bearing":0},"Duration":17743.867506000006,"Length":225647.99800000005},{"Origin":{"X":31.20233,"Y":-23.23406,"Latitude":-23.23406,"Longitude":31.20233,"PositionArray":[31.20233,-23.23406],"Bearing":0},"Destination":{"X":31.38733,"Y":-23.74883,"Latitude":-23.74883,"Longitude":31.38733,"PositionArray":[31.38733,-23.74883],"Bearing":0},"Duration":8189.993489999998,"Length":102287.488},{"Origin":{"X":31.20233,"Y":-23.23406,"Latitude":-23.23406,"Longitude":31.20233,"PositionArray":[31.20233,-23.23406],"Bearing":0},"Destination":{"X":31.26872,"Y":-25.16923,"Latitude":-25.16923,"Longitude":31.26872,"PositionArray":[31.26872,-25.16923],"Bearing":0},"Duration":23636.844918000003,"Length":322394.4240000001},{"Origin":{"X":31.20233,"Y":-23.23406,"Latitude":-23.23406,"Longitude":31.20233,"PositionArray":[31.20233,-23.23406],"Bearing":0},"Destination":{"X":31.01813,"Y":-22.6919,"Latitude":-22.6919,"Longitude":31.01813,"PositionArray":[31.01813,-22.6919],"Bearing":0},"Duration":8152.386515999999,"Length":106475.377},{"Origin":{"X":31.20233,"Y":-23.23406,"Latitude":-23.23406,"Longitude":31.20233,"PositionArray":[31.20233,-23.23406],"Bearing":0},"Destination":{"X":31.77953,"Y":-24.39258,"Latitude":-24.39258,"Longitude":31.77953,"PositionArray":[31.77953,-24.39258],"Bearing":0},"Duration":13526.048826000004,"Length":182651.30100000004},{"Origin":{"X":31.20233,"Y":-23.23406,"Latitude":-23.23406,"Longitude":31.20233,"PositionArray":[31.20233,-23.23406],"Bearing":0},"Destination":{"X":31.44082,"Y":-23.55595,"Latitude":-23.55595,"Longitude":31.44082,"PositionArray":[31.44082,-23.55595],"Bearing":0},"Duration":5327.683091999999,"Length":68119.62499999999}]}
Berg-en-Dal;Rest camp;31.45122;-25.42001;POINT (31.45122 -25.42001);{"RouteInfoList":[{"Origin":{"X":31.45122,"Y":-25.42001,"Latitude":-25.42001,"Longitude":31.45122,"PositionArray":[31.45122,-25.42001],"Bearing":0},"Destination":{"X":31.20233,"Y":-23.23406,"Latitude":-23.23406,"Longitude":31.20233,"PositionArray":[31.20233,-23.23406],"Bearing":0},"Duration":25060.863222000007,"Length":339695.7010000001},{"Origin":{"X":31.45122,"Y":-25.42001,"Latitude":-25.42001,"Longitude":31.45122,"PositionArray":[31.45122,-25.42001],"Bearing":0},"Destination":{"X":31.69903,"Y":-25.32122,"Latitude":-25.32122,"Longitude":31.69903,"PositionArray":[31.69903,-25.32122],"Bearing":0},"Duration":3516.241878,"Length":40590.23499999999},{"Origin":{"X":31.45122,"Y":-25.42001,"Latitude":-25.42001,"Longitude":31.45122,"PositionArray":[31.45122,-25.42001],"Bearing":0},"Destination":{"X":31.89204,"Y":-25.35891,"Latitude":-25.35891,"Longitude":31.89204,"PositionArray":[31.89204,-25.35891],"Bearing":0},"Duration":5475.088008,"Length":62706.00399999999},{"Origin":{"X":31.45122,"Y":-25.42001,"Latitude":-25.42001,"Longitude":31.45122,"PositionArray":[31.45122,-25.42001],"Bearing":0},"Destination":{"X":31.57673,"Y":-23.85102,"Latitude":-23.85102,"Longitude":31.57673,"PositionArray":[31.57673,-23.85102],"Bearing":0},"Duration":16766.642268,"Length":229708.676},{"Origin":{"X":31.45122,"Y":-25.42001,"Latitude":-25.42001,"Longitude":31.45122,"PositionArray":[31.45122,-25.42001],"Bearing":0},"Destination":{"X":31.91594,"Y":-25.11983,"Latitude":-25.11983,"Longitude":31.91594,"PositionArray":[31.91594,-25.11983],"Bearing":0},"Duration":6264.919206,"Length":73697.684},{"Origin":{"X":31.45122,"Y":-25.42001,"Latitude":-25.42001,"Longitude":31.45122,"PositionArray":[31.45122,-25.42001],"Bearing":0},"Destination":{"X":31.51095,"Y":-25.47712,"Latitude":-25.47712,"Longitude":31.51095,"PositionArray":[31.51095,-25.47712],"Bearing":0},"Duration":1174.6483199999996,"Length":13051.647999999994},{"Origin":{"X":31.45122,"Y":-25.42001,"Latitude":-25.42001,"Longitude":31.45122,"PositionArray":[31.45122,-25.42001],"Bearing":0},"Destination":{"X":31.39983,"Y":-23.52744,"Latitude":-23.52744,"Longitude":31.39983,"PositionArray":[31.39983,-23.52744],"Bearing":0},"Duration":20159.603964,"Length":276833.14400000003},{"Origin":{"X":31.45122,"Y":-25.42001,"Latitude":-25.42001,"Longitude":31.45122,"PositionArray":[31.45122,-25.42001],"Bearing":0},"Destination":{"X":31.74022,"Y":-24.00565,"Latitude":-24.00565,"Longitude":31.74022,"PositionArray":[31.74022,-24.00565],"Bearing":0},"Duration":15649.459308,"Length":214192.24600000004},{"Origin":{"X":31.45122,"Y":-25.42001,"Latitude":-25.42001,"Longitude":31.45122,"PositionArray":[31.45122,-25.42001],"Bearing":0},"Destination":{"X":31.40542,"Y":-24.45287,"Latitude":-24.45287,"Longitude":31.40542,"PositionArray":[31.40542,-24.45287],"Bearing":0},"Duration":14223.068459999999,"Length":177446.311},{"Origin":{"X":31.45122,"Y":-25.42001,"Latitude":-25.42001,"Longitude":31.45122,"PositionArray":[31.45122,-25.42001],"Bearing":0},"Destination":{"X":31.59263,"Y":-24.98984,"Latitude":-24.98984,"Longitude":31.59263,"PositionArray":[31.59263,-24.98984],"Bearing":0},"Duration":4994.876664,"Length":66896.53199999999},{"Origin":{"X":31.45122,"Y":-25.42001,"Latitude":-25.42001,"Longitude":31.45122,"PositionArray":[31.45122,-25.42001],"Bearing":0},"Destination":{"X":31.55513,"Y":-24.55737,"Latitude":-24.55737,"Longitude":31.55513,"PositionArray":[31.55513,-24.55737],"Bearing":0},"Duration":11797.743078,"Length":149360.455},{"Origin":{"X":31.45122,"Y":-25.42001,"Latitude":-25.42001,"Longitude":31.45122,"PositionArray":[31.45122,-25.42001],"Bearing":0},"Destination":{"X":31.27169,"Y":-23.71117,"Latitude":-23.71117,"Longitude":31.27169,"PositionArray":[31.27169,-23.71117],"Bearing":0},"Duration":21391.652922000005,"Length":280277.115},{"Origin":{"X":31.45122,"Y":-25.42001,"Latitude":-25.42001,"Longitude":31.45122,"PositionArray":[31.45122,-25.42001],"Bearing":0},"Destination":{"X":31.43314,"Y":-23.11357,"Latitude":-23.11357,"Longitude":31.43314,"PositionArray":[31.43314,-23.11357],"Bearing":0},"Duration":25681.10624999993,"Length":336018.25100000034},{"Origin":{"X":31.45122,"Y":-25.42001,"Latitude":-25.42001,"Longitude":31.45122,"PositionArray":[31.45122,-25.42001],"Bearing":0},"Destination":{"X":31.23093,"Y":-22.94938,"Latitude":-22.94938,"Longitude":31.23093,"PositionArray":[31.23093,-22.94938],"Bearing":0},"Duration":27085.088094000002,"Length":368280.5410000001},{"Origin":{"X":31.45122,"Y":-25.42001,"Latitude":-25.42001,"Longitude":31.45122,"PositionArray":[31.45122,-25.42001],"Bearing":0},"Destination":{"X":31.0856,"Y":-22.5129,"Latitude":-22.5129,"Longitude":31.0856,"PositionArray":[31.0856,-22.5129],"Bearing":0},"Duration":32349.295980000003,"Length":445525.5600000002},{"Origin":{"X":31.45122,"Y":-25.42001,"Latitude":-25.42001,"Longitude":31.45122,"PositionArray":[31.45122,-25.42001],"Bearing":0},"Destination":{"X":31.36042,"Y":-25.41001,"Latitude":-25.41001,"Longitude":31.36042,"PositionArray":[31.36042,-25.41001],"Bearing":0},"Duration":119.40174000000002,"Length":1326.6860000000001},{"Origin":{"X":31.45122,"Y":-25.42001,"Latitude":-25.42001,"Longitude":31.45122,"PositionArray":[31.45122,-25.42001],"Bearing":0},"Destination":{"X":31.91314,"Y":-24.74646,"Latitude":-24.74646,"Longitude":31.91314,"PositionArray":[31.91314,-24.74646],"Bearing":0},"Duration":8277.610031999999,"Length":111295.77300000003},{"Origin":{"X":31.45122,"Y":-25.42001,"Latitude":-25.42001,"Longitude":31.45122,"PositionArray":[31.45122,-25.42001],"Bearing":0},"Destination":{"X":31.39292,"Y":-25.37201,"Latitude":-25.37201,"Longitude":31.39292,"PositionArray":[31.39292,-25.37201],"Bearing":0},"Duration":119.40174000000002,"Length":1326.6860000000001},{"Origin":{"X":31.45122,"Y":-25.42001,"Latitude":-25.42001,"Longitude":31.45122,"PositionArray":[31.45122,-25.42001],"Bearing":0},"Destination":{"X":31.43792,"Y":-25.16173,"Latitude":-25.16173,"Longitude":31.43792,"PositionArray":[31.43792,-25.16173],"Bearing":0},"Duration":4672.31031,"Length":61442.497},{"Origin":{"X":31.45122,"Y":-25.42001,"Latitude":-25.42001,"Longitude":31.45122,"PositionArray":[31.45122,-25.42001],"Bearing":0},"Destination":{"X":31.80064,"Y":-23.99631,"Latitude":-23.99631,"Longitude":31.80064,"PositionArray":[31.80064,-23.99631],"Bearing":0},"Duration":15669.86526,"Length":214475.66200000004},{"Origin":{"X":31.45122,"Y":-25.42001,"Latitude":-25.42001,"Longitude":31.45122,"PositionArray":[31.45122,-25.42001],"Bearing":0},"Destination":{"X":31.92624,"Y":-24.48927,"Latitude":-24.48927,"Longitude":31.92624,"PositionArray":[31.92624,-24.48927],"Bearing":0},"Duration":11908.049939999999,"Length":157363.47600000002},{"Origin":{"X":31.45122,"Y":-25.42001,"Latitude":-25.42001,"Longitude":31.45122,"PositionArray":[31.45122,-25.42001],"Bearing":0},"Destination":{"X":31.72904,"Y":-24.056,"Latitude":-24.056,"Longitude":31.72904,"PositionArray":[31.72904,-24.056],"Bearing":0},"Duration":15017.552910000002,"Length":203471.188},{"Origin":{"X":31.45122,"Y":-25.42001,"Latitude":-25.42001,"Longitude":31.45122,"PositionArray":[31.45122,-25.42001],"Bearing":0},"Destination":{"X":31.40122,"Y":-24.45067,"Latitude":-24.45067,"Longitude":31.40122,"PositionArray":[31.40122,-24.45067],"Bearing":0},"Duration":14223.068459999999,"Length":177446.311},{"Origin":{"X":31.45122,"Y":-25.42001,"Latitude":-25.42001,"Longitude":31.45122,"PositionArray":[31.45122,-25.42001],"Bearing":0},"Destination":{"X":31.39842,"Y":-24.46177,"Latitude":-24.46177,"Longitude":31.39842,"PositionArray":[31.39842,-24.46177],"Bearing":0},"Duration":14166.935639999998,"Length":176822.61299999998},{"Origin":{"X":31.45122,"Y":-25.42001,"Latitude":-25.42001,"Longitude":31.45122,"PositionArray":[31.45122,-25.42001],"Bearing":0},"Destination":{"X":31.38733,"Y":-23.74883,"Latitude":-23.74883,"Longitude":31.38733,"PositionArray":[31.38733,-23.74883],"Bearing":0},"Duration":19473.356538000004,"Length":259886.04300000003},{"Origin":{"X":31.45122,"Y":-25.42001,"Latitude":-25.42001,"Longitude":31.45122,"PositionArray":[31.45122,-25.42001],"Bearing":0},"Destination":{"X":31.26872,"Y":-25.16923,"Latitude":-25.16923,"Longitude":31.26872,"PositionArray":[31.26872,-25.16923],"Bearing":0},"Duration":4505.696766000001,"Length":59128.420000000006},{"Origin":{"X":31.45122,"Y":-25.42001,"Latitude":-25.42001,"Longitude":31.45122,"PositionArray":[31.45122,-25.42001],"Bearing":0},"Destination":{"X":31.01813,"Y":-22.6919,"Latitude":-22.6919,"Longitude":31.01813,"PositionArray":[31.01813,-22.6919],"Bearing":0},"Duration":29461.698198000002,"Length":404487.1720000001},{"Origin":{"X":31.45122,"Y":-25.42001,"Latitude":-25.42001,"Longitude":31.45122,"PositionArray":[31.45122,-25.42001],"Bearing":0},"Destination":{"X":31.77953,"Y":-24.39258,"Latitude":-24.39258,"Longitude":31.77953,"PositionArray":[31.77953,-24.39258],"Bearing":0},"Duration":11695.303259999999,"Length":159273.412},{"Origin":{"X":31.45122,"Y":-25.42001,"Latitude":-25.42001,"Longitude":31.45122,"PositionArray":[31.45122,-25.42001],"Bearing":0},"Destination":{"X":31.44082,"Y":-23.55595,"Latitude":-23.55595,"Longitude":31.44082,"PositionArray":[31.44082,-23.55595],"Bearing":0},"Duration":20066.999526000003,"Length":273116.54500000004}]}
