"from_stop_id","to_stop_id","transfer_type","min_transfer_time","from_route_id","to_route_id","from_trip_id","to_trip_id"
"de:02000:10002:4:100009","de:02000:10092::100223",2,300,,,,
"de:02000:10002:4:100009","de:02000:10002:1:99",2,300,,,,
"de:02000:10002:4:100009","de:02000:10950:99:99",2,420,,,,
"de:02000:10002:4:100009","de:02000:10002:4:100010",2,120,,,,
"de:02000:10003::100011","de:02000:10003::100011",2,120,,,,
"de:02000:10003::100011","de:02000:10003::100025",2,120,,,,
"de:02000:10003::100011","de:02000:10004::100087",2,360,,,,
"de:02000:10003::100011","de:02000:10004::100088",2,360,,,,
"de:02000:10003::100011","de:02000:10952:2:109010",2,180,,,,
"de:02000:10003::100011","de:02000:10952:1:109011",2,180,,,,
"de:02000:10003::100011","de:02000:10952:1:109020",2,180,,,,
"de:02000:10003::100011","de:02000:10952:2:109021",2,180,,,,
"de:02000:10003::100011","de:02000:10952:4:109108",2,180,,,,
"de:02000:10003::100011","de:02000:10952:5:109109",2,180,,,,
"de:02000:10003::100011","de:02000:10952:3:109110",2,180,,,,
"de:02000:10003::100011","de:02000:10952:3:109111",2,180,,,,
"de:02000:10003::100011","de:02000:10952:4:109119",2,180,,,,
"de:02000:10003::100011","de:02000:10003::190121",2,120,,,,
"de:02000:10003::100011","de:02000:10003::100100",2,120,,,,
"de:02000:10003::100025","de:02000:10003::100011",2,120,,,,
"de:02000:10003::100025","de:02000:10003::190121",2,120,,,,
"de:02000:10002:3:100028","de:02000:10002:2:100008",2,120,,,,
"de:02000:10002:3:100028","de:02000:10002:4:100009",2,120,,,,
"de:02000:10002:3:100028","de:02000:10002:3:100028",2,120,,,,
"de:02000:10002:3:100028","de:02000:10001::100132",2,420,,,,
"de:02000:10002:3:100028","de:02000:10051::100142",2,120,,,,
"de:02000:10002:3:100028","de:02000:10906:1:109014",2,300,,,,
"de:02000:10002:3:100028","de:02000:10906:1:109015",2,300,,,,
"de:02000:10002:3:100028","de:02000:10906:2:109016",2,300,,,,
"de:02000:10002:3:100028","de:02000:10906:2:109017",2,300,,,,
"de:02000:10002:3:100028","de:02000:10905:1:109013",2,420,,,,
"de:02000:10002:3:100028","de:02000:10905:2:109012",2,420,,,,
"de:02000:10002:3:100028","de:02000:10092::100223",2,300,,,,
"de:02000:10002:3:100028","de:02000:10002:1:99",2,300,,,,
"de:02000:10002:3:100028","de:02000:10950:99:99",2,420,,,,
"de:02000:10002:3:100028","de:02000:10002:4:100010",2,120,,,,
"de:02000:10023::100034","de:02000:10023::100049",2,120,,,,
"de:02000:10023::100034","de:02000:10023::590453",2,120,,,,
"de:02000:10022::100035","de:02000:10022::100048",2,120,,,,
"de:02000:10022::100035","de:02000:10022::100234",2,60,,,,
"de:02000:10021::100036","de:02000:10021::100036",2,120,,,,
"de:02000:10021::100036","de:02000:10021::100047",2,120,,,,
"de:02000:10020::100038","de:02000:10020::100038",2,120,,,,
"de:02000:10020::100038","de:02000:10020::100045",2,120,,,,
"de:02000:10020::100038","de:02000:10019::540098",2,240,,,,
"de:02000:10020::100038","de:02000:10019::100042",2,240,,,,
"de:02000:10020::100038","de:02000:10019::100023",2,240,,,,
"de:02000:10020::100045","de:02000:10020::100038",2,120,,,,
"de:02000:10020::100045","de:02000:10020::100045",2,120,,,,
"de:02000:10020::100045","de:02000:10019::540098",2,240,,,,
"de:02000:10020::100045","de:02000:10019::100042",2,240,,,,
"de:02000:10020::100045","de:02000:10019::100023",2,240,,,,
"de:02000:10021::100047","de:02000:10021::100036",2,120,,,,
"de:02000:10021::100047","de:02000:10021::100047",2,120,,,,
"de:02000:10022::100048","de:02000:10022::100035",2,120,,,,
"de:02000:10022::100048","de:02000:10022::100048",2,60,,,,
"de:02000:10022::100048","de:02000:10022::100234",2,120,,,,
"de:02000:10023::100049","de:02000:10023::100034",2,120,,,,
"de:02000:10023::100049","de:02000:10023::100049",2,120,,,,
"de:02000:10023::100049","de:02000:10023::590453",2,120,,,,
"de:02000:10024::100050","de:02000:10024::100050",2,120,,,,
"de:02000:10024::100050","de:02000:10907:1:109019",2,180,,,,
"de:02000:10024::100050","de:02000:10907:1:109018",2,180,,,,
"de:02000:10028::100060","de:02000:10028::100060",2,120,,,,
"de:02000:10028::100060","de:02000:10028::100065",2,120,,,,
"de:02000:10028::100065","de:02000:10028::100060",2,120,,,,
"de:02000:10028::100065","de:02000:10028::100065",2,120,,,,
"de:02000:10018::100076","de:02000:10000::100057",2,1140,,,,
"de:02000:10018::100076","de:02000:10000::590491",2,1140,,,,
"de:02000:10018::100077","de:02000:10000::100057",2,1140,,,,
"de:02000:10018::100077","de:02000:10000::590491",2,1140,,,,
"de:02000:10004::100087","de:02000:10003::100011",2,360,,,,
"de:02000:10004::100087","de:02000:10003::190121",2,360,,,,
"de:02000:10004::100088","de:02000:10003::100011",2,360,,,,
"de:02000:10004::100088","de:02000:10003::190121",2,360,,,,
"de:02000:10001::100132","de:02000:11001::100001",2,180,,,,
"de:02000:10001::100132","de:02000:10002:2:100008",2,420,,,,
"de:02000:10001::100132","de:02000:10002:4:100009",2,420,,,,
"de:02000:10001::100132","de:02000:10002:3:100028",2,420,,,,
"de:02000:10001::100132","de:02000:10001::100132",2,120,,,,
"de:02000:10001::100132","de:02000:10051::100142",2,480,,,,
"de:02000:10001::100132","de:02000:10051::100148",2,480,,,,
"de:02000:10001::100132","de:02000:10906:1:109014",2,360,,,,
"de:02000:10001::100132","de:02000:10906:1:109015",2,360,,,,
"de:02000:10001::100132","de:02000:10906:2:109016",2,360,,,,
"de:02000:10001::100132","de:02000:10906:2:109017",2,360,,,,
"de:02000:10001::100132","de:02000:11001::110001",2,120,,,,
"de:02000:10001::100132","de:02000:10905:1:109013",2,420,,,,
"de:02000:10001::100132","de:02000:10905:2:109012",2,420,,,,
"de:02000:10001::100132","de:02000:10002:1:99",2,420,,,,
"de:02000:10001::100132","de:02000:10950:99:99",2,420,,,,
"de:02000:10001::100132","de:02000:10002:4:100010",2,420,,,,
"de:02000:10011::100133","de:02000:11001::100001",2,120,,,,
"de:02000:10011::100133","de:02000:11001::110001",2,120,,,,
"de:02000:10051::100142","de:02000:10002:3:100028",2,120,,,,
"de:02000:10051::100142","de:02000:10001::100132",2,480,,,,
"de:02000:10051::100148","de:02000:10001::100132",2,480,,,,
"de:02000:10952:2:109010","de:02000:10003::100011",2,180,,,,
"de:02000:10952:2:109010","de:02000:10003::190121",2,180,,,,
"de:02000:10952:1:109011","de:02000:10003::100011",2,180,,,,
"de:02000:10952:1:109011","de:02000:10003::190121",2,180,,,,
"de:02000:10906:1:109014","de:02000:11001::100001",2,480,,,,
"de:02000:10906:1:109014","de:02000:10002:4:100009",2,300,,,,
"de:02000:10906:1:109014","de:02000:10002:3:100028",2,300,,,,
"de:02000:10906:1:109014","de:02000:10001::100132",2,360,,,,
"de:02000:10906:1:109014","de:02000:11001::110001",2,480,,,,
"de:02000:10906:1:109014","de:02000:10092::100223",2,300,,,,
"de:02000:10906:1:109015","de:02000:11001::100001",2,480,,,,
"de:02000:10906:1:109015","de:02000:10002:4:100009",2,300,,,,
"de:02000:10906:1:109015","de:02000:10002:3:100028",2,300,,,,
"de:02000:10906:1:109015","de:02000:10001::100132",2,360,,,,
"de:02000:10906:1:109015","de:02000:11001::110001",2,480,,,,
"de:02000:10906:1:109015","de:02000:10092::100223",2,300,,,,
"de:02000:10906:2:109016","de:02000:11001::100001",2,480,,,,
"de:02000:10906:2:109016","de:02000:10002:4:100009",2,300,,,,
"de:02000:10906:2:109016","de:02000:10002:3:100028",2,300,,,,
"de:02000:10906:2:109016","de:02000:10001::100132",2,360,,,,
"de:02000:10906:2:109016","de:02000:11001::110001",2,480,,,,
"de:02000:10906:2:109016","de:02000:10092::100223",2,300,,,,
"de:02000:10906:2:109017","de:02000:11001::100001",2,480,,,,
"de:02000:10906:2:109017","de:02000:10002:4:100009",2,300,,,,
"de:02000:10906:2:109017","de:02000:10002:3:100028",2,300,,,,
"de:02000:10906:2:109017","de:02000:10001::100132",2,360,,,,
"de:02000:10906:2:109017","de:02000:11001::110001",2,480,,,,
"de:02000:10906:2:109017","de:02000:10092::100223",2,300,,,,
"de:02000:10952:1:109020","de:02000:10003::100011",2,180,,,,
"de:02000:10952:1:109020","de:02000:10003::190121",2,180,,,,
"de:02000:10952:2:109021","de:02000:10003::100011",2,180,,,,
"de:02000:10952:2:109021","de:02000:10003::190121",2,180,,,,
"de:02000:10952:4:109108","de:02000:10003::100011",2,180,,,,
"de:02000:10952:4:109108","de:02000:10003::190121",2,180,,,,
"de:02000:10952:5:109109","de:02000:10003::100011",2,180,,,,
"de:02000:10952:5:109109","de:02000:10003::190121",2,180,,,,
"de:02000:10952:3:109110","de:02000:10003::100011",2,180,,,,
"de:02000:10952:3:109110","de:02000:10003::190121",2,180,,,,
"de:02000:10952:3:109111","de:02000:10003::100011",2,180,,,,
"de:02000:10952:3:109111","de:02000:10003::190121",2,180,,,,
"de:02000:11001::110001","de:02000:11001::100001",2,120,,,,
"de:02000:11001::110001","de:02000:10001::100132",2,120,,,,
"de:02000:11001::110001","de:02000:10011::100133",2,120,,,,
"de:02000:11001::110001","de:02000:10906:1:109014",2,480,,,,
"de:02000:11001::110001","de:02000:10906:1:109015",2,480,,,,
"de:02000:11001::110001","de:02000:10906:2:109016",2,480,,,,
"de:02000:11001::110001","de:02000:10906:2:109017",2,480,,,,
"de:02000:11001::110001","de:02000:11001::110001",2,120,,,,
"de:02000:11001::110001","de:02000:10905:1:109013",2,480,,,,
"de:02000:11001::110001","de:02000:10905:2:109012",2,480,,,,
"de:02000:11001::110001","de:02000:10950:99:99",2,360,,,,
"de:02000:11002::110002","de:02000:11002::110002",2,120,,,,
"de:02000:11002::110002","de:02000:11002::110007",2,120,,,,
"de:02000:11002::110007","de:02000:11002::110002",2,120,,,,
"de:02000:11002::110007","de:02000:11002::110007",2,120,,,,
"de:02000:11003:3:110011","de:02000:11003:3:110011",2,120,,,,
"de:02000:11003:3:110011","de:02000:11003:3:110021",2,120,,,,
"de:02000:11003:3:110011","de:02000:11003:1:110028",2,120,,,,
"de:02000:11003:3:110011","de:02000:11003:2:110031",2,120,,,,
"de:02000:11003:3:110011","de:02000:11950:1:119004",2,300,,,,
"de:02000:11003:3:110011","de:02000:11950:1:119005",2,300,,,,
"de:02000:11003:3:110011","de:02000:11950:2:119024",2,300,,,,
"de:02000:11003:3:110011","de:02000:11950:3:119025",2,300,,,,
"de:02000:11003:3:110011","de:02000:11950:2:119026",2,300,,,,
"de:02000:11003:3:110011","de:02000:11950:3:119027",2,300,,,,
"de:02000:11003:3:110011","de:02000:11950:4:119102",2,300,,,,
"de:02000:11003:3:110011","de:02000:11950:4:119103",2,300,,,,
"de:02000:11003:3:110011","de:02000:11003:2:110032",2,120,,,,
"de:02000:11003:3:110011","de:02000:11043::110433",2,180,,,,
"de:02000:11003:3:110011","de:02000:11905:1:119010",2,120,,,,
"de:02000:11003:3:110011","de:02000:11905:2:119011",2,120,,,,
"de:02000:11003:3:110021","de:02000:11003:3:110011",2,120,,,,
"de:02000:11003:3:110021","de:02000:11003:3:110021",2,120,,,,
"de:02000:11003:3:110021","de:02000:11003:1:110028",2,120,,,,
"de:02000:11003:3:110021","de:02000:11003:2:110031",2,120,,,,
"de:02000:11003:3:110021","de:02000:11950:1:119004",2,300,,,,
"de:02000:11003:3:110021","de:02000:11950:1:119005",2,300,,,,
"de:02000:11003:3:110021","de:02000:11950:2:119024",2,300,,,,
"de:02000:11003:3:110021","de:02000:11950:3:119025",2,300,,,,
"de:02000:11003:3:110021","de:02000:11950:2:119026",2,300,,,,
"de:02000:11003:3:110021","de:02000:11950:3:119027",2,300,,,,
"de:02000:11003:3:110021","de:02000:11950:4:119102",2,300,,,,
"de:02000:11003:3:110021","de:02000:11950:4:119103",2,300,,,,
"de:02000:11003:3:110021","de:02000:11003:2:110032",2,120,,,,
"de:02000:11003:3:110021","de:02000:11043::110433",2,180,,,,
"de:02000:11003:3:110021","de:02000:11905:1:119010",2,120,,,,
"de:02000:11003:3:110021","de:02000:11905:2:119011",2,120,,,,
"de:02000:11003:1:110028","de:02000:11003:3:110011",2,120,,,,
"de:02000:11003:1:110028","de:02000:11003:3:110021",2,120,,,,
"de:02000:11003:1:110028","de:02000:11043::110433",2,180,,,,
"de:02000:11003:2:110031","de:02000:11003:3:110011",2,120,,,,
"de:02000:11003:2:110031","de:02000:11003:3:110021",2,120,,,,
"de:02000:11003:2:110031","de:02000:11043::110433",2,180,,,,
"de:02000:11009:1:110055","de:02000:11009:2:110059",2,180,,,,
"de:02000:11009:1:110055","de:02000:11009:2:110060",2,180,,,,
"de:02000:11009:1:110056","de:02000:11009:2:110059",2,180,,,,
"de:02000:11009:1:110056","de:02000:11009:2:110060",2,180,,,,
"de:02000:11010::110057","de:02000:11010::110057",2,120,,,,
"de:02000:11010::110057","de:02000:11010::110058",2,120,,,,
"de:02000:11010::110057","de:02000:11010::110006",2,120,,,,
"de:02000:11010::110057","de:02000:11010::590082",2,120,,,,
"de:02000:11010::110058","de:02000:11010::110057",2,120,,,,
"de:02000:11010::110058","de:02000:11010::110006",2,120,,,,
"de:02000:11010::110058","de:02000:11010::590082",2,120,,,,
"de:02000:11009:2:110059","de:02000:11009:1:110055",2,180,,,,
"de:02000:11009:2:110059","de:02000:11009:1:110056",2,180,,,,
"de:02000:11009:2:110059","de:02000:11009:2:110059",2,180,,,,
"de:02000:11009:2:110059","de:02000:11009:2:110060",2,180,,,,
"de:02000:11009:2:110059","de:02000:11009:2:110169",2,180,,,,
"de:02000:11009:2:110060","de:02000:11009:1:110055",2,180,,,,
"de:02000:11009:2:110060","de:02000:11009:1:110056",2,180,,,,
"de:02000:11009:2:110060","de:02000:11009:2:110059",2,180,,,,
"de:02000:11009:2:110060","de:02000:11009:2:110169",2,180,,,,
"de:02000:11012::110062","de:02000:11030::110068",2,120,,,,
"de:02000:11012::110062","de:02000:11030::110069",2,120,,,,
"de:02000:11012::110063","de:02000:11030::110068",2,120,,,,
"de:02000:11012::110063","de:02000:11030::110069",2,120,,,,
"de:02000:11020::110066","de:02000:11020::110066",2,120,,,,
"de:02000:11020::110066","de:02000:11020::110067",2,120,,,,
"de:02000:11020::110066","de:02000:11950:1:119004",2,300,,,,
"de:02000:11020::110066","de:02000:11950:1:119005",2,300,,,,
"de:02000:11020::110066","de:02000:11950:2:119024",2,300,,,,
"de:02000:11020::110066","de:02000:11950:3:119025",2,300,,,,
"de:02000:11020::110066","de:02000:11950:2:119026",2,300,,,,
"de:02000:11020::110066","de:02000:11950:3:119027",2,300,,,,
"de:02000:11020::110066","de:02000:11950:4:119102",2,300,,,,
"de:02000:11020::110066","de:02000:11950:4:119103",2,300,,,,
"de:02000:11020::110067","de:02000:11020::110066",2,120,,,,
"de:02000:11020::110067","de:02000:11020::110067",2,120,,,,
"de:02000:11020::110067","de:02000:11950:1:119004",2,300,,,,
"de:02000:11020::110067","de:02000:11950:1:119005",2,300,,,,
"de:02000:11020::110067","de:02000:11950:2:119024",2,300,,,,
"de:02000:11020::110067","de:02000:11950:3:119025",2,300,,,,
"de:02000:11020::110067","de:02000:11950:2:119026",2,300,,,,
"de:02000:11020::110067","de:02000:11950:3:119027",2,300,,,,
"de:02000:11020::110067","de:02000:11950:4:119102",2,300,,,,
"de:02000:11020::110067","de:02000:11950:4:119103",2,300,,,,
"de:02000:11014:1:110074","de:02000:11014:1:110075",2,120,,,,
"de:02000:11014:1:110074","de:02000:11014:1:110074",2,120,,,,
"de:02000:11014:1:110074","de:02000:11014:2:110139",2,120,,,,
"de:02000:11014:1:110074","de:02000:11909:1:119018",2,180,,,,
"de:02000:11014:1:110074","de:02000:11909:1:119019",2,180,,,,
"de:02000:11014:2:110139","de:02000:11014:1:110075",2,120,,,,
"de:02000:11014:2:110139","de:02000:11014:1:110074",2,120,,,,
"de:02000:11950:1:119004","de:02000:11003:3:110011",2,300,,,,
"de:02000:11950:1:119004","de:02000:11003:3:110021",2,300,,,,
"de:02000:11950:1:119004","de:02000:11020::110066",2,300,,,,
"de:02000:11950:1:119004","de:02000:11020::110067",2,300,,,,
"de:02000:11950:1:119005","de:02000:11003:3:110011",2,300,,,,
"de:02000:11950:1:119005","de:02000:11003:3:110021",2,300,,,,
"de:02000:11950:1:119005","de:02000:11020::110066",2,300,,,,
"de:02000:11950:1:119005","de:02000:11020::110067",2,300,,,,
"de:02000:11950:2:119024","de:02000:11003:3:110011",2,300,,,,
"de:02000:11950:2:119024","de:02000:11003:3:110021",2,300,,,,
"de:02000:11950:2:119024","de:02000:11020::110066",2,300,,,,
"de:02000:11950:2:119024","de:02000:11020::110067",2,300,,,,
"de:02000:11950:3:119025","de:02000:11003:3:110011",2,300,,,,
"de:02000:11950:3:119025","de:02000:11003:3:110021",2,300,,,,
"de:02000:11950:3:119025","de:02000:11020::110066",2,300,,,,
"de:02000:11950:3:119025","de:02000:11020::110067",2,300,,,,
"de:02000:11950:2:119026","de:02000:11003:3:110011",2,300,,,,
"de:02000:11950:2:119026","de:02000:11003:3:110021",2,300,,,,
"de:02000:11950:2:119026","de:02000:11020::110066",2,300,,,,
"de:02000:11950:2:119026","de:02000:11020::110067",2,300,,,,
"de:02000:11950:3:119027","de:02000:11003:3:110011",2,300,,,,
"de:02000:11950:3:119027","de:02000:11003:3:110021",2,300,,,,
"de:02000:11950:3:119027","de:02000:11020::110066",2,300,,,,
"de:02000:11950:3:119027","de:02000:11020::110067",2,300,,,,
"de:02000:11950:4:119102","de:02000:11003:3:110011",2,300,,,,
"de:02000:11950:4:119102","de:02000:11003:3:110021",2,300,,,,
"de:02000:11950:4:119102","de:02000:11020::110066",2,300,,,,
"de:02000:11950:4:119102","de:02000:11020::110067",2,300,,,,
"de:02000:11950:4:119103","de:02000:11003:3:110011",2,300,,,,
"de:02000:11950:4:119103","de:02000:11003:3:110021",2,300,,,,
"de:02000:11950:4:119103","de:02000:11020::110066",2,300,,,,
"de:02000:11950:4:119103","de:02000:11020::110067",2,300,,,,
"de:02000:80062::800002","de:02000:80062::800164",2,120,,,,
"de:02000:80002::800011","de:02000:80002::800011",2,120,,,,
"de:02000:80002::800011","de:02000:80002::800060",2,120,,,,
"de:02000:80004::800014","de:02000:80004::800014",2,120,,,,
"de:02000:80004::800014","de:02000:80004::800055",2,120,,,,
"de:02000:80005::800017","de:02000:80005::800019",2,120,,,,
"de:02000:80005::800017","de:02000:80005::800054",2,120,,,,
"de:02000:80005::800017","de:02000:80005::800212",2,120,,,,
"de:02000:80005::800017","de:02000:80981::809303",2,180,,,,
"de:02000:80005::800017","de:02000:80005::800018",2,120,,,,
"de:02000:80005::800017","de:02000:80005::800042",2,120,,,,
"de:02000:80005::800019","de:02000:80005::800017",2,120,,,,
"de:02000:80005::800019","de:02000:80005::800212",2,120,,,,
"de:02000:80015::800028","de:02000:80015::800028",2,180,,,,
"de:02000:80015::800028","de:02000:80015::800044",2,180,,,,
"de:02000:80015::800028","de:02000:80015::800205",2,180,,,,
"de:02000:80015::800028","de:02000:80015::800217",2,180,,,,
"de:02000:80015::800044","de:02000:80015::800028",2,180,,,,
"de:02000:80015::800044","de:02000:80015::800044",2,180,,,,
"de:02000:80015::800044","de:02000:80015::800205",2,180,,,,
"de:02000:80015::800044","de:02000:80015::800217",2,180,,,,
"de:02000:80005::800054","de:02000:80005::800017",2,120,,,,
"de:02000:80005::800054","de:02000:80005::800212",2,120,,,,
"de:02000:80004::800055","de:02000:80004::800014",2,120,,,,
"de:02000:80004::800055","de:02000:80004::800055",2,120,,,,
"de:02000:80003::800056","de:02000:80003::800056",2,120,,,,
"de:02000:80003::800056","de:02000:80003::800057",2,120,,,,
"de:02000:80003::800057","de:02000:80003::800056",2,120,,,,
"de:02000:80003::800057","de:02000:80003::800057",2,120,,,,
"de:02000:80002::800060","de:02000:80002::800011",2,120,,,,
"de:02000:80002::800060","de:02000:80002::800060",2,120,,,,
"de:02000:80082::800064","de:02000:80082::800070",2,120,,,,
"de:02000:80082::800064","de:02000:80957:1:809118",2,120,,,,
"de:02000:80082::800064","de:02000:80957:1:809119",2,120,,,,
"de:02000:80080:2:800067","de:02000:80080:1:800280",2,120,,,,
"de:02000:80080:2:800067","de:02000:80080:1:800293",2,120,,,,
"de:02000:80080:2:800067","de:02000:80080:3:800803",2,120,,,,
"de:02000:80082::800070","de:02000:80082::800064",2,120,,,,
"de:02000:80082::800070","de:02000:80957:1:809118",2,120,,,,
"de:02000:80082::800070","de:02000:80957:1:809119",2,120,,,,
"de:02000:80026::800090","de:02000:80026::800091",2,120,,,,
"de:02000:80026::800090","de:02000:80026::800092",2,120,,,,
"de:02000:80026::800090","de:02000:80026::800094",2,300,,,,
"de:02000:80026::800090","de:02000:80026::800095",2,120,,,,
"de:02000:80026::800091","de:02000:80026::800090",2,120,,,,
"de:02000:80026::800091","de:02000:80026::800091",2,120,,,,
"de:02000:80026::800091","de:02000:80026::800092",2,120,,,,
"de:02000:80026::800091","de:02000:80026::800093",2,120,,,,
"de:02000:80026::800091","de:02000:80026::800094",2,300,,,,
"de:02000:80026::800091","de:02000:80026::800095",2,120,,,,
"de:02000:80026::800091","de:02000:80953:2:809106",2,240,,,,
"de:02000:80026::800091","de:02000:80953:2:809107",2,240,,,,
"de:02000:80026::800091","de:02000:80953:1:809108",2,240,,,,
"de:02000:80026::800091","de:02000:80953:1:809109",2,240,,,,
"de:02000:80026::800091","de:02000:80026::800096",2,120,,,,
"de:02000:80026::800091","de:02000:8002553:99:99",2,420,,,,
"de:02000:80026::800092","de:02000:80026::800090",2,120,,,,
"de:02000:80026::800092","de:02000:80026::800091",2,120,,,,
"de:02000:80026::800092","de:02000:80026::800092",2,120,,,,
"de:02000:80026::800092","de:02000:80026::800093",2,120,,,,
"de:02000:80026::800092","de:02000:80026::800094",2,300,,,,
"de:02000:80026::800092","de:02000:80026::800095",2,120,,,,
"de:02000:80026::800092","de:02000:80953:2:809106",2,240,,,,
"de:02000:80026::800092","de:02000:80953:2:809107",2,240,,,,
"de:02000:80026::800092","de:02000:80953:1:809108",2,240,,,,
"de:02000:80026::800092","de:02000:80953:1:809109",2,240,,,,
"de:02000:80026::800092","de:02000:80026::800096",2,120,,,,
"de:02000:80026::800092","de:02000:8002553:99:99",2,420,,,,
"de:02000:80026::800093","de:02000:80026::800091",2,120,,,,
"de:02000:80026::800093","de:02000:80026::800092",2,120,,,,
"de:02000:80026::800093","de:02000:80026::800094",2,300,,,,
"de:02000:80026::800093","de:02000:80026::800095",2,120,,,,
"de:02000:80026::800094","de:02000:80026::800090",2,300,,,,
"de:02000:80026::800094","de:02000:80026::800091",2,300,,,,
"de:02000:80026::800094","de:02000:80026::800092",2,300,,,,
"de:02000:80026::800094","de:02000:80026::800093",2,300,,,,
"de:02000:80026::800094","de:02000:80026::800094",2,300,,,,
"de:02000:80026::800094","de:02000:80026::800095",2,300,,,,
"de:02000:80026::800094","de:02000:80953:2:809106",2,240,,,,
"de:02000:80026::800094","de:02000:80953:2:809107",2,240,,,,
"de:02000:80026::800094","de:02000:80953:1:809108",2,240,,,,
"de:02000:80026::800094","de:02000:80953:1:809109",2,240,,,,
"de:02000:80026::800094","de:02000:80026::800096",2,300,,,,
"de:02000:80026::800094","de:02000:8002553:99:99",2,420,,,,
"de:02000:80026::800095","de:02000:80026::800090",2,120,,,,
"de:02000:80026::800095","de:02000:80026::800091",2,120,,,,
"de:02000:80026::800095","de:02000:80026::800092",2,120,,,,
"de:02000:80026::800095","de:02000:80026::800093",2,120,,,,
"de:02000:80026::800095","de:02000:80026::800094",2,300,,,,
"de:02000:80026::800095","de:02000:80026::800095",2,120,,,,
"de:02000:80026::800095","de:02000:80953:2:809106",2,240,,,,
"de:02000:80026::800095","de:02000:80953:2:809107",2,240,,,,
"de:02000:80026::800095","de:02000:80953:1:809108",2,240,,,,
"de:02000:80026::800095","de:02000:80953:1:809109",2,240,,,,
"de:02000:80026::800095","de:02000:80026::800096",2,120,,,,
"de:02000:80026::800095","de:02000:8002553:99:99",2,420,,,,
"de:02000:80061::800163","de:02000:80061::800163",2,120,,,,
"de:02000:80061::800163","de:02000:80061::840030",2,180,,,,
"de:02000:80061::800163","de:02000:80061::809192",2,120,,,,
"de:02000:80061::800163","de:02000:80061::809191",2,120,,,,
"de:02000:80062::800164","de:02000:80062::800002",2,120,,,,
"de:02000:80066:1:800168","de:02000:80066:1:800168",2,120,,,,
"de:02000:80066:1:800168","de:02000:80066:2:800171",2,120,,,,
"de:02000:80066:2:800171","de:02000:80066:1:800168",2,120,,,,
"de:02000:80066:2:800171","de:02000:80066:2:800171",2,120,,,,
"de:02000:80034:1:800188","de:02000:80034:1:800188",2,120,,,,
"de:02000:80034:1:800188","de:02000:80034:1:800188",2,60,"1297_3","6963_3",,
"de:02000:80034:1:800188","de:02000:80034:2:800189",2,120,,,,
"de:02000:80034:1:800188","de:02000:80034:2:800189",2,120,"1297_3","6941_3",,
"de:02000:80034:1:800188","de:02000:80034:3:800195",2,120,,,,
"de:02000:80034:1:800188","de:02000:80034:3:800195",2,120,"1297_3","6941_3",,
