id,lat,lon
337,50.3514218,6.9812836
338,50.9440047,6.9835259
339,51.4758203,6.9847315
340,49.2454231,6.9867039
341,51.0216853,6.9903289
342,50.8114517,6.990345
343,50.8115678,6.990817
344,51.4118096,6.9920596
345,51.4118126,6.9926356
346,50.6043449,6.9935307
347,50.521841,6.993926
348,50.9983062,6.9960898
349,51.4885638,6.9979586
350,51.4858839,6.9981592
351,51.4219387,6.9983142
352,51.4862084,6.9993129
353,50.9272396,7.0002505
354,51.4286379,7.0002682
355,51.0233405,7.000983
356,51.4322843,7.0021299
357,50.9789223,7.0024979
358,51.6581933,7.0025745
359,51.4808039,7.0028408
360,51.0230186,7.0037568
361,51.457755,7.0043625
362,51.469048,7.0044916
363,50.9657288,7.0058363
364,49.978701,7.0071098
365,50.9738473,7.01227
366,51.7212608,7.0135606
367,51.1948394,7.0148882
368,51.0524417,7.0160016
369,51.0575442,7.0171296
370,50.1913651,7.0177904
371,51.3374069,7.0193725
372,51.4433563,7.0194415
373,51.3325768,7.0199144
374,51.3819137,7.0217942
375,49.1952518,7.0236411
376,50.9652408,7.0250375
377,51.4696698,7.026382
378,50.9425984,7.0271533
379,50.71587,7.0285051
380,51.9409912,7.0291266
381,51.2092045,7.032334
382,51.4612851,7.0330797
383,51.4347793,7.0340079
384,50.9678318,7.0349297
385,51.3520695,7.0350363
386,51.7213189,7.038561
387,51.0273936,7.0419812
388,51.5804433,7.0423204
389,51.0271456,7.0423896
390,51.4370971,7.0430603
391,51.3462284,7.0432822
392,51.5614637,7.0466713
393,51.5735288,7.0480431
394,50.7093338,7.0547674
395,51.5868233,7.0551183
396,51.2250721,7.0569787
397,51.1518097,7.0572262
398,50.7528913,7.0588735
399,50.0151375,7.060355
400,50.9460197,7.0618269
401,51.2518479,7.0631887
402,49.473219,7.063421
403,52.3208806,7.06349
404,51.3415394,7.0653645
405,51.2268706,7.0691422
406,49.2202616,7.0703814
407,51.0429854,7.0720856
408,50.2351075,7.0724723
409,51.5217865,7.0729901
410,51.2793101,7.07344
411,51.521241,7.07422
412,50.9806576,7.0751067
413,51.5328986,7.0775626
414,51.4629938,7.0786849
415,51.1850424,7.079639
416,51.5689341,7.0798992
417,51.5195466,7.0817375
418,50.8820468,7.0819618
419,50.173978,7.082452
420,50.8984028,7.082495
421,52.41443,7.08326
422,52.4196208,7.0837234
423,51.5640905,7.0848869
424,51.3967203,7.0854151
425,51.0878,7.08563
426,50.8977446,7.0857797
427,51.6479184,7.0860414
428,50.9882498,7.0875079
429,49.9763049,7.0875935
430,51.5506193,7.0875957
431,49.3170886,7.0876236
432,51.54891,7.0884147
433,51.2371212,7.0898131
434,51.5170519,7.0908791
435,52.1205652,7.0931153
436,50.9205407,7.0933379
437,51.655905,7.1009393
438,50.7383108,7.1012591
439,50.8389821,7.1014624
440,51.5708328,7.1026433
441,51.2507944,7.1037323
442,51.2456251,7.1051213
443,49.9570995,7.1051608
444,52.1189414,7.1089955
445,51.6547162,7.1104597
446,51.5366291,7.110725
447,51.5330322,7.1107647
448,51.2496898,7.1129346
449,49.8607244,7.1132482
450,49.8076321,7.1143678
451,49.5833236,7.1160253
452,51.0790518,7.1178805
453,50.8120553,7.1226216
454,50.4251943,7.1230989
455,50.1437792,7.1237276
456,51.6072216,7.1239855
457,50.7467099,7.1239936
458,50.7458286,7.1244496
459,51.0839556,7.128109
460,52.004841,7.1285904
461,51.2511546,7.1287653
462,50.5490919,7.1295778
463,50.074729,7.1296149
464,50.8070292,7.1302015
465,50.5495244,7.1307285
466,51.5401259,7.1310744
467,51.9915861,7.1324875
