startTime,endTime,spawningIntervalInMinutes,spawningAmount,source,destination
6:00,07:00,3,1,"MULTIPOLYGON (((9.994501879628832 53.67093502490993,9.994501879628832 53.68205339799399,10.009023836310048 53.68205339799399,10.009023836310048 53.67093502490993,9.994501879628832 53.67093502490993)))","MULTIPOLYGON (((10.023489066597984 53.614700260365773,10.023489066597984 53.630016386552988,10.041641512449504 53.630016386552988,10.041641512449504 53.614700260365773,10.023489066597984 53.614700260365773)))"
