"route_id","service_id","trip_id","trip_headsign","trip_short_name","direction_id","block_id","shape_id","wheelchair_accessible","bikes_allowed"
"9146_702",21,44061616,"U Meßberg","",0,,1229,1,0
"9146_702",22,44061635,"U Meßberg","",0,,1229,1,0
"9146_702",4,44061727,"U Meßberg","",0,,1229,1,0
"9146_702",4,44061726,"U Meßberg","",0,,1229,1,0
"9146_702",21,44061615,"U Meßberg","",0,,1229,1,0
"9146_702",22,44061634,"U Meßberg","",0,,1229,1,0
"9146_702",4,44061725,"U Meßberg","",0,,1229,1,0
"9146_702",4,44061724,"U Meßberg","",0,,1229,1,0
"9146_702",21,44061614,"U Meßberg","",0,,1229,1,0
"9146_702",22,44061633,"U Meßberg","",0,,1229,1,0
"9146_702",4,44061769,"U Meßberg","",0,,1229,1,0
"9146_702",26,44061768,"U Meßberg","",0,,1229,1,0
"9146_702",22,44061632,"U Meßberg","",0,,1229,1,0
"9146_702",26,44061767,"U Meßberg","",0,,1229,1,0
"9146_702",22,44061613,"U Meßberg","",0,,1229,1,0
"9146_702",26,44061766,"U Meßberg","",0,,1229,1,0
"9146_702",26,44061765,"U Meßberg","",0,,1229,1,0
"9146_702",22,44061612,"U Meßberg","",0,,1229,1,0
"9146_702",26,44061764,"U Meßberg","",0,,1229,1,0
"9146_702",26,44061763,"U Meßberg","",0,,1229,1,0
"9146_702",22,44061611,"U Meßberg","",0,,1229,1,0
"9146_702",26,44061762,"U Meßberg","",0,,1229,1,0
"9146_702",26,44061761,"U Meßberg","",0,,1229,1,0
"9146_702",22,44061610,"U Meßberg","",0,,1229,1,0
"9146_702",26,44061760,"U Meßberg","",0,,1229,1,0
"9146_702",26,44061759,"U Meßberg","",0,,1229,1,0
"9146_702",22,44061609,"U Meßberg","",0,,1229,1,0
"9146_702",26,44061758,"U Meßberg","",0,,1229,1,0
"9146_702",26,44061757,"U Meßberg","",0,,1229,1,0
"9146_702",22,44061608,"U Meßberg","",0,,1229,1,0
"9146_702",26,44061756,"U Meßberg","",0,,1229,1,0
"9146_702",26,44061755,"U Meßberg","",0,,1229,1,0
"9146_702",22,44061607,"U Meßberg","",0,,1229,1,0
"9146_702",26,44061754,"U Meßberg","",0,,1229,1,0
"9146_702",26,44061753,"U Meßberg","",0,,1229,1,0
"9146_702",22,44061606,"U Meßberg","",0,,1229,1,0
"9146_702",26,44061752,"U Meßberg","",0,,1229,1,0
"9146_702",26,44061751,"U Meßberg","",0,,1229,1,0
"9146_702",21,44061703,"U Meßberg","",0,,1229,1,0
"9146_702",22,44061605,"U Meßberg","",0,,1229,1,0
"9146_702",4,44061750,"U Meßberg","",0,,1229,1,0
"9146_702",21,44061702,"U Meßberg","",0,,1229,1,0
"9146_702",22,44061604,"U Meßberg","",0,,1229,1,0
"9146_702",4,44061749,"U Meßberg","",0,,1229,1,0
"9146_702",21,44061701,"U Meßberg","",0,,1229,1,0
"9146_702",4,44061670,"U Meßberg","",0,,1229,1,0
"9146_702",22,44061603,"U Meßberg","",0,,1229,1,0
"9146_702",21,44061700,"U Meßberg","",0,,1229,1,0
"9146_702",4,44061669,"U Meßberg","",0,,1229,1,0
"9146_702",22,44061602,"U Meßberg","",0,,1229,1,0
"9146_702",21,44061699,"U Meßberg","",0,,1229,1,0
"9146_702",4,44061668,"U Meßberg","",0,,1229,1,0
"9146_702",22,44061601,"U Meßberg","",0,,1229,1,0
"9146_702",21,44061698,"U Meßberg","",0,,1229,1,0
"9146_702",4,44061667,"U Meßberg","",0,,1229,1,0
"9146_702",22,44061600,"U Meßberg","",0,,1229,1,0
"9146_702",21,44061697,"U Meßberg","",0,,1229,1,0
"9146_702",4,44061666,"U Meßberg","",0,,1229,1,0
