scenario_id,expected_deployed,baseline_target,completed_trips_campus_exits,geojson_features,remaining_on_campus,completed_unique_ids_csv,goal_reached_rows_csv,completion_rate_pct,csv_tick_rows,evac_end_s,peak_on_campus,mean_campus_exit_travel_s,median_campus_exit_travel_s,mean_campus_exit_from_t0_s,median_campus_exit_from_t0_s,mean_finish_travel_s,median_finish_travel_s,mean_finish_from_t0_s,median_finish_from_t0_s
04,3200,3200,3200,3200,0,36350,139605,100.0,12535059,12592,3200,3472.35,2501.0,5783.35,5683.5,3916.21,2926.0,6227.21,6142.5
