lot,campus_exit,campus_exit_from_t0_s,campus_exit_travel_s,finish_exit,finish_from_t0_s
P4,Stadium Way,3234,3173,Brewer Park,3341
P7,Bronson Ave & University Dr,11686,11625,Brewer Park,12464
P5,Stadium Way,185,124,Brewer Park,227
P7,Bronson Ave & University Dr,6131,6070,Brewer Park,6590
P4,Stadium Way,3258,3197,Brewer Park,3372
P5,Stadium Way,358,297,Brewer Park,466
P7,Bronson Ave & University Dr,7164,7103,Brewer Park,7636
P7,Bronson Ave & University Dr,12475,12414,Brewer Park,12948
P7,Bronson Ave & University Dr,3749,3688,Brewer Park,5062
P7,Bronson Ave & University Dr,6019,5958,Brewer Park,6481
P7,Bronson Ave & University Dr,6263,6202,Brewer Park,6741
P5,Stadium Way,367,306,Brewer Park,478
P7,Bronson Ave & University Dr,4741,4680,Brewer Park,5203
P5,Stadium Way,2144,2083,Brewer Park,2252
P1,Colonel By,139,78,Hogs Back Plaza (SW dest.),321
P7,Bronson Ave & University Dr,3486,3425,Brewer Park,3956
P5,Stadium Way,3099,3038,Brewer Park,3204
P5,Stadium Way,849,788,Brewer Park,965
P5,Stadium Way,2713,2652,Brewer Park,2829
P5,Stadium Way,875,814,Brewer Park,987
P1,Colonel By,467,406,Hogs Back Plaza (SW dest.),740
P4,Stadium Way,3330,3269,Brewer Park,3444
P5,Stadium Way,2709,2648,Brewer Park,2819
P7,Bronson Ave & University Dr,11699,11638,Brewer Park,12486
P7,Bronson Ave & University Dr,3434,3373,Brewer Park,3882
P7,Bronson Ave & University Dr,3618,3557,Brewer Park,4928
P7,Bronson Ave & University Dr,5152,5091,Brewer Park,5635
P7,Bronson Ave & University Dr,6144,6083,Brewer Park,6599
P5,Stadium Way,1273,1212,Brewer Park,1389
P5,Stadium Way,1112,1051,Brewer Park,1225
P4,Stadium Way,3435,3374,Brewer Park,3547
P5,Stadium Way,797,736,Brewer Park,917
P7,Bronson Ave & University Dr,7017,6956,Brewer Park,7495
P5,Stadium Way,556,495,Brewer Park,665
P5,Stadium Way,1108,1047,Brewer Park,1220
P7,Bronson Ave & University Dr,7370,7309,Brewer Park,7841
P5,Stadium Way,590,529,Brewer Park,705
P7,Bronson Ave & University Dr,3684,3623,Brewer Park,5008
P5,Stadium Way,195,134,Brewer Park,240
P7,Bronson Ave & University Dr,134,73,Brewer Park,3626
P4,Stadium Way,3466,3405,Brewer Park,3572
P5,Stadium Way,3087,3026,Brewer Park,3195
P4,Stadium Way,3379,3318,Brewer Park,3482
P7,Bronson Ave & University Dr,5269,5208,Brewer Park,5738
P2,Colonel By,605,544,Hogs Back Plaza (SW dest.),1033
P5,Stadium Way,2712,2651,Brewer Park,2825
P7,Bronson Ave & University Dr,6269,6208,Brewer Park,7041
P7,Bronson Ave & University Dr,11761,11700,Brewer Park,12220
P5,Stadium Way,2945,2884,Brewer Park,3056
P7,Bronson Ave & University Dr,228,167,Brewer Park,3754
P1,Colonel By,287,226,Hogs Back Plaza (SW dest.),513
P2,Colonel By,153,92,Hogs Back Plaza (SW dest.),432
P1,Colonel By,300,239,Hogs Back Plaza (SW dest.),535
P7,Bronson Ave & University Dr,5943,5882,Brewer Park,6407
P7,Bronson Ave & University Dr,11626,11565,Brewer Park,12095
P7,Bronson Ave & University Dr,7046,6985,Brewer Park,7520
P1,Colonel By,279,218,Hogs Back Plaza (SW dest.),505
P5,Stadium Way,1148,1087,Brewer Park,1260
P5,Stadium Way,2716,2655,Brewer Park,2834
P5,Stadium Way,1998,1937,Brewer Park,2111
P5,Stadium Way,645,584,Brewer Park,755
P5,Stadium Way,2865,2804,Brewer Park,2978
P4,Stadium Way,3401,3340,Brewer Park,3511
P5,Stadium Way,433,372,Brewer Park,538
P5,Stadium Way,2222,2161,Brewer Park,2327
P7,Bronson Ave & University Dr,7076,7015,Brewer Park,7555
P2,Colonel By,321,260,Hogs Back Plaza (SW dest.),815
P7,Bronson Ave & University Dr,5055,4994,Brewer Park,5531
P7,Bronson Ave & University Dr,6374,6313,Brewer Park,7163
P7,Bronson Ave & University Dr,123,62,Brewer Park,723
P7,Bronson Ave & University Dr,11790,11729,Brewer Park,12257
P7,Bronson Ave & University Dr,6298,6237,Brewer Park,6775
P7,Bronson Ave & University Dr,11764,11703,Brewer Park,12555
P5,Stadium Way,1659,1598,Brewer Park,1767
P5,Stadium Way,1710,1649,Brewer Park,1821
P5,Stadium Way,789,728,Brewer Park,909
P5,Stadium Way,2106,2045,Brewer Park,2213
P5,Stadium Way,1411,1350,Brewer Park,1507
P7,Bronson Ave & University Dr,6488,6427,Brewer Park,6968
P5,Stadium Way,2413,2352,Brewer Park,2521
P5,Stadium Way,2162,2101,Brewer Park,2274
P7,Bronson Ave & University Dr,11603,11542,Brewer Park,12078
P2,Colonel By,528,467,Hogs Back Plaza (SW dest.),922
P5,Stadium Way,3114,3053,Brewer Park,3222
P5,Stadium Way,220,159,Brewer Park,275
P5,Stadium Way,1789,1728,Brewer Park,1903
P5,Stadium Way,1136,1075,Brewer Park,1247
P5,Stadium Way,347,286,Brewer Park,454
P5,Stadium Way,1822,1761,Brewer Park,1937
P5,Stadium Way,2694,2633,Brewer Park,2807
P7,Bronson Ave & University Dr,11799,11738,Brewer Park,12274
P2,Colonel By,576,515,Hogs Back Plaza (SW dest.),996
P7,Bronson Ave & University Dr,6040,5979,Brewer Park,6515
P7,Bronson Ave & University Dr,5081,5020,Brewer Park,5560
P7,Bronson Ave & University Dr,12357,12296,Brewer Park,12833
P4,Stadium Way,324,263,Brewer Park,433
P7,Bronson Ave & University Dr,6015,5954,Brewer Park,6472
P7,Bronson Ave & University Dr,11879,11818,Brewer Park,12673
P7,Bronson Ave & University Dr,3626,3565,Brewer Park,4941
P7,Bronson Ave & University Dr,6271,6210,Brewer Park,6750
P7,Bronson Ave & University Dr,11531,11470,Brewer Park,11995
P7,Bronson Ave & University Dr,6497,6436,Brewer Park,7293
P7,Bronson Ave & University Dr,6877,6816,Brewer Park,7359
P5,Stadium Way,1068,1007,Brewer Park,1182
P5,Stadium Way,2338,2277,Brewer Park,2445
P7,Bronson Ave & University Dr,6159,6098,Brewer Park,6936
P1,Colonel By,257,196,Hogs Back Plaza (SW dest.),477
P5,Stadium Way,867,806,Brewer Park,983
P5,Stadium Way,2632,2571,Brewer Park,2743
P7,Bronson Ave & University Dr,6934,6873,Brewer Park,7411
P7,Bronson Ave & University Dr,6196,6135,Brewer Park,6673
P1,Colonel By,213,152,Hogs Back Plaza (SW dest.),418
P7,Bronson Ave & University Dr,4886,4825,Brewer Park,5359
P2,Colonel By,599,538,Hogs Back Plaza (SW dest.),1024
P7,Bronson Ave & University Dr,127,66,Brewer Park,3618
P7,Bronson Ave & University Dr,11666,11605,Brewer Park,12451
P7,Bronson Ave & University Dr,12563,12502,Brewer Park,13038
P7,Bronson Ave & University Dr,11765,11704,Brewer Park,12560
P7,Bronson Ave & University Dr,11528,11467,Brewer Park,12299
P7,Bronson Ave & University Dr,4720,4659,Brewer Park,5180
P5,Stadium Way,1414,1353,Brewer Park,1524
P7,Bronson Ave & University Dr,7055,6994,Brewer Park,7533
P7,Bronson Ave & University Dr,11907,11846,Brewer Park,12712
P1,Colonel By,269,208,Hogs Back Plaza (SW dest.),494
P5,Stadium Way,1060,999,Brewer Park,1165
P7,Bronson Ave & University Dr,6993,6932,Brewer Park,7471
P5,Stadium Way,2680,2619,Brewer Park,2790
P7,Bronson Ave & University Dr,6099,6038,Brewer Park,6576
P5,Stadium Way,1093,1032,Brewer Park,1203
P5,Stadium Way,1033,972,Brewer Park,1136
P2,Colonel By,203,142,Hogs Back Plaza (SW dest.),770
P7,Bronson Ave & University Dr,5458,5397,Brewer Park,5932
P7,Bronson Ave & University Dr,3473,3412,Brewer Park,3935
P5,Stadium Way,235,174,Brewer Park,297
P5,Stadium Way,133,72,Brewer Park,155
P7,Bronson Ave & University Dr,5763,5702,Brewer Park,6220
P5,Stadium Way,271,210,Brewer Park,355
P1,Colonel By,190,129,Hogs Back Plaza (SW dest.),389
P5,Stadium Way,1271,1210,Brewer Park,1384
P2,Colonel By,179,118,Hogs Back Plaza (SW dest.),663
P5,Stadium Way,266,205,Brewer Park,347
P7,Bronson Ave & University Dr,11717,11656,Brewer Park,12199
P1,Colonel By,171,110,Hogs Back Plaza (SW dest.),364
P7,Bronson Ave & University Dr,5574,5513,Brewer Park,6042
P1,Colonel By,157,96,Hogs Back Plaza (SW dest.),343
P7,Bronson Ave & University Dr,11542,11481,Brewer Park,12311
P5,Stadium Way,2515,2454,Brewer Park,2618
P5,Stadium Way,1977,1916,Brewer Park,2085
P7,Bronson Ave & University Dr,11354,11293,Brewer Park,11820
P5,Stadium Way,2668,2607,Brewer Park,2778
P7,Bronson Ave & University Dr,7230,7169,Brewer Park,7703
P7,Bronson Ave & University Dr,3662,3601,Brewer Park,4979
P7,Bronson Ave & University Dr,7007,6946,Brewer Park,7479
P7,Bronson Ave & University Dr,256,195,Brewer Park,3793
P7,Bronson Ave & University Dr,12506,12445,Brewer Park,12965
P7,Bronson Ave & University Dr,11638,11577,Brewer Park,12421
P7,Bronson Ave & University Dr,11435,11374,Brewer Park,11904
P7,Bronson Ave & University Dr,5052,4991,Brewer Park,5526
P1,Colonel By,338,277,Hogs Back Plaza (SW dest.),577
P7,Bronson Ave & University Dr,6216,6155,Brewer Park,6698
P7,Bronson Ave & University Dr,4821,4760,Brewer Park,5289
P7,Bronson Ave & University Dr,6344,6283,Brewer Park,6822
P5,Stadium Way,2789,2728,Brewer Park,2899
P5,Stadium Way,320,259,Brewer Park,428
P5,Stadium Way,971,910,Brewer Park,1083
P7,Bronson Ave & University Dr,3450,3389,Brewer Park,3908
P5,Stadium Way,2208,2147,Brewer Park,2323
P7,Bronson Ave & University Dr,5883,5822,Brewer Park,6343
P1,Colonel By,200,139,Hogs Back Plaza (SW dest.),401
P4,Stadium Way,3428,3367,Brewer Park,3539
P7,Bronson Ave & University Dr,6197,6136,Brewer Park,6677
P7,Bronson Ave & University Dr,5968,5907,Brewer Park,6425
P7,Bronson Ave & University Dr,11902,11841,Brewer Park,12704
P2,Colonel By,634,573,Hogs Back Plaza (SW dest.),1073
P4,Stadium Way,3504,3443,Brewer Park,3606
P7,Bronson Ave & University Dr,12456,12395,Brewer Park,12921
P7,Bronson Ave & University Dr,4853,4792,Brewer Park,5319
P5,Stadium Way,118,57,Brewer Park,140
P7,Bronson Ave & University Dr,5865,5804,Brewer Park,6328
P1,Colonel By,187,126,Hogs Back Plaza (SW dest.),381
P7,Bronson Ave & University Dr,11567,11506,Brewer Park,12341
P7,Bronson Ave & University Dr,3438,3377,Brewer Park,3887
P7,Bronson Ave & University Dr,287,226,Brewer Park,3835
P5,Stadium Way,2151,2090,Brewer Park,2264
P7,Bronson Ave & University Dr,5326,5265,Brewer Park,5795
P2,Colonel By,508,447,Hogs Back Plaza (SW dest.),875
P5,Stadium Way,1825,1764,Brewer Park,1942
P5,Stadium Way,1688,1627,Brewer Park,1797
P4,Stadium Way,3506,3445,Brewer Park,3610
P7,Bronson Ave & University Dr,11795,11734,Brewer Park,12266
P5,Stadium Way,327,266,Brewer Park,437
P7,Bronson Ave & University Dr,5502,5441,Brewer Park,5961
P7,Bronson Ave & University Dr,5271,5210,Brewer Park,5742
P7,Bronson Ave & University Dr,4743,4682,Brewer Park,5207
P5,Stadium Way,2097,2036,Brewer Park,2200
P7,Bronson Ave & University Dr,6903,6842,Brewer Park,7386
P7,Bronson Ave & University Dr,5077,5016,Brewer Park,5552
P7,Bronson Ave & University Dr,232,171,Brewer Park,3759
P7,Bronson Ave & University Dr,11412,11351,Brewer Park,11882
P5,Stadium Way,1531,1470,Brewer Park,1632
P7,Bronson Ave & University Dr,5556,5495,Brewer Park,6016
P4,Stadium Way,3328,3267,Brewer Park,3439
P5,Stadium Way,1557,1496,Brewer Park,1661
P5,Stadium Way,703,642,Brewer Park,820
P5,Stadium Way,1956,1895,Brewer Park,2062
P7,Bronson Ave & University Dr,6855,6794,Brewer Park,7336
P5,Stadium Way,2910,2849,Brewer Park,3017
P5,Stadium Way,780,719,Brewer Park,895
P7,Bronson Ave & University Dr,6299,6238,Brewer Park,7087
P5,Stadium Way,1668,1607,Brewer Park,1780
P7,Bronson Ave & University Dr,6456,6395,Brewer Park,6943
P7,Bronson Ave & University Dr,5168,5107,Brewer Park,5651
P5,Stadium Way,140,79,Brewer Park,165
P5,Stadium Way,2245,2184,Brewer Park,2357
P7,Bronson Ave & University Dr,4679,4618,Brewer Park,5164
P7,Bronson Ave & University Dr,5750,5689,Brewer Park,6208
P1,Colonel By,114,53,Hogs Back Plaza (SW dest.),286
P5,Stadium Way,1707,1646,Brewer Park,1817
P7,Bronson Ave & University Dr,3648,3587,Brewer Park,4967
P7,Bronson Ave & University Dr,5088,5027,Brewer Park,5569
P7,Bronson Ave & University Dr,7228,7167,Brewer Park,7699
P7,Bronson Ave & University Dr,12584,12523,Brewer Park,13048
P2,Colonel By,217,156,Hogs Back Plaza (SW dest.),792
P7,Bronson Ave & University Dr,11694,11633,Brewer Park,12165
P5,Stadium Way,2332,2271,Brewer Park,2441
P5,Stadium Way,282,221,Brewer Park,372
P5,Stadium Way,685,624,Brewer Park,788
P5,Stadium Way,3122,3061,Brewer Park,3234
P1,Colonel By,313,252,Hogs Back Plaza (SW dest.),549
P7,Bronson Ave & University Dr,3606,3545,Brewer Park,4911
P7,Bronson Ave & University Dr,4827,4766,Brewer Park,5297
P5,Stadium Way,3052,2991,Brewer Park,3160
P7,Bronson Ave & University Dr,7148,7087,Brewer Park,7616
P1,Colonel By,260,199,Hogs Back Plaza (SW dest.),481
P5,Stadium Way,526,465,Brewer Park,635
P5,Stadium Way,1322,1261,Brewer Park,1427
P5,Stadium Way,218,157,Brewer Park,271
P5,Stadium Way,1992,1931,Brewer Park,2102
P5,Stadium Way,2523,2462,Brewer Park,2630
P7,Bronson Ave & University Dr,11622,11561,Brewer Park,12399
P4,Stadium Way,3253,3192,Brewer Park,3363
P7,Bronson Ave & University Dr,11823,11762,Brewer Park,12607
P1,Colonel By,305,244,Hogs Back Plaza (SW dest.),540
P5,Stadium Way,533,472,Brewer Park,640
P7,Bronson Ave & University Dr,11848,11787,Brewer Park,12631
P5,Stadium Way,1746,1685,Brewer Park,1860
P7,Bronson Ave & University Dr,278,217,Brewer Park,3823
P7,Bronson Ave & University Dr,6236,6175,Brewer Park,6715
P5,Stadium Way,2314,2253,Brewer Park,2418
P7,Bronson Ave & University Dr,6939,6878,Brewer Park,7415
P5,Stadium Way,961,900,Brewer Park,1078
P5,Stadium Way,1113,1052,Brewer Park,1229
P5,Stadium Way,3158,3097,Brewer Park,3262
P7,Bronson Ave & University Dr,6306,6245,Brewer Park,6788
P7,Bronson Ave & University Dr,7048,6987,Brewer Park,7524
P5,Stadium Way,2804,2743,Brewer Park,2916
P7,Bronson Ave & University Dr,12375,12314,Brewer Park,12837
P5,Stadium Way,2026,1965,Brewer Park,2138
P7,Bronson Ave & University Dr,5421,5360,Brewer Park,5896
P7,Bronson Ave & University Dr,5596,5535,Brewer Park,6069
P7,Bronson Ave & University Dr,6515,6454,Brewer Park,7310
P7,Bronson Ave & University Dr,12400,12339,Brewer Park,12873
P7,Bronson Ave & University Dr,11782,11721,Brewer Park,12249
P5,Stadium Way,2490,2429,Brewer Park,2601
P4,Stadium Way,198,137,Brewer Park,245
P7,Bronson Ave & University Dr,5184,5123,Brewer Park,5663
P7,Bronson Ave & University Dr,11565,11504,Brewer Park,12044
P7,Bronson Ave & University Dr,6469,6408,Brewer Park,6951
P7,Bronson Ave & University Dr,11899,11838,Brewer Park,12699
P5,Stadium Way,716,655,Brewer Park,833
P7,Bronson Ave & University Dr,11535,11474,Brewer Park,12003
P5,Stadium Way,2867,2806,Brewer Park,2983
P7,Bronson Ave & University Dr,5185,5124,Brewer Park,5668
P7,Bronson Ave & University Dr,11742,11681,Brewer Park,12532
P7,Bronson Ave & University Dr,5265,5204,Brewer Park,5735
P4,Stadium Way,3250,3189,Brewer Park,3359
P4,Stadium Way,3294,3233,Brewer Park,3401
P7,Bronson Ave & University Dr,5192,5131,Brewer Park,5676
P5,Stadium Way,1333,1272,Brewer Park,1443
P7,Bronson Ave & University Dr,225,164,Brewer Park,3750
P5,Stadium Way,2294,2233,Brewer Park,2396
P7,Bronson Ave & University Dr,189,128,Brewer Park,3704
P7,Bronson Ave & University Dr,11695,11634,Brewer Park,12473
P7,Bronson Ave & University Dr,3482,3421,Brewer Park,3951
P1,Colonel By,275,214,Hogs Back Plaza (SW dest.),501
P5,Stadium Way,459,398,Brewer Park,568
P2,Colonel By,585,524,Hogs Back Plaza (SW dest.),1000
P7,Bronson Ave & University Dr,3520,3459,Brewer Park,3990
P5,Stadium Way,2130,2069,Brewer Park,2240
P7,Bronson Ave & University Dr,6412,6351,Brewer Park,7201
P5,Stadium Way,1434,1373,Brewer Park,1545
P7,Bronson Ave & University Dr,5233,5172,Brewer Park,5710
P7,Bronson Ave & University Dr,6418,6357,Brewer Park,7215
P7,Bronson Ave & University Dr,5700,5639,Brewer Park,6150
P5,Stadium Way,877,816,Brewer Park,992
P5,Stadium Way,1043,982,Brewer Park,1156
P7,Bronson Ave & University Dr,12522,12461,Brewer Park,12998
P7,Bronson Ave & University Dr,5414,5353,Brewer Park,5887
P4,Stadium Way,3285,3224,Brewer Park,3393
P7,Bronson Ave & University Dr,5424,5363,Brewer Park,5904
P7,Bronson Ave & University Dr,148,87,Brewer Park,3643
P7,Bronson Ave & University Dr,6511,6450,Brewer Park,7306
P5,Stadium Way,1349,1288,Brewer Park,1451
P5,Stadium Way,1821,1760,Brewer Park,1932
P5,Stadium Way,2877,2816,Brewer Park,2992
P7,Bronson Ave & University Dr,6303,6242,Brewer Park,6783
P5,Stadium Way,1066,1005,Brewer Park,1177
P7,Bronson Ave & University Dr,6295,6234,Brewer Park,6771
P5,Stadium Way,634,573,Brewer Park,746
P7,Bronson Ave & University Dr,11450,11389,Brewer Park,11923
P7,Bronson Ave & University Dr,11417,11356,Brewer Park,11891
P7,Bronson Ave & University Dr,5974,5913,Brewer Park,6434
P7,Bronson Ave & University Dr,11494,11433,Brewer Park,11965
P7,Bronson Ave & University Dr,6198,6137,Brewer Park,6964
P7,Bronson Ave & University Dr,5180,5119,Brewer Park,5660
P7,Bronson Ave & University Dr,179,118,Brewer Park,3690
P5,Stadium Way,2950,2889,Brewer Park,3065
P7,Bronson Ave & University Dr,6870,6809,Brewer Park,7351
P5,Stadium Way,204,143,Brewer Park,253
P1,Colonel By,265,204,Hogs Back Plaza (SW dest.),490
P7,Bronson Ave & University Dr,4966,4905,Brewer Park,5434
P7,Bronson Ave & University Dr,3617,3556,Brewer Park,4924
P7,Bronson Ave & University Dr,6352,6291,Brewer Park,7149
P7,Bronson Ave & University Dr,11687,11626,Brewer Park,12459
P7,Bronson Ave & University Dr,5940,5879,Brewer Park,6403
P7,Bronson Ave & University Dr,5216,5155,Brewer Park,5684
P7,Bronson Ave & University Dr,6458,6397,Brewer Park,7262
P7,Bronson Ave & University Dr,3758,3697,Brewer Park,5076
P5,Stadium Way,3144,3083,Brewer Park,3253
P7,Bronson Ave & University Dr,3904,3843,Brewer Park,5146
P7,Bronson Ave & University Dr,7332,7271,Brewer Park,7803
P7,Bronson Ave & University Dr,11952,11891,Brewer Park,12765
P5,Stadium Way,1292,1231,Brewer Park,1407
P5,Stadium Way,1004,943,Brewer Park,1115
P7,Bronson Ave & University Dr,11561,11500,Brewer Park,12332
P7,Bronson Ave & University Dr,12417,12356,Brewer Park,12888
P5,Stadium Way,2205,2144,Brewer Park,2318
P4,Stadium Way,3412,3351,Brewer Park,3523
P5,Stadium Way,1814,1753,Brewer Park,1928
P7,Bronson Ave & University Dr,219,158,Brewer Park,3741
P7,Bronson Ave & University Dr,11505,11444,Brewer Park,12270
P7,Bronson Ave & University Dr,5239,5178,Brewer Park,5714
P7,Bronson Ave & University Dr,6331,6270,Brewer Park,7127
P7,Bronson Ave & University Dr,11839,11778,Brewer Park,12628
P5,Stadium Way,1297,1236,Brewer Park,1411
P5,Stadium Way,2488,2427,Brewer Park,2597
P7,Bronson Ave & University Dr,4730,4669,Brewer Park,5190
P7,Bronson Ave & University Dr,12378,12317,Brewer Park,12841
P1,Colonel By,272,211,Hogs Back Plaza (SW dest.),497
P4,Stadium Way,3187,3126,Brewer Park,3294
P5,Stadium Way,794,733,Brewer Park,913
P5,Stadium Way,2329,2268,Brewer Park,2436
P4,Stadium Way,3241,3180,Brewer Park,3349
P5,Stadium Way,137,76,Brewer Park,160
P7,Bronson Ave & University Dr,6435,6374,Brewer Park,6916
P5,Stadium Way,1980,1919,Brewer Park,2089
P7,Bronson Ave & University Dr,107,46,Brewer Park,338
P7,Bronson Ave & University Dr,166,105,Brewer Park,3665
P7,Bronson Ave & University Dr,11696,11635,Brewer Park,12169
P7,Bronson Ave & University Dr,4795,4734,Brewer Park,5260
P7,Bronson Ave & University Dr,5151,5090,Brewer Park,5631
P1,Colonel By,435,374,Hogs Back Plaza (SW dest.),694
P7,Bronson Ave & University Dr,11501,11440,Brewer Park,11969
P4,Stadium Way,3313,3252,Brewer Park,3418
P5,Stadium Way,1410,1349,Brewer Park,1515
P5,Stadium Way,691,630,Brewer Park,797
P7,Bronson Ave & University Dr,5245,5184,Brewer Park,5723
P5,Stadium Way,1506,1445,Brewer Park,1607
P7,Bronson Ave & University Dr,4709,4648,Brewer Park,5172
P5,Stadium Way,2662,2601,Brewer Park,2770
P1,Colonel By,323,262,Hogs Back Plaza (SW dest.),561
P2,Colonel By,199,138,Hogs Back Plaza (SW dest.),762
P5,Stadium Way,1262,1201,Brewer Park,1374
P5,Stadium Way,925,864,Brewer Park,1036
P5,Stadium Way,124,63,Brewer Park,146
P5,Stadium Way,1845,1784,Brewer Park,1955
P5,Stadium Way,2932,2871,Brewer Park,3039
P7,Bronson Ave & University Dr,238,177,Brewer Park,3767
P7,Bronson Ave & University Dr,5148,5087,Brewer Park,5623
P7,Bronson Ave & University Dr,5409,5348,Brewer Park,5878
P5,Stadium Way,1439,1378,Brewer Park,1554
P5,Stadium Way,933,872,Brewer Park,1048
P5,Stadium Way,2374,2313,Brewer Park,2482
P7,Bronson Ave & University Dr,3532,3471,Brewer Park,3998
P7,Bronson Ave & University Dr,6980,6919,Brewer Park,7448
P4,Stadium Way,3458,3397,Brewer Park,3560
P7,Bronson Ave & University Dr,7189,7128,Brewer Park,7661
P2,Colonel By,560,499,Hogs Back Plaza (SW dest.),966
P5,Stadium Way,274,213,Brewer Park,359
P5,Stadium Way,2911,2850,Brewer Park,3021
P7,Bronson Ave & University Dr,3740,3679,Brewer Park,5058
P5,Stadium Way,162,101,Brewer Park,193
P5,Stadium Way,539,478,Brewer Park,644
P7,Bronson Ave & University Dr,6313,6252,Brewer Park,7109
P7,Bronson Ave & University Dr,5320,5259,Brewer Park,5787
P5,Stadium Way,1084,1023,Brewer Park,1195
P7,Bronson Ave & University Dr,138,77,Brewer Park,3630
P7,Bronson Ave & University Dr,11694,11633,Brewer Park,12478
P7,Bronson Ave & University Dr,170,109,Brewer Park,3669
P1,Colonel By,331,270,Hogs Back Plaza (SW dest.),568
P5,Stadium Way,2104,2043,Brewer Park,2209
P7,Bronson Ave & University Dr,4869,4808,Brewer Park,5345
P7,Bronson Ave & University Dr,11377,11316,Brewer Park,11849
P5,Stadium Way,786,725,Brewer Park,904
P5,Stadium Way,2992,2931,Brewer Park,3103
P7,Bronson Ave & University Dr,12592,12531,Brewer Park,13063
P5,Stadium Way,1654,1593,Brewer Park,1759
P5,Stadium Way,1714,1653,Brewer Park,1825
P7,Bronson Ave & University Dr,5412,5351,Brewer Park,5883
P7,Bronson Ave & University Dr,3692,3631,Brewer Park,5020
P7,Bronson Ave & University Dr,11703,11642,Brewer Park,12490
P7,Bronson Ave & University Dr,4881,4820,Brewer Park,5354
P5,Stadium Way,902,841,Brewer Park,1014
P7,Bronson Ave & University Dr,4994,4933,Brewer Park,5471
P7,Bronson Ave & University Dr,11739,11678,Brewer Park,12528
P7,Bronson Ave & University Dr,3811,3750,Brewer Park,5134
P7,Bronson Ave & University Dr,5890,5829,Brewer Park,6356
P7,Bronson Ave & University Dr,12502,12441,Brewer Park,12957
P7,Bronson Ave & University Dr,6294,6233,Brewer Park,7078
P7,Bronson Ave & University Dr,6259,6198,Brewer Park,7032
P7,Bronson Ave & University Dr,5601,5540,Brewer Park,6077
P5,Stadium Way,1351,1290,Brewer Park,1455
P7,Bronson Ave & University Dr,6940,6879,Brewer Park,7419
P5,Stadium Way,1842,1781,Brewer Park,1951
P4,Stadium Way,3397,3336,Brewer Park,3507
P5,Stadium Way,631,570,Brewer Park,742
P5,Stadium Way,2425,2364,Brewer Park,2529
P5,Stadium Way,2940,2879,Brewer Park,3052
P7,Bronson Ave & University Dr,5150,5089,Brewer Park,5627
P5,Stadium Way,182,121,Brewer Park,223
P2,Colonel By,571,510,Hogs Back Plaza (SW dest.),987
P4,Stadium Way,2774,2713,Brewer Park,2887
P7,Bronson Ave & University Dr,6745,6684,Brewer Park,7236
P1,Colonel By,231,170,Hogs Back Plaza (SW dest.),445
P7,Bronson Ave & University Dr,6927,6866,Brewer Park,7402
P2,Colonel By,591,530,Hogs Back Plaza (SW dest.),1008
P7,Bronson Ave & University Dr,4735,4674,Brewer Park,5194
P5,Stadium Way,1095,1034,Brewer Park,1207
