lot,campus_exit,campus_exit_from_t0_s,campus_exit_travel_s,finish_exit,finish_from_t0_s
P3,Stadium Way,3212,3151,Brewer Park,3326
P7,Bronson Ave & University Dr,7175,7114,Brewer Park,7626
P5,Stadium Way,2727,2666,Brewer Park,2834
P7,Bronson Ave & University Dr,6258,6197,Brewer Park,6729
P2,Colonel By,520,459,Hogs Back Plaza (SW dest.),873
P5,Stadium Way,264,203,Brewer Park,321
P7,Bronson Ave & University Dr,11678,11617,Brewer Park,12142
P3,Stadium Way,3854,3793,Brewer Park,3963
P7,Bronson Ave & University Dr,6240,6179,Brewer Park,6703
P4,Stadium Way,3180,3119,Brewer Park,3289
P7,Bronson Ave & University Dr,5029,4968,Brewer Park,5500
P3,Stadium Way,3414,3353,Brewer Park,3525
P5,Stadium Way,1093,1032,Brewer Park,1213
P7,Bronson Ave & University Dr,11673,11612,Brewer Park,12454
P5,Stadium Way,2470,2409,Brewer Park,2579
P7,Bronson Ave & University Dr,6052,5991,Brewer Park,6520
P5,Stadium Way,2284,2223,Brewer Park,2390
P7,Bronson Ave & University Dr,6215,6154,Brewer Park,6993
P5,Stadium Way,124,63,Brewer Park,146
P5,Stadium Way,1595,1534,Brewer Park,1707
P4,Stadium Way,554,493,Brewer Park,662
P7,Bronson Ave & University Dr,6842,6781,Brewer Park,7305
P7,Bronson Ave & University Dr,7011,6950,Brewer Park,7478
P1,Colonel By,293,232,Hogs Back Plaza (SW dest.),525
P7,Bronson Ave & University Dr,5216,5155,Brewer Park,5694
P5,Stadium Way,2601,2540,Brewer Park,2713
P5,Stadium Way,670,609,Brewer Park,780
P5,Stadium Way,2995,2934,Brewer Park,3110
P7,Bronson Ave & University Dr,6322,6261,Brewer Park,7098
P5,Stadium Way,909,848,Brewer Park,1012
P1,Colonel By,235,174,Hogs Back Plaza (SW dest.),455
P3,Stadium Way,4040,3979,Brewer Park,4148
P5,Stadium Way,1769,1708,Brewer Park,1875
P5,Stadium Way,2711,2650,Brewer Park,2826
P7,Bronson Ave & University Dr,4877,4816,Brewer Park,5346
P7,Bronson Ave & University Dr,5285,5224,Brewer Park,5745
P7,Bronson Ave & University Dr,202,141,Brewer Park,4571
P7,Bronson Ave & University Dr,6898,6837,Brewer Park,7368
P5,Stadium Way,1512,1451,Brewer Park,1619
P7,Bronson Ave & University Dr,6269,6208,Brewer Park,7036
P5,Stadium Way,1819,1758,Brewer Park,1929
P3,Stadium Way,4001,3940,Brewer Park,4113
P5,Stadium Way,2849,2788,Brewer Park,2958
P5,Stadium Way,411,350,Brewer Park,526
P7,Bronson Ave & University Dr,6434,6373,Brewer Park,7206
P5,Stadium Way,549,488,Brewer Park,657
P5,Stadium Way,2535,2474,Brewer Park,2641
P7,Bronson Ave & University Dr,6219,6158,Brewer Park,6672
P5,Stadium Way,1507,1446,Brewer Park,1610
P7,Bronson Ave & University Dr,5504,5443,Brewer Park,5969
P4,Stadium Way,3223,3162,Brewer Park,3331
P5,Stadium Way,1266,1205,Brewer Park,1375
P3,Stadium Way,3641,3580,Brewer Park,3753
P4,Stadium Way,2705,2644,Brewer Park,2818
P3,Stadium Way,3584,3523,Brewer Park,3699
P7,Bronson Ave & University Dr,11549,11488,Brewer Park,12328
P2,Colonel By,587,526,Hogs Back Plaza (SW dest.),995
P5,Stadium Way,2108,2047,Brewer Park,2204
P7,Bronson Ave & University Dr,7101,7040,Brewer Park,7570
P7,Bronson Ave & University Dr,7326,7265,Brewer Park,7796
P7,Bronson Ave & University Dr,5541,5480,Brewer Park,6029
P7,Bronson Ave & University Dr,4650,4589,Brewer Park,5119
P4,Stadium Way,4105,4044,Brewer Park,4216
P7,Bronson Ave & University Dr,11571,11510,Brewer Park,12350
P1,Colonel By,321,260,Hogs Back Plaza (SW dest.),557
P2,Colonel By,548,487,Hogs Back Plaza (SW dest.),929
P1,Colonel By,466,405,Hogs Back Plaza (SW dest.),730
P7,Bronson Ave & University Dr,6064,6003,Brewer Park,6533
P5,Stadium Way,2069,2008,Brewer Park,2174
P7,Bronson Ave & University Dr,281,220,Brewer Park,4677
P7,Bronson Ave & University Dr,5019,4958,Brewer Park,5486
P1,Colonel By,472,411,Hogs Back Plaza (SW dest.),739
P5,Stadium Way,616,555,Brewer Park,726
P5,Stadium Way,955,894,Brewer Park,1072
P5,Stadium Way,2863,2802,Brewer Park,2969
P5,Stadium Way,872,811,Brewer Park,979
P5,Stadium Way,1014,953,Brewer Park,1125
P3,Stadium Way,3182,3121,Brewer Park,3293
P5,Stadium Way,432,371,Brewer Park,547
P5,Stadium Way,1390,1329,Brewer Park,1498
P5,Stadium Way,2778,2717,Brewer Park,2893
P2,Colonel By,451,390,Hogs Back Plaza (SW dest.),832
P7,Bronson Ave & University Dr,4465,4404,Brewer Park,4936
P7,Bronson Ave & University Dr,6197,6136,Brewer Park,6668
P7,Bronson Ave & University Dr,11696,11635,Brewer Park,12485
P7,Bronson Ave & University Dr,6781,6720,Brewer Park,7249
P7,Bronson Ave & University Dr,4508,4447,Brewer Park,4969
P7,Bronson Ave & University Dr,5133,5072,Brewer Park,5609
P7,Bronson Ave & University Dr,7192,7131,Brewer Park,7652
P5,Stadium Way,3111,3050,Brewer Park,3220
P5,Stadium Way,1215,1154,Brewer Park,1329
P4,Stadium Way,4278,4217,Brewer Park,4387
P5,Stadium Way,1986,1925,Brewer Park,2095
P5,Stadium Way,1126,1065,Brewer Park,1239
P7,Bronson Ave & University Dr,4339,4278,Brewer Park,4802
P5,Stadium Way,2472,2411,Brewer Park,2583
P5,Stadium Way,2274,2213,Brewer Park,2381
P5,Stadium Way,1686,1625,Brewer Park,1802
P2,Colonel By,158,97,Hogs Back Plaza (SW dest.),451
P4,Stadium Way,4075,4014,Brewer Park,4174
P5,Stadium Way,1371,1310,Brewer Park,1481
P5,Stadium Way,2376,2315,Brewer Park,2485
P5,Stadium Way,3133,3072,Brewer Park,3245
P4,Stadium Way,4077,4016,Brewer Park,4177
P4,Stadium Way,4187,4126,Brewer Park,4301
P5,Stadium Way,1783,1722,Brewer Park,1895
P7,Bronson Ave & University Dr,4591,4530,Brewer Park,5055
P2,Colonel By,213,152,Hogs Back Plaza (SW dest.),792
P5,Stadium Way,146,85,Brewer Park,170
P7,Bronson Ave & University Dr,5198,5137,Brewer Park,5673
P7,Bronson Ave & University Dr,5772,5711,Brewer Park,6242
P3,Stadium Way,3967,3906,Brewer Park,4077
P7,Bronson Ave & University Dr,11738,11677,Brewer Park,12536
P7,Bronson Ave & University Dr,5812,5751,Brewer Park,6280
P7,Bronson Ave & University Dr,6373,6312,Brewer Park,7162
P7,Bronson Ave & University Dr,4561,4500,Brewer Park,5041
P7,Bronson Ave & University Dr,6920,6859,Brewer Park,7387
P7,Bronson Ave & University Dr,4439,4378,Brewer Park,4909
P7,Bronson Ave & University Dr,6231,6170,Brewer Park,7007
P4,Stadium Way,3193,3132,Brewer Park,3302
P5,Stadium Way,2442,2381,Brewer Park,2550
P7,Bronson Ave & University Dr,4400,4339,Brewer Park,4866
P1,Colonel By,180,119,Hogs Back Plaza (SW dest.),380
P4,Stadium Way,2130,2069,Brewer Park,2241
P5,Stadium Way,1890,1829,Brewer Park,2001
P7,Bronson Ave & University Dr,6887,6826,Brewer Park,7351
P7,Bronson Ave & University Dr,6144,6083,Brewer Park,6616
P1,Colonel By,416,355,Hogs Back Plaza (SW dest.),670
P7,Bronson Ave & University Dr,6280,6219,Brewer Park,7053
P2,Colonel By,567,506,Hogs Back Plaza (SW dest.),968
P7,Bronson Ave & University Dr,12394,12333,Brewer Park,12864
P7,Bronson Ave & University Dr,6809,6748,Brewer Park,7278
P7,Bronson Ave & University Dr,11284,11223,Brewer Park,11746
P7,Bronson Ave & University Dr,5944,5883,Brewer Park,6420
P7,Bronson Ave & University Dr,6303,6242,Brewer Park,7075
P7,Bronson Ave & University Dr,6329,6268,Brewer Park,6796
P5,Stadium Way,1027,966,Brewer Park,1142
P7,Bronson Ave & University Dr,6087,6026,Brewer Park,6867
P7,Bronson Ave & University Dr,5413,5352,Brewer Park,5870
P1,Colonel By,120,59,Hogs Back Plaza (SW dest.),293
P5,Stadium Way,2911,2850,Brewer Park,3016
P7,Bronson Ave & University Dr,6416,6355,Brewer Park,7193
P5,Stadium Way,1670,1609,Brewer Park,1780
P7,Bronson Ave & University Dr,11423,11362,Brewer Park,11893
P4,Stadium Way,4308,4247,Brewer Park,4420
P5,Stadium Way,2212,2151,Brewer Park,2325
P2,Colonel By,643,582,Hogs Back Plaza (SW dest.),1099
P7,Bronson Ave & University Dr,12369,12308,Brewer Park,12847
P7,Bronson Ave & University Dr,6146,6085,Brewer Park,6620
P7,Bronson Ave & University Dr,11928,11867,Brewer Park,12724
P3,Stadium Way,3728,3667,Brewer Park,3837
P4,Stadium Way,4110,4049,Brewer Park,4221
P7,Bronson Ave & University Dr,12536,12475,Brewer Park,12971
P5,Stadium Way,2029,1968,Brewer Park,2136
P1,Colonel By,169,108,Hogs Back Plaza (SW dest.),367
P5,Stadium Way,775,714,Brewer Park,879
P2,Colonel By,372,311,Hogs Back Plaza (SW dest.),813
P5,Stadium Way,3080,3019,Brewer Park,3190
P7,Bronson Ave & University Dr,5507,5446,Brewer Park,5974
P7,Bronson Ave & University Dr,5693,5632,Brewer Park,6174
P7,Bronson Ave & University Dr,7352,7291,Brewer Park,7830
P1,Colonel By,239,178,Hogs Back Plaza (SW dest.),460
P7,Bronson Ave & University Dr,11817,11756,Brewer Park,12611
P1,Colonel By,412,351,Hogs Back Plaza (SW dest.),662
P5,Stadium Way,2840,2779,Brewer Park,2954
P4,Stadium Way,4133,4072,Brewer Park,4245
P5,Stadium Way,1723,1662,Brewer Park,1836
P7,Bronson Ave & University Dr,6965,6904,Brewer Park,7440
P3,Stadium Way,3924,3863,Brewer Park,4031
P7,Bronson Ave & University Dr,4509,4448,Brewer Park,4973
P7,Bronson Ave & University Dr,6019,5958,Brewer Park,6490
P7,Bronson Ave & University Dr,7127,7066,Brewer Park,7595
P7,Bronson Ave & University Dr,4945,4884,Brewer Park,5414
P7,Bronson Ave & University Dr,208,147,Brewer Park,4580
P7,Bronson Ave & University Dr,11982,11921,Brewer Park,12772
P7,Bronson Ave & University Dr,11946,11885,Brewer Park,12728
P7,Bronson Ave & University Dr,6837,6776,Brewer Park,7297
P7,Bronson Ave & University Dr,11301,11240,Brewer Park,11773
P1,Colonel By,123,62,Hogs Back Plaza (SW dest.),298
P5,Stadium Way,1920,1859,Brewer Park,2030
P7,Bronson Ave & University Dr,11380,11319,Brewer Park,11856
P7,Bronson Ave & University Dr,12416,12355,Brewer Park,12887
P4,Stadium Way,3343,3282,Brewer Park,3457
P5,Stadium Way,3123,3062,Brewer Park,3233
P5,Stadium Way,1747,1686,Brewer Park,1853
P7,Bronson Ave & University Dr,5415,5354,Brewer Park,5874
P3,Stadium Way,3196,3135,Brewer Park,3306
P7,Bronson Ave & University Dr,7154,7093,Brewer Park,7616
P7,Bronson Ave & University Dr,11770,11709,Brewer Park,12254
P1,Colonel By,142,81,Hogs Back Plaza (SW dest.),323
P7,Bronson Ave & University Dr,5091,5030,Brewer Park,5554
P3,Stadium Way,3598,3537,Brewer Park,3711
P7,Bronson Ave & University Dr,6021,5960,Brewer Park,6495
P7,Bronson Ave & University Dr,4301,4240,Brewer Park,4769
P5,Stadium Way,2767,2706,Brewer Park,2884
P2,Colonel By,596,535,Hogs Back Plaza (SW dest.),1011
P3,Stadium Way,3564,3503,Brewer Park,3681
P7,Bronson Ave & University Dr,248,187,Brewer Park,4634
P7,Bronson Ave & University Dr,11339,11278,Brewer Park,11817
P5,Stadium Way,2280,2219,Brewer Park,2386
P7,Bronson Ave & University Dr,5116,5055,Brewer Park,5592
P1,Colonel By,247,186,Hogs Back Plaza (SW dest.),469
P7,Bronson Ave & University Dr,11896,11835,Brewer Park,12695
P5,Stadium Way,210,149,Brewer Park,252
P7,Bronson Ave & University Dr,7337,7276,Brewer Park,7817
P7,Bronson Ave & University Dr,5109,5048,Brewer Park,5579
P3,Stadium Way,3981,3920,Brewer Park,4094
P7,Bronson Ave & University Dr,11966,11905,Brewer Park,12754
P2,Colonel By,670,609,Hogs Back Plaza (SW dest.),1142
P5,Stadium Way,3082,3021,Brewer Park,3195
P5,Stadium Way,720,659,Brewer Park,835
P3,Stadium Way,3713,3652,Brewer Park,3820
P7,Bronson Ave & University Dr,6271,6210,Brewer Park,7041
P7,Bronson Ave & University Dr,7070,7009,Brewer Park,7538
P3,Stadium Way,3416,3355,Brewer Park,3529
P7,Bronson Ave & University Dr,6368,6307,Brewer Park,7153
P7,Bronson Ave & University Dr,12452,12391,Brewer Park,12915
P7,Bronson Ave & University Dr,155,94,Brewer Park,4505
P4,Stadium Way,4297,4236,Brewer Park,4412
P5,Stadium Way,874,813,Brewer Park,983
P7,Bronson Ave & University Dr,5180,5119,Brewer Park,5656
P7,Bronson Ave & University Dr,5891,5830,Brewer Park,6367
P5,Stadium Way,2457,2396,Brewer Park,2567
P7,Bronson Ave & University Dr,11608,11547,Brewer Park,12402
P5,Stadium Way,372,311,Brewer Park,474
P7,Bronson Ave & University Dr,11431,11370,Brewer Park,11907
P3,Stadium Way,3514,3453,Brewer Park,3628
P7,Bronson Ave & University Dr,6172,6111,Brewer Park,6943
P5,Stadium Way,1855,1794,Brewer Park,1959
P5,Stadium Way,2401,2340,Brewer Park,2511
P7,Bronson Ave & University Dr,4839,4778,Brewer Park,5313
P3,Stadium Way,3494,3433,Brewer Park,3611
P5,Stadium Way,2618,2557,Brewer Park,2726
P5,Stadium Way,2433,2372,Brewer Park,2537
P5,Stadium Way,639,578,Brewer Park,747
P7,Bronson Ave & University Dr,4556,4495,Brewer Park,5032
P5,Stadium Way,3011,2950,Brewer Park,3126
P7,Bronson Ave & University Dr,11496,11435,Brewer Park,12272
P7,Bronson Ave & University Dr,11496,11435,Brewer Park,11970
P7,Bronson Ave & University Dr,5636,5575,Brewer Park,6113
P3,Stadium Way,3787,3726,Brewer Park,3902
P5,Stadium Way,1282,1221,Brewer Park,1396
P7,Bronson Ave & University Dr,11710,11649,Brewer Park,12184
P7,Bronson Ave & University Dr,6938,6877,Brewer Park,7394
P1,Colonel By,385,324,Hogs Back Plaza (SW dest.),635
P5,Stadium Way,1960,1899,Brewer Park,2074
P7,Bronson Ave & University Dr,11324,11263,Brewer Park,11791
P7,Bronson Ave & University Dr,11369,11308,Brewer Park,11848
P7,Bronson Ave & University Dr,7102,7041,Brewer Park,7573
P5,Stadium Way,952,891,Brewer Park,1067
P7,Bronson Ave & University Dr,5690,5629,Brewer Park,6170
P2,Colonel By,524,463,Hogs Back Plaza (SW dest.),882
P5,Stadium Way,1107,1046,Brewer Park,1217
P5,Stadium Way,1191,1130,Brewer Park,1299
P4,Stadium Way,3144,3083,Brewer Park,3258
P5,Stadium Way,1317,1256,Brewer Park,1423
P5,Stadium Way,1257,1196,Brewer Park,1367
P7,Bronson Ave & University Dr,4616,4555,Brewer Park,5080
P1,Colonel By,400,339,Hogs Back Plaza (SW dest.),648
P7,Bronson Ave & University Dr,5792,5731,Brewer Park,6267
P7,Bronson Ave & University Dr,12513,12452,Brewer Park,12962
P5,Stadium Way,1887,1826,Brewer Park,1997
P7,Bronson Ave & University Dr,5867,5806,Brewer Park,6336
P1,Colonel By,338,277,Hogs Back Plaza (SW dest.),575
P5,Stadium Way,1328,1267,Brewer Park,1436
P5,Stadium Way,2428,2367,Brewer Park,2529
P5,Stadium Way,2925,2864,Brewer Park,3033
P5,Stadium Way,1551,1490,Brewer Park,1655
P5,Stadium Way,1233,1172,Brewer Park,1346
P7,Bronson Ave & University Dr,11576,11515,Brewer Park,12354
P3,Stadium Way,3290,3229,Brewer Park,3400
P7,Bronson Ave & University Dr,6028,5967,Brewer Park,6504
P1,Colonel By,161,100,Hogs Back Plaza (SW dest.),352
P3,Stadium Way,3833,3772,Brewer Park,3946
P7,Bronson Ave & University Dr,4691,4630,Brewer Park,5158
P5,Stadium Way,288,227,Brewer Park,355
P7,Bronson Ave & University Dr,7184,7123,Brewer Park,7639
P7,Bronson Ave & University Dr,4860,4799,Brewer Park,5334
P3,Stadium Way,3814,3753,Brewer Park,3922
P7,Bronson Ave & University Dr,6082,6021,Brewer Park,6551
P5,Stadium Way,1055,994,Brewer Park,1169
P5,Stadium Way,1013,952,Brewer Park,1121
P7,Bronson Ave & University Dr,5287,5226,Brewer Park,5750
P7,Bronson Ave & University Dr,6088,6027,Brewer Park,6560
P5,Stadium Way,609,548,Brewer Park,713
P7,Bronson Ave & University Dr,220,159,Brewer Park,4597
P7,Bronson Ave & University Dr,6092,6031,Brewer Park,6568
P5,Stadium Way,134,73,Brewer Park,156
P7,Bronson Ave & University Dr,7197,7136,Brewer Park,7660
P5,Stadium Way,140,79,Brewer Park,166
P5,Stadium Way,2978,2917,Brewer Park,3092
P5,Stadium Way,152,91,Brewer Park,178
P7,Bronson Ave & University Dr,11640,11579,Brewer Park,12117
P7,Bronson Ave & University Dr,12386,12325,Brewer Park,12855
P7,Bronson Ave & University Dr,11533,11472,Brewer Park,12307
P5,Stadium Way,195,134,Brewer Park,231
P7,Bronson Ave & University Dr,6361,6300,Brewer Park,7140
P3,Stadium Way,2955,2894,Brewer Park,3065
P7,Bronson Ave & University Dr,5723,5662,Brewer Park,6194
P7,Bronson Ave & University Dr,4430,4369,Brewer Park,4900
P7,Bronson Ave & University Dr,6419,6358,Brewer Park,6900
P7,Bronson Ave & University Dr,5325,5264,Brewer Park,5789
P4,Stadium Way,4348,4287,Brewer Park,4459
P5,Stadium Way,2569,2508,Brewer Park,2676
P4,Stadium Way,4134,4073,Brewer Park,4249
P7,Bronson Ave & University Dr,5009,4948,Brewer Park,5474
P7,Bronson Ave & University Dr,7283,7222,Brewer Park,7753
P7,Bronson Ave & University Dr,11707,11646,Brewer Park,12493
P3,Stadium Way,3969,3908,Brewer Park,4081
P3,Stadium Way,3935,3874,Brewer Park,4042
P7,Bronson Ave & University Dr,5824,5763,Brewer Park,6298
P5,Stadium Way,2230,2169,Brewer Park,2330
P7,Bronson Ave & University Dr,232,171,Brewer Park,4613
P5,Stadium Way,382,321,Brewer Park,491
P7,Bronson Ave & University Dr,6101,6040,Brewer Park,6578
P5,Stadium Way,2131,2070,Brewer Park,2245
P7,Bronson Ave & University Dr,6152,6091,Brewer Park,6921
P1,Colonel By,408,347,Hogs Back Plaza (SW dest.),657
P5,Stadium Way,2766,2705,Brewer Park,2880
P2,Colonel By,641,580,Hogs Back Plaza (SW dest.),1095
P5,Stadium Way,1180,1119,Brewer Park,1286
P5,Stadium Way,891,830,Brewer Park,1000
P7,Bronson Ave & University Dr,6134,6073,Brewer Park,6908
P3,Stadium Way,4042,3981,Brewer Park,4152
P5,Stadium Way,2444,2383,Brewer Park,2554
P5,Stadium Way,2632,2571,Brewer Park,2737
P7,Bronson Ave & University Dr,11577,11516,Brewer Park,12041
P5,Stadium Way,703,642,Brewer Park,810
P5,Stadium Way,2307,2246,Brewer Park,2410
P7,Bronson Ave & University Dr,4767,4706,Brewer Park,5237
P7,Bronson Ave & University Dr,7289,7228,Brewer Park,7757
P7,Bronson Ave & University Dr,5673,5612,Brewer Park,6149
P3,Stadium Way,3916,3855,Brewer Park,4026
P7,Bronson Ave & University Dr,11438,11377,Brewer Park,11916
P7,Bronson Ave & University Dr,6274,6213,Brewer Park,6741
P7,Bronson Ave & University Dr,4889,4828,Brewer Park,5364
P5,Stadium Way,1399,1338,Brewer Park,1515
P5,Stadium Way,2248,2187,Brewer Park,2351
P5,Stadium Way,1164,1103,Brewer Park,1273
P5,Stadium Way,1053,992,Brewer Park,1164
P5,Stadium Way,1946,1885,Brewer Park,2061
P7,Bronson Ave & University Dr,5917,5856,Brewer Park,6403
P7,Bronson Ave & University Dr,11626,11565,Brewer Park,12100
P5,Stadium Way,1630,1569,Brewer Park,1741
P7,Bronson Ave & University Dr,12561,12500,Brewer Park,13030
P7,Bronson Ave & University Dr,4602,4541,Brewer Park,5068
P5,Stadium Way,1938,1877,Brewer Park,2053
P5,Stadium Way,1706,1645,Brewer Park,1823
P7,Bronson Ave & University Dr,11724,11663,Brewer Park,12204
P5,Stadium Way,1587,1526,Brewer Park,1703
P7,Bronson Ave & University Dr,4867,4806,Brewer Park,5338
P5,Stadium Way,3059,2998,Brewer Park,3169
P5,Stadium Way,2393,2332,Brewer Park,2503
P5,Stadium Way,842,781,Brewer Park,947
P1,Colonel By,210,149,Hogs Back Plaza (SW dest.),420
P5,Stadium Way,733,672,Brewer Park,847
P5,Stadium Way,1430,1369,Brewer Park,1542
P5,Stadium Way,1978,1917,Brewer Park,2090
P7,Bronson Ave & University Dr,4890,4829,Brewer Park,5368
P7,Bronson Ave & University Dr,5357,5296,Brewer Park,5827
P7,Bronson Ave & University Dr,5087,5026,Brewer Park,5551
P7,Bronson Ave & University Dr,5045,4984,Brewer Park,5517
P7,Bronson Ave & University Dr,5145,5084,Brewer Park,5622
P4,Stadium Way,4049,3988,Brewer Park,4162
P7,Bronson Ave & University Dr,6337,6276,Brewer Park,6805
P5,Stadium Way,2362,2301,Brewer Park,2473
P7,Bronson Ave & University Dr,11755,11694,Brewer Park,12540
P5,Stadium Way,2109,2048,Brewer Park,2208
P5,Stadium Way,3015,2954,Brewer Park,3130
P7,Bronson Ave & University Dr,6201,6140,Brewer Park,6977
P7,Bronson Ave & University Dr,11757,11696,Brewer Park,12544
P4,Stadium Way,4245,4184,Brewer Park,4364
P3,Stadium Way,3349,3288,Brewer Park,3465
P7,Bronson Ave & University Dr,6950,6889,Brewer Park,7416
P5,Stadium Way,2261,2200,Brewer Park,2368
P7,Bronson Ave & University Dr,12008,11947,Brewer Park,12802
P7,Bronson Ave & University Dr,7053,6992,Brewer Park,7521
P7,Bronson Ave & University Dr,11600,11539,Brewer Park,12384
P7,Bronson Ave & University Dr,11697,11636,Brewer Park,12489
P7,Bronson Ave & University Dr,11468,11407,Brewer Park,12238
P4,Stadium Way,4196,4135,Brewer Park,4314
P5,Stadium Way,2939,2878,Brewer Park,3047
P7,Bronson Ave & University Dr,6014,5953,Brewer Park,6482
P7,Bronson Ave & University Dr,11319,11258,Brewer Park,11786
P1,Colonel By,213,152,Hogs Back Plaza (SW dest.),424
P3,Stadium Way,3929,3868,Brewer Park,4038
P5,Stadium Way,1326,1265,Brewer Park,1432
P7,Bronson Ave & University Dr,7177,7116,Brewer Park,7631
P5,Stadium Way,935,874,Brewer Park,1044
P3,Stadium Way,3910,3849,Brewer Park,4021
P4,Stadium Way,4152,4091,Brewer Park,4266
P7,Bronson Ave & University Dr,5700,5639,Brewer Park,6182
P5,Stadium Way,945,884,Brewer Park,1057
P5,Stadium Way,2588,2527,Brewer Park,2696
P7,Bronson Ave & University Dr,6111,6050,Brewer Park,6590
P7,Bronson Ave & University Dr,5196,5135,Brewer Park,5669
P7,Bronson Ave & University Dr,6763,6702,Brewer Park,7228
P7,Bronson Ave & University Dr,7059,6998,Brewer Park,7525
P1,Colonel By,297,236,Hogs Back Plaza (SW dest.),529
P5,Stadium Way,756,695,Brewer Park,856
P3,Stadium Way,3669,3608,Brewer Park,3782
P4,Stadium Way,4280,4219,Brewer Park,4391
P5,Stadium Way,2210,2149,Brewer Park,2321
P5,Stadium Way,684,623,Brewer Park,798
P5,Stadium Way,1380,1319,Brewer Park,1486
P5,Stadium Way,2126,2065,Brewer Park,2236
P4,Stadium Way,4317,4256,Brewer Park,4425
P1,Colonel By,138,77,Hogs Back Plaza (SW dest.),318
P2,Colonel By,171,110,Hogs Back Plaza (SW dest.),666
P7,Bronson Ave & University Dr,5580,5519,Brewer Park,6062
P3,Stadium Way,3522,3461,Brewer Park,3631
P5,Stadium Way,207,146,Brewer Park,248
P5,Stadium Way,2337,2276,Brewer Park,2449
P5,Stadium Way,2829,2768,Brewer Park,2942
P5,Stadium Way,1044,983,Brewer Park,1155
P7,Bronson Ave & University Dr,5417,5356,Brewer Park,5879
P5,Stadium Way,1930,1869,Brewer Park,2044
P7,Bronson Ave & University Dr,6846,6785,Brewer Park,7313
P5,Stadium Way,2822,2761,Brewer Park,2938
P5,Stadium Way,3061,3000,Brewer Park,3173
P3,Stadium Way,4020,3959,Brewer Park,4127
P7,Bronson Ave & University Dr,4518,4457,Brewer Park,4986
P7,Bronson Ave & University Dr,12418,12357,Brewer Park,12891
P3,Stadium Way,3668,3607,Brewer Park,3778
P7,Bronson Ave & University Dr,4632,4571,Brewer Park,5101
P7,Bronson Ave & University Dr,6378,6317,Brewer Park,6854
P2,Colonel By,515,454,Hogs Back Plaza (SW dest.),862
P4,Stadium Way,3029,2968,Brewer Park,3147
P5,Stadium Way,2981,2920,Brewer Park,3096
P7,Bronson Ave & University Dr,6113,6052,Brewer Park,6892
P4,Stadium Way,4205,4144,Brewer Park,4322
P5,Stadium Way,366,305,Brewer Park,465
P7,Bronson Ave & University Dr,7298,7237,Brewer Park,7769
P7,Bronson Ave & University Dr,377,316,Brewer Park,4713
P3,Stadium Way,3761,3700,Brewer Park,3870
P7,Bronson Ave & University Dr,4388,4327,Brewer Park,4851
P7,Bronson Ave & University Dr,5113,5052,Brewer Park,5584
P7,Bronson Ave & University Dr,11869,11808,Brewer Park,12675
P7,Bronson Ave & University Dr,5534,5473,Brewer Park,6017
P1,Colonel By,463,402,Hogs Back Plaza (SW dest.),726
P5,Stadium Way,1407,1346,Brewer Park,1524
P5,Stadium Way,3077,3016,Brewer Park,3185
P7,Bronson Ave & University Dr,5535,5474,Brewer Park,6021
P3,Stadium Way,3759,3698,Brewer Park,3866
