lot,campus_exit,campus_exit_from_t0_s,campus_exit_travel_s,finish_exit,finish_from_t0_s
P7,Bronson Ave & University Dr,4772,4711,Brewer Park,5033
P7,Bronson Ave & University Dr,3360,3299,Brewer Park,4652
P7,Bronson Ave & University Dr,4753,4692,Brewer Park,5014
P6,Colonel By,4020,3959,Hogs Back Plaza (SW dest.),5087
P5,Stadium Way,290,229,Brewer Park,356
P7,Colonel By,4143,4082,Hogs Back Plaza (SW dest.),5228
P4,Stadium Way,4197,4136,Brewer Park,4305
P5,Stadium Way,963,902,Brewer Park,1072
P6,Colonel By,3044,2983,Hogs Back Plaza (SW dest.),4104
P5,Stadium Way,694,633,Brewer Park,800
P5,Stadium Way,1697,1636,Brewer Park,1808
P5,Stadium Way,207,146,Brewer Park,249
P2,Colonel By,616,555,Hogs Back Plaza (SW dest.),1029
P7,Bronson Ave & University Dr,1573,1512,Brewer Park,4533
P4,Stadium Way,4210,4149,Brewer Park,4322
P5,Stadium Way,1197,1136,Brewer Park,1305
P5,Stadium Way,2732,2671,Brewer Park,2847
P7,Bronson Ave & University Dr,5516,5455,Brewer Park,5599
P7,Colonel By,5589,5528,Hogs Back Plaza (SW dest.),6125
P7,Colonel By,5351,5290,Hogs Back Plaza (SW dest.),5975
P5,Stadium Way,452,391,Brewer Park,565
P7,Bronson Ave & University Dr,6739,6678,Brewer Park,6995
P6,Colonel By,3614,3553,Hogs Back Plaza (SW dest.),4686
P6,Colonel By,1694,1633,Hogs Back Plaza (SW dest.),2752
P7,Bronson Ave & University Dr,6782,6721,Hogs Back Plaza (SW dest.),7263
P6,Colonel By,1657,1596,Hogs Back Plaza (SW dest.),2701
P7,Colonel By,6409,6348,Hogs Back Plaza (SW dest.),6690
P6,Colonel By,1594,1533,Hogs Back Plaza (SW dest.),2596
P7,Bronson Ave & University Dr,6264,6203,Brewer Park,6347
P6,Colonel By,1130,1069,Hogs Back Plaza (SW dest.),1843
P7,Bronson Ave & University Dr,7319,7258,Brewer Park,7400
P4,Stadium Way,4233,4172,Brewer Park,4351
P7,Bronson Ave & University Dr,5520,5459,Hogs Back Plaza (SW dest.),6291
P7,Bronson Ave & University Dr,6674,6613,Brewer Park,6944
P4,Stadium Way,4158,4097,Brewer Park,4267
P5,Stadium Way,1495,1434,Brewer Park,1594
P7,Colonel By,4960,4899,Hogs Back Plaza (SW dest.),5681
P1,Colonel By,252,191,Hogs Back Plaza (SW dest.),455
P6,Colonel By,1067,1006,Hogs Back Plaza (SW dest.),1736
P2,Colonel By,581,520,Hogs Back Plaza (SW dest.),969
P6,Colonel By,1632,1571,Hogs Back Plaza (SW dest.),2654
P7,Colonel By,5720,5659,Hogs Back Plaza (SW dest.),6204
P7,Colonel By,5753,5692,Hogs Back Plaza (SW dest.),6229
P6,Colonel By,3082,3021,Hogs Back Plaza (SW dest.),4145
P6,Colonel By,1040,979,Hogs Back Plaza (SW dest.),1689
P7,Bronson Ave & University Dr,6119,6058,Brewer Park,6200
P6,Colonel By,1571,1510,Hogs Back Plaza (SW dest.),2561
P6,Colonel By,2109,2048,Hogs Back Plaza (SW dest.),3207
P7,Colonel By,5112,5051,Hogs Back Plaza (SW dest.),5779
P1,Colonel By,374,313,Hogs Back Plaza (SW dest.),594
P5,Stadium Way,1951,1890,Brewer Park,2068
P6,Colonel By,1338,1277,Hogs Back Plaza (SW dest.),2178
P6,Colonel By,3111,3050,Hogs Back Plaza (SW dest.),4182
P4,Stadium Way,4223,4162,Brewer Park,4334
P2,Colonel By,554,493,Hogs Back Plaza (SW dest.),920
P7,Bronson Ave & University Dr,5213,5152,Brewer Park,5330
P4,Stadium Way,2200,2139,Brewer Park,2316
P5,Stadium Way,383,322,Brewer Park,491
P6,Colonel By,1068,1007,Hogs Back Plaza (SW dest.),1740
P7,Bronson Ave & University Dr,6641,6580,Brewer Park,6732
P1,Colonel By,207,146,Hogs Back Plaza (SW dest.),403
P5,Stadium Way,1569,1508,Brewer Park,1679
P6,Colonel By,711,650,Hogs Back Plaza (SW dest.),1170
P7,Bronson Ave & University Dr,2621,2560,Brewer Park,4583
P7,Colonel By,7004,6943,Hogs Back Plaza (SW dest.),7177
P7,Bronson Ave & University Dr,6492,6431,Brewer Park,6571
P7,Bronson Ave & University Dr,6278,6217,Brewer Park,6370
P1,Colonel By,110,49,Hogs Back Plaza (SW dest.),281
P5,Stadium Way,3096,3035,Brewer Park,3207
P6,Colonel By,1530,1469,Hogs Back Plaza (SW dest.),2497
P6,Colonel By,2492,2431,Hogs Back Plaza (SW dest.),3578
P6,Colonel By,2240,2179,Hogs Back Plaza (SW dest.),3322
P7,Bronson Ave & University Dr,6956,6895,Hogs Back Plaza (SW dest.),7443
P7,Colonel By,6417,6356,Hogs Back Plaza (SW dest.),6694
P7,Bronson Ave & University Dr,6202,6141,Brewer Park,6286
P6,Colonel By,3204,3143,Hogs Back Plaza (SW dest.),4293
P7,Bronson Ave & University Dr,701,640,Brewer Park,4512
P6,Colonel By,3720,3659,Hogs Back Plaza (SW dest.),4781
P6,Colonel By,2966,2905,Hogs Back Plaza (SW dest.),4058
P6,Colonel By,3387,3326,Hogs Back Plaza (SW dest.),4467
P6,Colonel By,1355,1294,Hogs Back Plaza (SW dest.),2205
P7,Bronson Ave & University Dr,5992,5931,Brewer Park,6070
P4,Stadium Way,2180,2119,Brewer Park,2293
P6,Colonel By,1182,1121,Hogs Back Plaza (SW dest.),1927
P7,Colonel By,4870,4809,Hogs Back Plaza (SW dest.),5629
P3,Stadium Way,3418,3357,Brewer Park,3529
P7,Bronson Ave & University Dr,5609,5548,Brewer Park,5687
P7,Colonel By,2644,2583,Hogs Back Plaza (SW dest.),3715
P7,Bronson Ave & University Dr,5959,5898,Brewer Park,6047
P6,Colonel By,2166,2105,Hogs Back Plaza (SW dest.),3238
P5,Stadium Way,684,623,Brewer Park,792
P6,Colonel By,2616,2555,Hogs Back Plaza (SW dest.),3698
P7,Colonel By,6280,6219,Hogs Back Plaza (SW dest.),6609
P7,Colonel By,5356,5295,Hogs Back Plaza (SW dest.),5980
P5,Stadium Way,2008,1947,Brewer Park,2117
P7,Bronson Ave & University Dr,5261,5200,Brewer Park,5353
P5,Stadium Way,2089,2028,Brewer Park,2201
P6,Colonel By,1029,968,Hogs Back Plaza (SW dest.),1670
P7,Bronson Ave & University Dr,4692,4631,Brewer Park,4970
P6,Colonel By,2981,2920,Hogs Back Plaza (SW dest.),4074
P5,Stadium Way,1890,1829,Brewer Park,1998
P7,Colonel By,5662,5601,Hogs Back Plaza (SW dest.),6169
P3,Stadium Way,3486,3425,Brewer Park,3598
P3,Stadium Way,3329,3268,Brewer Park,3438
P6,Colonel By,4004,3943,Hogs Back Plaza (SW dest.),5064
P6,Colonel By,2000,1939,Hogs Back Plaza (SW dest.),3098
P4,Stadium Way,4182,4121,Brewer Park,4291
P7,Colonel By,5616,5555,Hogs Back Plaza (SW dest.),6139
P5,Stadium Way,3002,2941,Brewer Park,3103
P7,Bronson Ave & University Dr,4612,4551,Brewer Park,4914
P5,Stadium Way,1531,1470,Brewer Park,1639
P3,Stadium Way,4016,3955,Brewer Park,4122
P5,Stadium Way,983,922,Brewer Park,1093
P5,Stadium Way,270,209,Brewer Park,330
P6,Colonel By,906,845,Hogs Back Plaza (SW dest.),1475
P7,Bronson Ave & University Dr,6650,6589,Brewer Park,6927
P7,Bronson Ave & University Dr,5715,5654,Brewer Park,6004
P7,Colonel By,5724,5663,Hogs Back Plaza (SW dest.),6208
P3,Stadium Way,3377,3316,Brewer Park,3488
P5,Stadium Way,584,523,Brewer Park,691
P7,Colonel By,6775,6714,Hogs Back Plaza (SW dest.),6941
P7,Bronson Ave & University Dr,4603,4542,Brewer Park,4909
P7,Bronson Ave & University Dr,5478,5417,Brewer Park,5561
P7,Bronson Ave & University Dr,6755,6694,Brewer Park,6836
P6,Colonel By,2326,2265,Hogs Back Plaza (SW dest.),3428
P7,Bronson Ave & University Dr,6087,6026,Brewer Park,6161
P5,Stadium Way,397,336,Brewer Park,509
P7,Bronson Ave & University Dr,6948,6887,Hogs Back Plaza (SW dest.),7438
P4,Stadium Way,3314,3253,Brewer Park,3425
P5,Stadium Way,1607,1546,Brewer Park,1719
P5,Stadium Way,296,235,Brewer Park,364
P7,Bronson Ave & University Dr,6891,6830,Brewer Park,7154
P1,Colonel By,287,226,Hogs Back Plaza (SW dest.),497
P6,Colonel By,3445,3384,Hogs Back Plaza (SW dest.),4514
P5,Stadium Way,2035,1974,Brewer Park,2150
P6,Colonel By,3681,3620,Hogs Back Plaza (SW dest.),4747
P7,Bronson Ave & University Dr,5497,5436,Brewer Park,5770
P1,Colonel By,167,106,Hogs Back Plaza (SW dest.),354
P7,Colonel By,5406,5345,Hogs Back Plaza (SW dest.),6029
P5,Stadium Way,804,743,Brewer Park,917
P5,Stadium Way,549,488,Brewer Park,662
P5,Stadium Way,3114,3053,Brewer Park,3231
P6,Colonel By,3108,3047,Hogs Back Plaza (SW dest.),4179
P1,Colonel By,233,172,Hogs Back Plaza (SW dest.),432
P6,Colonel By,918,857,Hogs Back Plaza (SW dest.),1487
P6,Colonel By,970,909,Hogs Back Plaza (SW dest.),1568
P7,Bronson Ave & University Dr,4553,4492,Brewer Park,4878
P7,Colonel By,4489,4428,Hogs Back Plaza (SW dest.),5321
P6,Colonel By,2854,2793,Hogs Back Plaza (SW dest.),3948
P5,Stadium Way,2899,2838,Brewer Park,3010
P7,Bronson Ave & University Dr,4966,4905,Brewer Park,5181
P6,Colonel By,825,764,Hogs Back Plaza (SW dest.),1348
P5,Stadium Way,257,196,Brewer Park,319
P5,Stadium Way,139,78,Brewer Park,165
P5,Stadium Way,1063,1002,Brewer Park,1170
P5,Stadium Way,333,272,Brewer Park,420
P6,Colonel By,3776,3715,Hogs Back Plaza (SW dest.),4847
P7,Colonel By,6617,6556,Hogs Back Plaza (SW dest.),6854
P5,Stadium Way,2925,2864,Brewer Park,3036
P7,Bronson Ave & University Dr,6743,6682,Brewer Park,6823
P7,Bronson Ave & University Dr,5537,5476,Brewer Park,5799
P7,Bronson Ave & University Dr,5507,5446,Hogs Back Plaza (SW dest.),6273
P7,Bronson Ave & University Dr,5401,5340,Brewer Park,5487
P6,Colonel By,2502,2441,Hogs Back Plaza (SW dest.),3587
P6,Colonel By,2562,2501,Hogs Back Plaza (SW dest.),3662
P4,Stadium Way,4073,4012,Brewer Park,4181
P6,Colonel By,3911,3850,Hogs Back Plaza (SW dest.),4983
P7,Colonel By,5758,5697,Hogs Back Plaza (SW dest.),6234
P6,Colonel By,882,821,Hogs Back Plaza (SW dest.),1436
P7,Colonel By,6548,6487,Hogs Back Plaza (SW dest.),6790
P3,Stadium Way,4007,3946,Brewer Park,4114
P7,Colonel By,6841,6780,Hogs Back Plaza (SW dest.),7008
P5,Stadium Way,2806,2745,Brewer Park,2914
P6,Colonel By,3190,3129,Hogs Back Plaza (SW dest.),4275
P6,Colonel By,3114,3053,Hogs Back Plaza (SW dest.),4191
P7,Bronson Ave & University Dr,4380,4319,Brewer Park,4776
P2,Colonel By,576,515,Hogs Back Plaza (SW dest.),957
P5,Stadium Way,280,219,Brewer Park,343
P3,Stadium Way,3890,3829,Brewer Park,4001
P5,Stadium Way,2872,2811,Brewer Park,2975
P5,Stadium Way,980,919,Brewer Park,1088
P7,Bronson Ave & University Dr,5319,5258,Brewer Park,5404
P5,Stadium Way,1768,1707,Brewer Park,1877
P5,Stadium Way,1127,1066,Brewer Park,1237
P6,Colonel By,3342,3281,Hogs Back Plaza (SW dest.),4415
P7,Colonel By,7439,7378,Hogs Back Plaza (SW dest.),7626
P7,Bronson Ave & University Dr,6010,5949,Brewer Park,6091
P6,Colonel By,3989,3928,Hogs Back Plaza (SW dest.),5060
P6,Colonel By,1287,1226,Hogs Back Plaza (SW dest.),2099
P6,Colonel By,3571,3510,Hogs Back Plaza (SW dest.),4639
P7,Colonel By,7358,7297,Hogs Back Plaza (SW dest.),7523
P7,Bronson Ave & University Dr,4902,4841,Brewer Park,5135
P7,Bronson Ave & University Dr,7327,7266,Brewer Park,7405
P5,Stadium Way,540,479,Brewer Park,653
P5,Stadium Way,2440,2379,Brewer Park,2539
P7,Colonel By,4066,4005,Hogs Back Plaza (SW dest.),5140
P5,Stadium Way,932,871,Brewer Park,1045
P5,Stadium Way,902,841,Brewer Park,1012
P6,Colonel By,1256,1195,Hogs Back Plaza (SW dest.),2048
P5,Stadium Way,892,831,Brewer Park,999
P7,Bronson Ave & University Dr,5730,5669,Hogs Back Plaza (SW dest.),6438
P7,Colonel By,6123,6062,Hogs Back Plaza (SW dest.),6484
P5,Stadium Way,1782,1721,Brewer Park,1898
P5,Stadium Way,2094,2033,Brewer Park,2205
P5,Stadium Way,1433,1372,Brewer Park,1532
P1,Colonel By,284,223,Hogs Back Plaza (SW dest.),493
P7,Colonel By,4443,4382,Hogs Back Plaza (SW dest.),5290
P5,Stadium Way,789,728,Brewer Park,891
P6,Colonel By,853,792,Hogs Back Plaza (SW dest.),1388
P6,Colonel By,1893,1832,Hogs Back Plaza (SW dest.),2990
P4,Stadium Way,365,304,Brewer Park,470
P5,Stadium Way,2500,2439,Brewer Park,2607
P7,Colonel By,5391,5330,Hogs Back Plaza (SW dest.),6012
P6,Colonel By,1640,1579,Hogs Back Plaza (SW dest.),2671
P4,Stadium Way,3207,3146,Brewer Park,3325
P3,Stadium Way,3270,3209,Brewer Park,3385
P7,Bronson Ave & University Dr,6727,6666,Brewer Park,6809
P7,Bronson Ave & University Dr,5973,5912,Brewer Park,6057
P5,Stadium Way,2352,2291,Brewer Park,2451
P6,Colonel By,1529,1468,Hogs Back Plaza (SW dest.),2493
P6,Colonel By,1674,1613,Hogs Back Plaza (SW dest.),2729
P6,Colonel By,2251,2190,Hogs Back Plaza (SW dest.),3339
P6,Colonel By,1503,1442,Hogs Back Plaza (SW dest.),2444
P5,Stadium Way,2061,2000,Brewer Park,2176
P7,Colonel By,4567,4506,Hogs Back Plaza (SW dest.),5395
P7,Colonel By,4500,4439,Hogs Back Plaza (SW dest.),5329
P1,Colonel By,291,230,Hogs Back Plaza (SW dest.),501
P5,Stadium Way,497,436,Brewer Park,605
P5,Stadium Way,2166,2105,Brewer Park,2279
P3,Stadium Way,3547,3486,Brewer Park,3666
P4,Stadium Way,4118,4057,Brewer Park,4224
P7,Bronson Ave & University Dr,4735,4674,Brewer Park,5001
P6,Colonel By,2426,2365,Hogs Back Plaza (SW dest.),3531
P6,Colonel By,1063,1002,Hogs Back Plaza (SW dest.),1732
P5,Stadium Way,142,81,Brewer Park,169
P7,Colonel By,4457,4396,Hogs Back Plaza (SW dest.),5300
P4,Stadium Way,4143,4082,Brewer Park,4245
P5,Stadium Way,2000,1939,Brewer Park,2104
P5,Stadium Way,1564,1503,Brewer Park,1670
P1,Colonel By,329,268,Hogs Back Plaza (SW dest.),548
P7,Colonel By,6890,6829,Hogs Back Plaza (SW dest.),7060
P2,Colonel By,541,480,Hogs Back Plaza (SW dest.),885
P7,Bronson Ave & University Dr,5415,5354,Brewer Park,5508
P3,Stadium Way,3685,3624,Brewer Park,3794
P7,Colonel By,5348,5287,Hogs Back Plaza (SW dest.),5971
P5,Stadium Way,1364,1303,Brewer Park,1461
P5,Stadium Way,1030,969,Brewer Park,1137
P5,Stadium Way,1015,954,Brewer Park,1116
P5,Stadium Way,160,99,Brewer Park,187
P6,Colonel By,981,920,Hogs Back Plaza (SW dest.),1585
P7,Colonel By,4807,4746,Hogs Back Plaza (SW dest.),5583
P7,Bronson Ave & University Dr,5580,5519,Hogs Back Plaza (SW dest.),6327
P3,Stadium Way,3806,3745,Brewer Park,3917
P3,Stadium Way,3647,3586,Brewer Park,3766
P6,Colonel By,3765,3704,Hogs Back Plaza (SW dest.),4832
P2,Colonel By,566,505,Hogs Back Plaza (SW dest.),939
P5,Stadium Way,345,284,Brewer Park,442
P5,Stadium Way,1556,1495,Brewer Park,1666
P6,Colonel By,863,802,Hogs Back Plaza (SW dest.),1405
P7,Bronson Ave & University Dr,5494,5433,Brewer Park,5764
P3,Stadium Way,3670,3609,Brewer Park,3782
P7,Colonel By,4596,4535,Hogs Back Plaza (SW dest.),5416
P7,Bronson Ave & University Dr,189,128,Brewer Park,4483
P5,Stadium Way,1369,1308,Brewer Park,1477
P6,Colonel By,1014,953,Hogs Back Plaza (SW dest.),1646
P5,Stadium Way,1797,1736,Brewer Park,1902
P7,Bronson Ave & University Dr,5397,5336,Brewer Park,5482
P6,Colonel By,3373,3312,Hogs Back Plaza (SW dest.),4451
P7,Bronson Ave & University Dr,6696,6635,Brewer Park,6780
P5,Stadium Way,1492,1431,Brewer Park,1590
P6,Colonel By,3441,3380,Hogs Back Plaza (SW dest.),4506
P6,Colonel By,3514,3453,Hogs Back Plaza (SW dest.),4600
P7,Bronson Ave & University Dr,5729,5668,Brewer Park,5809
P6,Colonel By,2495,2434,Hogs Back Plaza (SW dest.),3582
P6,Colonel By,902,841,Hogs Back Plaza (SW dest.),1463
P6,Colonel By,1862,1801,Hogs Back Plaza (SW dest.),2968
P6,Colonel By,814,753,Hogs Back Plaza (SW dest.),1319
P7,Colonel By,7433,7372,Hogs Back Plaza (SW dest.),7615
P6,Colonel By,2417,2356,Hogs Back Plaza (SW dest.),3522
P7,Colonel By,4825,4764,Hogs Back Plaza (SW dest.),5595
P5,Stadium Way,485,424,Brewer Park,591
P4,Stadium Way,4159,4098,Brewer Park,4271
P3,Stadium Way,3633,3572,Brewer Park,3744
P6,Colonel By,3583,3522,Hogs Back Plaza (SW dest.),4647
P5,Stadium Way,2874,2813,Brewer Park,2980
P5,Stadium Way,2386,2325,Brewer Park,2492
P6,Colonel By,930,869,Hogs Back Plaza (SW dest.),1505
P7,Colonel By,6677,6616,Hogs Back Plaza (SW dest.),6880
P2,Colonel By,506,445,Hogs Back Plaza (SW dest.),807
P7,Colonel By,5088,5027,Hogs Back Plaza (SW dest.),5767
P1,Colonel By,258,197,Hogs Back Plaza (SW dest.),463
P2,Colonel By,504,443,Hogs Back Plaza (SW dest.),803
P7,Bronson Ave & University Dr,6967,6906,Brewer Park,7230
P5,Stadium Way,299,238,Brewer Park,368
P7,Colonel By,6334,6273,Hogs Back Plaza (SW dest.),6641
P7,Colonel By,2759,2698,Hogs Back Plaza (SW dest.),3852
P6,Colonel By,1841,1780,Hogs Back Plaza (SW dest.),2943
P3,Stadium Way,3687,3626,Brewer Park,3798
P5,Stadium Way,2010,1949,Brewer Park,2121
P7,Colonel By,7425,7364,Hogs Back Plaza (SW dest.),7604
P6,Colonel By,3351,3290,Hogs Back Plaza (SW dest.),4423
P6,Colonel By,2016,1955,Hogs Back Plaza (SW dest.),3118
P5,Stadium Way,928,867,Brewer Park,1038
P3,Stadium Way,3886,3825,Brewer Park,3993
P7,Bronson Ave & University Dr,6214,6153,Brewer Park,6301
P4,Stadium Way,4285,4224,Brewer Park,4396
P7,Bronson Ave & University Dr,4428,4367,Brewer Park,4812
P7,Bronson Ave & University Dr,5042,4981,Brewer Park,5230
P5,Stadium Way,2232,2171,Brewer Park,2345
P5,Stadium Way,3045,2984,Brewer Park,3157
P5,Stadium Way,248,187,Brewer Park,306
P6,Colonel By,3060,2999,Hogs Back Plaza (SW dest.),4121
P7,Colonel By,4425,4364,Hogs Back Plaza (SW dest.),5271
P6,Colonel By,3939,3878,Hogs Back Plaza (SW dest.),4997
P6,Colonel By,1761,1700,Hogs Back Plaza (SW dest.),2854
P6,Colonel By,1413,1352,Hogs Back Plaza (SW dest.),2298
P7,Bronson Ave & University Dr,4980,4919,Brewer Park,5194
P7,Colonel By,6241,6180,Hogs Back Plaza (SW dest.),6583
P6,Colonel By,3491,3430,Hogs Back Plaza (SW dest.),4563
P6,Colonel By,2284,2223,Hogs Back Plaza (SW dest.),3384
P7,Bronson Ave & University Dr,6846,6785,Hogs Back Plaza (SW dest.),7318
P5,Stadium Way,1877,1816,Brewer Park,1985
P6,Colonel By,3183,3122,Hogs Back Plaza (SW dest.),4271
P6,Colonel By,1267,1206,Hogs Back Plaza (SW dest.),2065
P6,Colonel By,3302,3241,Hogs Back Plaza (SW dest.),4397
P2,Colonel By,542,481,Hogs Back Plaza (SW dest.),889
P5,Stadium Way,2225,2164,Brewer Park,2337
P5,Stadium Way,672,611,Brewer Park,775
P6,Colonel By,2379,2318,Hogs Back Plaza (SW dest.),3466
P7,Colonel By,6869,6808,Hogs Back Plaza (SW dest.),7038
P6,Colonel By,3673,3612,Hogs Back Plaza (SW dest.),4732
P7,Colonel By,4612,4551,Hogs Back Plaza (SW dest.),5429
P3,Stadium Way,3452,3391,Brewer Park,3559
P5,Stadium Way,2476,2415,Brewer Park,2582
P6,Colonel By,1920,1859,Hogs Back Plaza (SW dest.),3014
P7,Colonel By,4522,4461,Hogs Back Plaza (SW dest.),5359
P5,Stadium Way,2519,2458,Brewer Park,2633
P6,Colonel By,3315,3254,Hogs Back Plaza (SW dest.),4411
P7,Bronson Ave & University Dr,1062,1001,Brewer Park,4525
P6,Colonel By,1107,1046,Hogs Back Plaza (SW dest.),1801
P5,Stadium Way,170,109,Brewer Park,204
P6,Colonel By,1583,1522,Hogs Back Plaza (SW dest.),2583
P6,Colonel By,2704,2643,Hogs Back Plaza (SW dest.),3793
P6,Colonel By,706,645,Hogs Back Plaza (SW dest.),1162
P5,Stadium Way,1259,1198,Brewer Park,1367
P5,Stadium Way,930,869,Brewer Park,1042
P7,Bronson Ave & University Dr,4315,4254,Brewer Park,4744
