time,Library Rd & P1 to Library Rd & University Dr,Library Rd & P1 to Campus Ave & Library Rd,Library Rd & University Dr to Library Rd & P1,Campus Ave & Library Rd to Library Rd & P1,Campus Ave & Library Rd to Campus Ave & P2,Campus Ave & P2 to Campus Ave & University Dr,Campus Ave & University Dr to Library Rd & University Dr,Library Rd & University Dr to Campus Ave & University Dr,Campus Ave & University Dr to Raven Rd & University Dr,Raven Rd & University Dr to Campus Ave & University Dr,Raven Rd & University Dr to P3 & Raven Rd,P3 & Raven Rd to Raven Rd & University Dr,P3 & Raven Rd to Bronson Ave & Raven Rd,Library Rd & University Dr to Colonel By Dr & University Dr,Raven Rd & University Dr to P4 & University Dr,P4 & University Dr to Raven Rd & University Dr,P4 & University Dr to Stadium Way & University Dr,Stadium Way & University Dr to P4 & University Dr,Stadium Way & University Dr to P5 & Stadium Way,P5 & Stadium Way to Stadium Way & University Dr,P5 & Stadium Way to Bronson Ave & Stadium Way,Stadium Way & University Dr to Roundabout,Roundabout to Stadium Way & University Dr,Roundabout to Bronson Ave & University Dr,Roundabout to Campus Ave & P6,Campus Ave & P6 to Roundabout,Campus Ave & P6 to Campus Ave & Library Rd,Raven Rd & University Dr to Bronson Ave & Raven Rd
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70.0,23.007326722222714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.28809483128499,0.0,0.0,0.0,19.24962411678652,0.0,1.3717985705932294,0.0,0.0,0.0,131.30676420665984,0.0,0.0,10.616366094736422,23.855105224377425,0.0,0.0,0.0
80.0,26.92346744089892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.062977420284916,0.0,0.0,0.0,20.236784327903777,0.0,1.8290647607909727,0.0,0.0,0.0,138.16213743833285,0.0,0.0,16.27842801192918,35.78265783656614,0.0,0.0,0.0
90.0,30.83960815957513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.29859106799914,0.0,0.0,0.0,18.756044011227893,0.0,3.200863331384202,0.0,0.0,0.0,144.49017426756947,0.0,0.0,17.69394349122737,50.963179342988134,0.0,0.0,0.0
100.0,31.81864333924418,0.0,0.0,0.0,0.0,0.0,0.38694871716389606,0.0,0.0,0.0,46.37712895057055,0.0,0.0,0.0,17.275303694552004,0.0,4.5726619019774315,0.0,0.0,0.0,145.54484707244222,0.0,0.0,19.10945897052556,65.05937788466571,0.0,0.0,0.0
110.0,32.79767851891323,0.0,0.0,0.0,0.0,0.0,0.7738974343277921,0.0,0.0,0.0,47.99493577442766,0.0,0.0,2.9104777148277132,16.781723588993376,0.0,4.5726619019774315,0.0,3.4106947641893877,0.0,146.599519877315,0.0,0.0,22.648247668771035,66.14370084941012,0.0,0.8640652592518454,0.0
120.0,33.28719610874776,0.0,0.0,0.0,0.0,0.0,1.3543205100736362,0.0,0.0,0.0,48.534204715713365,0.0,0.0,8.73143314448314,16.288143483434748,0.0,5.029928092175175,0.0,3.4106947641893877,0.0,148.70886548706054,0.0,0.0,21.940489929121938,68.31234677889898,0.0,1.7281305185036908,0.0
130.0,32.3081609290787,0.0,0.0,0.0,0.0,0.0,1.9347435858194804,0.0,0.0,0.0,48.534204715713365,0.0,0.0,14.552388574138567,15.79456337787612,0.0,5.487194282372918,0.0,5.116042146284081,0.0,150.8182110968061,0.0,0.0,20.52497444982375,71.56531567313228,0.0,2.5921957777555362,0.0
140.0,31.329125749409652,0.0,0.0,0.0,0.0,0.0,2.3216923029833763,0.0,0.0,0.0,47.99493577442766,0.0,0.0,17.46286628896628,15.79456337787612,0.0,5.944460472570661,0.0,3.4106947641893877,0.0,153.9822295114244,0.0,0.0,21.232732189472845,73.73396160262112,0.0,3.168239283923433,0.0
150.0,29.860572979906074,0.0,0.0,0.0,0.0,0.0,2.9021153787292207,0.0,0.0,0.0,48.534204715713365,0.0,0.0,20.373344003793992,15.300983272317492,0.0,5.487194282372918,0.0,5.116042146284081,0.0,155.56423871873355,0.0,0.0,23.356005408420128,71.56531567313228,0.0,3.74428279009133,0.0
160.0,28.392020210402496,0.0,0.0,0.0,0.0,0.0,3.676012813057013,0.0,0.0,0.0,47.45566683314196,0.0,0.0,23.283821718621706,15.300983272317492,0.0,5.944460472570661,0.0,5.116042146284081,0.0,156.09157512116994,0.0,0.0,23.356005408420128,71.56531567313228,0.0,3.74428279009133,0.0
170.0,27.902502620567972,0.0,0.0,0.0,0.0,0.0,4.256435888802857,0.0,0.0,0.0,47.45566683314196,0.0,0.0,26.19429943344942,14.807403166758862,0.0,6.401726662768404,0.0,5.116042146284081,0.0,158.72825713335186,0.0,0.0,24.063763148069224,73.73396160262112,0.0,3.74428279009133,0.0
180.0,27.412985030733445,0.0,0.0,0.0,0.0,0.0,4.836858964548701,0.0,0.0,0.0,47.99493577442766,0.0,0.0,29.104777148277133,14.807403166758862,0.0,6.401726662768404,0.0,5.116042146284081,0.0,160.8376027430974,0.0,0.0,23.356005408420128,74.81828456736555,0.0,3.74428279009133,0.0
190.0,26.433949851064394,0.0,0.0,0.0,0.0,0.0,5.610756398876493,0.0,0.0,0.0,48.534204715713365,0.0,0.0,29.104777148277133,13.820242955641605,0.0,7.316259043163891,0.0,5.116042146284081,0.0,164.5289575601521,0.0,0.0,22.648247668771035,75.90260753210998,0.0,3.74428279009133,0.0
200.0,25.454914671395343,0.0,0.0,0.0,0.0,0.0,6.191179474622337,0.0,0.0,0.0,47.45566683314196,0.0,0.0,26.19429943344942,13.820242955641605,0.0,6.858992852966147,0.0,10.232084292568162,0.0,165.58363036502487,0.0,0.0,23.356005408420128,75.90260753210998,0.0,4.032304543175278,0.0
210.0,23.496844312057238,0.0,0.0,0.0,0.0,0.0,6.771602550368182,0.0,0.0,0.0,46.916397891856256,0.0,0.0,29.104777148277133,13.326662850082975,0.0,7.773525233361633,0.0,13.64277905675755,0.0,166.11096676746124,0.0,0.0,21.940489929121938,80.2398993910877,0.0,4.032304543175278,0.0
220.0,23.496844312057238,0.0,0.0,0.0,0.0,0.0,7.352025626114026,0.0,0.0,0.0,46.916397891856256,0.0,0.0,26.19429943344942,13.326662850082975,0.0,9.145323803954863,0.0,13.64277905675755,0.0,167.16563957233402,0.0,0.0,20.52497444982375,82.40854532057655,0.0,4.032304543175278,0.0
230.0,23.496844312057238,0.0,0.0,0.0,0.0,0.0,8.319397419023765,0.0,0.0,0.0,46.916397891856256,0.0,0.0,26.19429943344942,13.820242955641605,0.0,10.974388564745835,0.0,13.64277905675755,0.0,167.6929759747704,0.0,0.0,20.52497444982375,83.49286828532098,0.0,4.032304543175278,0.0
240.0,23.496844312057238,0.0,0.0,0.0,0.0,0.0,8.89982049476961,0.0,0.0,0.0,46.916397891856256,0.0,0.0,23.283821718621706,13.820242955641605,0.0,12.803453325536807,0.0,13.64277905675755,0.0,167.6929759747704,0.0,0.0,20.52497444982375,82.40854532057655,0.0,4.320326296259227,0.0
250.0,23.007326722222714,0.0,0.0,0.0,0.0,0.0,9.480243570515453,0.0,0.0,0.0,45.29859106799914,0.0,0.0,26.19429943344942,13.326662850082975,0.0,15.089784276525524,0.0,13.64277905675755,0.0,168.2203123772068,0.0,0.0,20.52497444982375,81.32422235583213,0.0,5.47241330859502,0.0
260.0,23.007326722222714,0.0,0.0,0.0,0.0,0.0,10.060666646261298,0.0,0.0,0.0,43.14151530285633,0.0,0.0,23.283821718621706,15.79456337787612,0.0,15.089784276525524,0.0,13.64277905675755,0.0,167.6929759747704,0.0,0.0,20.52497444982375,81.32422235583213,0.0,6.624500320930815,0.0
270.0,22.517809132388187,0.0,0.0,0.0,0.0,0.0,10.641089722007143,0.0,0.0,0.0,41.52370847899921,0.0,0.0,26.19429943344942,17.275303694552004,0.0,15.089784276525524,0.0,13.64277905675755,0.0,167.16563957233402,0.0,0.0,20.52497444982375,82.40854532057655,0.0,7.200543827098711,0.0
280.0,22.028291542553664,0.0,0.0,0.0,0.0,0.0,11.221512797752986,0.0,0.0,0.0,39.9059016551421,0.0,0.0,29.104777148277133,18.756044011227893,0.0,15.089784276525524,0.0,13.64277905675755,0.0,166.11096676746124,0.0,0.0,20.52497444982375,83.49286828532098,0.0,8.064609086350556,0.0
290.0,22.028291542553664,0.0,0.0,0.0,0.0,0.0,11.80193587349883,0.0,0.0,0.0,38.28809483128499,0.0,0.0,26.19429943344942,20.236784327903777,0.0,15.089784276525524,0.0,13.64277905675755,0.0,166.63830316989763,0.0,0.0,20.52497444982375,82.40854532057655,0.0,8.928674345602403,0.0
300.0,21.538773952719136,0.0,0.0,0.0,0.0,0.0,12.382358949244674,0.0,0.0,0.0,36.67028800742788,0.0,0.0,26.19429943344942,21.717524644579665,0.0,15.089784276525524,0.0,13.64277905675755,0.0,165.05629396258848,0.0,0.0,20.52497444982375,81.32422235583213,0.0,10.080761357938195,0.0
310.0,20.559738773050086,0.0,0.0,0.0,0.0,0.0,12.962782024990519,0.0,0.0,0.0,35.05248118357076,0.0,0.0,26.19429943344942,23.19826496125555,0.0,15.089784276525524,0.0,13.64277905675755,0.0,165.58363036502487,0.0,0.0,20.52497444982375,82.40854532057655,0.0,10.94482661719004,0.0
320.0,20.07022118321556,0.0,0.0,0.0,0.0,0.0,13.543205100736364,0.0,0.0,0.0,35.05248118357076,0.0,0.0,26.19429943344942,23.691845066814178,0.0,15.089784276525524,0.0,13.64277905675755,0.0,165.58363036502487,0.0,0.0,20.52497444982375,82.40854532057655,0.0,11.808891876441887,0.0
