JAHR;SATZART1;SATZART2;FT_ENTF3;BE_NUTS3;FT_I;FT_I_ZS;KM_I;KM_I_ZS;TON_I;TON_I_ZS;TKM_I;TKM_I_ZS;FT_G;FT_G_ZS;KM_G;KM_G_ZS;TON_G;TON_G_ZS;TKM_G;TKM_G_ZS
2023;3;1;3;DE217;67511,2;();18913688,2;();609239,7;();182903037,7;();67511,2;();19492571,3;();609239,7;();191531692,7;()
2023;3;1;3;DE218;47156,0;();13400398,2;();454076,7;();139076546,5;();47156,0;();14631859,1;();454076,7;();156889539,5;()
2023;3;1;3;DE219;74943,1;;19232407,4;;1238488,0;;301378428,4;;74943,1;;21094701,5;;1238488,0;;326679712,1;
2023;3;1;3;DE21A;89383,0;;28199919,5;;1159651,3;;384411004,8;;89383,0;;29132083,6;;1159651,3;;395948151,3;
2023;3;1;3;DE21B;165976,7;;49865611,8;;1892760,9;;617595978,9;;165976,7;;51395410,4;;1892760,9;;630592516,5;
2023;3;1;3;DE21C;57574,9;();15474813,6;();669932,2;();188285658,8;();57574,9;();15599528,9;();669932,2;();189971936,5;()
2023;3;1;3;DE21D;;/;;/;;/;;/;;/;;/;;/;;/
2023;3;1;3;DE21E;56128,6;;15215323,3;();735778,8;();199614006,2;();56128,6;;16126155,8;;735778,8;();214862575,2;()
2023;3;1;3;DE21F;22536,1;();5932133,0;();;/;;/;22536,1;();7208515,5;();;/;;/
2023;3;1;3;DE21G;47438,1;();14360186,3;();558136,1;();182996601,1;();47438,1;();15396334,7;();558136,1;();193240547,3;()
2023;3;1;3;DE21H;204630,7;;64176305,3;;2332770,1;;769374948,3;;204630,7;;66253071,5;;2332770,1;;796675505,4;
2023;3;1;3;DE21I;63946,8;;20178852,0;;945859,0;;292128368,0;();63946,8;;20564722,0;;945859,0;;300370477,7;()
2023;3;1;3;DE21J;169925,6;;44465024,3;;2342326,4;;609886103,0;;169925,6;;46259249,5;;2342326,4;;626471507,7;
2023;3;1;3;DE21K;91451,6;;23740851,0;;1283505,5;;340702509,6;();91451,6;;28921650,2;;1283505,5;;428462969,5;
2023;3;1;3;DE21L;;/;;/;;/;;/;;/;;/;;/;;/
2023;3;1;3;DE21M;85249,1;;25247069,8;;942659,2;;308352027,8;();85249,1;;26545955,6;;942659,2;;324395003,2;()
2023;3;1;3;DE21N;38104,0;();10316041,2;();489420,2;();137016169,2;();38104,0;();10639480,8;();489420,2;();143258193,7;()
2023;3;1;3;DE221;28581,9;();7886039,3;();413201,3;();116809027,8;();28581,9;();8309685,4;();413201,3;();121859242,0;()
2023;3;1;3;DE222;27342,3;();9219744,3;();291444,2;();113368991,7;();27342,3;();10789304,4;();291444,2;();129585076,6;()
2023;3;1;3;DE223;63180,5;();17191076,4;();749648,7;();217505164,8;();63180,5;();17786535,4;();749648,7;();221884572,5;()
2023;3;1;3;DE224;84666,0;;24560097,9;;1167119,0;;357330154,6;;84666,0;;26566487,6;;1167119,0;;382907983,0;
2023;3;1;3;DE225;33288,8;();10857489,8;();380381,9;();117929567,1;();33288,8;();13086722,9;();380381,9;();139624444,8;()
2023;3;1;3;DE226;80414,4;;25152869,9;;1186979,6;;348298661,3;;80414,4;;26638424,1;;1186979,6;;382739202,1;
2023;3;1;3;DE227;52950,6;();16153937,5;();667896,4;();210138323,1;();52950,6;();17276657,2;();667896,4;();226732986,6;()
2023;3;1;3;DE228;164159,9;;44199601,7;;2221024,8;;618343032,5;;164159,9;;55375592,6;;2221024,8;;742287406,6;
2023;3;1;3;DE229;28453,5;();7873945,8;();415642,1;();105086358,7;();28453,5;();8244728,4;();415642,1;();113826570,0;()
2023;3;1;3;DE22A;50249,5;();15933514,6;();693739,1;();209797618,4;();50249,5;();17505677,8;();693739,1;();246386013,0;()
2023;3;1;3;DE22B;50606,7;();15738923,1;();678433,9;();208797869,8;();50606,7;();16606702,7;();678433,9;();220645771,1;()
2023;3;1;3;DE22C;101705,0;;31103328,5;;1316757,2;;411069465,4;;101705,0;;33410756,8;;1316757,2;;437466008,5;
2023;3;1;3;DE231;17227,9;();5751843,7;();265677,4;();80199806,9;();17227,9;();6176652,8;();265677,4;();83936953,8;()
2023;3;1;3;DE232;131012,5;;36790428,4;;1788385,0;;515673023,8;;131012,5;;39847846,7;;1788385,0;;546522591,9;
2023;3;1;3;DE233;26493,0;();7502470,1;();334054,0;();99924427,1;();26493,0;();7670443,9;();334054,0;();102619746,0;()
2023;3;1;3;DE234;79653,0;;22593213,5;();1427739,3;();377202564,9;();79653,0;;23014048,0;();1427739,3;();384668541,3;()
2023;3;1;3;DE235;63555,1;;21465181,0;();765146,2;();266358503,2;();63555,1;;22375049,8;();765146,2;();277392754,3;()
2023;3;1;3;DE236;79328,8;;24157735,5;;1201642,2;;362733848,2;;79328,8;;24218593,2;;1201642,2;;363771654,6;
2023;3;1;3;DE237;79257,5;;26197977,0;;1296892,5;;453284281,4;;79257,5;;27664738,7;;1296892,5;;481032563,1;
2023;3;1;3;DE238;119790,7;;35008302,6;;1601777,0;;469530540,5;;119790,7;;35909814,5;;1601777,0;;485683140,7;
2023;3;1;3;DE239;147620,2;;45599618,8;;2378215,3;;715752944,0;;147620,2;;47196362,8;;2378215,3;;736007153,8;
2023;3;1;3;DE23A;30078,1;();9083926,7;();373461,0;();114324494,0;();30078,1;();9769847,2;();373461,0;();124176009,6;()
2023;3;1;3;DE241;60808,5;();15682482,6;();729713,9;();189198989,7;();60808,5;();15732377,5;();729713,9;();189824534,5;()
2023;3;1;3;DE242;40631,5;();10964717,7;();523503,6;();144880859,2;();40631,5;();11173494,6;();523503,6;();149995894,7;()
2023;3;1;3;DE243;28944,6;();7667735,1;();399018,3;();103404153,5;();28944,6;();8142206,5;();399018,3;();111841889,1;()
2023;3;1;3;DE244;70637,6;();20561940,7;();843101,7;();245297393,8;();70637,6;();20794291,4;();843101,7;();248083822,8;()
2023;3;1;3;DE245;100787,2;;27390542,9;;1365797,5;;359324615,6;;100787,2;;27797799,1;;1365797,5;;365220948,7;
2023;3;1;3;DE246;47856,0;();14148702,2;();657272,2;();193572653,8;();47856,0;();14360753,5;();657272,2;();203485881,5;()
2023;3;1;3;DE247;74831,6;;22728465,2;;861711,2;();253527680,2;();74831,6;;23307586,0;;861711,2;();263503355,7;()
2023;3;1;3;DE248;46264,0;();14398434,8;();635206,6;();191455461,3;();46264,0;();14775759,0;();635206,6;();196109147,9;()
2023;3;1;3;DE249;131291,5;;40588425,4;;1728876,8;;524400836,7;;131291,5;;41698651,9;;1728876,8;;532576744,3;
2023;3;1;3;DE24A;33886,4;();11082160,5;();522175,6;();171739850,6;();33886,4;();11353747,3;();522175,6;();176718246,5;()
2023;3;1;3;DE24B;66526,9;;19746909,0;;1099674,7;;319789445,4;;66526,9;;21309246,8;();1099674,7;;337339541,5;()
2023;3;1;3;DE24C;45150,0;();15293423,5;();596243,8;();198156576,2;();45150,0;();16020584,5;();596243,8;();205263556,4;()
2023;3;1;3;DE24D;40597,2;();11217230,0;();604569,3;();168682387,5;();40597,2;();11454173,3;();604569,3;();172978039,6;()
2023;3;1;3;DE251;31664,9;();10683970,6;();430360,7;();138070033,4;();31664,9;();10874082,2;();430360,7;();139783239,1;()
2023;3;1;3;DE252;41176,9;();12346733,5;();508084,6;();145477762,8;();41176,9;();12807383,2;();508084,6;();150974131,9;()
2023;3;1;3;DE253;49625,9;();12354298,9;();527248,6;();131848592,0;();49625,9;();12588771,0;();527248,6;();133750938,0;()
2023;3;1;3;DE254;528820,6;;144482100,6;;6264524,0;;1760888165,6;;528820,6;;148467420,5;;6264524,0;;1811051870,8;
2023;3;1;3;DE255;29938,9;();8175720,7;();303477,4;();77994852,5;();29938,9;();8244262,9;();303477,4;();78678790,7;()
2023;3;1;3;DE256;163449,6;;47891348,2;;2039639,3;;580579718,5;;163449,6;;49956777,4;;2039639,3;;597174678,3;
2023;3;1;3;DE257;51034,2;();17123299,8;();619933,1;();195254564,0;();51034,2;();17346822,9;();619933,1;();197656657,3;()
2023;3;1;3;DE258;18974,6;();5507931,7;();212595,6;();62474381,7;();18974,6;();5548451,4;();212595,6;();63082177,2;()
2023;3;1;3;DE259;76811,1;;22677550,8;;963894,1;;297261775,8;();76811,1;;23315862,9;;963894,1;;305444031,4;()
2023;3;1;3;DE25A;82306,4;;25100050,6;;1297913,5;;384642551,8;;82306,4;;25616798,8;;1297913,5;;390370939,9;
2023;3;1;3;DE25B;86048,8;;25819582,8;;971041,5;;293325264,9;;86048,8;;27459875,7;;971041,5;;324766404,2;()
2023;3;1;3;DE25C;64859,0;();16976875,1;();977612,0;();256246584,5;();64859,0;();17130455,5;();977612,0;();259779725,5;()
2023;3;1;3;DE261;100207,3;;29839459,0;;1291144,0;;379128661,0;;100207,3;;30681101,3;;1291144,0;;391246038,5;
2023;3;1;3;DE262;69472,9;();18987817,1;();921082,4;();246870522,9;();69472,9;();19580306,2;();921082,4;();257967780,6;()
2023;3;1;3;DE263;80158,4;;21864458,4;;1038399,7;();275584067,4;();80158,4;;22177148,4;;1038399,7;();281182541,3;()
2023;3;1;3;DE264;135850,1;;42164583,5;;1685281,6;;518728595,4;;135850,1;;43072340,8;;1685281,6;;524267911,1;
2023;3;1;3;DE265;73888,6;;21731196,0;;1055712,7;;303431355,2;;73888,6;;21943191,9;;1055712,7;;305843223,0;
2023;3;1;3;DE266;43201,9;();11439966,5;();576160,3;();156136157,4;();43201,9;();11483709,3;();576160,3;();157032037,7;()
2023;3;1;3;DE267;94121,5;;27087943,6;;1628170,4;;458835684,1;;94121,5;;27493119,0;;1628170,4;;464418687,6;
2023;3;1;3;DE268;146135,8;;40581583,7;;2146931,2;;606589452,6;;146135,8;;41716226,2;;2146931,2;;616487076,1;
2023;3;1;3;DE269;59481,3;();20939935,4;();578098,7;();199600498,3;();59481,3;();21245897,5;();578098,7;();205476862,0;()
2023;3;1;3;DE26A;63493,8;;16403401,9;;1186103,8;();294640798,0;();63493,8;;16552607,6;;1186103,8;();296590717,3;()
2023;3;1;3;DE26B;105212,7;;27827192,4;;1267493,8;;345148045,4;;105212,7;;28007000,2;;1267493,8;;347892785,2;
2023;3;1;3;DE26C;108592,8;;30759152,5;;1462962,5;;405104947,3;;108592,8;;31705665,5;;1462962,5;;417045723,0;
2023;3;1;3;DE271;87811,0;;24771159,5;;1145424,7;;335264700,9;();87811,0;;26291720,4;;1145424,7;;355878522,4;()
2023;3;1;3;DE272;;/;;/;;/;;/;;/;;/;;/;;/
2023;3;1;3;DE273;36908,0;();11094081,2;();411646,5;();140534909,3;();36908,0;();11307594,1;();411646,5;();142988052,3;()
2023;3;1;3;DE274;86958,6;;27909016,2;;955857,6;;331903956,5;();86958,6;;29309882,1;;955857,6;;348065352,3;()
2023;3;1;3;DE275;69600,5;;19302348,3;;940529,6;;259565757,0;();69600,5;;20595871,5;();940529,6;;279184027,0;()
2023;3;1;3;DE276;198767,2;;56437426,3;;2463168,6;;730814960,1;;198767,2;;58907885,1;;2463168,6;;763269137,8;
2023;3;1;3;DE277;71808,0;;22339358,2;;874622,1;();278308310,0;();71808,0;;22584692,6;;874622,1;();282700343,9;()
2023;3;1;3;DE278;130796,8;;40391450,5;;1456240,2;;438466144,3;;130796,8;;43673669,5;;1456240,2;;475147384,0;
2023;3;1;3;DE279;163888,1;;48744197,9;;2087963,8;;649117915,7;;163888,1;;51248529,8;;2087963,8;;687402862,7;
2023;3;1;3;DE27A;22160,6;();;/;;/;;/;22160,6;();5316579,2;();;/;;/
2023;3;1;3;DE27B;52765,1;;17772642,5;();825797,8;();291367307,3;();52765,1;;18550908,0;();825797,8;();302806363,6;()
2023;3;1;3;DE27C;121406,2;;37870075,5;;1455084,4;;475423378,7;;121406,2;;42853703,2;;1455084,4;;526573762,4;
2023;3;1;3;DE27D;136064,0;;41714389,5;;2142299,5;;640647490,2;;136064,0;;42601314,7;;2142299,5;;655993003,1;
2023;3;1;3;DE27E;31672,7;();7596204,8;();378253,9;();;/;31672,7;();8662093,4;();378253,9;();;/
2023;3;1;3;DE300;309087,3;;93543508,8;;3708568,2;;1143979017,0;;309087,3;;95425307,6;;3708568,2;;1155232914,3;
2023;3;1;3;DE401;21850,4;();7973038,0;();385550,3;();142026117,4;();21850,4;();7991620,5;();385550,3;();142052132,9;()
2023;3;1;3;DE402;34539,5;();9314623,0;();349080,1;();98695726,4;();34539,5;();9314623,0;();349080,1;();98695726,4;()
2023;3;1;3;DE403;;/;;/;;/;;/;;/;;/;;/;;/
2023;3;1;3;DE404;43253,2;();12215546,2;();515739,2;();152007790,8;();43253,2;();12337837,9;();515739,2;();152955448,7;()
2023;3;1;3;DE405;79682,0;;21529894,9;();1317159,1;();333342992,9;();79682,0;;21576053,2;();1317159,1;();334134885,4;()
2023;3;1;3;DE406;163759,5;;49957717,6;;2110696,6;;645668529,0;;163759,5;;50265928,9;;2110696,6;;649274035,2;
2023;3;1;3;DE407;56586,3;();17562788,5;();814138,6;();242886514,7;();56586,3;();17696012,9;();814138,6;();245551001,9;()
2023;3;1;3;DE408;187846,9;;61818127,1;;2469850,7;;837867571,8;;187846,9;;63141680,4;;2469850,7;;866592378,4;
2023;3;1;3;DE409;119267,8;;37671415,9;;1890671,9;;574035101,4;;119267,8;;38034134,3;;1890671,9;;579173792,0;
2023;3;1;3;DE40A;113999,5;;33567087,1;;1528238,7;;469508049,6;;113999,5;;33834609,4;;1528238,7;;475497294,8;
2023;3;1;3;DE40B;80944,7;;24233075,0;;1309634,9;();403828312,7;;80944,7;;25069281,5;;1309634,9;();422238099,0;
2023;3;1;3;DE40C;120047,1;;34286743,4;;1591721,7;;490556814,8;;120047,1;;34812024,0;;1591721,7;;498646893,5;
2023;3;1;3;DE40D;95745,3;;27729305,7;;1605131,7;;464059259,4;;95745,3;;28221557,7;;1605131,7;;474735958,0;
2023;3;1;3;DE40E;107394,5;;32529420,7;;1379824,2;;425167915,6;;107394,5;;32668957,8;;1379824,2;;427282492,6;
2023;3;1;3;DE40F;35033,9;();10140684,8;();535422,3;();146267582,6;();35033,9;();10140684,8;();535422,3;();146267582,6;()
2023;3;1;3;DE40G;85622,4;;28983755,2;;1595612,1;;554528663,6;;85622,4;;29248356,0;;1595612,1;;559539953,3;
2023;3;1;3;DE40H;270459,8;;86378285,1;;3142836,6;;1045891375,4;;270459,8;;86848215,8;;3142836,6;;1052485963,7;
2023;3;1;3;DE40I;76401,3;;21025419,7;;1409354,5;;391200970,6;;76401,3;;21358715,8;;1409354,5;;397908775,3;
2023;3;1;3;DE501;344696,1;;102622193,1;;4801140,7;;1473110734,1;;344696,1;;106864620,7;;4801140,7;;1519164181,6;
2023;3;1;3;DE502;143573,3;;48579759,2;;1614382,6;;564015369,9;;143573,3;;49307608,9;;1614382,6;;575463410,6;
2023;3;1;3;DE600;1015964,7;;315274314,4;;13864829,5;;4414748044,5;;1015964,7;;324052473,7;;13864829,5;;4557717468,7;
2023;3;1;3;DE711;18951,9;();4922767,4;();205298,9;();54404649,9;();18951,9;();5510292,3;();205298,9;();59713069,2;()
2023;3;1;3;DE712;291147,8;;80145582,9;;3382375,6;;936290246,5;;291147,8;;84328202,6;;3382375,6;;988844012,1;
2023;3;1;3;DE713;;/;;/;;/;;/;;/;;/;;/;;/
2023;3;1;3;DE714;62856,6;;17171735,5;;886735,8;();245564846,8;();62856,6;;18310291,1;();886735,8;();258380060,3;()
2023;3;1;3;DE715;136060,7;;37568728,7;;1746802,6;;481463559,6;;136060,7;;38905052,1;;1746802,6;;502387576,2;
2023;3;1;3;DE716;99186,7;;28493711,1;;1202760,5;;359842709,6;;99186,7;;28991563,3;;1202760,5;;368004426,1;
2023;3;1;3;DE717;341545,1;;95830992,9;;4014559,7;;1131303901,7;;341545,1;;99269626,9;;4014559,7;;1170356164,2;
2023;3;1;3;DE718;24533,5;();6708044,9;();251479,9;();;/;24533,5;();6714924,3;();251479,9;();;/
2023;3;1;3;DE719;200057,1;;52231125,8;;2528401,7;;680891574,8;;200057,1;;53132327,6;;2528401,7;;696834874,9;
2023;3;1;3;DE71A;60047,5;;15336076,9;();855484,3;();216062972,7;();60047,5;;15672680,8;();855484,3;();217325165,5;()
2023;3;1;3;DE71B;;/;;/;;/;;/;;/;;/;;/;;/
2023;3;1;3;DE71C;164861,3;;46802067,6;;1984914,3;;567868073,9;;164861,3;;47368882,8;;1984914,3;;574059656,1;
2023;3;1;3;DE71D;20463,7;();5946609,4;();;/;68036008,4;();20463,7;();5964753,9;();;/;68156807,4;()
2023;3;1;3;DE71E;111759,1;;30096773,2;;1295498,0;;347882463,5;;111759,1;;30492980,3;;1295498,0;;353895828,5;
2023;3;1;3;DE721;166344,2;;43169354,0;;1909976,5;;510678331,0;;166344,2;;43331549,7;;1909976,5;;511852300,5;
2023;3;1;3;DE722;136507,7;;36504196,2;;1676900,3;;451608996,1;;136507,7;;37271776,7;;1676900,3;;464173118,0;
2023;3;1;3;DE723;86596,0;;22378678,1;;1115961,7;;292817685,6;;86596,0;;22701387,1;;1115961,7;;300028463,9;
2023;3;1;3;DE724;106565,7;;30128439,1;;1443963,1;;401478067,0;;106565,7;;31476105,7;;1443963,1;;421966479,7;
2023;3;1;3;DE725;110828,7;;33667425,5;;1617727,5;;486338233,6;;110828,7;;33843291,0;;1617727,5;;488218923,5;
2023;3;1;3;DE731;190960,2;;51701546,8;;2114697,9;;589784578,1;;190960,2;;52402271,4;;2114697,9;;599977976,4;
2023;3;1;3;DE732;262298,9;;72439343,0;;3465532,8;;955257738,2;;262298,9;;73321806,0;;3465532,8;;970256204,3;
2023;3;1;3;DE733;351708,3;;105948311,4;;4855004,9;;1473785157,6;;351708,3;;107936438,4;;4855004,9;;1506738248,4;
2023;3;1;3;DE734;235353,2;;64520241,4;;3427355,6;;940785100,1;;235353,2;;65056446,4;;3427355,6;;949272915,3;
2023;3;1;3;DE735;263271,4;;77381845,7;;3505420,8;;1033159508,8;;263271,4;;78045185,3;;3505420,8;;1042157507,4;
2023;3;1;3;DE736;95588,3;;27357938,9;;1337886,7;;374572581,2;;95588,3;;27658997,8;;1337886,7;;379700827,4;
2023;3;1;3;DE737;42637,2;();11916134,9;();624960,6;();174666977,7;();42637,2;();12062693,3;();624960,6;();175526003,1;()
2023;3;1;3;DE803;125659,8;;41016929,2;;1860924,9;;647065158,8;;125659,8;;42024940,5;;1860924,9;;671032651,0;
2023;3;1;3;DE804;19832,2;();5499996,1;();194551,4;();58929398,8;();19832,2;();5755617,7;();194551,4;();61404802,9;()
2023;3;1;3;DE80J;217748,8;;60933133,9;;2931543,6;;848580737,7;;217748,8;;61197922,8;;2931543,6;;852652284,5;
2023;3;1;3;DE80K;128937,8;;36655387,9;;1719872,8;;514655191,3;;128937,8;;36953817,3;;1719872,8;;517169164,7;
2023;3;1;3;DE80L;68466,2;;20128651,2;;778231,4;;240249856,6;();68466,2;;20572685,5;;778231,4;;246043183,8;()
2023;3;1;3;DE80M;112123,5;;34402036,4;;1623138,6;;497167575,5;;112123,5;;35795500,5;;1623138,6;;518557458,2;
2023;3;1;3;DE80N;61828,4;;17117009,4;();1004099,8;();285700851,1;();61828,4;;17311038,9;();1004099,8;();290571365,9;()
2023;3;1;3;DE80O;192227,3;;57570504,1;;2559344,8;;766428001,8;;192227,3;;58591127,4;;2559344,8;;784215342,6;
2023;3;1;3;DE911;121218,7;;33058723,5;;1623148,1;;459564460,5;;121218,7;;33185378,4;;1623148,1;;462012574,7;
2023;3;1;3;DE912;107261,6;;30748506,5;;1871016,9;;528514895,1;;107261,6;;31031063,6;;1871016,9;;534170480,0;
2023;3;1;3;DE913;31681,5;();9273682,7;();432401,5;();123801503,0;();31681,5;();10037251,7;();432401,5;();131726127,4;()
2023;3;1;3;DE914;45895,7;();13477949,4;();728697,0;();216319765,4;();45895,7;();13737736,4;();728697,0;();219548972,6;()
2023;3;1;3;DE916;86452,8;;24553737,6;;1562581,2;;436932560,6;;86452,8;;24760607,3;;1562581,2;;440885497,4;
2023;3;1;3;DE917;56992,3;;14566930,5;;1014570,5;();261899486,4;();56992,3;;14733403,7;;1014570,5;();265677550,5;()
2023;3;1;3;DE918;73494,7;;20862118,1;;1039133,0;;296837745,4;();73494,7;;20980635,2;;1039133,0;;298151131,2;()
2023;3;1;3;DE91A;89169,8;;24650040,7;;1298933,8;;358657153,2;;89169,8;;24758092,2;;1298933,8;;359757683,4;
2023;3;1;3;DE91B;24906,8;();7355529,4;();415080,6;();118229477,1;();24906,8;();7729246,4;();415080,6;();122754091,0;()
2023;3;1;3;DE91C;188117,5;;52533361,6;;2585669,3;;722304176,7;;188117,5;;53648606,0;;2585669,3;;746642512,8;
2023;3;1;3;DE922;181689,2;;53472699,1;;2550213,1;;768359666,2;;181689,2;;55900538,3;;2550213,1;;817401306,8;
2023;3;1;3;DE923;42664,1;();11790498,4;();589203,2;();145206924,3;();42664,1;();12220337,8;();589203,2;();150165326,1;()
2023;3;1;3;DE925;187164,2;;47405794,9;;2485533,4;;636853883,1;;187164,2;;47998368,6;;2485533,4;;645260886,4;
2023;3;1;3;DE926;45824,7;();13965190,4;();755802,1;();210812373,0;();45824,7;();14150046,4;();755802,1;();213495897,2;()
2023;3;1;3;DE927;77675,0;;22166500,8;;1295264,8;;373756131,5;;77675,0;;22612608,9;;1295264,8;;382253000,2;
2023;3;1;3;DE928;120069,8;;33046743,7;;1481502,7;;434505110,1;;120069,8;;33911708,6;;1481502,7;;448963208,4;
2023;3;1;3;DE929;863581,6;;238465651,6;;10318726,2;;2859954826,4;;863581,6;;243824349,5;;10318726,2;;2940753622,6;
2023;3;1;3;DE931;73084,2;();20241846,7;();984433,3;();256246101,1;();73084,2;();20679709,4;();984433,3;();262444647,4;()
2023;3;1;3;DE932;81087,2;;26479335,3;;1100988,0;();344584513,9;();81087,2;;27161278,8;;1100988,0;();354640898,2;()
2023;3;1;3;DE933;157338,3;;46852823,3;;1895507,4;;579064099,8;;157338,3;;49153372,2;;1895507,4;;608431037,5;
2023;3;1;3;DE934;23990,3;();7396817,6;();375447,9;();115284238,8;();23990,3;();7404577,6;();375447,9;();115458838,8;()
2023;3;1;3;DE935;37188,4;();9825598,5;();530634,4;();142368097,0;();37188,4;();10093434,4;();530634,4;();146329089,5;()
2023;3;1;3;DE936;23851,5;();6016469,7;();;/;;/;23851,5;();6389008,3;();;/;96128014,0;()
2023;3;1;3;DE937;113016,3;;32831178,3;;1367442,1;;409557985,6;;113016,3;;34136428,3;;1367442,1;;421781382,9;
2023;3;1;3;DE938;134378,8;;42324518,0;;1896832,2;;604145051,7;;134378,8;;42636755,2;;1896832,2;;610781112,3;
2023;3;1;3;DE939;75661,9;;24230168,9;;1061927,4;;351541561,6;;75661,9;;24886252,4;;1061927,4;;361483698,6;
2023;3;1;3;DE93A;67321,7;;18212765,5;;1223030,6;;326984349,7;;67321,7;;18319422,5;;1223030,6;;329557909,1;
2023;3;1;3;DE93B;89996,2;;28497548,9;;1132931,1;;385261961,8;;89996,2;;28843553,0;;1132931,1;;390623135,3;
2023;3;1;3;DE941;;/;;/;;/;;/;;/;;/;;/;;/
2023;3;1;3;DE942;39791,1;();12203092,8;();578608,1;();180461911,5;();39791,1;();12663317,8;();578608,1;();186432125,8;()
2023;3;1;3;DE943;75521,9;();19422315,9;();785796,3;();209964628,5;();75521,9;();19975320,2;();785796,3;();218085398,7;()
2023;3;1;3;DE944;126339,5;;37132217,0;;1287300,2;;385191372,4;;126339,5;;38565235,7;;1287300,2;;403951762,2;
2023;3;1;3;DE945;21813,8;();6283191,7;();346850,6;();100143633,3;();21813,8;();6480992,1;();346850,6;();103082190,6;()
2023;3;1;3;DE946;83866,9;;25574251,0;;1080096,1;;344036187,4;;83866,9;;26585358,1;;1080096,1;;355252495,9;
2023;3;1;3;DE947;57653,0;();15399877,2;();801372,8;();218445558,1;();57653,0;();15590118,4;();801372,8;();221006203,1;()
2023;3;1;3;DE948;205226,9;;68114431,4;;3035256,1;;961340963,0;;205226,9;;72822736,3;;3035256,1;;1032314598,0;
2023;3;1;3;DE949;287933,0;;84810500,4;;4063620,9;;1199372641,9;;287933,0;;91174960,9;;4063620,9;;1285293129,9;
2023;3;1;3;DE94A;37356,3;();13104932,6;();666696,3;();234863740,2;();37356,3;();13369867,2;();666696,3;();240404303,4;()
2023;3;1;3;DE94B;93070,2;;24300442,5;;1156305,1;;314672086,0;;93070,2;;26757250,5;;1156305,1;;341634427,4;
2023;3;1;3;DE94C;63468,0;;19601917,6;();835275,6;();267160437,1;();63468,0;;20001918,4;();835275,6;();271945134,3;()
2023;3;1;3;DE94D;113599,3;;39284586,9;;1531208,9;;531087358,8;;113599,3;;41451097,6;;1531208,9;;549980376,5;
2023;3;1;3;DE94E;258344,8;;78073031,0;;3433606,6;;1017911646,4;;258344,8;;83803034,2;;3433606,6;;1094263629,0;
2023;3;1;3;DE94F;254197,1;;80801481,1;;3411598,6;;1092510400,4;;254197,1;;83925631,3;;3411598,6;;1140072709,2;
2023;3;1;3;DE94G;44926,2;();14132370,8;();971043,5;();301201645,5;();44926,2;();15906515,0;();971043,5;();337066316,6;()
2023;3;1;3;DE94H;;/;;/;;/;;/;;/;;/;;/;;/
2023;3;1;3;DEA11;135311,6;;44985518,5;;1664571,8;;560258974,9;;135311,6;;46739428,7;;1664571,8;;592552706,0;
2023;3;1;3;DEA12;312540,9;;92553342,3;;4678104,8;;1395065434,3;;312540,9;;98320328,9;;4678104,8;;1485692435,0;
2023;3;1;3;DEA13;101760,7;;28038968,3;;1219487,1;;337969401,4;;101760,7;;29930759,0;;1219487,1;;376137225,2;
2023;3;1;3;DEA14;125075,9;;41925906,5;;1894610,4;;637868056,4;;125075,9;;43981325,0;;1894610,4;;670330363,0;
2023;3;1;3;DEA15;103541,5;;34121964,0;;1088480,4;;359632276,3;;103541,5;;35236042,1;;1088480,4;;372976490,1;
2023;3;1;3;DEA16;40052,9;();12174929,6;();489229,8;();148457970,7;();40052,9;();12485282,6;();489229,8;();151979124,2;()
2023;3;1;3;DEA17;59293,6;();13925640,5;();726404,9;();175436774,5;();59293,6;();14549944,4;();726404,9;();187539702,8;()
2023;3;1;3;DEA18;18756,4;();6345050,2;();;/;;/;18756,4;();7578345,1;();;/;;/
2023;3;1;3;DEA19;21145,4;();6849806,2;();237491,6;();78703341,7;();21145,4;();6849806,2;();237491,6;();78703341,7;()
2023;3;1;3;DEA1A;87506,5;;24375309,0;;885843,8;();254041821,4;();87506,5;;26448288,8;;885843,8;();266268275,2;()
2023;3;1;3;DEA1B;182054,5;;54250897,1;;2386630,5;;715637214,5;;182054,5;;58035443,7;;2386630,5;;757717452,7;
2023;3;1;3;DEA1C;122185,1;;34676144,7;;1402123,9;;414745512,7;;122185,1;;37095104,2;;1402123,9;;444758806,6;
2023;3;1;3;DEA1D;206877,8;;59933554,1;;2865861,4;;829430889,3;;206877,8;;64890688,5;;2865861,4;;918367911,3;
2023;3;1;3;DEA1E;141788,6;;41886442,6;;1772175,7;;558617212,1;;141788,6;;45301031,0;;1772175,7;;609506768,8;
2023;3;1;3;DEA1F;171735,0;;46424864,0;;2641749,3;;747214805,9;;171735,0;;52258453,0;;2641749,3;;833978094,3;
2023;3;1;3;DEA22;;/;;/;;/;;/;;/;;/;;/;;/
2023;3;1;3;DEA23;311760,9;;90125563,7;;3916951,0;;1173506944,9;;311760,9;;97089818,1;;3916951,0;;1257279017,2;
2023;3;1;3;DEA24;27959,5;();7447408,4;();478175,0;();130726775,5;();27959,5;();8168205,2;();478175,0;();145689102,2;()
2023;3;1;3;DEA26;87926,1;;23745810,3;;1258450,5;;354036179,2;;87926,1;;27427044,2;;1258450,5;;397644673,4;
2023;3;1;3;DEA27;268317,5;;74324535,4;;4041447,0;;1109238478,7;;268317,5;;79886503,2;;4041447,0;;1204824688,7;
