JAHR;SATZART1;SATZART2;FT_ENTF3;BE_NUTS3;FT_I;FT_I_ZS;KM_I;KM_I_ZS;TON_I;TON_I_ZS;TKM_I;TKM_I_ZS;FT_G;FT_G_ZS;KM_G;KM_G_ZS;TON_G;TON_G_ZS;TKM_G;TKM_G_ZS
2023;3;1;2;DEA14;161019,9;;13109444,3;;2330027,3;;192375206,8;;161019,9;;13272411,6;;2330027,3;;194598282,8;
2023;3;1;2;DEA15;159310,4;;13638730,7;;1688922,8;();134090553,0;();159310,4;;13811913,8;;1688922,8;();135830181,9;()
2023;3;1;2;DEA16;54720,9;();4416014,5;();598725,1;();47493399,0;();54720,9;();4434184,6;();598725,1;();47829400,4;()
2023;3;1;2;DEA17;146566,5;;12804580,8;;1627160,5;();144474009,7;();146566,5;;12829397,8;;1627160,5;();144970350,5;()
2023;3;1;2;DEA18;43445,8;();3526862,7;();418171,0;();33814975,0;();43445,8;();3526862,7;();418171,0;();33814975,0;()
2023;3;1;2;DEA19;57595,2;();5194933,9;();568872,1;();50956042,2;();57595,2;();5220143,2;();568872,1;();51200167,7;()
2023;3;1;2;DEA1A;149490,3;;12320741,2;;1596076,2;();128538452,1;();149490,3;;12333175,5;;1596076,2;();128849437,4;()
2023;3;1;2;DEA1B;234557,6;;20519505,6;;3029927,0;;260173749,4;;234557,6;;21081225,7;;3029927,0;;271485468,3;
2023;3;1;2;DEA1C;245207,4;;19857900,0;;2959400,7;;237526599,2;;245207,4;;19985928,0;;2959400,7;;240062536,6;
2023;3;1;2;DEA1D;354639,8;;29220170,2;;4957776,4;;406444057,3;;354639,8;;29603423,6;;4957776,4;;413102826,9;
2023;3;1;2;DEA1E;200835,7;;16014579,8;;2381952,1;();169515897,9;;200835,7;;17023751,8;;2381952,1;();187947925,2;()
2023;3;1;2;DEA1F;281887,0;;24801265,3;;4515806,4;;404512996,6;;281887,0;;25344438,5;;4515806,4;;414542893,2;
2023;3;1;2;DEA22;52537,4;();4224873,3;();541473,3;();42633201,5;();52537,4;();4224873,3;();541473,3;();42633201,5;()
2023;3;1;2;DEA23;533605,2;;46876593,3;;5879200,3;;508450364,6;;533605,2;;47252431,0;;5879200,3;;513753383,8;
2023;3;1;2;DEA24;56566,3;();4679348,5;();656799,6;();51451424,0;();56566,3;();4679348,5;();656799,6;();51451424,0;()
2023;3;1;2;DEA26;127937,5;;10806313,6;;1742759,8;();143450977,0;;127937,5;;11867677,1;;1742759,8;();163983095,9;()
2023;3;1;2;DEA27;446493,6;;39603454,9;;7053210,7;;627728724,9;;446493,6;;40017224,2;;7053210,7;;636419168,4;
2023;3;1;2;DEA28;160424,0;;14177591,8;;2106768,3;;180517634,7;;160424,0;;14339178,3;;2106768,3;;184366340,0;
2023;3;1;2;DEA29;124555,5;;10248672,5;();1653060,2;();128298116,7;();124555,5;;10620689,0;;1653060,2;();136060076,4;()
2023;3;1;2;DEA2A;156958,5;;13166888,2;;2152812,8;();178271544,6;();156958,5;;13166888,2;;2152812,8;();178271544,6;()
2023;3;1;2;DEA2B;82633,9;();6605831,2;();860844,5;();67449734,0;();82633,9;();6605831,2;();860844,5;();67449734,0;()
2023;3;1;2;DEA2C;288440,5;;25407298,4;;3636525,9;;309941567,7;;288440,5;;25463116,5;;3636525,9;;310626545,6;
2023;3;1;2;DEA2D;209133,8;;17021850,9;;2107288,5;;163190981,5;;209133,8;;18353190,4;;2107288,5;;181292816,8;
2023;3;1;2;DEA31;60248,7;();5187941,7;();687147,2;();58752124,7;();60248,7;();5274414,4;();687147,2;();60008732,6;()
2023;3;1;2;DEA32;159754,6;;13575028,3;;2638528,7;();224407892,4;();159754,6;;13619271,5;;2638528,7;();225531496,1;()
2023;3;1;2;DEA33;156455,8;;13343925,0;;1926994,4;();157149640,2;();156455,8;;13509138,9;;1926994,4;();160354032,1;()
2023;3;1;2;DEA34;337348,2;;29996738,7;;4195589,9;;371850935,6;;337348,2;;30697285,0;;4195589,9;;380173788,5;
2023;3;1;2;DEA35;158614,9;;14490983,5;;2104289,4;();183736657,4;;158614,9;;14565703,7;;2104289,4;();185058869,2;
2023;3;1;2;DEA36;423285,3;;37960909,1;;5726082,8;;505780098,0;;423285,3;;38144861,8;;5726082,8;;508467599,6;
2023;3;1;2;DEA37;472117,1;;43111895,1;;6181277,1;;566640660,6;;472117,1;;43692038,7;;6181277,1;;575611115,8;
2023;3;1;2;DEA38;234772,0;;20534682,1;;3823542,0;;338695081,1;;234772,0;;20572127,5;;3823542,0;;339360281,9;
2023;3;1;2;DEA41;196436,3;;18436821,8;;2046473,2;;195418214,4;;196436,3;;18436821,8;;2046473,2;;195418214,4;
2023;3;1;2;DEA42;305211,1;;28287127,3;;3758238,7;;355150053,9;;305211,1;;28287127,3;;3758238,7;;355150053,9;
2023;3;1;2;DEA43;142227,0;;13229109,8;;1469081,0;();131924894,2;();142227,0;;13240982,9;;1469081,0;();132063881,0;()
2023;3;1;2;DEA44;123715,7;();10629951,1;();1810093,0;();149629715,7;();123715,7;();10629951,1;();1810093,0;();149629715,7;()
2023;3;1;2;DEA45;152581,2;;13565552,9;;1629835,6;;144464225,2;();152581,2;;13565552,9;;1629835,6;;144464225,2;()
2023;3;1;2;DEA46;227685,8;;20099812,4;;3229114,0;;281728487,0;;227685,8;;20099812,4;;3229114,0;;281728487,0;
2023;3;1;2;DEA47;236710,5;;21001376,6;;3113731,1;;274599369,1;;236710,5;;21001376,6;;3113731,1;;274599369,1;
2023;3;1;2;DEA51;137134,3;;12476461,7;;1400047,7;();124166731,6;();137134,3;;12481950,9;;1400047,7;();124227865,4;()
2023;3;1;2;DEA52;391372,2;;35090387,2;;4834696,9;;437842964,9;;391372,2;;35128435,4;;4834696,9;;437925840,6;
2023;3;1;2;DEA53;223845,4;;18493774,5;;2943396,8;;243912687,2;;223845,4;;18493774,5;;2943396,8;;243912687,2;
2023;3;1;2;DEA54;243564,4;;22073145,9;;3307260,0;;302946178,2;;243564,4;;22093205,9;;3307260,0;;303417588,2;
2023;3;1;2;DEA55;105716,9;();10108962,2;();995283,2;();92494284,3;();105716,9;();10189708,8;();995283,2;();93104889,0;()
2023;3;1;2;DEA56;160968,0;;13628991,1;;1901590,8;;161548145,1;;160968,0;;13650379,4;;1901590,8;;161608125,6;
2023;3;1;2;DEA57;414095,4;;38719857,7;;8017196,3;;748010997,9;;414095,4;;38719857,7;;8017196,3;;748010997,9;
2023;3;1;2;DEA58;341978,7;;29940894,2;;4850274,6;;420979109,3;;341978,7;;29951313,4;;4850274,6;;421257824,0;
2023;3;1;2;DEA59;121668,5;;10728793,7;;1483758,9;;132478106,5;;121668,5;;10728793,7;;1483758,9;;132478106,5;
2023;3;1;2;DEA5A;215118,9;;21265873,2;;2987718,0;;295305029,7;;215118,9;;21265873,2;;2987718,0;;295305029,7;
2023;3;1;2;DEA5B;304725,3;;29934471,7;;5374488,3;;537765584,2;;304725,3;;29934471,7;;5374488,3;;537765584,2;
2023;3;1;2;DEA5C;349720,3;;32389806,8;;3940693,0;;356526699,5;;349720,3;;32430971,0;;3940693,0;;357094034,4;
2023;3;1;2;DEB11;151839,4;;14636540,1;;1434195,5;;138956145,6;;151839,4;;14636540,1;;1434195,5;;138956145,6;
2023;3;1;2;DEB12;92790,5;;7393616,9;;1356003,2;();109076178,4;();92790,5;;7399201,6;;1356003,2;();109210544,8;()
2023;3;1;2;DEB13;70948,9;();6900522,5;();765732,7;();74100190,5;();70948,9;();6900522,5;();765732,7;();74100190,5;()
2023;3;1;2;DEB14;116812,4;;10247666,3;;1465340,3;();123887704,4;;116812,4;;10247666,3;;1465340,3;();123887704,4;
2023;3;1;2;DEB15;52868,9;();4699173,7;();668186,2;();59516024,2;();52868,9;();4699173,7;();668186,2;();59516024,2;()
2023;3;1;2;DEB17;292750,5;;28155240,1;;4625622,9;;439700676,7;;292750,5;;28199848,1;;4625622,9;;440556619,5;
2023;3;1;2;DEB18;153613,2;;14192296,3;;1984969,0;;181712384,5;;153613,2;;14192296,3;;1984969,0;;181712384,5;
2023;3;1;2;DEB1A;61261,9;();5313572,6;();760779,7;();66144383,2;();61261,9;();5313572,6;();760779,7;();66144383,2;()
2023;3;1;2;DEB1B;95046,2;;8835356,6;;1100626,4;();101201186,1;();95046,2;;8835356,6;;1100626,4;();101201186,1;()
2023;3;1;2;DEB1C;52114,3;();4536186,3;();641882,5;();51697351,2;();52114,3;();4536186,3;();641882,5;();51697351,2;()
2023;3;1;2;DEB1D;63914,4;();5740349,6;();795281,9;();72836163,2;();63914,4;();5740349,6;();795281,9;();72836163,2;()
2023;3;1;2;DEB21;51178,2;();4705566,0;();516509,3;();48375460,4;();51178,2;();4859630,3;();516509,3;();48999212,7;()
2023;3;1;2;DEB22;94445,3;;8393200,9;;1189375,3;();101085141,9;();94445,3;;8769928,6;;1189375,3;();107103392,5;()
2023;3;1;2;DEB23;96904,1;();8585208,5;();1642156,5;();140503913,9;();96904,1;();9622027,0;();1642156,5;();161945690,5;()
2023;3;1;2;DEB24;110986,2;;10049543,2;;1999625,8;();180441808,3;();110986,2;;10299387,1;;1999625,8;();186389702,8;()
2023;3;1;2;DEB25;63105,2;();4893173,3;();740791,1;();51936928,8;();63105,2;();5640129,1;();740791,1;();61168774,3;()
2023;3;1;2;DEB31;16990,9;();1586819,3;();;/;;/;16990,9;();1613652,5;();;/;;/
2023;3;1;2;DEB32;67321,4;();6147207,9;();618390,1;();55808023,4;();67321,4;();6180045,5;();618390,1;();55960755,7;()
2023;3;1;2;DEB33;;/;1849745,0;();;/;;/;;/;1906738,4;();;/;;/
2023;3;1;2;DEB34;108420,0;;9732890,8;;1690977,7;;160643532,8;;108420,0;;9804771,8;;1690977,7;;162212635,4;
2023;3;1;2;DEB35;109765,4;();9587689,5;;1334214,7;();118035827,2;();109765,4;();9587689,5;;1334214,7;();118035827,2;()
2023;3;1;2;DEB36;;/;;/;;/;;/;;/;;/;;/;;/
2023;3;1;2;DEB37;24063,0;();2188223,0;();;/;;/;24063,0;();2215345,8;();;/;;/
2023;3;1;2;DEB38;75530,9;();6437502,9;();1088148,3;();89720918,6;();75530,9;();6437502,9;();1088148,3;();89720918,6;()
2023;3;1;2;DEB39;109835,4;;9731805,4;;1601859,4;();143285378,3;();109835,4;;9748591,8;;1601859,4;();143687916,6;()
2023;3;1;2;DEB3A;;/;;/;;/;;/;;/;;/;;/;;/
2023;3;1;2;DEB3B;125723,2;;11759149,6;;1584382,8;();144789771,2;();125723,2;;11774165,7;;1584382,8;();145177486,9;()
2023;3;1;2;DEB3C;50085,4;();4290480,2;();586520,0;();51013891,2;();50085,4;();4298950,9;();586520,0;();51230233,1;()
2023;3;1;2;DEB3D;93803,2;();7321779,9;();1912592,1;();147724051,1;();93803,2;();7321779,9;();1912592,1;();147724051,1;()
2023;3;1;2;DEB3E;194087,6;;17264635,1;;2734589,4;;242899696,3;;194087,6;;18152409,0;;2734589,4;;252372491,0;
2023;3;1;2;DEB3F;48500,6;();4465616,0;();554925,2;();50850130,9;();48500,6;();4475417,5;();554925,2;();50967748,7;()
2023;3;1;2;DEB3G;44311,0;();3627735,3;();749835,9;();60786140,2;();44311,0;();3638706,5;();749835,9;();61038477,8;()
2023;3;1;2;DEB3H;;/;;/;;/;;/;;/;;/;;/;;/
2023;3;1;2;DEB3I;91422,0;;8784314,5;;1219914,0;();115130691,6;();91422,0;;8813058,2;;1219914,0;();115820539,0;()
2023;3;1;2;DEB3J;111682,8;();10133866,4;;1334409,1;();118482239,7;();111682,8;();10133866,4;;1334409,1;();118482239,7;()
2023;3;1;2;DEB3K;37755,7;();3534692,7;();;/;;/;37755,7;();3630392,7;();;/;;/
2023;3;1;2;DEC01;85783,1;();8140342,3;();752174,1;();68924310,8;();85783,1;();8446591,6;();752174,1;();73062689,7;()
2023;3;1;2;DEC02;53369,3;();4290677,7;();;/;49330776,2;();53369,3;();4612722,6;();;/;;/
2023;3;1;2;DEC03;52771,5;();5029548,2;();530038,6;();49290944,0;();52771,5;();5151414,8;();530038,6;();51440692,1;()
2023;3;1;2;DEC04;127346,8;;10218278,9;;1476513,5;();108770722,7;();127346,8;;11158267,7;;1476513,5;();126495355,2;()
2023;3;1;2;DEC05;104047,9;;9412343,0;;1121375,2;();105844250,6;();104047,9;;10105454,9;;1121375,2;();114126192,5;()
2023;3;1;2;DEC06;49173,2;();4376248,3;();;/;;/;49173,2;();4395187,6;();;/;;/
2023;3;1;2;DED21;161834,7;;14561502,3;;1629527,1;();138445918,2;;161834,7;;14693648,4;;1629527,1;();140537163,6;
2023;3;1;2;DED2C;271356,7;;24190401,1;;3671291,3;;317341551,2;;271356,7;;24350623,5;;3671291,3;;319120087,3;
2023;3;1;2;DED2D;108413,1;;9970895,0;;1155412,3;();106379003,4;();108413,1;;10147708,0;;1155412,3;();107644931,9;()
2023;3;1;2;DED2E;274151,8;;26534739,3;;3563525,7;;344575616,3;;274151,8;;26542625,2;;3563525,7;;344731047,4;
2023;3;1;2;DED2F;135476,4;;12322544,2;;1676803,5;();151268157,2;();135476,4;;12561883,8;;1676803,5;();154212303,3;()
2023;3;1;2;DED41;110395,8;;9678877,1;;1212751,0;();110353451,5;();110395,8;;9689263,6;;1212751,0;();110537388,8;()
2023;3;1;2;DED42;141402,4;;12973071,8;;1464700,6;;137135940,4;;141402,4;;13048055,4;;1464700,6;;137904684,2;
2023;3;1;2;DED43;296754,5;;27057257,5;;3962969,5;;360523556,0;;296754,5;;27089051,3;;3962969,5;;360602065,8;
2023;3;1;2;DED44;129612,4;;11846404,9;;1483718,7;;137893084,1;();129612,4;;11916986,9;;1483718,7;;138107077,1;()
2023;3;1;2;DED45;202660,8;;18743906,7;;2051940,6;;188544507,0;;202660,8;;18749466,2;;2051940,6;;188655697,2;
2023;3;1;2;DED51;205671,0;;19334087,8;;1895038,4;;179787537,0;;205671,0;;19334087,8;;1895038,4;;179787537,0;
2023;3;1;2;DED52;216727,7;;19030912,2;;2732077,0;;238423231,6;;216727,7;;19030912,2;;2732077,0;;238423231,6;
2023;3;1;2;DED53;265689,4;;25012126,7;;3260834,2;;307561586,1;;265689,4;;25012126,7;;3260834,2;;307561586,1;
2023;3;1;2;DEE01;25911,8;();2293880,0;();285620,2;();26699560,2;();25911,8;();2293880,0;();285620,2;();26699560,2;()
2023;3;1;2;DEE02;56470,1;();4816611,0;();437187,4;();38651445,0;();56470,1;();4816611,0;();437187,4;();38651445,0;()
2023;3;1;2;DEE03;151812,1;;14714873,7;;1986108,0;();186540045,8;;151812,1;;14714873,7;;1986108,0;();186540045,8;
2023;3;1;2;DEE04;39349,9;();3699208,4;();526964,2;();47731078,8;();39349,9;();3699208,4;();526964,2;();47731078,8;()
2023;3;1;2;DEE05;120017,8;;10882194,0;;1645080,4;;148616513,3;;120017,8;;10882194,0;;1645080,4;;148616513,3;
2023;3;1;2;DEE06;73799,2;();7268578,3;();993485,7;();91921128,1;();73799,2;();7268578,3;();993485,7;();91921128,1;()
2023;3;1;2;DEE07;301870,9;;27894409,9;;4640678,4;;417987978,6;;301870,9;;27894409,9;;4640678,4;;417987978,6;
2023;3;1;2;DEE08;198529,3;;18236151,5;;2967397,3;;282894572,6;;198529,3;;18236151,5;;2967397,3;;282894572,6;
2023;3;1;2;DEE09;158928,4;;14243353,8;;2665584,9;();236397803,1;;158928,4;;14243353,8;;2665584,9;();236397803,1;
2023;3;1;2;DEE0A;88805,9;;8345729,4;;1332637,4;();129259743,5;();88805,9;;8345729,4;;1332637,4;();129259743,5;()
2023;3;1;2;DEE0B;310605,3;;29955398,5;;4380237,5;;411908308,2;;310605,3;;29955398,5;;4380237,5;;411908308,2;
2023;3;1;2;DEE0C;201845,6;;18299039,9;;3679544,7;;332799644,9;;201845,6;;18299039,9;;3679544,7;;332799644,9;
2023;3;1;2;DEE0D;71600,3;();6104927,3;();;/;95578022,1;();71600,3;();6104927,3;();;/;95578022,1;()
2023;3;1;2;DEE0E;135121,4;;12509241,0;;1923177,2;();183174954,4;;135121,4;;12509241,0;;1923177,2;();183174954,4;
2023;3;1;2;DEF01;34444,2;();3302914,4;();;/;;/;34444,2;();3396860,7;();;/;;/
2023;3;1;2;DEF02;128158,1;;11930276,2;;1271974,0;();113797174,2;;128158,1;;11930276,2;;1271974,0;();113797174,2;
2023;3;1;2;DEF03;160314,6;;13701389,6;;1907653,4;;157109344,1;;160314,6;;13701389,6;;1907653,4;;157109344,1;
2023;3;1;2;DEF04;185277,2;;16297414,3;;1820575,4;;163139298,7;;185277,2;;16352827,2;;1820575,4;;163214723,6;
2023;3;1;2;DEF05;133522,5;;12331975,7;;2347738,8;();214278849,6;();133522,5;;12366364,0;;2347738,8;();215087290,1;()
2023;3;1;2;DEF06;149998,1;;12513109,6;;2213592,2;;185659712,0;;149998,1;;12513109,6;;2213592,2;;185659712,0;
2023;3;1;2;DEF07;94527,7;();8620983,3;();1108636,6;();101160447,1;();94527,7;();8784340,8;();1108636,6;();104295134,9;()
2023;3;1;2;DEF08;112961,8;;9618413,4;;1541529,1;();128280381,5;();112961,8;;9627330,1;;1541529,1;();128342798,2;()
2023;3;1;2;DEF09;100555,3;;8701304,8;;903891,8;();78220421,1;();100555,3;;8701304,8;;903891,8;();78220421,1;()
2023;3;1;2;DEF0A;53933,7;();4561976,7;();1011221,6;();84390007,8;();53933,7;();4587250,3;();1011221,6;();84693290,5;()
2023;3;1;2;DEF0B;190449,7;;17076396,4;;2575805,9;;229641412,1;;190449,7;;17195624,7;;2575805,9;;232189150,0;
2023;3;1;2;DEF0C;106066,3;;9315942,9;;1247911,0;();106564309,9;();106066,3;;9584323,9;;1247911,0;();112413040,5;()
2023;3;1;2;DEF0D;242679,1;;20585743,8;;3681949,6;;305403260,2;;242679,1;;20597644,4;;3681949,6;;305688875,1;
2023;3;1;2;DEF0E;91977,1;;7869037,7;;1080493,3;();92540763,4;();91977,1;;7929078,6;;1080493,3;();94001895,0;()
2023;3;1;2;DEF0F;100885,0;();8741664,8;();1009442,9;();81261992,4;();100885,0;();8741664,8;();1009442,9;();81261992,4;()
2023;3;1;2;DEG01;164992,2;;15565681,8;;1801432,6;;170033214,3;;164992,2;;15565681,8;;1801432,6;;170033214,3;
2023;3;1;2;DEG02;54450,3;();5217383,8;();773755,9;();73426214,4;();54450,3;();5217383,8;();773755,9;();73426214,4;()
2023;3;1;2;DEG03;41427,3;();3703407,0;();365762,0;();31615873,4;();41427,3;();3703407,0;();365762,0;();31615873,4;()
2023;3;1;2;DEG04;;/;;/;;/;;/;;/;;/;;/;;/
2023;3;1;2;DEG05;71086,1;();6714235,6;();621443,1;();54884197,6;();71086,1;();6714235,6;();621443,1;();54884197,6;()
2023;3;1;2;DEG06;70670,2;();6250673,6;();1066316,2;();93794232,9;();70670,2;();6250673,6;();1066316,2;();93794232,9;()
2023;3;1;2;DEG07;75192,1;();7537063,8;();1222840,6;();121558024,5;();75192,1;();7537063,8;();1222840,6;();121558024,5;()
2023;3;1;2;DEG09;64269,6;();5729686,8;();974999,1;();85716910,0;();64269,6;();5729686,8;();974999,1;();85716910,0;()
2023;3;1;2;DEG0A;52561,3;();4990685,6;();826044,8;();80147519,2;();52561,3;();4990685,6;();826044,8;();80147519,2;()
2023;3;1;2;DEG0B;84318,8;();7612617,1;();1132733,0;();101631969,0;();84318,8;();7612617,1;();1132733,0;();101631969,0;()
2023;3;1;2;DEG0C;112496,1;;10969663,1;;1570575,8;();158829994,2;();112496,1;;10969663,1;;1570575,8;();158829994,2;()
2023;3;1;2;DEG0D;46698,5;();4556254,0;();597903,0;();61263070,6;();46698,5;();4556254,0;();597903,0;();61263070,6;()
2023;3;1;2;DEG0E;38429,0;();3770449,3;();463073,9;();;/;38429,0;();3770449,3;();463073,9;();;/
2023;3;1;2;DEG0F;66296,4;();6506371,8;();710168,5;();69578806,1;();66296,4;();6506371,8;();710168,5;();69578806,1;()
2023;3;1;2;DEG0G;27759,3;();2606545,1;();404989,7;();37306207,2;();27759,3;();2606545,1;();404989,7;();37306207,2;()
2023;3;1;2;DEG0H;26430,5;();2388539,6;();324848,1;();28362767,6;();26430,5;();2388539,6;();324848,1;();28362767,6;()
2023;3;1;2;DEG0I;45858,0;();4527720,9;();565167,1;();56054020,5;();45858,0;();4527720,9;();565167,1;();56054020,5;()
2023;3;1;2;DEG0J;82657,2;;8118617,1;;1136766,3;();111144697,6;();82657,2;;8118617,1;;1136766,3;();111144697,6;()
2023;3;1;2;DEG0K;69426,3;();7063051,1;();962727,3;();100341941,7;();69426,3;();7063051,1;();962727,3;();100341941,7;()
2023;3;1;2;DEG0L;87360,6;();8275428,6;();1188059,3;();109429256,9;();87360,6;();8275428,6;();1188059,3;();109429256,9;()
2023;3;1;2;DEG0M;108444,5;;9212284,0;;1671180,5;();137823963,8;();108444,5;;9232504,2;;1671180,5;();138234938,6;()
2023;3;1;2;DEG0N;26635,8;();2557617,1;();260626,0;();25633075,0;();26635,8;();2557617,1;();260626,0;();25633075,0;()
2023;3;1;2;DEG0P;69960,5;();6153913,1;();919214,7;();80631155,3;();69960,5;();6153913,1;();919214,7;();80631155,3;()
2023;3;1;2;XX000;495357,2;;25175666,6;;6897353,4;;353810251,9;;752746,8;;74442954,0;;10503333,3;;1045084005,0;
2023;3;1;3;DE111;137504,0;;37083115,5;;1585923,5;;434113366,6;;137504,0;;38031551,3;;1585923,5;;447645577,9;
2023;3;1;3;DE112;142819,4;;42002067,7;;1394857,2;;408645966,2;;142819,4;;45064886,6;;1394857,2;;433348761,0;
2023;3;1;3;DE113;196973,5;;58234189,1;;2341989,2;;705329485,9;;196973,5;;61167885,8;;2341989,2;;742730008,1;
2023;3;1;3;DE114;101543,5;;31820772,1;;1129989,8;;377217377,6;;101543,5;;32389312,7;;1129989,8;;385527377,5;
2023;3;1;3;DE115;315148,7;;89907475,4;;3659516,3;;1059085713,5;;315148,7;;92110895,1;;3659516,3;;1082381626,5;
2023;3;1;3;DE116;112020,9;;31860891,1;;1227445,8;;364773221,6;;112020,9;;32337806,1;;1227445,8;;369121799,6;
2023;3;1;3;DE117;109364,5;;32383681,8;;1747225,9;;513254815,0;;109364,5;;32821607,3;;1747225,9;;520798321,6;
2023;3;1;3;DE118;280794,5;;80417718,8;;3654704,2;;1064389974,7;;280794,5;;82160729,7;;3654704,2;;1092956089,9;
2023;3;1;3;DE119;98635,8;;28825283,5;;1155650,6;;348776856,1;;98635,8;;29513992,6;;1155650,6;;359243309,8;
2023;3;1;3;DE11A;177710,8;;53698862,1;;2562066,9;;780650728,0;;177710,8;;55908757,1;;2562066,9;;815346984,6;
2023;3;1;3;DE11B;84732,0;;26875300,7;;1000663,0;;313068412,8;;84732,0;;28114523,3;;1000663,0;;327467630,1;()
2023;3;1;3;DE11C;118907,3;;33231299,7;;1637293,1;;449763650,6;;118907,3;;33675877,1;;1637293,1;;458607208,5;
2023;3;1;3;DE11D;123667,8;;36939079,1;;1612741,6;;494053739,4;;123667,8;;37603303,8;;1612741,6;;505798082,2;
2023;3;1;3;DE121;;/;;/;;/;;/;;/;;/;;/;;/
2023;3;1;3;DE122;218625,0;;55325675,8;;4213936,3;;1053321324,0;;218625,0;;57326453,1;;4213936,3;;1080771310,8;
2023;3;1;3;DE123;254053,6;;71561692,8;;3332737,7;;946492516,7;;254053,6;;74220701,9;;3332737,7;;983919245,7;
2023;3;1;3;DE124;118472,6;;34624464,8;;1628482,1;;484296279,5;;118472,6;;37832371,9;;1628482,1;;513930135,8;
2023;3;1;3;DE125;;/;;/;;/;;/;;/;;/;;/;;/
2023;3;1;3;DE126;271424,7;;75843168,4;;3670193,8;;1047450962,7;;271424,7;;79002964,4;;3670193,8;;1092944451,2;
2023;3;1;3;DE127;44718,7;();14119594,5;();601712,0;();193283596,5;();44718,7;();14581208,0;();601712,0;();198959117,8;()
2023;3;1;3;DE128;235909,3;;65806428,2;;3052387,2;;882549292,8;;235909,3;;69055394,2;;3052387,2;;933906509,7;
2023;3;1;3;DE129;26861,4;();7254068,8;();244413,9;();67995017,6;();26861,4;();7619129,3;();244413,9;();75898726,8;()
2023;3;1;3;DE12A;51119,9;();17099834,5;();703140,0;();250017117,6;();51119,9;();17477524,1;();703140,0;();254638413,6;()
2023;3;1;3;DE12B;72802,0;;20819177,0;;817086,1;();231726188,9;();72802,0;;21655697,3;;817086,1;();243102006,8;()
2023;3;1;3;DE12C;69693,9;;18097702,2;();791614,2;();201686624,1;();69693,9;;18813350,6;;791614,2;();209681488,5;()
2023;3;1;3;DE131;62381,8;();15945243,9;();588998,9;();165487420,3;();62381,8;();16618463,1;();588998,9;();176865183,0;()
2023;3;1;3;DE132;114628,6;;31670215,3;;1378663,9;;392762172,5;;114628,6;;34216401,1;;1378663,9;;430186668,4;
2023;3;1;3;DE133;51851,3;();13077836,1;();537323,9;();142126697,9;();51851,3;();14546413,9;();537323,9;();162437379,3;()
2023;3;1;3;DE134;331253,9;;98878446,6;;4235514,8;;1284504050,6;;331253,9;;110485142,2;;4235514,8;;1424000942,5;
2023;3;1;3;DE135;84728,8;;22652384,8;;967358,7;;260454111,9;();84728,8;;24550678,0;;967358,7;;287751281,6;()
2023;3;1;3;DE136;97186,5;;24008901,1;;1177235,1;;295249277,5;;97186,5;;25931306,1;;1177235,1;;333154622,3;
2023;3;1;3;DE137;60269,9;();16459478,2;();748551,3;();213399130,5;();60269,9;();16846921,7;();748551,3;();218916002,8;()
2023;3;1;3;DE138;97799,1;;26799565,6;;1212538,9;;355233159,1;;97799,1;;29769446,3;;1212538,9;;387761739,4;
2023;3;1;3;DE139;42356,2;();11529537,0;();470181,9;();127949450,5;();42356,2;();13067765,1;();470181,9;();151446672,2;()
2023;3;1;3;DE13A;50581,1;();14668315,9;();623994,7;();184175905,6;();50581,1;();16361397,8;();623994,7;();206978118,6;()
2023;3;1;3;DE141;73267,0;;22462145,8;();763548,1;();240968125,8;();73267,0;;22736298,9;();763548,1;();242819922,0;()
2023;3;1;3;DE142;37082,2;();11821813,6;();436499,1;();138861577,7;();37082,2;();12284195,4;();436499,1;();143730495,1;()
2023;3;1;3;DE143;77427,8;;20307457,5;;1157667,0;;291916099,5;;77427,8;;20980210,2;;1157667,0;;302975578,1;
2023;3;1;3;DE144;109771,5;;33267747,7;;1173371,5;;356646569,7;;109771,5;;35460085,6;;1173371,5;;385446495,3;
2023;3;1;3;DE145;146874,3;;43296090,8;;2338672,2;;668374870,6;;146874,3;;44951404,3;;2338672,2;;698733002,8;
2023;3;1;3;DE146;93329,3;;27373827,5;;1143622,7;;340039131,8;;93329,3;;34378695,5;;1143622,7;;470053335,6;()
2023;3;1;3;DE147;47215,2;();13830458,3;();620349,6;();189320861,0;();47215,2;();14470928,1;();620349,6;();196285951,5;()
2023;3;1;3;DE148;130898,3;;38476738,5;;1622278,0;;520968486,6;;130898,3;;40831722,4;;1622278,0;;548019308,9;
2023;3;1;3;DE149;58667,0;();15881611,1;();684241,6;();177677214,4;();58667,0;();18078364,3;();684241,6;();203669845,6;()
2023;3;1;3;DE211;50024,4;();14086551,2;();635214,8;();177641088,1;();50024,4;();15362071,1;();635214,8;();187015083,7;()
2023;3;1;3;DE212;173270,2;;51155609,4;;2287630,4;;707171447,0;;173270,2;;52087625,4;;2287630,4;;724087153,8;
2023;3;1;3;DE213;;/;;/;;/;;/;;/;;/;;/;;/
2023;3;1;3;DE214;73987,0;;23720156,9;;1127048,5;;398094861,6;;73987,0;;27355202,7;;1127048,5;;461064165,5;()
2023;3;1;3;DE215;51189,2;();12887566,4;();707591,2;();205625782,3;();51189,2;();14789303,2;();707591,2;();234791082,3;()
2023;3;1;3;DE216;31523,6;();8806285,4;();326138,9;();92290519,8;();31523,6;();9098402,5;();326138,9;();97836021,5;()
