lon,lat
9.9776437,53.5642931
9.9776435,53.564293
9.9935318,53.5586511
9.9935341,53.5586517
9.9885517,53.547382
9.988892,53.5474708
9.9696922,53.5461093
9.969405,53.5461658
9.9887225,53.5621227
9.9884062,53.5620096
9.9698294,53.5460402
9.9698159,53.546018
9.9696834,53.5459446
9.9695947,53.5461333
9.9941824,53.5473407
9.9941834,53.547341
9.9697557,53.5460665
9.9694408,53.5461594
9.9754241,53.5609364
9.9753379,53.5609999
9.9753933,53.5609729
9.9754874,53.5612028
9.9771459,53.5641362
9.9771453,53.5641359
9.9942154,53.5584176
9.9942182,53.5584179
9.9694765,53.5458424
9.9693731,53.545837
9.9769496,53.5577524
9.9769499,53.5577531
9.9693739,53.5458371
9.9691847,53.546139
9.976979,53.5577278
9.9769794,53.5577284
9.9942435,53.5472368
9.9942448,53.547237
9.9696778,53.5460724
9.969802,53.5459904
9.9942066,53.5474532
9.9942078,53.5474536
9.9695285,53.5462029
9.9695278,53.5462031
9.9929002,53.557479
9.9929012,53.5574792
9.9698163,53.546018
9.9697891,53.5459619
9.9819528,53.5543515
9.9819533,53.5543522
9.9819297,53.5543786
9.9819303,53.5543794
9.9697894,53.5459619
9.9690249,53.5460633
9.9756936,53.5609109
9.9753787,53.5611262
9.9773562,53.5644963
9.9773558,53.5644964
9.96902,53.546034
9.9690149,53.5460047
9.9934913,53.5587184
9.9934935,53.558719
9.9934913,53.5587184
9.9934935,53.558719
9.9691079,53.5461328
9.9693958,53.5458876
9.9773049,53.5640831
9.9773044,53.5640828
9.9696398,53.5458703
9.9696917,53.5461094
9.9885065,53.5472829
9.9889986,53.5471481
9.9775631,53.5642563
9.9775629,53.5642561
9.9693739,53.5458371
9.9694758,53.5458423
9.9693739,53.5458371
9.9691538,53.54595
9.9750432,53.5517711
9.9750445,53.5517719
9.976447,53.5574692
9.977014,53.5575088
9.9756834,53.5584828
9.975684,53.5584828
9.975804,53.5585127
9.9758025,53.5585222
9.9770242,53.5576227
9.9767497,53.5577512
9.9769698,53.5576661
9.9769958,53.5575809
9.9935873,53.5472831
9.9935876,53.5472834
9.9844844,53.5641433
9.9844843,53.5641435
9.9934895,53.5578232
9.9934912,53.5578238
9.9929839,53.5577402
9.992985,53.5577407
9.9771441,53.5640712
9.9771436,53.5640709
9.9779506,53.5568432
9.9779517,53.5568431
9.9774337,53.564169
9.9774334,53.5641687
9.9897934,53.5616657
9.9895667,53.5615833
9.9941596,53.5473168
9.9941607,53.5473171
9.9690218,53.5459817
9.9694758,53.5458423
9.9695953,53.5461331
9.9692902,53.5461786
9.9769696,53.5574375
9.9769699,53.5574378
9.994391,53.5587918
9.9943941,53.5587926
9.9773049,53.5640831
9.9773044,53.5640828
9.9773049,53.5640831
9.9773044,53.5640828
9.9938761,53.547512
9.9938769,53.5475126
9.9775895,53.5644428
9.9775894,53.5644428
9.9770193,53.5643485
9.9770185,53.5643485
9.9770193,53.5643485
9.9770185,53.5643485
9.9769954,53.5643223
9.9769947,53.5643223
9.9769699,53.5642956
9.9769691,53.5642955
9.9769027,53.5642826
9.9769018,53.5642825
9.9693739,53.5458371
9.9693731,53.545837
9.976835,53.5574135
9.9769502,53.5576936
9.9776229,53.5642669
9.9776227,53.5642668
9.9946569,53.5586378
9.9946602,53.5586383
9.9944985,53.5587665
9.9945017,53.5587671
9.9773562,53.5644963
9.9773558,53.5644964
9.9940633,53.5474918
9.9940643,53.5474923
9.9759723,53.558334
9.9759732,53.5583338
9.9766913,53.5577691
9.9766915,53.5577697
9.9756213,53.5612215
9.975563,53.5608893
9.9935873,53.5472831
9.9935876,53.5472834
9.9757648,53.5611696
9.9757625,53.5611384
9.979641,53.5553765
9.9798028,53.5554721
9.9765633,53.5577617
9.9765633,53.5577623
9.9769924,53.5575864
9.9764905,53.5575467
9.9776444,53.564374
9.9776443,53.564374
9.9770754,53.5643487
9.9770748,53.5643486
9.9940633,53.558474
9.9940661,53.5584743
9.9946633,53.5586666
9.9946667,53.5586672
9.9765854,53.5573438
9.9765852,53.557344
9.9765229,53.5577448
9.9765228,53.5577454
9.994538,53.5587909
9.9945412,53.5587916
9.9774103,53.5644604
9.9774101,53.5644605
9.9770095,53.5574597
9.9770099,53.5574599
9.9752902,53.5610233
9.975288,53.5610245
9.9938259,53.5474502
9.9938267,53.5474507
9.9753889,53.5611291
9.9756667,53.5611794
9.9846294,53.564124
9.9846294,53.5641241
9.9779785,53.5568137
9.9779796,53.5568135
9.977866,53.556781
9.977867,53.5567807
9.9792,53.5554003
9.9791993,53.5554001
9.9884844,53.5473925
9.9885448,53.5473641
9.9756471,53.5584636
9.9756477,53.5584635
9.9759375,53.5583123
9.9759383,53.5583122
9.9936558,53.547466
9.9936564,53.5474664
9.9943005,53.5474174
9.9943017,53.5474179
9.9841025,53.5646785
9.9844239,53.5641526
9.9768859,53.5577464
9.9769702,53.5576666
