startTime,endTime,spawningIntervalInMinutes,spawningAmount,hasBike,hasCar,prefersBike,prefersCar,usesBikeAndsdRide,usesOwnBikeOutside,usesOwnCar,source,destination,discriminator
15:00,20:30,3,5,0,0,0,0,0,0,0,"POLYGON((9.9935 53.5508,9.9945 53.5508,9.9945 53.5502,9.9935 53.5502,9.9935 53.5508))","POLYGON((9.9952 53.5510,9.9962 53.5510,9.9962 53.5504,9.9952 53.5504,9.9952 53.5510))",2
15:00,20:30,3,1,0,0,0,0,0,0,0,"POLYGON((9.9935 53.5508,9.9945 53.5508,9.9945 53.5502,9.9935 53.5502,9.9935 53.5508))","POLYGON((9.9952 53.5510,9.9962 53.5510,9.9962 53.5504,9.9952 53.5504,9.9952 53.5510))",2
15:00,20:30,3,2,0,0,0,0,0,0,0,"POLYGON((9.9930 53.5505,9.9940 53.5505,9.9940 53.5499,9.9930 53.5499,9.9930 53.5505))","POINT(9.9957 53.5506)",2
15:00,20:30,3,18,0,0,0,0,0,0,0,"POLYGON((9.9932 53.5507,9.9942 53.5507,9.9942 53.5501,9.9932 53.5501,9.9932 53.5507))","POLYGON((9.9950 53.5508,9.9960 53.5508,9.9960 53.5502,9.9950 53.5502,9.9950 53.5508))",2
15:00,20:30,4,15,0,0,0,0,0,0,0,"POLYGON((9.9932 53.5507,9.9942 53.5507,9.9942 53.5501,9.9932 53.5501,9.9932 53.5507))","POLYGON((9.9950 53.5508,9.9960 53.5508,9.9960 53.5502,9.9950 53.5502,9.9950 53.5508))",3
15:00,20:30,3,18,0,0,0,0,0,0,0,"POLYGON((9.9950 53.5508,9.9960 53.5508,9.9960 53.5502,9.9950 53.5502,9.9950 53.5508))","POLYGON((9.9932 53.5507,9.9942 53.5507,9.9942 53.5501,9.9932 53.5501,9.9932 53.5507))",2
15:00,20:30,4,14,0,0,0,0,0,0,0,"POLYGON((9.9950 53.5508,9.9960 53.5508,9.9960 53.5502,9.9950 53.5502,9.9950 53.5508))","POLYGON((9.9932 53.5507,9.9942 53.5507,9.9942 53.5501,9.9932 53.5501,9.9932 53.5507))",3
