lot,campus_exit,campus_exit_from_t0_s,campus_exit_travel_s,finish_exit,finish_from_t0_s
P5,Stadium Way,2375,2314,Brewer Park,2486
P5,Stadium Way,1961,1900,Brewer Park,2074
P5,Stadium Way,1343,1282,Brewer Park,1452
P5,Stadium Way,1853,1792,Brewer Park,1965
P2,Colonel By,580,519,Hogs Back Plaza (SW dest.),997
P7,Bronson Ave & University Dr,3574,3513,Brewer Park,5341
P7,Bronson Ave & University Dr,6023,5962,Brewer Park,6505
P5,Stadium Way,1147,1086,Brewer Park,1268
P7,Bronson Ave & University Dr,6903,6842,Brewer Park,7385
P7,Bronson Ave & University Dr,11413,11352,Brewer Park,11879
P7,Bronson Ave & University Dr,11462,11401,Brewer Park,11929
P7,Bronson Ave & University Dr,6349,6288,Brewer Park,7128
P7,Bronson Ave & University Dr,231,170,Brewer Park,3322
P7,Bronson Ave & University Dr,5775,5714,Brewer Park,6245
P5,Stadium Way,2094,2033,Brewer Park,2210
P7,Bronson Ave & University Dr,6468,6407,Brewer Park,7256
P7,Bronson Ave & University Dr,6315,6254,Brewer Park,6785
P1,Colonel By,200,139,Hogs Back Plaza (SW dest.),404
P5,Stadium Way,1590,1529,Brewer Park,1706
P5,Stadium Way,1712,1651,Brewer Park,1821
P7,Bronson Ave & University Dr,3580,3519,Brewer Park,5350
P7,Bronson Ave & University Dr,7069,7008,Brewer Park,7547
P1,Colonel By,289,228,Hogs Back Plaza (SW dest.),515
P7,Bronson Ave & University Dr,11655,11594,Brewer Park,12411
P2,Colonel By,650,589,Hogs Back Plaza (SW dest.),1112
P7,Bronson Ave & University Dr,7095,7034,Brewer Park,7576
P7,Bronson Ave & University Dr,3150,3089,Brewer Park,3607
P7,Bronson Ave & University Dr,6297,6236,Brewer Park,7067
P7,Bronson Ave & University Dr,11331,11270,Brewer Park,11787
P7,Bronson Ave & University Dr,5895,5834,Brewer Park,6383
P5,Stadium Way,858,797,Brewer Park,969
P7,Bronson Ave & University Dr,11690,11629,Brewer Park,12461
P7,Bronson Ave & University Dr,5426,5365,Brewer Park,5894
P1,Colonel By,138,77,Hogs Back Plaza (SW dest.),318
P5,Stadium Way,345,284,Brewer Park,443
P7,Bronson Ave & University Dr,5529,5468,Brewer Park,6005
P7,Bronson Ave & University Dr,3672,3611,Brewer Park,5447
P7,Bronson Ave & University Dr,5711,5650,Brewer Park,6183
P5,Stadium Way,296,235,Brewer Park,364
P5,Stadium Way,2689,2628,Brewer Park,2798
P2,Colonel By,496,435,Hogs Back Plaza (SW dest.),844
P7,Bronson Ave & University Dr,173,112,Brewer Park,3246
P5,Stadium Way,676,615,Brewer Park,780
P5,Stadium Way,810,749,Brewer Park,922
P7,Bronson Ave & University Dr,7126,7065,Brewer Park,7598
P7,Bronson Ave & University Dr,3093,3032,Brewer Park,3557
P1,Colonel By,109,48,Hogs Back Plaza (SW dest.),280
P5,Stadium Way,1570,1509,Brewer Park,1669
P2,Colonel By,588,527,Hogs Back Plaza (SW dest.),1010
P5,Stadium Way,2819,2758,Brewer Park,2930
P7,Bronson Ave & University Dr,5561,5500,Brewer Park,6031
P1,Colonel By,415,354,Hogs Back Plaza (SW dest.),677
P7,Bronson Ave & University Dr,11733,11672,Brewer Park,12502
P1,Colonel By,104,43,Hogs Back Plaza (SW dest.),275
P7,Bronson Ave & University Dr,6285,6224,Brewer Park,6764
P5,Stadium Way,2597,2536,Brewer Park,2709
P5,Stadium Way,2221,2160,Brewer Park,2334
P7,Bronson Ave & University Dr,3198,3137,Brewer Park,3653
P5,Stadium Way,1706,1645,Brewer Park,1813
P7,Bronson Ave & University Dr,11453,11392,Brewer Park,11912
P7,Bronson Ave & University Dr,3414,3353,Brewer Park,3892
P7,Bronson Ave & University Dr,5691,5630,Brewer Park,6158
P7,Bronson Ave & University Dr,5183,5122,Brewer Park,5671
P7,Bronson Ave & University Dr,6983,6922,Brewer Park,7461
P7,Bronson Ave & University Dr,11853,11792,Brewer Park,12640
P7,Bronson Ave & University Dr,11634,11573,Brewer Park,12108
P1,Colonel By,246,185,Hogs Back Plaza (SW dest.),457
P7,Bronson Ave & University Dr,5728,5667,Brewer Park,6197
P7,Bronson Ave & University Dr,5632,5571,Brewer Park,6115
P7,Bronson Ave & University Dr,11592,11531,Brewer Park,12343
P5,Stadium Way,2346,2285,Brewer Park,2459
P5,Stadium Way,3087,3026,Brewer Park,3199
P5,Stadium Way,1869,1808,Brewer Park,1978
P7,Bronson Ave & University Dr,11667,11606,Brewer Park,12421
P5,Stadium Way,1919,1858,Brewer Park,2033
P7,Bronson Ave & University Dr,7275,7214,Brewer Park,7753
P1,Colonel By,141,80,Hogs Back Plaza (SW dest.),322
P5,Stadium Way,1302,1241,Brewer Park,1410
P7,Bronson Ave & University Dr,5176,5115,Brewer Park,5657
P7,Bronson Ave & University Dr,5179,5118,Brewer Park,5662
P7,Bronson Ave & University Dr,6387,6326,Brewer Park,7170
P2,Colonel By,484,423,Hogs Back Plaza (SW dest.),822
P5,Stadium Way,253,192,Brewer Park,307
P7,Bronson Ave & University Dr,11308,11247,Brewer Park,11757
P7,Bronson Ave & University Dr,11764,11703,Brewer Park,12227
P5,Stadium Way,336,275,Brewer Park,427
P1,Colonel By,193,132,Hogs Back Plaza (SW dest.),395
P7,Bronson Ave & University Dr,182,121,Brewer Park,3259
P7,Bronson Ave & University Dr,5958,5897,Brewer Park,6441
P7,Bronson Ave & University Dr,7186,7125,Brewer Park,7667
P5,Stadium Way,1114,1053,Brewer Park,1227
P7,Bronson Ave & University Dr,3329,3268,Brewer Park,3786
P2,Colonel By,203,142,Hogs Back Plaza (SW dest.),762
P5,Stadium Way,2186,2125,Brewer Park,2292
P7,Bronson Ave & University Dr,6050,5989,Brewer Park,6526
P5,Stadium Way,728,667,Brewer Park,835
P7,Bronson Ave & University Dr,3714,3653,Brewer Park,5495
P5,Stadium Way,2464,2403,Brewer Park,2577
P7,Bronson Ave & University Dr,5692,5631,Brewer Park,6162
P7,Bronson Ave & University Dr,7386,7325,Brewer Park,7857
P5,Stadium Way,2126,2065,Brewer Park,2240
P7,Bronson Ave & University Dr,7140,7079,Brewer Park,7620
P7,Bronson Ave & University Dr,5558,5497,Brewer Park,6023
P7,Bronson Ave & University Dr,3668,3607,Brewer Park,5444
P7,Bronson Ave & University Dr,6431,6370,Brewer Park,7214
P5,Stadium Way,3062,3001,Brewer Park,3166
P7,Bronson Ave & University Dr,5807,5746,Brewer Park,6285
P5,Stadium Way,2806,2745,Brewer Park,2922
P5,Stadium Way,1995,1934,Brewer Park,2111
P7,Bronson Ave & University Dr,7245,7184,Brewer Park,7719
P5,Stadium Way,915,854,Brewer Park,1030
P7,Bronson Ave & University Dr,5384,5323,Brewer Park,5852
P5,Stadium Way,478,417,Brewer Park,596
P5,Stadium Way,2150,2089,Brewer Park,2258
P7,Bronson Ave & University Dr,11837,11776,Brewer Park,12619
P5,Stadium Way,831,770,Brewer Park,943
P7,Bronson Ave & University Dr,6359,6298,Brewer Park,7136
P7,Bronson Ave & University Dr,5133,5072,Brewer Park,5616
P5,Stadium Way,1577,1516,Brewer Park,1674
P5,Stadium Way,2014,1953,Brewer Park,2127
P7,Bronson Ave & University Dr,6436,6375,Brewer Park,6902
P7,Bronson Ave & University Dr,6917,6856,Brewer Park,7404
P1,Colonel By,398,337,Hogs Back Plaza (SW dest.),659
P5,Stadium Way,656,595,Brewer Park,759
P7,Bronson Ave & University Dr,5111,5050,Brewer Park,5573
P7,Bronson Ave & University Dr,11516,11455,Brewer Park,12276
P7,Bronson Ave & University Dr,6177,6116,Brewer Park,6649
P7,Bronson Ave & University Dr,12512,12451,Brewer Park,12963
P2,Colonel By,518,457,Hogs Back Plaza (SW dest.),878
P7,Bronson Ave & University Dr,11644,11583,Brewer Park,12117
P5,Stadium Way,318,257,Brewer Park,400
P5,Stadium Way,844,783,Brewer Park,956
P5,Stadium Way,2353,2292,Brewer Park,2464
P7,Bronson Ave & University Dr,12509,12448,Brewer Park,12959
P1,Colonel By,422,361,Hogs Back Plaza (SW dest.),682
P7,Bronson Ave & University Dr,12340,12279,Brewer Park,12800
P7,Bronson Ave & University Dr,11707,11646,Brewer Park,12172
P5,Stadium Way,520,459,Brewer Park,631
P7,Bronson Ave & University Dr,465,404,Brewer Park,3462
P1,Colonel By,176,115,Hogs Back Plaza (SW dest.),371
P5,Stadium Way,1342,1281,Brewer Park,1448
P5,Stadium Way,265,204,Brewer Park,316
P5,Stadium Way,2244,2183,Brewer Park,2360
P7,Bronson Ave & University Dr,11829,11768,Brewer Park,12297
P7,Bronson Ave & University Dr,5872,5811,Brewer Park,6353
P7,Bronson Ave & University Dr,5516,5455,Brewer Park,5984
P5,Stadium Way,1198,1137,Brewer Park,1312
P1,Colonel By,230,169,Hogs Back Plaza (SW dest.),441
P5,Stadium Way,2886,2825,Brewer Park,2999
P7,Bronson Ave & University Dr,6540,6479,Brewer Park,7332
P5,Stadium Way,2513,2452,Brewer Park,2624
P7,Bronson Ave & University Dr,12400,12339,Brewer Park,12873
P7,Bronson Ave & University Dr,376,315,Brewer Park,3445
P5,Stadium Way,515,454,Brewer Park,623
P7,Bronson Ave & University Dr,162,101,Brewer Park,3238
P5,Stadium Way,1650,1589,Brewer Park,1758
P5,Stadium Way,395,334,Brewer Park,503
P7,Bronson Ave & University Dr,11640,11579,Brewer Park,12395
P7,Bronson Ave & University Dr,11421,11360,Brewer Park,11884
P5,Stadium Way,1402,1341,Brewer Park,1509
P5,Stadium Way,1028,967,Brewer Park,1128
P7,Bronson Ave & University Dr,6287,6226,Brewer Park,7054
P7,Bronson Ave & University Dr,5491,5430,Brewer Park,5958
P7,Bronson Ave & University Dr,6477,6416,Brewer Park,6949
P7,Bronson Ave & University Dr,11442,11381,Brewer Park,11904
P7,Bronson Ave & University Dr,12355,12294,Brewer Park,12824
P7,Bronson Ave & University Dr,108,47,Brewer Park,395
P5,Stadium Way,2607,2546,Brewer Park,2717
P7,Bronson Ave & University Dr,3558,3497,Brewer Park,5324
P7,Bronson Ave & University Dr,6141,6080,Brewer Park,6607
P7,Bronson Ave & University Dr,6517,6456,Brewer Park,7295
P5,Stadium Way,2343,2282,Brewer Park,2455
P7,Bronson Ave & University Dr,6019,5958,Brewer Park,6496
P5,Stadium Way,235,174,Brewer Park,280
P7,Bronson Ave & University Dr,6362,6301,Brewer Park,7140
P7,Bronson Ave & University Dr,11716,11655,Brewer Park,12479
P5,Stadium Way,2976,2915,Brewer Park,3090
P5,Stadium Way,1178,1117,Brewer Park,1290
P7,Bronson Ave & University Dr,11565,11504,Brewer Park,12314
P5,Stadium Way,139,78,Brewer Park,165
P7,Bronson Ave & University Dr,11758,11697,Brewer Park,12545
P5,Stadium Way,937,876,Brewer Park,1042
P7,Bronson Ave & University Dr,7062,7001,Brewer Park,7538
P7,Bronson Ave & University Dr,225,164,Brewer Park,3313
P7,Bronson Ave & University Dr,269,208,Brewer Park,3374
P1,Colonel By,170,109,Hogs Back Plaza (SW dest.),359
P5,Stadium Way,1237,1176,Brewer Park,1347
P2,Colonel By,552,491,Hogs Back Plaza (SW dest.),940
P7,Bronson Ave & University Dr,6280,6219,Brewer Park,6756
P5,Stadium Way,2780,2719,Brewer Park,2896
P7,Bronson Ave & University Dr,7022,6961,Brewer Park,7507
P5,Stadium Way,1195,1134,Brewer Park,1307
P7,Bronson Ave & University Dr,11876,11815,Brewer Park,12670
P7,Bronson Ave & University Dr,5340,5279,Brewer Park,5822
P7,Bronson Ave & University Dr,11763,11702,Brewer Park,12557
P5,Stadium Way,2625,2564,Brewer Park,2725
P5,Stadium Way,1966,1905,Brewer Park,2079
P7,Bronson Ave & University Dr,3206,3145,Brewer Park,3666
P7,Bronson Ave & University Dr,3327,3266,Brewer Park,3782
P5,Stadium Way,1546,1485,Brewer Park,1642
P7,Bronson Ave & University Dr,11306,11245,Brewer Park,11753
P7,Bronson Ave & University Dr,6230,6169,Brewer Park,6697
P5,Stadium Way,2772,2711,Brewer Park,2887
P7,Bronson Ave & University Dr,11588,11527,Brewer Park,12339
P7,Bronson Ave & University Dr,6278,6217,Brewer Park,6752
P7,Bronson Ave & University Dr,305,244,Brewer Park,3412
P5,Stadium Way,2055,1994,Brewer Park,2165
P7,Bronson Ave & University Dr,3173,3112,Brewer Park,3636
P5,Stadium Way,1220,1159,Brewer Park,1333
P7,Bronson Ave & University Dr,3008,2947,Brewer Park,3488
P7,Bronson Ave & University Dr,207,146,Brewer Park,3288
P7,Bronson Ave & University Dr,94,33,Brewer Park,356
P7,Bronson Ave & University Dr,7330,7269,Brewer Park,7802
P7,Bronson Ave & University Dr,5102,5041,Brewer Park,5561
P7,Bronson Ave & University Dr,12347,12286,Brewer Park,12809
P5,Stadium Way,1138,1077,Brewer Park,1255
P7,Bronson Ave & University Dr,11799,11738,Brewer Park,12258
P7,Bronson Ave & University Dr,6987,6926,Brewer Park,7466
P1,Colonel By,160,99,Hogs Back Plaza (SW dest.),346
P7,Bronson Ave & University Dr,3508,3447,Brewer Park,3976
P7,Bronson Ave & University Dr,11649,11588,Brewer Park,12403
P7,Bronson Ave & University Dr,5421,5360,Brewer Park,5885
P7,Bronson Ave & University Dr,5853,5792,Brewer Park,6336
P7,Bronson Ave & University Dr,11518,11457,Brewer Park,11960
P7,Bronson Ave & University Dr,6235,6174,Brewer Park,6705
P7,Bronson Ave & University Dr,6589,6528,Brewer Park,7059
P7,Bronson Ave & University Dr,3341,3280,Brewer Park,3803
P5,Stadium Way,1226,1165,Brewer Park,1338
P7,Bronson Ave & University Dr,3350,3289,Brewer Park,3819
P7,Bronson Ave & University Dr,12357,12296,Brewer Park,12830
P7,Bronson Ave & University Dr,7012,6951,Brewer Park,7495
P5,Stadium Way,2929,2868,Brewer Park,3046
P5,Stadium Way,1268,1207,Brewer Park,1379
P7,Bronson Ave & University Dr,12534,12473,Brewer Park,13014
P7,Bronson Ave & University Dr,5474,5413,Brewer Park,5932
P5,Stadium Way,1763,1702,Brewer Park,1878
P5,Stadium Way,2070,2009,Brewer Park,2186
P5,Stadium Way,1651,1590,Brewer Park,1762
P7,Bronson Ave & University Dr,6072,6011,Brewer Park,6559
P7,Bronson Ave & University Dr,3517,3456,Brewer Park,4007
P7,Bronson Ave & University Dr,5454,5393,Brewer Park,5915
P7,Bronson Ave & University Dr,12529,12468,Brewer Park,13010
P7,Bronson Ave & University Dr,6906,6845,Brewer Park,7389
P5,Stadium Way,1697,1636,Brewer Park,1800
P7,Bronson Ave & University Dr,6101,6040,Brewer Park,6573
P7,Bronson Ave & University Dr,7178,7117,Brewer Park,7654
P7,Bronson Ave & University Dr,5614,5553,Brewer Park,6089
P1,Colonel By,319,258,Hogs Back Plaza (SW dest.),553
P5,Stadium Way,2743,2682,Brewer Park,2848
P5,Stadium Way,320,259,Brewer Park,405
P5,Stadium Way,2510,2449,Brewer Park,2616
P5,Stadium Way,2592,2531,Brewer Park,2700
P5,Stadium Way,1848,1787,Brewer Park,1958
P7,Bronson Ave & University Dr,5984,5923,Brewer Park,6458
P5,Stadium Way,3065,3004,Brewer Park,3170
P7,Bronson Ave & University Dr,169,108,Brewer Park,3242
P7,Bronson Ave & University Dr,12331,12270,Brewer Park,12791
P7,Bronson Ave & University Dr,3456,3395,Brewer Park,3913
P7,Bronson Ave & University Dr,7017,6956,Brewer Park,7499
P7,Bronson Ave & University Dr,5701,5640,Brewer Park,6175
P1,Colonel By,122,61,Hogs Back Plaza (SW dest.),296
P7,Bronson Ave & University Dr,11685,11624,Brewer Park,12452
P5,Stadium Way,1037,976,Brewer Park,1141
P5,Stadium Way,1300,1239,Brewer Park,1405
P5,Stadium Way,544,483,Brewer Park,658
P7,Bronson Ave & University Dr,3088,3027,Brewer Park,3544
P5,Stadium Way,3099,3038,Brewer Park,3208
P7,Bronson Ave & University Dr,3384,3323,Brewer Park,3862
P5,Stadium Way,2087,2026,Brewer Park,2198
P1,Colonel By,323,262,Hogs Back Plaza (SW dest.),557
P2,Colonel By,397,336,Hogs Back Plaza (SW dest.),797
P5,Stadium Way,1466,1405,Brewer Park,1578
P5,Stadium Way,2084,2023,Brewer Park,2194
P5,Stadium Way,2036,1975,Brewer Park,2145
P5,Stadium Way,985,924,Brewer Park,1093
P5,Stadium Way,2795,2734,Brewer Park,2918
P7,Bronson Ave & University Dr,11665,11604,Brewer Park,12136
P7,Bronson Ave & University Dr,5535,5474,Brewer Park,6010
P7,Bronson Ave & University Dr,7216,7155,Brewer Park,7684
P5,Stadium Way,2120,2059,Brewer Park,2227
P5,Stadium Way,3020,2959,Brewer Park,3128
P5,Stadium Way,462,401,Brewer Park,574
P7,Bronson Ave & University Dr,7331,7270,Brewer Park,7806
P7,Bronson Ave & University Dr,3250,3189,Brewer Park,3705
P5,Stadium Way,620,559,Brewer Park,725
P7,Bronson Ave & University Dr,11485,11424,Brewer Park,11944
P2,Colonel By,555,494,Hogs Back Plaza (SW dest.),944
P5,Stadium Way,1851,1790,Brewer Park,1961
P5,Stadium Way,528,467,Brewer Park,640
P7,Bronson Ave & University Dr,11754,11693,Brewer Park,12214
P5,Stadium Way,1030,969,Brewer Park,1132
P5,Stadium Way,376,315,Brewer Park,485
P7,Bronson Ave & University Dr,5616,5555,Brewer Park,6093
P7,Bronson Ave & University Dr,6013,5952,Brewer Park,6488
P5,Stadium Way,2173,2112,Brewer Park,2276
P7,Bronson Ave & University Dr,11611,11550,Brewer Park,12359
P7,Bronson Ave & University Dr,6536,6475,Brewer Park,7328
P1,Colonel By,442,381,Hogs Back Plaza (SW dest.),706
P5,Stadium Way,1134,1073,Brewer Park,1246
P7,Bronson Ave & University Dr,5369,5308,Brewer Park,5831
P7,Bronson Ave & University Dr,6497,6436,Brewer Park,7279
P5,Stadium Way,2327,2266,Brewer Park,2446
P5,Stadium Way,2470,2409,Brewer Park,2581
P7,Bronson Ave & University Dr,6080,6019,Brewer Park,6563
P5,Stadium Way,2682,2621,Brewer Park,2790
P5,Stadium Way,1691,1630,Brewer Park,1795
P7,Bronson Ave & University Dr,5413,5352,Brewer Park,5873
P7,Bronson Ave & University Dr,7272,7211,Brewer Park,7749
P7,Bronson Ave & University Dr,247,186,Brewer Park,3344
P7,Bronson Ave & University Dr,7138,7077,Brewer Park,7615
P5,Stadium Way,194,133,Brewer Park,229
P7,Bronson Ave & University Dr,5089,5028,Brewer Park,5556
P7,Bronson Ave & University Dr,3469,3408,Brewer Park,3930
P7,Bronson Ave & University Dr,6542,6481,Brewer Park,7336
P7,Bronson Ave & University Dr,5610,5549,Brewer Park,6080
P7,Bronson Ave & University Dr,5129,5068,Brewer Park,5607
P7,Bronson Ave & University Dr,6462,6401,Brewer Park,7248
P7,Bronson Ave & University Dr,6318,6257,Brewer Park,6793
P5,Stadium Way,1594,1533,Brewer Park,1710
P5,Stadium Way,1284,1223,Brewer Park,1391
P5,Stadium Way,1365,1304,Brewer Park,1478
P5,Stadium Way,1621,1560,Brewer Park,1733
P5,Stadium Way,2531,2470,Brewer Park,2641
P7,Bronson Ave & University Dr,11423,11362,Brewer Park,11888
P7,Bronson Ave & University Dr,3481,3420,Brewer Park,3943
P2,Colonel By,561,500,Hogs Back Plaza (SW dest.),957
P5,Stadium Way,2416,2355,Brewer Park,2521
P7,Bronson Ave & University Dr,11640,11579,Brewer Park,12391
P1,Colonel By,350,289,Hogs Back Plaza (SW dest.),590
P7,Bronson Ave & University Dr,6267,6206,Brewer Park,6739
P2,Colonel By,399,338,Hogs Back Plaza (SW dest.),801
P5,Stadium Way,1347,1286,Brewer Park,1461
P5,Stadium Way,3056,2995,Brewer Park,3157
P7,Bronson Ave & University Dr,5887,5826,Brewer Park,6370
P7,Bronson Ave & University Dr,11510,11449,Brewer Park,11952
P7,Bronson Ave & University Dr,5086,5025,Brewer Park,5551
P5,Stadium Way,2699,2638,Brewer Park,2810
P5,Stadium Way,2047,1986,Brewer Park,2153
P7,Bronson Ave & University Dr,6433,6372,Brewer Park,6897
P5,Stadium Way,2459,2398,Brewer Park,2569
P7,Bronson Ave & University Dr,11340,11279,Brewer Park,11795
P5,Stadium Way,1169,1108,Brewer Park,1281
P7,Bronson Ave & University Dr,3185,3124,Brewer Park,3649
P5,Stadium Way,2879,2818,Brewer Park,2990
P5,Stadium Way,1392,1331,Brewer Park,1492
P5,Stadium Way,2569,2508,Brewer Park,2683
P5,Stadium Way,1407,1346,Brewer Park,1517
P7,Bronson Ave & University Dr,11800,11739,Brewer Park,12584
P5,Stadium Way,3074,3013,Brewer Park,3178
P5,Stadium Way,1865,1804,Brewer Park,1974
P7,Bronson Ave & University Dr,6390,6329,Brewer Park,6860
