lot,campus_exit,campus_exit_from_t0_s,campus_exit_travel_s,finish_exit,finish_from_t0_s
P7,Colonel By,8740,8679,Hogs Back Plaza (SW dest.),8907
P5,Stadium Way,958,897,Brewer Park,1064
P7,Bronson Ave & University Dr,8240,8179,Brewer Park,8595
P7,Colonel By,8217,8156,Hogs Back Plaza (SW dest.),8384
P3,Stadium Way,3733,3672,Brewer Park,3854
P4,Stadium Way,1979,1918,Brewer Park,2090
P3,Stadium Way,3925,3864,Brewer Park,4036
P6,Bronson Ave & University Dr,4599,4538,Brewer Park,5064
P5,Stadium Way,1579,1518,Brewer Park,1683
P6,Bronson Ave & University Dr,7122,7061,Brewer Park,7564
P6,Bronson Ave & University Dr,7194,7133,Brewer Park,7649
P7,Colonel By,10172,10111,Hogs Back Plaza (SW dest.),10344
P7,Bronson Ave & University Dr,10296,10235,Brewer Park,10375
P7,Bronson Ave & University Dr,8496,8435,Brewer Park,8799
P4,Stadium Way,4243,4182,Brewer Park,4355
P1,Colonel By,366,305,Hogs Back Plaza (SW dest.),609
P2,Colonel By,612,551,Hogs Back Plaza (SW dest.),1072
P1,Colonel By,203,142,Hogs Back Plaza (SW dest.),417
P6,Bronson Ave & University Dr,5240,5179,Brewer Park,5719
P1,Colonel By,459,398,Hogs Back Plaza (SW dest.),736
P7,Colonel By,10380,10319,Hogs Back Plaza (SW dest.),10545
P5,Stadium Way,1154,1093,Brewer Park,1265
P5,Stadium Way,1663,1602,Brewer Park,1775
P7,Bronson Ave & University Dr,10750,10689,Hogs Back Plaza (SW dest.),11237
P5,Stadium Way,1399,1338,Brewer Park,1497
P5,Stadium Way,1760,1699,Brewer Park,1873
P5,Stadium Way,2972,2911,Brewer Park,3083
P5,Stadium Way,1428,1367,Brewer Park,1539
P7,Bronson Ave & University Dr,9510,9449,Brewer Park,9787
P7,Colonel By,8131,8070,Hogs Back Plaza (SW dest.),8300
P7,Colonel By,9774,9713,Hogs Back Plaza (SW dest.),9946
P7,Colonel By,8635,8574,Hogs Back Plaza (SW dest.),8811
P7,Colonel By,8176,8115,Hogs Back Plaza (SW dest.),8351
P7,Bronson Ave & University Dr,8470,8409,Brewer Park,8777
P7,Colonel By,9568,9507,Hogs Back Plaza (SW dest.),9743
P7,Bronson Ave & University Dr,8612,8551,Brewer Park,8897
P7,Bronson Ave & University Dr,8900,8839,Brewer Park,9063
P7,Bronson Ave & University Dr,10514,10453,Brewer Park,10614
P6,Bronson Ave & University Dr,6313,6252,Brewer Park,6780
P5,Stadium Way,2396,2335,Brewer Park,2508
P7,Colonel By,9189,9128,Hogs Back Plaza (SW dest.),9358
P4,Stadium Way,3081,3020,Brewer Park,3194
P5,Stadium Way,2085,2024,Brewer Park,2190
P6,Bronson Ave & University Dr,6718,6657,Brewer Park,7184
P5,Stadium Way,703,642,Brewer Park,820
P5,Stadium Way,2136,2075,Brewer Park,2242
P5,Stadium Way,525,464,Brewer Park,636
P2,Colonel By,190,129,Hogs Back Plaza (SW dest.),761
P7,Bronson Ave & University Dr,8433,8372,Brewer Park,8743
P4,Stadium Way,2156,2095,Brewer Park,2258
P5,Stadium Way,1561,1500,Brewer Park,1654
P5,Stadium Way,2884,2823,Brewer Park,2999
P7,Bronson Ave & University Dr,8135,8074,Brewer Park,8519
P7,Colonel By,9115,9054,Hogs Back Plaza (SW dest.),9287
P7,Bronson Ave & University Dr,10683,10622,Hogs Back Plaza (SW dest.),11150
P5,Stadium Way,473,412,Brewer Park,576
P7,Bronson Ave & University Dr,7959,7898,Brewer Park,8393
P6,Bronson Ave & University Dr,7368,7307,Brewer Park,7831
P6,Bronson Ave & University Dr,7825,7764,Brewer Park,8279
P7,Colonel By,10437,10376,Hogs Back Plaza (SW dest.),10604
P6,Bronson Ave & University Dr,5111,5050,Brewer Park,5580
P7,Bronson Ave & University Dr,10575,10514,Hogs Back Plaza (SW dest.),11067
P6,Bronson Ave & University Dr,6063,6002,Brewer Park,6520
P7,Bronson Ave & University Dr,8149,8088,Brewer Park,8531
P6,Bronson Ave & University Dr,5899,5838,Brewer Park,6372
P7,Bronson Ave & University Dr,10683,10622,Brewer Park,10944
P4,Stadium Way,3205,3144,Brewer Park,3310
P7,Colonel By,8578,8517,Hogs Back Plaza (SW dest.),8744
P7,Bronson Ave & University Dr,8483,8422,Brewer Park,8787
P4,Stadium Way,4062,4001,Brewer Park,4172
P5,Stadium Way,1437,1376,Brewer Park,1548
P7,Colonel By,10243,10182,Hogs Back Plaza (SW dest.),10415
P1,Colonel By,362,301,Hogs Back Plaza (SW dest.),604
P6,Bronson Ave & University Dr,5386,5325,Brewer Park,5856
P2,Colonel By,557,496,Hogs Back Plaza (SW dest.),967
P6,Bronson Ave & University Dr,4837,4776,Brewer Park,5319
P7,Colonel By,10771,10710,Hogs Back Plaza (SW dest.),10938
P7,Bronson Ave & University Dr,9699,9638,Hogs Back Plaza (SW dest.),10206
P6,Bronson Ave & University Dr,7459,7398,Brewer Park,7928
P6,Bronson Ave & University Dr,7782,7721,Brewer Park,8240
P7,Bronson Ave & University Dr,10866,10805,Brewer Park,11133
P6,Bronson Ave & University Dr,4746,4685,Brewer Park,5212
P6,Bronson Ave & University Dr,6202,6141,Brewer Park,6668
P7,Colonel By,11228,11167,Hogs Back Plaza (SW dest.),11404
P1,Colonel By,250,189,Hogs Back Plaza (SW dest.),474
P5,Stadium Way,1695,1634,Brewer Park,1802
P6,Bronson Ave & University Dr,4481,4420,Brewer Park,4952
P6,Bronson Ave & University Dr,7635,7574,Brewer Park,8105
P4,Stadium Way,4240,4179,Brewer Park,4350
P2,Colonel By,402,341,Hogs Back Plaza (SW dest.),803
P7,Bronson Ave & University Dr,10563,10502,Brewer Park,10821
P4,Stadium Way,4074,4013,Brewer Park,4185
P5,Stadium Way,851,790,Brewer Park,962
P6,Bronson Ave & University Dr,6726,6665,Brewer Park,7196
P7,Bronson Ave & University Dr,8325,8264,Brewer Park,8656
P1,Colonel By,435,374,Hogs Back Plaza (SW dest.),702
P5,Stadium Way,381,320,Brewer Park,486
P6,Bronson Ave & University Dr,398,337,Brewer Park,4706
P7,Bronson Ave & University Dr,10693,10632,Brewer Park,10952
P7,Colonel By,8764,8703,Hogs Back Plaza (SW dest.),8940
P7,Bronson Ave & University Dr,8393,8332,Brewer Park,8711
P7,Bronson Ave & University Dr,8594,8533,Brewer Park,8888
P1,Colonel By,343,282,Hogs Back Plaza (SW dest.),580
P5,Stadium Way,1161,1100,Brewer Park,1278
P6,Bronson Ave & University Dr,4353,4292,Brewer Park,4829
P6,Bronson Ave & University Dr,6109,6048,Brewer Park,6574
P6,Bronson Ave & University Dr,5919,5858,Brewer Park,6382
P7,Colonel By,8893,8832,Hogs Back Plaza (SW dest.),9071
P7,Colonel By,10353,10292,Hogs Back Plaza (SW dest.),10526
P7,Bronson Ave & University Dr,9577,9516,Brewer Park,9845
P6,Bronson Ave & University Dr,5075,5014,Brewer Park,5539
P7,Bronson Ave & University Dr,10822,10761,Brewer Park,10906
P6,Bronson Ave & University Dr,6978,6917,Brewer Park,7432
P6,Bronson Ave & University Dr,6842,6781,Brewer Park,7299
P6,Bronson Ave & University Dr,5180,5119,Brewer Park,5642
P6,Bronson Ave & University Dr,5562,5501,Brewer Park,6018
P7,Bronson Ave & University Dr,8889,8828,Brewer Park,9055
P4,Stadium Way,4249,4188,Brewer Park,4359
P6,Bronson Ave & University Dr,7337,7276,Brewer Park,7804
P7,Bronson Ave & University Dr,9665,9604,Hogs Back Plaza (SW dest.),10175
P3,Stadium Way,3668,3607,Brewer Park,3781
P7,Bronson Ave & University Dr,8248,8187,Brewer Park,8604
P7,Bronson Ave & University Dr,9554,9493,Hogs Back Plaza (SW dest.),10048
P7,Bronson Ave & University Dr,10649,10588,Brewer Park,10914
P6,Bronson Ave & University Dr,5669,5608,Brewer Park,6142
P5,Stadium Way,2991,2930,Brewer Park,3104
P6,Bronson Ave & University Dr,6008,5947,Brewer Park,6482
P7,Colonel By,8965,8904,Hogs Back Plaza (SW dest.),9144
P7,Bronson Ave & University Dr,10610,10549,Hogs Back Plaza (SW dest.),11085
P5,Stadium Way,2894,2833,Brewer Park,3004
P7,Bronson Ave & University Dr,8906,8845,Brewer Park,9068
P5,Stadium Way,680,619,Brewer Park,784
P6,Bronson Ave & University Dr,6903,6842,Brewer Park,7361
P7,Bronson Ave & University Dr,10205,10144,Brewer Park,10286
P6,Bronson Ave & University Dr,6473,6412,Brewer Park,6933
P5,Stadium Way,1402,1341,Brewer Park,1513
P7,Colonel By,8064,8003,Hogs Back Plaza (SW dest.),8236
P3,Stadium Way,3576,3515,Brewer Park,3685
P3,Stadium Way,3379,3318,Brewer Park,3490
P6,Bronson Ave & University Dr,7191,7130,Brewer Park,7639
P6,Bronson Ave & University Dr,6894,6833,Brewer Park,7353
P4,Stadium Way,4109,4048,Brewer Park,4217
P7,Colonel By,8572,8511,Hogs Back Plaza (SW dest.),8737
P5,Stadium Way,444,383,Brewer Park,555
P7,Bronson Ave & University Dr,9065,9004,Brewer Park,9173
P5,Stadium Way,197,136,Brewer Park,234
P3,Stadium Way,3899,3838,Brewer Park,4010
P5,Stadium Way,1837,1776,Brewer Park,1950
P5,Stadium Way,2102,2041,Brewer Park,2210
P6,Bronson Ave & University Dr,6499,6438,Brewer Park,6969
P7,Bronson Ave & University Dr,8547,8486,Brewer Park,8838
P7,Bronson Ave & University Dr,9343,9282,Brewer Park,9423
P7,Colonel By,10591,10530,Hogs Back Plaza (SW dest.),10767
P3,Stadium Way,3626,3565,Brewer Park,3743
P5,Stadium Way,1515,1454,Brewer Park,1617
P7,Colonel By,8961,8900,Hogs Back Plaza (SW dest.),9139
P7,Bronson Ave & University Dr,9112,9051,Brewer Park,9229
P7,Bronson Ave & University Dr,8963,8902,Brewer Park,9113
P7,Bronson Ave & University Dr,9996,9935,Brewer Park,10079
P6,Bronson Ave & University Dr,6943,6882,Brewer Park,7391
P7,Bronson Ave & University Dr,8091,8030,Brewer Park,8480
P5,Stadium Way,2342,2281,Brewer Park,2457
P7,Colonel By,10181,10120,Hogs Back Plaza (SW dest.),10356
P4,Stadium Way,4123,4062,Brewer Park,4234
P5,Stadium Way,3120,3059,Brewer Park,3232
P5,Stadium Way,845,784,Brewer Park,957
P7,Bronson Ave & University Dr,9857,9796,Brewer Park,9938
P1,Colonel By,409,348,Hogs Back Plaza (SW dest.),665
P6,Bronson Ave & University Dr,6560,6499,Brewer Park,7022
P5,Stadium Way,1043,982,Brewer Park,1162
P6,Bronson Ave & University Dr,5972,5911,Brewer Park,6439
P7,Bronson Ave & University Dr,10183,10122,Brewer Park,10267
P1,Colonel By,246,185,Hogs Back Plaza (SW dest.),469
P7,Colonel By,8035,7974,Hogs Back Plaza (SW dest.),8202
P5,Stadium Way,1376,1315,Brewer Park,1479
P5,Stadium Way,163,102,Brewer Park,190
P5,Stadium Way,1519,1458,Brewer Park,1621
P6,Bronson Ave & University Dr,7199,7138,Brewer Park,7654
P1,Colonel By,399,338,Hogs Back Plaza (SW dest.),656
P6,Bronson Ave & University Dr,6088,6027,Brewer Park,6550
P6,Bronson Ave & University Dr,7138,7077,Brewer Park,7580
P7,Bronson Ave & University Dr,10188,10127,Brewer Park,10273
P7,Colonel By,11239,11178,Hogs Back Plaza (SW dest.),11418
P6,Bronson Ave & University Dr,6880,6819,Brewer Park,7337
P5,Stadium Way,644,583,Brewer Park,752
P7,Bronson Ave & University Dr,9102,9041,Brewer Park,9217
P6,Bronson Ave & University Dr,7522,7461,Brewer Park,8001
P5,Stadium Way,2213,2152,Brewer Park,2315
P5,Stadium Way,1713,1652,Brewer Park,1822
P5,Stadium Way,3100,3039,Brewer Park,3211
P5,Stadium Way,2839,2778,Brewer Park,2952
P6,Bronson Ave & University Dr,5757,5696,Brewer Park,6227
P7,Colonel By,10676,10615,Hogs Back Plaza (SW dest.),10841
P5,Stadium Way,195,134,Brewer Park,230
P7,Bronson Ave & University Dr,10496,10435,Brewer Park,10596
P7,Bronson Ave & University Dr,9710,9649,Brewer Park,9989
P7,Colonel By,8429,8368,Hogs Back Plaza (SW dest.),8601
P7,Bronson Ave & University Dr,8492,8431,Brewer Park,8795
P6,Bronson Ave & University Dr,430,369,Brewer Park,4719
P6,Bronson Ave & University Dr,4635,4574,Brewer Park,5111
P4,Stadium Way,4339,4278,Brewer Park,4448
P6,Bronson Ave & University Dr,388,327,Brewer Park,4698
P7,Colonel By,10473,10412,Hogs Back Plaza (SW dest.),10640
P6,Bronson Ave & University Dr,186,125,Brewer Park,4491
P7,Colonel By,9624,9563,Hogs Back Plaza (SW dest.),9808
P3,Stadium Way,3477,3416,Brewer Park,3586
P7,Bronson Ave & University Dr,10694,10633,Hogs Back Plaza (SW dest.),11162
P5,Stadium Way,1419,1358,Brewer Park,1530
P6,Bronson Ave & University Dr,210,149,Brewer Park,4517
P6,Bronson Ave & University Dr,4404,4343,Brewer Park,4863
P7,Bronson Ave & University Dr,9351,9290,Brewer Park,9433
P2,Colonel By,550,489,Hogs Back Plaza (SW dest.),958
P5,Stadium Way,3093,3032,Brewer Park,3202
P3,Stadium Way,3846,3785,Brewer Park,3959
P5,Stadium Way,782,721,Brewer Park,896
P5,Stadium Way,2552,2491,Brewer Park,2657
P7,Bronson Ave & University Dr,7933,7872,Brewer Park,8375
P5,Stadium Way,2960,2899,Brewer Park,3070
P5,Stadium Way,1753,1692,Brewer Park,1860
P6,Bronson Ave & University Dr,6695,6634,Brewer Park,7167
P7,Colonel By,10201,10140,Hogs Back Plaza (SW dest.),10381
P7,Bronson Ave & University Dr,9718,9657,Brewer Park,9998
P6,Bronson Ave & University Dr,4612,4551,Brewer Park,5084
P6,Bronson Ave & University Dr,5544,5483,Brewer Park,6010
P6,Bronson Ave & University Dr,6770,6709,Brewer Park,7234
P7,Bronson Ave & University Dr,10762,10701,Hogs Back Plaza (SW dest.),11251
P7,Bronson Ave & University Dr,10450,10389,Brewer Park,10531
P7,Bronson Ave & University Dr,10869,10808,Brewer Park,11137
P5,Stadium Way,911,850,Brewer Park,1021
P5,Stadium Way,2097,2036,Brewer Park,2202
P7,Colonel By,10430,10369,Hogs Back Plaza (SW dest.),10596
P5,Stadium Way,2171,2110,Brewer Park,2271
P5,Stadium Way,1757,1696,Brewer Park,1869
P6,Bronson Ave & University Dr,7202,7141,Brewer Park,7659
P5,Stadium Way,985,924,Brewer Park,1090
P7,Colonel By,10251,10190,Hogs Back Plaza (SW dest.),10427
P7,Colonel By,9372,9311,Hogs Back Plaza (SW dest.),9538
P5,Stadium Way,1197,1136,Brewer Park,1313
P5,Stadium Way,3130,3069,Brewer Park,3240
P5,Stadium Way,2734,2673,Brewer Park,2846
P1,Colonel By,173,112,Hogs Back Plaza (SW dest.),375
P7,Colonel By,8788,8727,Hogs Back Plaza (SW dest.),8963
P5,Stadium Way,947,886,Brewer Park,1057
P6,Bronson Ave & University Dr,299,238,Brewer Park,4630
P6,Bronson Ave & University Dr,6440,6379,Brewer Park,6917
P4,Stadium Way,4158,4097,Brewer Park,4272
P5,Stadium Way,1811,1750,Brewer Park,1916
P7,Colonel By,8845,8784,Hogs Back Plaza (SW dest.),9016
P6,Bronson Ave & University Dr,4509,4448,Brewer Park,4986
P4,Stadium Way,4053,3992,Brewer Park,4164
P3,Stadium Way,3223,3162,Brewer Park,3334
P7,Bronson Ave & University Dr,9686,9625,Brewer Park,9770
P7,Bronson Ave & University Dr,8370,8309,Brewer Park,8694
P5,Stadium Way,901,840,Brewer Park,1012
P6,Bronson Ave & University Dr,5825,5764,Brewer Park,6284
P6,Bronson Ave & University Dr,5628,5567,Brewer Park,6104
P6,Bronson Ave & University Dr,7520,7459,Brewer Park,7997
P6,Bronson Ave & University Dr,6795,6734,Brewer Park,7263
P5,Stadium Way,1261,1200,Brewer Park,1371
P7,Colonel By,9899,9838,Hogs Back Plaza (SW dest.),10075
P7,Bronson Ave & University Dr,9542,9481,Hogs Back Plaza (SW dest.),10023
P1,Colonel By,254,193,Hogs Back Plaza (SW dest.),478
P5,Stadium Way,2037,1976,Brewer Park,2144
P5,Stadium Way,2158,2097,Brewer Park,2263
P3,Stadium Way,3399,3338,Brewer Park,3511
P4,Stadium Way,4076,4015,Brewer Park,4189
P7,Bronson Ave & University Dr,9529,9468,Brewer Park,9616
P6,Bronson Ave & University Dr,7601,7540,Brewer Park,8066
P6,Bronson Ave & University Dr,5183,5122,Brewer Park,5650
P5,Stadium Way,244,183,Brewer Park,289
P7,Colonel By,10524,10463,Hogs Back Plaza (SW dest.),10707
P4,Stadium Way,2173,2112,Brewer Park,2275
P5,Stadium Way,2698,2637,Brewer Park,2816
P5,Stadium Way,1470,1409,Brewer Park,1578
P1,Colonel By,438,377,Hogs Back Plaza (SW dest.),711
P7,Colonel By,8402,8341,Hogs Back Plaza (SW dest.),8577
P2,Colonel By,611,550,Hogs Back Plaza (SW dest.),1068
P7,Bronson Ave & University Dr,10574,10513,Brewer Park,10845
P3,Stadium Way,3856,3795,Brewer Park,3972
P7,Colonel By,8224,8163,Hogs Back Plaza (SW dest.),8390
P5,Stadium Way,2567,2506,Brewer Park,2669
P5,Stadium Way,140,79,Brewer Park,165
P5,Stadium Way,1220,1159,Brewer Park,1335
P5,Stadium Way,2300,2239,Brewer Park,2406
P6,Bronson Ave & University Dr,6778,6717,Brewer Park,7246
P7,Bronson Ave & University Dr,9498,9437,Hogs Back Plaza (SW dest.),9981
P7,Colonel By,9800,9739,Hogs Back Plaza (SW dest.),9967
P3,Stadium Way,3394,3333,Brewer Park,3502
P3,Stadium Way,3817,3756,Brewer Park,3934
P6,Bronson Ave & University Dr,4711,4650,Brewer Park,5183
P2,Colonel By,600,539,Hogs Back Plaza (SW dest.),1041
P5,Stadium Way,3096,3035,Brewer Park,3206
P5,Stadium Way,494,433,Brewer Park,602
P6,Bronson Ave & University Dr,5279,5218,Brewer Park,5762
P7,Bronson Ave & University Dr,10736,10675,Brewer Park,10996
P3,Stadium Way,3800,3739,Brewer Park,3916
P7,Colonel By,8927,8866,Hogs Back Plaza (SW dest.),9094
P7,Bronson Ave & University Dr,7840,7779,Brewer Park,8301
P5,Stadium Way,1835,1774,Brewer Park,1945
P6,Bronson Ave & University Dr,5090,5029,Brewer Park,5560
P5,Stadium Way,1781,1720,Brewer Park,1895
P7,Bronson Ave & University Dr,10048,9987,Brewer Park,10123
P6,Bronson Ave & University Dr,6855,6794,Brewer Park,7312
P7,Bronson Ave & University Dr,8914,8853,Brewer Park,9077
P5,Stadium Way,774,713,Brewer Park,888
P6,Bronson Ave & University Dr,4778,4717,Brewer Park,5247
P6,Bronson Ave & University Dr,7518,7457,Brewer Park,7993
P7,Bronson Ave & University Dr,10627,10566,Brewer Park,10898
P6,Bronson Ave & University Dr,5993,5932,Brewer Park,6461
P6,Bronson Ave & University Dr,7747,7686,Brewer Park,8219
P6,Bronson Ave & University Dr,4937,4876,Brewer Park,5402
P6,Bronson Ave & University Dr,6158,6097,Brewer Park,6625
P7,Bronson Ave & University Dr,10800,10739,Hogs Back Plaza (SW dest.),11277
P6,Bronson Ave & University Dr,6849,6788,Brewer Park,7303
P7,Colonel By,9439,9378,Hogs Back Plaza (SW dest.),9619
P5,Stadium Way,1938,1877,Brewer Park,2051
P4,Stadium Way,776,715,Brewer Park,893
P3,Stadium Way,3196,3135,Brewer Park,3297
P6,Bronson Ave & University Dr,4298,4237,Brewer Park,4768
P5,Stadium Way,549,488,Brewer Park,660
P5,Stadium Way,2770,2709,Brewer Park,2883
P6,Bronson Ave & University Dr,6024,5963,Brewer Park,6496
P7,Colonel By,8141,8080,Hogs Back Plaza (SW dest.),8311
P2,Colonel By,563,502,Hogs Back Plaza (SW dest.),979
P7,Bronson Ave & University Dr,9757,9696,Hogs Back Plaza (SW dest.),10252
P1,Colonel By,169,108,Hogs Back Plaza (SW dest.),370
P2,Colonel By,586,525,Hogs Back Plaza (SW dest.),1015
P7,Bronson Ave & University Dr,10566,10505,Brewer Park,10661
P5,Stadium Way,1242,1181,Brewer Park,1348
P7,Colonel By,10583,10522,Hogs Back Plaza (SW dest.),10758
P7,Bronson Ave & University Dr,10536,10475,Hogs Back Plaza (SW dest.),10993
P6,Bronson Ave & University Dr,5345,5284,Brewer Park,5823
P3,Stadium Way,3853,3792,Brewer Park,3967
P5,Stadium Way,183,122,Brewer Park,215
P7,Colonel By,10515,10454,Hogs Back Plaza (SW dest.),10695
P6,Bronson Ave & University Dr,6645,6584,Brewer Park,7116
P6,Bronson Ave & University Dr,7053,6992,Brewer Park,7508
P5,Stadium Way,136,75,Brewer Park,160
P3,Stadium Way,3526,3465,Brewer Park,3639
P7,Bronson Ave & University Dr,10109,10048,Brewer Park,10190
P4,Stadium Way,4291,4230,Brewer Park,4402
P7,Bronson Ave & University Dr,9604,9543,Brewer Park,9689
P7,Bronson Ave & University Dr,7883,7822,Brewer Park,8349
P5,Stadium Way,148,87,Brewer Park,174
P5,Stadium Way,854,793,Brewer Park,966
P5,Stadium Way,722,661,Brewer Park,836
P6,Bronson Ave & University Dr,5815,5754,Brewer Park,6270
P7,Bronson Ave & University Dr,10751,10690,Hogs Back Plaza (SW dest.),11243
P6,Bronson Ave & University Dr,4640,4579,Brewer Park,5116
P6,Bronson Ave & University Dr,6118,6057,Brewer Park,6584
P6,Bronson Ave & University Dr,6946,6885,Brewer Park,7395
P7,Bronson Ave & University Dr,10542,10481,Brewer Park,10801
P7,Colonel By,9713,9652,Hogs Back Plaza (SW dest.),9881
P6,Bronson Ave & University Dr,166,105,Brewer Park,4469
P6,Bronson Ave & University Dr,6259,6198,Brewer Park,6734
P7,Colonel By,10588,10527,Hogs Back Plaza (SW dest.),10763
P5,Stadium Way,386,325,Brewer Park,495
P6,Bronson Ave & University Dr,5810,5749,Brewer Park,6266
P6,Bronson Ave & University Dr,7586,7525,Brewer Park,8053
P6,Bronson Ave & University Dr,7067,7006,Brewer Park,7512
P2,Colonel By,645,584,Hogs Back Plaza (SW dest.),1118
P5,Stadium Way,1976,1915,Brewer Park,2085
P5,Stadium Way,308,247,Brewer Park,387
P6,Bronson Ave & University Dr,4864,4803,Brewer Park,5333
P7,Colonel By,10655,10594,Hogs Back Plaza (SW dest.),10821
P6,Bronson Ave & University Dr,4436,4375,Brewer Park,4897
P7,Bronson Ave & University Dr,10775,10714,Hogs Back Plaza (SW dest.),11261
P3,Stadium Way,3732,3671,Brewer Park,3850
P5,Stadium Way,296,235,Brewer Park,374
P6,Bronson Ave & University Dr,4987,4926,Brewer Park,5449
P7,Bronson Ave & University Dr,10722,10661,Hogs Back Plaza (SW dest.),11200
P5,Stadium Way,2920,2859,Brewer Park,3033
P6,Bronson Ave & University Dr,6859,6798,Brewer Park,7317
P7,Bronson Ave & University Dr,10596,10535,Brewer Park,10876
P6,Bronson Ave & University Dr,6533,6472,Brewer Park,7004
P5,Stadium Way,3071,3010,Brewer Park,3182
P6,Bronson Ave & University Dr,5022,4961,Brewer Park,5473
P6,Bronson Ave & University Dr,6810,6749,Brewer Park,7274
P6,Bronson Ave & University Dr,5675,5614,Brewer Park,6151
P5,Stadium Way,2869,2808,Brewer Park,2982
P5,Stadium Way,700,639,Brewer Park,816
P7,Bronson Ave & University Dr,10917,10856,Brewer Park,11183
P5,Stadium Way,2527,2466,Brewer Park,2632
P6,Bronson Ave & University Dr,6851,6790,Brewer Park,7308
P7,Colonel By,8367,8306,Hogs Back Plaza (SW dest.),8534
P7,Bronson Ave & University Dr,10024,9963,Brewer Park,10105
P7,Bronson Ave & University Dr,10553,10492,Brewer Park,10652
P5,Stadium Way,309,248,Brewer Park,391
P7,Bronson Ave & University Dr,8011,7950,Brewer Park,8428
P5,Stadium Way,2279,2218,Brewer Park,2382
