time,Library Rd & P1 to Library Rd & University Dr,Library Rd & P1 to Campus Ave & Library Rd,Library Rd & University Dr to Library Rd & P1,Campus Ave & Library Rd to Library Rd & P1,Campus Ave & Library Rd to Campus Ave & P2,Campus Ave & P2 to Campus Ave & University Dr,Campus Ave & University Dr to Library Rd & University Dr,Library Rd & University Dr to Campus Ave & University Dr,Campus Ave & University Dr to Raven Rd & University Dr,Raven Rd & University Dr to Campus Ave & University Dr,Raven Rd & University Dr to P3 & Raven Rd,P3 & Raven Rd to Raven Rd & University Dr,P3 & Raven Rd to Bronson Ave & Raven Rd,Library Rd & University Dr to Colonel By Dr & University Dr,Raven Rd & University Dr to P4 & University Dr,P4 & University Dr to Raven Rd & University Dr,P4 & University Dr to Stadium Way & University Dr,Stadium Way & University Dr to P4 & University Dr,Stadium Way & University Dr to P5 & Stadium Way,P5 & Stadium Way to Stadium Way & University Dr,P5 & Stadium Way to Bronson Ave & Stadium Way,Stadium Way & University Dr to Roundabout,Roundabout to Stadium Way & University Dr,Roundabout to Bronson Ave & University Dr,Roundabout to Campus Ave & P6,Campus Ave & P6 to Roundabout,Campus Ave & P6 to Campus Ave & Library Rd,Raven Rd & University Dr to Bronson Ave & Raven Rd
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70.0,23.986361901891765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.98443953771351,0.0,0.0,0.0,18.262463905669264,0.0,1.3717985705932294,0.0,0.0,0.0,111.7953173165136,0.0,0.0,0.0,28.192397083355136,0.0,0.0,0.0
80.0,28.392020210402496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.68078424414203,0.0,0.0,0.0,19.24962411678652,0.0,1.8290647607909727,0.0,0.0,0.0,118.12335414575021,0.0,0.0,0.0,46.62588748401042,0.0,0.0,0.0
90.0,30.3500905697406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.837860009284846,0.0,0.0,0.0,17.768883800110636,0.0,3.200863331384202,0.0,0.0,0.0,122.86938176767768,0.6538442872035501,0.0,0.0,63.97505491992128,0.0,0.0,0.7017543859649122
100.0,31.81864333924418,0.0,0.0,0.0,0.0,0.0,0.38694871716389606,0.0,0.0,0.0,47.45566683314196,0.0,0.0,0.0,16.781723588993376,0.0,4.115395711779688,0.0,0.0,0.0,124.45139097498684,2.6153771488142006,0.0,0.0,81.32422235583213,0.0,0.0,1.4035087719298245
110.0,32.79767851891323,0.0,0.0,0.0,0.0,0.0,0.7738974343277921,0.0,0.0,0.0,47.45566683314196,0.0,0.752381799886757,2.9104777148277132,15.300983272317492,0.0,4.5726619019774315,0.0,5.116042146284081,0.0,124.97872737742323,3.923065723221301,0.0,0.0,88.91448310904313,0.0,0.0,2.1052631578947367
120.0,32.79767851891323,0.0,0.0,0.0,0.0,0.0,1.3543205100736362,0.0,0.0,0.0,47.45566683314196,0.0,1.504763599773514,8.73143314448314,13.820242955641605,0.0,5.029928092175175,0.0,6.821389528378775,0.0,127.08807298716876,3.923065723221301,0.0,0.0,92.16745200327641,0.0,0.0,2.807017543859649
130.0,32.3081609290787,0.0,0.0,0.0,0.0,0.0,1.9347435858194804,0.0,0.0,0.0,47.45566683314196,0.0,1.504763599773514,11.641910859310853,12.339502638965719,0.0,5.487194282372918,0.0,8.526736910473469,0.0,129.1974185969143,4.576910010424851,0.0,0.0,95.4204208975097,0.0,0.0,3.1578947368421053
140.0,30.83960815957513,0.0,0.0,0.0,0.0,0.0,2.7086410201472724,0.0,0.0,0.0,46.916397891856256,0.0,4.514290799320542,17.46286628896628,11.35234242784846,0.0,5.944460472570661,0.0,10.232084292568162,0.0,130.77942780422345,4.576910010424851,0.0,0.0,97.58906682699855,0.0,0.0,2.456140350877193
150.0,29.37105539007155,0.0,0.0,0.0,0.0,0.0,3.2890640958931168,0.0,0.0,0.0,47.45566683314196,0.0,4.514290799320542,23.283821718621706,9.871602111172574,0.0,6.401726662768404,0.0,6.821389528378775,0.0,133.4161098164054,4.576910010424851,0.0,0.0,98.67338979174298,0.0,0.0,2.456140350877193
160.0,27.902502620567972,0.0,0.0,0.0,0.0,0.0,3.8694871716389607,0.0,0.0,0.0,46.916397891856256,0.0,4.514290799320542,26.19429943344942,8.390861794496688,0.0,6.858992852966147,0.0,6.821389528378775,0.0,135.52545542615093,5.884598584831951,0.0,0.0,98.67338979174298,0.0,0.0,2.807017543859649
170.0,26.92346744089892,0.0,0.0,0.0,0.0,0.0,4.449910247384805,0.0,0.0,0.0,46.916397891856256,0.0,3.761908999433785,23.283821718621706,7.89728168893806,0.0,5.944460472570661,0.0,8.526736910473469,0.0,136.05279182858732,7.846131446442602,0.0,0.0,99.75771275648741,0.0,0.0,3.1578947368421053
180.0,25.454914671395343,0.0,0.0,0.0,0.0,0.0,5.030333323130649,0.0,0.0,0.0,46.37712895057055,0.0,3.761908999433785,26.19429943344942,7.403701583379431,0.0,6.858992852966147,0.0,13.64277905675755,0.0,136.58012823102368,7.846131446442602,0.0,0.0,100.84203572123184,0.0,0.0,3.508771929824561
190.0,24.965397081560816,0.0,0.0,0.0,0.0,0.0,5.610756398876493,0.0,0.0,0.0,46.916397891856256,0.0,3.761908999433785,23.283821718621706,7.89728168893806,0.0,7.773525233361633,0.0,13.64277905675755,0.0,138.16213743833285,9.807664308053253,0.0,0.0,100.84203572123184,0.0,0.0,3.1578947368421053
200.0,24.475879491726293,0.0,0.0,0.0,0.0,0.0,6.384653833204285,0.0,0.0,0.0,46.37712895057055,0.0,4.514290799320542,26.19429943344942,7.403701583379431,0.0,9.145323803954863,0.0,13.64277905675755,0.0,138.68947384076924,13.076885744071003,0.0,0.0,99.75771275648741,0.0,0.0,2.807017543859649
210.0,24.965397081560816,0.0,0.0,0.0,0.0,0.0,7.1585512675320775,0.0,0.0,0.0,46.916397891856256,0.0,5.266672599207299,23.283821718621706,7.89728168893806,0.0,10.05985618435035,0.0,13.64277905675755,0.0,138.68947384076924,15.038418605681654,0.0,0.0,99.75771275648741,0.0,0.0,2.1052631578947367
220.0,23.986361901891765,0.0,0.0,0.0,0.0,0.0,7.738974343277921,0.0,0.0,0.0,46.37712895057055,0.0,4.514290799320542,26.19429943344942,7.403701583379431,0.0,11.888920945141322,0.0,13.64277905675755,0.0,139.744146645642,15.038418605681654,0.0,0.0,103.0106816507207,0.0,0.0,2.807017543859649
230.0,23.496844312057238,0.0,0.0,0.0,0.0,0.0,8.512871777605714,0.0,0.0,0.0,46.37712895057055,0.0,3.761908999433785,26.19429943344942,7.403701583379431,0.0,12.803453325536807,0.0,13.64277905675755,0.0,140.79881945051477,15.038418605681654,0.0,0.0,106.26365054495398,0.0,0.0,2.807017543859649
240.0,23.496844312057238,0.0,0.0,0.0,0.0,0.0,9.286769211933505,0.0,0.0,0.0,45.837860009284846,0.0,3.009527199547028,23.283821718621706,7.89728168893806,0.0,13.717985705932294,0.0,13.64277905675755,0.0,141.85349225538755,15.038418605681654,0.0,0.0,109.51661943918727,0.0,0.0,3.508771929824561
250.0,23.007326722222714,0.0,0.0,0.0,0.0,0.0,9.480243570515453,0.0,0.0,0.0,45.837860009284846,0.0,3.009527199547028,29.104777148277133,7.89728168893806,0.0,14.632518086327782,0.0,13.64277905675755,0.0,141.85349225538755,15.038418605681654,0.0,0.0,113.85391129816497,0.0,0.0,3.508771929824561
260.0,23.496844312057238,0.0,0.0,0.0,0.0,0.0,10.060666646261298,0.0,0.0,0.0,44.22005318542774,0.0,4.514290799320542,29.104777148277133,9.378022005613946,0.0,14.175251896130037,0.0,13.64277905675755,0.0,142.9081650602603,15.038418605681654,0.0,0.0,113.85391129816497,0.0,0.0,3.1578947368421053
270.0,22.028291542553664,0.0,0.0,0.0,0.0,0.0,10.641089722007143,0.0,0.0,0.0,42.60224636157062,0.0,5.266672599207299,32.01525486310485,9.378022005613946,0.0,14.632518086327782,0.0,13.64277905675755,0.0,145.54484707244222,13.730730031274554,0.0,0.0,113.85391129816497,0.0,0.0,2.807017543859649
280.0,21.04925636288461,0.0,0.0,0.0,0.0,0.0,11.414987156334934,0.0,0.0,0.0,40.44517059642781,0.0,6.019054399094056,29.104777148277133,8.390861794496688,0.0,15.089784276525524,0.0,13.64277905675755,0.0,146.599519877315,13.730730031274554,0.0,0.0,112.76958833342054,0.0,0.0,3.1578947368421053
290.0,21.04925636288461,0.0,0.0,0.0,0.0,0.0,11.80193587349883,0.0,0.0,0.0,38.82736377257069,0.0,4.514290799320542,29.104777148277133,8.390861794496688,0.0,15.089784276525524,0.0,13.64277905675755,0.0,148.70886548706054,15.038418605681654,0.0,0.0,110.6009424039317,0.0,0.0,3.1578947368421053
300.0,20.559738773050086,0.0,0.0,0.0,0.0,0.0,12.188884590662726,0.0,0.0,0.0,37.20955694871358,0.0,3.761908999433785,29.104777148277133,8.390861794496688,0.0,15.089784276525524,0.0,13.64277905675755,0.0,148.18152908462415,15.038418605681654,0.0,0.0,111.68526536867613,0.0,0.0,3.1578947368421053
310.0,20.559738773050086,0.0,0.0,0.0,0.0,0.0,12.382358949244674,0.0,0.0,0.0,35.59175012485647,0.0,4.514290799320542,32.01525486310485,8.390861794496688,0.0,15.089784276525524,0.0,13.64277905675755,0.0,149.23620188949693,15.038418605681654,0.0,0.0,112.76958833342054,0.0,0.0,3.1578947368421053
