lot,campus_exit,campus_exit_from_t0_s,campus_exit_travel_s,finish_exit,finish_from_t0_s
P6,Stadium Way,5550,5489,Brewer Park,5655
P7,Stadium Way,2003,1942,Brewer Park,2119
P5,Stadium Way,1410,1349,Brewer Park,1522
P7,Colonel By,10092,10031,Brewer Park,10875
P1,Colonel By,360,299,Hogs Back Plaza (SW dest.),591
P7,Stadium Way,8663,8602,Brewer Park,8779
P3,Stadium Way,3726,3665,Brewer Park,3835
P7,Stadium Way,11921,11860,Brewer Park,12026
P5,Stadium Way,1358,1297,Brewer Park,1456
P7,Stadium Way,8934,8873,Brewer Park,9041
P7,Stadium Way,11586,11525,Brewer Park,11702
P5,Stadium Way,1052,991,Brewer Park,1155
P5,Stadium Way,1006,945,Brewer Park,1113
P7,Stadium Way,11461,11400,Brewer Park,11571
P3,Stadium Way,3563,3502,Brewer Park,3674
P7,Stadium Way,10095,10034,Brewer Park,10209
P5,Stadium Way,928,867,Brewer Park,1048
P7,Stadium Way,9015,8954,Brewer Park,9129
P5,Stadium Way,2042,1981,Brewer Park,2149
P6,Stadium Way,5890,5829,Brewer Park,5995
P3,Stadium Way,3281,3220,Brewer Park,3394
P6,Stadium Way,3543,3482,Brewer Park,3650
P7,Stadium Way,10334,10273,Brewer Park,10444
P5,Stadium Way,1036,975,Brewer Park,1142
P2,Colonel By,642,581,Hogs Back Plaza (SW dest.),1097
P3,Stadium Way,4276,4215,Brewer Park,4395
P5,Stadium Way,1772,1711,Brewer Park,1881
P5,Stadium Way,939,878,Brewer Park,1057
P7,Stadium Way,8436,8375,Brewer Park,8547
P3,Stadium Way,3750,3689,Brewer Park,3861
P7,Stadium Way,10492,10431,Brewer Park,10601
P5,Stadium Way,2924,2863,Brewer Park,3034
P2,Colonel By,181,120,Hogs Back Plaza (SW dest.),742
P5,Stadium Way,2974,2913,Brewer Park,3086
P7,Stadium Way,11991,11930,Brewer Park,12100
P6,Stadium Way,6238,6177,Brewer Park,6348
P7,Stadium Way,11176,11115,Brewer Park,11289
P3,Stadium Way,3661,3600,Brewer Park,3766
P6,Stadium Way,4435,4374,Brewer Park,4553
P7,Stadium Way,8299,8238,Brewer Park,8405
P5,Stadium Way,2370,2309,Brewer Park,2479
P7,Stadium Way,9453,9392,Brewer Park,9562
P7,Stadium Way,10185,10124,Brewer Park,10300
P5,Stadium Way,647,586,Brewer Park,751
P7,Stadium Way,9098,9037,Brewer Park,9208
P4,Stadium Way,5190,5129,Brewer Park,5304
P1,Colonel By,454,393,Hogs Back Plaza (SW dest.),707
P7,Stadium Way,8570,8509,Brewer Park,8684
P5,Stadium Way,1768,1707,Brewer Park,1872
P5,Stadium Way,548,487,Brewer Park,662
P5,Stadium Way,2938,2877,Brewer Park,3052
P7,Stadium Way,9190,9129,Brewer Park,9302
P5,Stadium Way,2386,2325,Brewer Park,2497
P1,Colonel By,239,178,Hogs Back Plaza (SW dest.),450
P3,Stadium Way,4351,4290,Brewer Park,4468
P5,Stadium Way,1875,1814,Brewer Park,1985
P5,Stadium Way,1996,1935,Brewer Park,2111
P6,Stadium Way,6552,6491,Brewer Park,6667
P6,Stadium Way,4199,4138,Brewer Park,4310
P6,Stadium Way,8056,7995,Brewer Park,8160
P5,Stadium Way,1291,1230,Brewer Park,1395
P7,Stadium Way,10277,10216,Brewer Park,10401
P5,Stadium Way,1838,1777,Brewer Park,1938
P5,Stadium Way,1354,1293,Brewer Park,1447
P5,Stadium Way,1464,1403,Brewer Park,1578
P7,Stadium Way,11308,11247,Brewer Park,11414
P4,Stadium Way,5481,5420,Brewer Park,5590
P7,Stadium Way,9586,9525,Brewer Park,9697
P5,Stadium Way,2637,2576,Brewer Park,2745
P7,Stadium Way,9547,9486,Brewer Park,9655
P7,Stadium Way,10928,10867,Brewer Park,11035
P3,Stadium Way,3878,3817,Brewer Park,3985
P4,Stadium Way,1804,1743,Brewer Park,1912
P3,Stadium Way,4483,4422,Brewer Park,4597
P6,Stadium Way,3258,3197,Brewer Park,3367
P5,Stadium Way,347,286,Brewer Park,433
P6,Stadium Way,6897,6836,Brewer Park,7003
P6,Stadium Way,7592,7531,Brewer Park,7706
P7,Stadium Way,11674,11613,Brewer Park,11785
P7,Stadium Way,9520,9459,Brewer Park,9634
P7,Stadium Way,3159,3098,Brewer Park,3266
P4,Stadium Way,5230,5169,Brewer Park,5343
P1,Colonel By,424,363,Hogs Back Plaza (SW dest.),668
P2,Colonel By,531,470,Hogs Back Plaza (SW dest.),911
P1,Colonel By,457,396,Hogs Back Plaza (SW dest.),711
P6,Stadium Way,6267,6206,Brewer Park,6382
P1,Colonel By,157,96,Hogs Back Plaza (SW dest.),347
P7,Colonel By,11684,11623,Brewer Park,12476
P5,Stadium Way,354,293,Brewer Park,446
P5,Stadium Way,1046,985,Brewer Park,1150
P7,Stadium Way,8990,8929,Brewer Park,9099
P5,Stadium Way,2880,2819,Brewer Park,2986
P5,Stadium Way,1723,1662,Brewer Park,1838
P5,Stadium Way,304,243,Brewer Park,380
P5,Stadium Way,2063,2002,Brewer Park,2171
P7,Colonel By,11719,11658,Brewer Park,12517
P7,Stadium Way,2057,1996,Brewer Park,2163
P7,Stadium Way,10239,10178,Brewer Park,10351
P7,Stadium Way,12037,11976,Brewer Park,12149
P7,Colonel By,11695,11634,Brewer Park,12493
P7,Stadium Way,11868,11807,Brewer Park,11977
P7,Stadium Way,8798,8737,Brewer Park,8908
P7,Colonel By,11750,11689,Brewer Park,12554
P7,Stadium Way,12113,12052,Brewer Park,12223
P7,Stadium Way,8363,8302,Brewer Park,8478
P6,Stadium Way,7039,6978,Brewer Park,7144
P5,Stadium Way,2081,2020,Brewer Park,2189
P7,Stadium Way,11624,11563,Brewer Park,11732
P4,Stadium Way,3227,3166,Brewer Park,3342
P5,Stadium Way,2163,2102,Brewer Park,2280
P6,Stadium Way,7093,7032,Brewer Park,7200
P5,Stadium Way,1427,1366,Brewer Park,1547
P5,Stadium Way,827,766,Brewer Park,939
P5,Stadium Way,281,220,Brewer Park,345
P2,Colonel By,582,521,Hogs Back Plaza (SW dest.),998
P7,Stadium Way,12123,12062,Brewer Park,12234
P4,Stadium Way,2602,2541,Brewer Park,2710
P5,Stadium Way,2701,2640,Brewer Park,2815
P5,Stadium Way,2403,2342,Brewer Park,2519
P7,Stadium Way,11164,11103,Brewer Park,11277
P7,Stadium Way,10084,10023,Brewer Park,10197
P7,Stadium Way,8712,8651,Brewer Park,8825
P5,Stadium Way,2474,2413,Brewer Park,2578
P7,Colonel By,11574,11513,Brewer Park,12364
P6,Stadium Way,6848,6787,Brewer Park,6953
P6,Stadium Way,3792,3731,Brewer Park,3906
P7,Colonel By,11527,11466,Brewer Park,12311
P6,Stadium Way,7186,7125,Brewer Park,7295
P7,Stadium Way,8457,8396,Brewer Park,8570
P6,Stadium Way,6593,6532,Brewer Park,6707
P7,Stadium Way,9622,9561,Brewer Park,9730
P6,Stadium Way,7979,7918,Brewer Park,8082
P7,Stadium Way,8360,8299,Brewer Park,8474
P4,Stadium Way,5547,5486,Brewer Park,5650
P7,Stadium Way,9769,9708,Brewer Park,9883
P7,Stadium Way,10028,9967,Brewer Park,10137
P4,Stadium Way,3169,3108,Brewer Park,3280
P5,Stadium Way,1502,1441,Brewer Park,1615
P7,Stadium Way,11076,11015,Brewer Park,11194
P1,Colonel By,414,353,Hogs Back Plaza (SW dest.),659
P6,Stadium Way,6871,6810,Brewer Park,6981
P2,Colonel By,198,137,Hogs Back Plaza (SW dest.),763
P6,Stadium Way,6657,6596,Brewer Park,6769
P7,Stadium Way,12074,12013,Brewer Park,12185
P7,Stadium Way,11211,11150,Brewer Park,11323
P6,Stadium Way,4151,4090,Brewer Park,4257
P6,Stadium Way,7368,7307,Brewer Park,7480
P7,Colonel By,10164,10103,Brewer Park,10942
P6,Stadium Way,7995,7934,Brewer Park,8098
P6,Stadium Way,6813,6752,Brewer Park,6930
P7,Stadium Way,8809,8748,Brewer Park,8916
P1,Colonel By,192,131,Hogs Back Plaza (SW dest.),391
P5,Stadium Way,351,290,Brewer Park,441
P6,Stadium Way,4248,4187,Brewer Park,4358
P6,Stadium Way,7241,7180,Brewer Park,7359
P4,Stadium Way,5017,4956,Brewer Park,5132
P2,Colonel By,490,429,Hogs Back Plaza (SW dest.),810
P7,Stadium Way,11831,11770,Brewer Park,11944
P4,Stadium Way,5370,5309,Brewer Park,5487
P5,Stadium Way,375,314,Brewer Park,478
P6,Stadium Way,6888,6827,Brewer Park,6989
P7,Stadium Way,11335,11274,Brewer Park,11443
P1,Colonel By,441,380,Hogs Back Plaza (SW dest.),686
P5,Stadium Way,1323,1262,Brewer Park,1422
P6,Stadium Way,6499,6438,Brewer Park,6606
P7,Stadium Way,8336,8275,Brewer Park,8448
P7,Stadium Way,11642,11581,Brewer Park,11753
P7,Stadium Way,9865,9804,Brewer Park,9979
P7,Stadium Way,9392,9331,Brewer Park,9500
P1,Colonel By,277,216,Hogs Back Plaza (SW dest.),494
P5,Stadium Way,317,256,Brewer Park,402
P6,Stadium Way,7223,7162,Brewer Park,7333
P6,Stadium Way,4320,4259,Brewer Park,4437
P6,Stadium Way,5892,5831,Brewer Park,5999
P7,Colonel By,9957,9896,Brewer Park,10734
P7,Stadium Way,9680,9619,Brewer Park,9789
P7,Colonel By,10119,10058,Brewer Park,10891
P6,Stadium Way,6773,6712,Brewer Park,6887
P7,Colonel By,9997,9936,Brewer Park,10773
P6,Stadium Way,3389,3328,Brewer Park,3499
P6,Stadium Way,3358,3297,Brewer Park,3465
P6,Stadium Way,3548,3487,Brewer Park,3657
P6,Stadium Way,6038,5977,Brewer Park,6154
P7,Stadium Way,9279,9218,Brewer Park,9392
P4,Stadium Way,3161,3100,Brewer Park,3271
P6,Stadium Way,7787,7726,Brewer Park,7890
P7,Stadium Way,9805,9744,Brewer Park,9919
P3,Stadium Way,4977,4916,Brewer Park,5089
P7,Colonel By,11555,11494,Brewer Park,12349
P7,Stadium Way,10434,10373,Brewer Park,10546
P7,Stadium Way,11693,11632,Brewer Park,11801
P6,Stadium Way,3465,3404,Brewer Park,3578
P5,Stadium Way,2338,2277,Brewer Park,2449
P6,Stadium Way,3468,3407,Brewer Park,3582
P7,Colonel By,11520,11459,Brewer Park,12303
P7,Colonel By,9947,9886,Brewer Park,10722
P5,Stadium Way,1554,1493,Brewer Park,1667
P7,Colonel By,10222,10161,Brewer Park,11003
P5,Stadium Way,1887,1826,Brewer Park,1997
P6,Stadium Way,3963,3902,Brewer Park,4075
P7,Stadium Way,11996,11935,Brewer Park,12104
P6,Stadium Way,8261,8200,Brewer Park,8368
P5,Stadium Way,1627,1566,Brewer Park,1736
P7,Stadium Way,10148,10087,Brewer Park,10257
P3,Stadium Way,4740,4679,Brewer Park,4846
P3,Stadium Way,3450,3389,Brewer Park,3565
P6,Stadium Way,7567,7506,Brewer Park,7680
P6,Stadium Way,6089,6028,Brewer Park,6198
P4,Stadium Way,3028,2967,Brewer Park,3149
P7,Stadium Way,9135,9074,Brewer Park,9240
P5,Stadium Way,360,299,Brewer Park,458
P7,Colonel By,11866,11805,Brewer Park,12678
P5,Stadium Way,2402,2341,Brewer Park,2514
P3,Stadium Way,4383,4322,Brewer Park,4489
P5,Stadium Way,2954,2893,Brewer Park,3068
P5,Stadium Way,739,678,Brewer Park,849
P6,Stadium Way,6466,6405,Brewer Park,6575
P7,Stadium Way,11456,11395,Brewer Park,11567
P7,Colonel By,11630,11569,Brewer Park,12417
P7,Stadium Way,11609,11548,Brewer Park,11723
P3,Stadium Way,3689,3628,Brewer Park,3796
P5,Stadium Way,2830,2769,Brewer Park,2942
P7,Colonel By,9977,9916,Brewer Park,10752
P7,Stadium Way,12053,11992,Brewer Park,12168
P7,Stadium Way,8901,8840,Brewer Park,9010
P7,Stadium Way,9235,9174,Brewer Park,9350
P6,Stadium Way,6338,6277,Brewer Park,6443
P7,Stadium Way,9596,9535,Brewer Park,9705
P5,Stadium Way,1128,1067,Brewer Park,1235
P7,Stadium Way,12106,12045,Brewer Park,12214
P4,Stadium Way,5071,5010,Brewer Park,5182
P5,Stadium Way,521,460,Brewer Park,632
P5,Stadium Way,1787,1726,Brewer Park,1894
P7,Stadium Way,12934,12873,Brewer Park,13043
P1,Colonel By,140,79,Hogs Back Plaza (SW dest.),327
P6,Stadium Way,4974,4913,Brewer Park,5085
P5,Stadium Way,2588,2527,Brewer Park,2701
P6,Stadium Way,6612,6551,Brewer Park,6725
P7,Colonel By,11554,11493,Brewer Park,12344
P1,Colonel By,121,60,Hogs Back Plaza (SW dest.),305
P7,Colonel By,9990,9929,Brewer Park,10764
P5,Stadium Way,1656,1595,Brewer Park,1767
P5,Stadium Way,941,880,Brewer Park,1061
P5,Stadium Way,2276,2215,Brewer Park,2378
P6,Stadium Way,6166,6105,Brewer Park,6270
P1,Colonel By,125,64,Hogs Back Plaza (SW dest.),310
P6,Stadium Way,5929,5868,Brewer Park,6040
P6,Stadium Way,7339,7278,Brewer Park,7446
P7,Stadium Way,9939,9878,Brewer Park,10053
P7,Stadium Way,11565,11504,Brewer Park,11676
P6,Stadium Way,4176,4115,Brewer Park,4287
P5,Stadium Way,474,413,Brewer Park,576
P7,Stadium Way,8480,8419,Brewer Park,8594
P6,Stadium Way,5204,5143,Brewer Park,5316
P5,Stadium Way,2453,2392,Brewer Park,2566
P5,Stadium Way,1961,1900,Brewer Park,2073
P5,Stadium Way,725,664,Brewer Park,839
P5,Stadium Way,2847,2786,Brewer Park,2958
P6,Stadium Way,5321,5260,Brewer Park,5430
P7,Stadium Way,9204,9143,Brewer Park,9315
P5,Stadium Way,2169,2108,Brewer Park,2288
P7,Stadium Way,10362,10301,Brewer Park,10469
P7,Stadium Way,9969,9908,Brewer Park,10082
P7,Stadium Way,10208,10147,Brewer Park,10317
P7,Stadium Way,8862,8801,Brewer Park,8974
P6,Stadium Way,7665,7604,Brewer Park,7772
P6,Stadium Way,5934,5873,Brewer Park,6044
P4,Stadium Way,5352,5291,Brewer Park,5465
P6,Stadium Way,3828,3767,Brewer Park,3935
P7,Stadium Way,8464,8403,Brewer Park,8578
P6,Stadium Way,5457,5396,Brewer Park,5568
P7,Colonel By,10013,9952,Brewer Park,10790
P3,Stadium Way,3392,3331,Brewer Park,3507
P7,Stadium Way,8468,8407,Brewer Park,8582
P5,Stadium Way,2671,2610,Brewer Park,2782
P6,Stadium Way,3319,3258,Brewer Park,3432
P6,Stadium Way,3732,3671,Brewer Park,3839
P7,Stadium Way,10578,10517,Brewer Park,10687
P2,Colonel By,601,540,Hogs Back Plaza (SW dest.),1036
P5,Stadium Way,311,250,Brewer Park,393
P3,Stadium Way,4427,4366,Brewer Park,4540
P5,Stadium Way,2655,2594,Brewer Park,2764
P5,Stadium Way,1982,1921,Brewer Park,2094
P7,Stadium Way,11726,11665,Brewer Park,11833
P5,Stadium Way,2175,2114,Brewer Park,2293
P5,Stadium Way,413,352,Brewer Park,518
P6,Stadium Way,7948,7887,Brewer Park,8059
P7,Stadium Way,9019,8958,Brewer Park,9133
P7,Stadium Way,9538,9477,Brewer Park,9643
P6,Stadium Way,7235,7174,Brewer Park,7350
P6,Stadium Way,5219,5158,Brewer Park,5330
P6,Stadium Way,5785,5724,Brewer Park,5890
P7,Stadium Way,8959,8898,Brewer Park,9074
P7,Stadium Way,11167,11106,Brewer Park,11281
P7,Colonel By,11749,11688,Brewer Park,12544
P5,Stadium Way,1217,1156,Brewer Park,1327
P5,Stadium Way,267,206,Brewer Park,334
P7,Stadium Way,9549,9488,Brewer Park,9659
P5,Stadium Way,1513,1452,Brewer Park,1628
P5,Stadium Way,2638,2577,Brewer Park,2750
P6,Stadium Way,3972,3911,Brewer Park,4084
P5,Stadium Way,663,602,Brewer Park,778
P7,Colonel By,11690,11629,Brewer Park,12484
P7,Stadium Way,9188,9127,Brewer Park,9298
P5,Stadium Way,299,238,Brewer Park,372
P5,Stadium Way,2914,2853,Brewer Park,3025
P5,Stadium Way,1159,1098,Brewer Park,1271
P1,Colonel By,154,93,Hogs Back Plaza (SW dest.),343
P7,Colonel By,10182,10121,Brewer Park,10964
P5,Stadium Way,2805,2744,Brewer Park,2912
P6,Stadium Way,6433,6372,Brewer Park,6542
P6,Stadium Way,5975,5914,Brewer Park,6091
P4,Stadium Way,3206,3145,Brewer Park,3321
P5,Stadium Way,2716,2655,Brewer Park,2829
P7,Stadium Way,8302,8241,Brewer Park,8409
P6,Stadium Way,6664,6603,Brewer Park,6773
P4,Stadium Way,5639,5578,Brewer Park,5755
P3,Stadium Way,3685,3624,Brewer Park,3791
P7,Stadium Way,8501,8440,Brewer Park,8611
P7,Stadium Way,8277,8216,Brewer Park,8385
P5,Stadium Way,2377,2316,Brewer Park,2488
P6,Stadium Way,7151,7090,Brewer Park,7256
P6,Stadium Way,3241,3180,Brewer Park,3346
P6,Stadium Way,5464,5403,Brewer Park,5581
P6,Stadium Way,7702,7641,Brewer Park,7809
P5,Stadium Way,272,211,Brewer Park,338
P7,Colonel By,11842,11781,Brewer Park,12640
P7,Colonel By,11947,11886,Brewer Park,12754
P1,Colonel By,144,83,Hogs Back Plaza (SW dest.),331
P5,Stadium Way,1138,1077,Brewer Park,1247
P5,Stadium Way,2039,1978,Brewer Park,2145
P3,Stadium Way,4250,4189,Brewer Park,4363
P4,Stadium Way,5588,5527,Brewer Park,5699
P7,Colonel By,10144,10083,Brewer Park,10931
P6,Stadium Way,3986,3925,Brewer Park,4096
P6,Stadium Way,6724,6663,Brewer Park,6835
P5,Stadium Way,810,749,Brewer Park,925
P7,Colonel By,11762,11701,Brewer Park,12566
P4,Stadium Way,5199,5138,Brewer Park,5308
P5,Stadium Way,2921,2860,Brewer Park,3030
P5,Stadium Way,1435,1374,Brewer Park,1551
P1,Colonel By,195,134,Hogs Back Plaza (SW dest.),395
P7,Colonel By,11879,11818,Brewer Park,12690
P2,Colonel By,166,105,Hogs Back Plaza (SW dest.),725
P7,Stadium Way,8791,8730,Brewer Park,8899
P3,Stadium Way,3478,3417,Brewer Park,3591
P7,Stadium Way,9820,9759,Brewer Park,9932
P5,Stadium Way,2891,2830,Brewer Park,2998
P5,Stadium Way,1185,1124,Brewer Park,1285
P5,Stadium Way,2517,2456,Brewer Park,2625
P5,Stadium Way,1460,1399,Brewer Park,1574
P6,Stadium Way,7910,7849,Brewer Park,8020
P7,Colonel By,11876,11815,Brewer Park,12686
P7,Stadium Way,10516,10455,Brewer Park,10628
P3,Stadium Way,3498,3437,Brewer Park,3612
P3,Stadium Way,4460,4399,Brewer Park,4579
P6,Stadium Way,6456,6395,Brewer Park,6563
P2,Colonel By,561,500,Hogs Back Plaza (SW dest.),963
P5,Stadium Way,3093,3032,Brewer Park,3208
P5,Stadium Way,2624,2563,Brewer Park,2733
P6,Stadium Way,6216,6155,Brewer Park,6326
P7,Stadium Way,9471,9410,Brewer Park,9578
P3,Stadium Way,4032,3971,Brewer Park,4137
P7,Stadium Way,11736,11675,Brewer Park,11850
P7,Stadium Way,10149,10088,Brewer Park,10261
P5,Stadium Way,2667,2606,Brewer Park,2778
P6,Stadium Way,6408,6347,Brewer Park,6517
P5,Stadium Way,1393,1332,Brewer Park,1505
P7,Stadium Way,12830,12769,Brewer Park,12939
P6,Stadium Way,6769,6708,Brewer Park,6882
P7,Stadium Way,12888,12827,Brewer Park,12994
P5,Stadium Way,1581,1520,Brewer Park,1693
