BE_NUTS3;FT_ENTF21;NULAGX;FT_I
DE715;21;4;0
DE715;21;5;0
DE715;21;6;0
DE715;21;7;1
DE715;21;8;0
DE715;21;9;0
DE716;1;1;45
DE716;1;2;141
DE716;1;3;136
DE716;1;4;114
DE716;1;5;147
DE716;1;6;167
DE716;1;7;280
DE716;1;8;22
DE716;1;9;6
DE716;2;1;16
DE716;2;2;49
DE716;2;3;48
DE716;2;4;40
DE716;2;5;51
DE716;2;6;58
DE716;2;7;98
DE716;2;8;8
DE716;2;9;2
DE716;3;1;4
DE716;3;2;11
DE716;3;3;11
DE716;3;4;9
DE716;3;5;12
DE716;3;6;14
DE716;3;7;23
DE716;3;8;2
DE716;3;9;1
DE716;4;1;2
DE716;4;2;7
DE716;4;3;7
DE716;4;4;6
DE716;4;5;8
DE716;4;6;9
DE716;4;7;15
DE716;4;8;1
DE716;4;9;0
DE716;5;1;2
DE716;5;2;5
DE716;5;3;5
DE716;5;4;4
DE716;5;5;5
DE716;5;6;6
DE716;5;7;10
DE716;5;8;1
DE716;5;9;0
DE716;6;1;1
DE716;6;2;3
DE716;6;3;3
DE716;6;4;3
DE716;6;5;4
DE716;6;6;4
DE716;6;7;7
DE716;6;8;1
DE716;6;9;0
DE716;7;1;1
DE716;7;2;2
DE716;7;3;2
DE716;7;4;2
DE716;7;5;3
DE716;7;6;3
DE716;7;7;5
DE716;7;8;0
DE716;7;9;0
DE716;8;1;1
DE716;8;2;2
DE716;8;3;2
DE716;8;4;1
DE716;8;5;2
DE716;8;6;2
DE716;8;7;3
DE716;8;8;0
DE716;8;9;0
DE716;9;1;0
DE716;9;2;1
DE716;9;3;1
DE716;9;4;1
DE716;9;5;1
DE716;9;6;1
DE716;9;7;2
DE716;9;8;0
DE716;9;9;0
DE716;10;1;0
DE716;10;2;1
DE716;10;3;1
DE716;10;4;1
DE716;10;5;1
DE716;10;6;1
DE716;10;7;2
DE716;10;8;0
DE716;10;9;0
DE716;11;1;0
DE716;11;2;1
DE716;11;3;1
DE716;11;4;1
DE716;11;5;1
DE716;11;6;1
DE716;11;7;2
DE716;11;8;0
DE716;11;9;0
DE716;12;1;0
DE716;12;2;1
DE716;12;3;1
DE716;12;4;1
DE716;12;5;1
DE716;12;6;1
DE716;12;7;1
DE716;12;8;0
DE716;12;9;0
DE716;13;1;0
DE716;13;2;0
DE716;13;3;0
DE716;13;4;0
DE716;13;5;0
DE716;13;6;0
DE716;13;7;1
DE716;13;8;0
DE716;13;9;0
DE716;14;1;0
DE716;14;2;0
DE716;14;3;0
DE716;14;4;0
DE716;14;5;0
DE716;14;6;0
DE716;14;7;1
DE716;14;8;0
DE716;14;9;0
DE716;15;1;0
DE716;15;2;0
DE716;15;3;0
DE716;15;4;0
DE716;15;5;0
DE716;15;6;0
DE716;15;7;0
DE716;15;8;0
DE716;15;9;0
DE716;16;1;0
DE716;16;2;0
DE716;16;3;0
DE716;16;4;0
DE716;16;5;0
DE716;16;6;0
DE716;16;7;0
DE716;16;8;0
DE716;16;9;0
DE716;17;1;0
DE716;17;2;0
DE716;17;3;0
DE716;17;4;0
DE716;17;5;0
DE716;17;6;0
DE716;17;7;0
DE716;17;8;0
DE716;17;9;0
DE716;18;1;0
DE716;18;2;0
DE716;18;3;0
DE716;18;4;0
DE716;18;5;0
DE716;18;6;0
DE716;18;7;0
DE716;18;8;0
DE716;18;9;0
DE716;19;1;0
DE716;19;2;0
DE716;19;3;0
DE716;19;4;0
DE716;19;5;0
DE716;19;6;0
DE716;19;7;0
DE716;19;8;0
DE716;19;9;0
DE716;20;1;0
DE716;20;2;0
DE716;20;3;0
DE716;20;4;0
DE716;20;5;0
DE716;20;6;0
DE716;20;7;0
DE716;20;8;0
DE716;20;9;0
DE716;21;1;0
DE716;21;2;0
DE716;21;3;0
DE716;21;4;0
DE716;21;5;0
DE716;21;6;0
DE716;21;7;1
DE716;21;8;0
DE716;21;9;0
DE717;1;1;70
DE717;1;2;221
DE717;1;3;213
DE717;1;4;178
DE717;1;5;230
DE717;1;6;261
DE717;1;7;437
DE717;1;8;34
DE717;1;9;10
DE717;2;1;42
DE717;2;2;133
DE717;2;3;128
DE717;2;4;107
DE717;2;5;138
DE717;2;6;157
DE717;2;7;262
DE717;2;8;20
DE717;2;9;6
DE717;3;1;12
DE717;3;2;40
DE717;3;3;38
DE717;3;4;32
DE717;3;5;41
DE717;3;6;47
DE717;3;7;78
DE717;3;8;6
DE717;3;9;2
DE717;4;1;8
DE717;4;2;26
DE717;4;3;25
DE717;4;4;21
DE717;4;5;27
DE717;4;6;30
DE717;4;7;51
DE717;4;8;4
DE717;4;9;1
DE717;5;1;5
DE717;5;2;17
DE717;5;3;16
DE717;5;4;13
DE717;5;5;17
DE717;5;6;20
DE717;5;7;33
DE717;5;8;3
DE717;5;9;1
DE717;6;1;4
DE717;6;2;12
DE717;6;3;12
DE717;6;4;10
DE717;6;5;13
DE717;6;6;14
DE717;6;7;24
DE717;6;8;2
DE717;6;9;1
DE717;7;1;3
DE717;7;2;8
DE717;7;3;8
DE717;7;4;7
DE717;7;5;9
DE717;7;6;10
DE717;7;7;16
DE717;7;8;1
DE717;7;9;0
DE717;8;1;2
DE717;8;2;5
DE717;8;3;5
DE717;8;4;4
DE717;8;5;6
DE717;8;6;6
DE717;8;7;11
DE717;8;8;1
DE717;8;9;0
DE717;9;1;1
DE717;9;2;4
DE717;9;3;4
DE717;9;4;3
DE717;9;5;4
DE717;9;6;5
DE717;9;7;8
DE717;9;8;1
DE717;9;9;0
DE717;10;1;1
DE717;10;2;3
DE717;10;3;3
DE717;10;4;3
DE717;10;5;3
DE717;10;6;4
DE717;10;7;7
DE717;10;8;1
DE717;10;9;0
DE717;11;1;1
DE717;11;2;3
DE717;11;3;3
DE717;11;4;2
DE717;11;5;3
DE717;11;6;3
DE717;11;7;6
DE717;11;8;0
DE717;11;9;0
DE717;12;1;1
DE717;12;2;2
DE717;12;3;2
DE717;12;4;2
DE717;12;5;2
DE717;12;6;3
DE717;12;7;4
DE717;12;8;0
DE717;12;9;0
DE717;13;1;1
DE717;13;2;2
DE717;13;3;2
DE717;13;4;1
DE717;13;5;2
DE717;13;6;2
DE717;13;7;3
DE717;13;8;0
DE717;13;9;0
DE717;14;1;0
DE717;14;2;1
DE717;14;3;1
DE717;14;4;1
DE717;14;5;1
DE717;14;6;1
DE717;14;7;2
DE717;14;8;0
DE717;14;9;0
DE717;15;1;0
DE717;15;2;1
DE717;15;3;1
DE717;15;4;1
DE717;15;5;1
DE717;15;6;1
DE717;15;7;1
DE717;15;8;0
DE717;15;9;0
DE717;16;1;0
DE717;16;2;1
DE717;16;3;1
DE717;16;4;0
DE717;16;5;1
DE717;16;6;1
DE717;16;7;1
DE717;16;8;0
DE717;16;9;0
DE717;17;1;0
DE717;17;2;0
DE717;17;3;0
DE717;17;4;0
DE717;17;5;0
DE717;17;6;0
DE717;17;7;1
DE717;17;8;0
DE717;17;9;0
DE717;18;1;0
DE717;18;2;0
DE717;18;3;0
DE717;18;4;0
DE717;18;5;0
DE717;18;6;0
DE717;18;7;0
DE717;18;8;0
DE717;18;9;0
DE717;19;1;0
DE717;19;2;0
DE717;19;3;0
DE717;19;4;0
DE717;19;5;0
DE717;19;6;0
DE717;19;7;0
DE717;19;8;0
DE717;19;9;0
DE717;20;1;0
DE717;20;2;0
DE717;20;3;0
DE717;20;4;0
DE717;20;5;0
DE717;20;6;0
DE717;20;7;0
DE717;20;8;0
DE717;20;9;0
DE717;21;1;0
DE717;21;2;1
DE717;21;3;1
DE717;21;4;1
DE717;21;5;1
DE717;21;6;1
DE717;21;7;2
DE717;21;8;0
DE717;21;9;0
DE718;1;1;22
DE718;1;2;69
DE718;1;3;66
DE718;1;4;55
DE718;1;5;71
DE718;1;6;81
DE718;1;7;136
DE718;1;8;10
DE718;1;9;3
DE718;2;1;6
DE718;2;2;20
DE718;2;3;19
DE718;2;4;16
DE718;2;5;21
DE718;2;6;24
DE718;2;7;40
DE718;2;8;3
DE718;2;9;1
DE718;3;1;1
DE718;3;2;3
DE718;3;3;3
DE718;3;4;2
DE718;3;5;3
DE718;3;6;3
DE718;3;7;6
DE718;3;8;0
DE718;3;9;0
DE718;4;1;1
DE718;4;2;2
DE718;4;3;2
DE718;4;4;2
DE718;4;5;2
DE718;4;6;2
DE718;4;7;4
DE718;4;8;0
DE718;4;9;0
DE718;5;1;0
DE718;5;2;1
DE718;5;3;1
DE718;5;4;1
DE718;5;5;1
DE718;5;6;1
DE718;5;7;2
DE718;5;8;0
DE718;5;9;0
DE718;6;1;0
DE718;6;2;1
DE718;6;3;1
DE718;6;4;1
DE718;6;5;1
DE718;6;6;1
DE718;6;7;2
DE718;6;8;0
DE718;6;9;0
DE718;7;1;0
DE718;7;2;1
DE718;7;3;1
DE718;7;4;0
DE718;7;5;1
DE718;7;6;1
DE718;7;7;1
DE718;7;8;0
DE718;7;9;0
DE718;8;1;0
DE718;8;2;0
DE718;8;3;0
DE718;8;4;0
DE718;8;5;0
DE718;8;6;0
DE718;8;7;1
DE718;8;8;0
DE718;8;9;0
DE718;9;1;0
DE718;9;2;0
DE718;9;3;0
DE718;9;4;0
DE718;9;5;0
DE718;9;6;0
DE718;9;7;1
DE718;9;8;0
DE718;9;9;0
DE718;10;1;0
DE718;10;2;0
DE718;10;3;0
DE718;10;4;0
DE718;10;5;0
DE718;10;6;0
DE718;10;7;1
DE718;10;8;0
DE718;10;9;0
DE718;11;1;0
DE718;11;2;0
DE718;11;3;0
DE718;11;4;0
DE718;11;5;0
DE718;11;6;0
DE718;11;7;0
DE718;11;8;0
DE718;11;9;0
DE718;12;1;0
DE718;12;2;0
DE718;12;3;0
DE718;12;4;0
DE718;12;5;0
DE718;12;6;0
DE718;12;7;0
DE718;12;8;0
DE718;12;9;0
DE718;13;1;0
DE718;13;2;0
DE718;13;3;0
DE718;13;4;0
DE718;13;5;0
DE718;13;6;0
DE718;13;7;0
DE718;13;8;0
DE718;13;9;0
DE718;14;1;0
DE718;14;2;0
DE718;14;3;0
DE718;14;4;0
DE718;14;5;0
DE718;14;6;0
DE718;14;7;0
DE718;14;8;0
DE718;14;9;0
DE718;15;1;0
DE718;15;2;0
DE718;15;3;0
DE718;15;4;0
DE718;15;5;0
DE718;15;6;0
DE718;15;7;0
DE718;15;8;0
DE718;15;9;0
DE718;16;1;0
DE718;16;2;0
DE718;16;3;0
DE718;16;4;0
DE718;16;5;0
DE718;16;6;0
DE718;16;7;0
DE718;16;8;0
DE718;16;9;0
DE718;17;1;0
DE718;17;2;0
DE718;17;3;0
DE718;17;4;0
DE718;17;5;0
DE718;17;6;0
DE718;17;7;0
DE718;17;8;0
DE718;17;9;0
DE718;18;1;0
DE718;18;2;0
DE718;18;3;0
DE718;18;4;0
DE718;18;5;0
DE718;18;6;0
DE718;18;7;0
DE718;18;8;0
DE718;18;9;0
DE718;19;1;0
DE718;19;2;0
DE718;19;3;0
DE718;19;4;0
DE718;19;5;0
DE718;19;6;0
DE718;19;7;0
DE718;19;8;0
DE718;19;9;0
DE718;20;1;0
DE718;20;2;0
DE718;20;3;0
DE718;20;4;0
DE718;20;5;0
DE718;20;6;0
DE718;20;7;0
DE718;20;8;0
DE718;20;9;0
DE718;21;1;0
DE718;21;2;0
DE718;21;3;0
DE718;21;4;0
DE718;21;5;0
DE718;21;6;0
DE718;21;7;0
DE718;21;8;0
DE718;21;9;0
DE719;1;1;65
DE719;1;2;206
DE719;1;3;199
DE719;1;4;166
DE719;1;5;214
DE719;1;6;244
DE719;1;7;408
DE719;1;8;31
DE719;1;9;9
DE719;2;1;33
DE719;2;2;105
DE719;2;3;102
DE719;2;4;85
DE719;2;5;110
DE719;2;6;124
DE719;2;7;208
DE719;2;8;16
DE719;2;9;5
DE719;3;1;7
DE719;3;2;23
DE719;3;3;22
DE719;3;4;19
DE719;3;5;24
DE719;3;6;27
DE719;3;7;46
DE719;3;8;4
DE719;3;9;1
DE719;4;1;5
DE719;4;2;15
DE719;4;3;14
DE719;4;4;12
DE719;4;5;16
DE719;4;6;18
DE719;4;7;30
DE719;4;8;2
DE719;4;9;1
DE719;5;1;3
DE719;5;2;10
DE719;5;3;9
DE719;5;4;8
DE719;5;5;10
DE719;5;6;12
DE719;5;7;19
DE719;5;8;1
DE719;5;9;0
DE719;6;1;2
DE719;6;2;7
DE719;6;3;7
DE719;6;4;6
DE719;6;5;7
DE719;6;6;8
DE719;6;7;14
DE719;6;8;1
DE719;6;9;0
DE719;7;1;2
DE719;7;2;5
DE719;7;3;5
DE719;7;4;4
DE719;7;5;5
DE719;7;6;6
DE719;7;7;10
DE719;7;8;1
DE719;7;9;0
DE719;8;1;1
DE719;8;2;3
DE719;8;3;3
DE719;8;4;2
DE719;8;5;3
DE719;8;6;4
DE719;8;7;6
DE719;8;8;0
DE719;8;9;0
DE719;9;1;1
DE719;9;2;2
DE719;9;3;2
DE719;9;4;2
DE719;9;5;3
DE719;9;6;3
DE719;9;7;5
DE719;9;8;0
DE719;9;9;0
DE719;10;1;1
DE719;10;2;2
DE719;10;3;2
DE719;10;4;2
DE719;10;5;2
DE719;10;6;2
DE719;10;7;4
DE719;10;8;0
DE719;10;9;0
DE719;11;1;1
DE719;11;2;2
DE719;11;3;2
DE719;11;4;1
DE719;11;5;2
DE719;11;6;2
DE719;11;7;3
DE719;11;8;0
DE719;11;9;0
DE719;12;1;0
DE719;12;2;1
DE719;12;3;1
DE719;12;4;1
DE719;12;5;1
DE719;12;6;1
DE719;12;7;2
DE719;12;8;0
DE719;12;9;0
DE719;13;1;0
DE719;13;2;1
DE719;13;3;1
DE719;13;4;1
DE719;13;5;1
DE719;13;6;1
DE719;13;7;2
DE719;13;8;0
DE719;13;9;0
DE719;14;1;0
DE719;14;2;1
DE719;14;3;1
DE719;14;4;1
DE719;14;5;1
DE719;14;6;1
DE719;14;7;1
DE719;14;8;0
DE719;14;9;0
DE719;15;1;0
DE719;15;2;0
DE719;15;3;0
DE719;15;4;0
DE719;15;5;0
DE719;15;6;0
DE719;15;7;1
DE719;15;8;0
DE719;15;9;0
DE719;16;1;0
DE719;16;2;0
DE719;16;3;0
DE719;16;4;0
DE719;16;5;0
DE719;16;6;0
DE719;16;7;1
DE719;16;8;0
DE719;16;9;0
DE719;17;1;0
DE719;17;2;0
DE719;17;3;0
DE719;17;4;0
DE719;17;5;0
DE719;17;6;0
DE719;17;7;0
DE719;17;8;0
DE719;17;9;0
DE719;18;1;0
DE719;18;2;0
DE719;18;3;0
DE719;18;4;0
DE719;18;5;0
DE719;18;6;0
DE719;18;7;0
DE719;18;8;0
DE719;18;9;0
DE719;19;1;0
DE719;19;2;0
DE719;19;3;0
DE719;19;4;0
DE719;19;5;0
DE719;19;6;0
DE719;19;7;0
DE719;19;8;0
DE719;19;9;0
DE719;20;1;0
DE719;20;2;0
DE719;20;3;0
DE719;20;4;0
DE719;20;5;0
DE719;20;6;0
DE719;20;7;0
DE719;20;8;0
DE719;20;9;0
DE719;21;1;0
DE719;21;2;0
DE719;21;3;0
DE719;21;4;0
DE719;21;5;0
DE719;21;6;0
DE719;21;7;1
DE719;21;8;0
DE719;21;9;0
DE71A;1;1;28
DE71A;1;2;89
DE71A;1;3;86
DE71A;1;4;72
DE71A;1;5;93
DE71A;1;6;106
DE71A;1;7;177
DE71A;1;8;14
DE71A;1;9;4
DE71A;2;1;15
DE71A;2;2;46
DE71A;2;3;45
DE71A;2;4;37
DE71A;2;5;48
DE71A;2;6;55
DE71A;2;7;92
DE71A;2;8;7
DE71A;2;9;2
DE71A;3;1;2
DE71A;3;2;7
DE71A;3;3;7
DE71A;3;4;6
DE71A;3;5;7
DE71A;3;6;8
DE71A;3;7;14
DE71A;3;8;1
DE71A;3;9;0
DE71A;4;1;1
DE71A;4;2;5
DE71A;4;3;4
DE71A;4;4;4
DE71A;4;5;5
DE71A;4;6;5
DE71A;4;7;9
DE71A;4;8;1
DE71A;4;9;0
DE71A;5;1;1
DE71A;5;2;3
DE71A;5;3;3
DE71A;5;4;2
DE71A;5;5;3
DE71A;5;6;3
DE71A;5;7;6
DE71A;5;8;0
DE71A;5;9;0
DE71A;6;1;1
DE71A;6;2;2
DE71A;6;3;2
DE71A;6;4;2
DE71A;6;5;2
DE71A;6;6;3
DE71A;6;7;4
DE71A;6;8;0
DE71A;6;9;0
DE71A;7;1;0
DE71A;7;2;1
DE71A;7;3;1
DE71A;7;4;1
DE71A;7;5;2
DE71A;7;6;2
DE71A;7;7;3
DE71A;7;8;0
DE71A;7;9;0
DE71A;8;1;0
DE71A;8;2;1
DE71A;8;3;1
DE71A;8;4;1
DE71A;8;5;1
DE71A;8;6;1
DE71A;8;7;2
DE71A;8;8;0
DE71A;8;9;0
DE71A;9;1;0
DE71A;9;2;1
DE71A;9;3;1
DE71A;9;4;1
DE71A;9;5;1
DE71A;9;6;1
DE71A;9;7;1
DE71A;9;8;0
DE71A;9;9;0
DE71A;10;1;0
DE71A;10;2;1
DE71A;10;3;1
DE71A;10;4;0
DE71A;10;5;1
DE71A;10;6;1
DE71A;10;7;1
DE71A;10;8;0
DE71A;10;9;0
DE71A;11;1;0
DE71A;11;2;1
DE71A;11;3;1
DE71A;11;4;0
DE71A;11;5;1
DE71A;11;6;1
DE71A;11;7;1
DE71A;11;8;0
DE71A;11;9;0
DE71A;12;1;0
DE71A;12;2;0
DE71A;12;3;0
DE71A;12;4;0
DE71A;12;5;0
DE71A;12;6;0
DE71A;12;7;1
DE71A;12;8;0
DE71A;12;9;0
DE71A;13;1;0
DE71A;13;2;0
DE71A;13;3;0
DE71A;13;4;0
DE71A;13;5;0
DE71A;13;6;0
DE71A;13;7;1
DE71A;13;8;0
DE71A;13;9;0
DE71A;14;1;0
DE71A;14;2;0
DE71A;14;3;0
DE71A;14;4;0
DE71A;14;5;0
DE71A;14;6;0
DE71A;14;7;0
DE71A;14;8;0
DE71A;14;9;0
DE71A;15;1;0
DE71A;15;2;0
DE71A;15;3;0
DE71A;15;4;0
DE71A;15;5;0
DE71A;15;6;0
DE71A;15;7;0
DE71A;15;8;0
DE71A;15;9;0
DE71A;16;1;0
DE71A;16;2;0
DE71A;16;3;0
DE71A;16;4;0
DE71A;16;5;0
DE71A;16;6;0
DE71A;16;7;0
DE71A;16;8;0
DE71A;16;9;0
DE71A;17;1;0
DE71A;17;2;0
DE71A;17;3;0
DE71A;17;4;0
DE71A;17;5;0
DE71A;17;6;0
DE71A;17;7;0
DE71A;17;8;0
DE71A;17;9;0
DE71A;18;1;0
DE71A;18;2;0
DE71A;18;3;0
DE71A;18;4;0
DE71A;18;5;0
DE71A;18;6;0
DE71A;18;7;0
DE71A;18;8;0
DE71A;18;9;0
DE71A;19;1;0
DE71A;19;2;0
DE71A;19;3;0
DE71A;19;4;0
DE71A;19;5;0
DE71A;19;6;0
DE71A;19;7;0
DE71A;19;8;0
DE71A;19;9;0
DE71A;20;1;0
DE71A;20;2;0
DE71A;20;3;0
DE71A;20;4;0
DE71A;20;5;0
DE71A;20;6;0
DE71A;20;7;0
DE71A;20;8;0
DE71A;20;9;0
DE71A;21;1;0
DE71A;21;2;0
DE71A;21;3;0
DE71A;21;4;0
DE71A;21;5;0
DE71A;21;6;0
DE71A;21;7;0
DE71A;21;8;0
DE71A;21;9;0
DE71B;1;1;0
DE71B;1;2;0
DE71B;1;3;0
DE71B;1;4;0
DE71B;1;5;0
DE71B;1;6;0
DE71B;1;7;0
DE71B;1;8;0
DE71B;1;9;0
DE71B;2;1;3
DE71B;2;2;9
DE71B;2;3;9
DE71B;2;4;7
DE71B;2;5;9
DE71B;2;6;11
DE71B;2;7;18
DE71B;2;8;1
DE71B;2;9;0
DE71B;3;1;0
DE71B;3;2;0
DE71B;3;3;0
DE71B;3;4;0
DE71B;3;5;0
DE71B;3;6;0
DE71B;3;7;0
DE71B;3;8;0
DE71B;3;9;0
DE71B;4;1;0
DE71B;4;2;0
DE71B;4;3;0
DE71B;4;4;0
DE71B;4;5;0
DE71B;4;6;0
DE71B;4;7;0
DE71B;4;8;0
DE71B;4;9;0
DE71B;5;1;0
DE71B;5;2;0
DE71B;5;3;0
DE71B;5;4;0
DE71B;5;5;0
DE71B;5;6;0
DE71B;5;7;0
DE71B;5;8;0
DE71B;5;9;0
DE71B;6;1;0
DE71B;6;2;0
DE71B;6;3;0
DE71B;6;4;0
DE71B;6;5;0
DE71B;6;6;0
DE71B;6;7;0
DE71B;6;8;0
DE71B;6;9;0
DE71B;7;1;0
DE71B;7;2;0
DE71B;7;3;0
DE71B;7;4;0
DE71B;7;5;0
DE71B;7;6;0
DE71B;7;7;0
DE71B;7;8;0
DE71B;7;9;0
DE71B;8;1;0
DE71B;8;2;0
DE71B;8;3;0
DE71B;8;4;0
DE71B;8;5;0
DE71B;8;6;0
DE71B;8;7;0
DE71B;8;8;0
DE71B;8;9;0
DE71B;9;1;0
DE71B;9;2;0
DE71B;9;3;0
DE71B;9;4;0
DE71B;9;5;0
DE71B;9;6;0
DE71B;9;7;0
DE71B;9;8;0
DE71B;9;9;0
DE71B;10;1;0
DE71B;10;2;0
DE71B;10;3;0
DE71B;10;4;0
DE71B;10;5;0
DE71B;10;6;0
DE71B;10;7;0
DE71B;10;8;0
DE71B;10;9;0
DE71B;11;1;0
DE71B;11;2;0
DE71B;11;3;0
DE71B;11;4;0
DE71B;11;5;0
DE71B;11;6;0
DE71B;11;7;0
DE71B;11;8;0
DE71B;11;9;0
DE71B;12;1;0
DE71B;12;2;0
DE71B;12;3;0
DE71B;12;4;0
DE71B;12;5;0
DE71B;12;6;0
DE71B;12;7;0
DE71B;12;8;0
DE71B;12;9;0
DE71B;13;1;0
DE71B;13;2;0
DE71B;13;3;0
DE71B;13;4;0
DE71B;13;5;0
DE71B;13;6;0
DE71B;13;7;0
DE71B;13;8;0
DE71B;13;9;0
DE71B;14;1;0
DE71B;14;2;0
DE71B;14;3;0
DE71B;14;4;0
DE71B;14;5;0
DE71B;14;6;0
DE71B;14;7;0
DE71B;14;8;0
DE71B;14;9;0
DE71B;15;1;0
DE71B;15;2;0
DE71B;15;3;0
DE71B;15;4;0
DE71B;15;5;0
DE71B;15;6;0
DE71B;15;7;0
DE71B;15;8;0
DE71B;15;9;0
DE71B;16;1;0
DE71B;16;2;0
DE71B;16;3;0
DE71B;16;4;0
DE71B;16;5;0
DE71B;16;6;0
DE71B;16;7;0
DE71B;16;8;0
DE71B;16;9;0
DE71B;17;1;0
DE71B;17;2;0
DE71B;17;3;0
DE71B;17;4;0
DE71B;17;5;0
DE71B;17;6;0
DE71B;17;7;0
DE71B;17;8;0
DE71B;17;9;0
DE71B;18;1;0
DE71B;18;2;0
DE71B;18;3;0
DE71B;18;4;0
DE71B;18;5;0
DE71B;18;6;0
DE71B;18;7;0
DE71B;18;8;0
DE71B;18;9;0
DE71B;19;1;0
DE71B;19;2;0
DE71B;19;3;0
DE71B;19;4;0
DE71B;19;5;0
DE71B;19;6;0
DE71B;19;7;0
DE71B;19;8;0
DE71B;19;9;0
DE71B;20;1;0
DE71B;20;2;0
DE71B;20;3;0
DE71B;20;4;0
DE71B;20;5;0
DE71B;20;6;0
DE71B;20;7;0
DE71B;20;8;0
DE71B;20;9;0
DE71B;21;1;0
DE71B;21;2;0
DE71B;21;3;0
DE71B;21;4;0
DE71B;21;5;0
DE71B;21;6;0
DE71B;21;7;0
DE71B;21;8;0
DE71B;21;9;0
DE71C;1;1;51
DE71C;1;2;162
DE71C;1;3;156
DE71C;1;4;130
DE71C;1;5;168
DE71C;1;6;191
DE71C;1;7;321
DE71C;1;8;25
DE71C;1;9;7
DE71C;2;1;23
DE71C;2;2;72
DE71C;2;3;69
DE71C;2;4;58
DE71C;2;5;75
DE71C;2;6;85
DE71C;2;7;142
DE71C;2;8;11
DE71C;2;9;3
DE71C;3;1;6
DE71C;3;2;19
DE71C;3;3;18
DE71C;3;4;15
DE71C;3;5;20
DE71C;3;6;23
DE71C;3;7;38
DE71C;3;8;3
DE71C;3;9;1
DE71C;4;1;4
DE71C;4;2;12
DE71C;4;3;12
DE71C;4;4;10
DE71C;4;5;13
DE71C;4;6;15
DE71C;4;7;25
DE71C;4;8;2
DE71C;4;9;1
DE71C;5;1;3
DE71C;5;2;8
DE71C;5;3;8
DE71C;5;4;6
DE71C;5;5;8
DE71C;5;6;9
DE71C;5;7;16
DE71C;5;8;1
DE71C;5;9;0
DE71C;6;1;2
DE71C;6;2;6
DE71C;6;3;6
DE71C;6;4;5
DE71C;6;5;6
DE71C;6;6;7
DE71C;6;7;11
DE71C;6;8;1
DE71C;6;9;0
DE71C;7;1;1
DE71C;7;2;4
DE71C;7;3;4
DE71C;7;4;3
DE71C;7;5;4
DE71C;7;6;5
DE71C;7;7;8
DE71C;7;8;1
DE71C;7;9;0
DE71C;8;1;1
DE71C;8;2;3
DE71C;8;3;2
DE71C;8;4;2
DE71C;8;5;3
DE71C;8;6;3
DE71C;8;7;5
DE71C;8;8;0
DE71C;8;9;0
DE71C;9;1;1
DE71C;9;2;2
DE71C;9;3;2
DE71C;9;4;2
DE71C;9;5;2
DE71C;9;6;2
DE71C;9;7;4
DE71C;9;8;0
DE71C;9;9;0
DE71C;10;1;1
DE71C;10;2;2
DE71C;10;3;2
DE71C;10;4;1
DE71C;10;5;2
DE71C;10;6;2
DE71C;10;7;3
DE71C;10;8;0
DE71C;10;9;0
DE71C;11;1;0
DE71C;11;2;1
DE71C;11;3;1
DE71C;11;4;1
DE71C;11;5;1
DE71C;11;6;2
DE71C;11;7;3
DE71C;11;8;0
DE71C;11;9;0
DE71C;12;1;0
DE71C;12;2;1
DE71C;12;3;1
DE71C;12;4;1
DE71C;12;5;1
DE71C;12;6;1
DE71C;12;7;2
DE71C;12;8;0
DE71C;12;9;0
DE71C;13;1;0
DE71C;13;2;1
DE71C;13;3;1
DE71C;13;4;1
DE71C;13;5;1
DE71C;13;6;1
DE71C;13;7;2
DE71C;13;8;0
DE71C;13;9;0
DE71C;14;1;0
DE71C;14;2;1
DE71C;14;3;1
DE71C;14;4;0
DE71C;14;5;1
DE71C;14;6;1
DE71C;14;7;1
DE71C;14;8;0
DE71C;14;9;0
DE71C;15;1;0
DE71C;15;2;0
DE71C;15;3;0
DE71C;15;4;0
DE71C;15;5;0
DE71C;15;6;0
DE71C;15;7;1
DE71C;15;8;0
DE71C;15;9;0
DE71C;16;1;0
DE71C;16;2;0
DE71C;16;3;0
DE71C;16;4;0
DE71C;16;5;0
DE71C;16;6;0
DE71C;16;7;1
DE71C;16;8;0
DE71C;16;9;0
DE71C;17;1;0
DE71C;17;2;0
DE71C;17;3;0
DE71C;17;4;0
DE71C;17;5;0
DE71C;17;6;0
DE71C;17;7;0
DE71C;17;8;0
DE71C;17;9;0
DE71C;18;1;0
DE71C;18;2;0
DE71C;18;3;0
DE71C;18;4;0
DE71C;18;5;0
DE71C;18;6;0
DE71C;18;7;0
DE71C;18;8;0
DE71C;18;9;0
DE71C;19;1;0
DE71C;19;2;0
DE71C;19;3;0
DE71C;19;4;0
DE71C;19;5;0
DE71C;19;6;0
DE71C;19;7;0
DE71C;19;8;0
DE71C;19;9;0
DE71C;20;1;0
DE71C;20;2;0
DE71C;20;3;0
DE71C;20;4;0
DE71C;20;5;0
DE71C;20;6;0
DE71C;20;7;0
DE71C;20;8;0
DE71C;20;9;0
DE71C;21;1;0
DE71C;21;2;0
DE71C;21;3;0
DE71C;21;4;0
DE71C;21;5;0
DE71C;21;6;0
DE71C;21;7;1
DE71C;21;8;0
DE71C;21;9;0
DE71D;1;1;0
DE71D;1;2;0
DE71D;1;3;0
DE71D;1;4;0
DE71D;1;5;0
DE71D;1;6;0
DE71D;1;7;0
DE71D;1;8;0
DE71D;1;9;0
DE71D;2;1;5
