BE_NUTS3;FT_ENTF21;NULAGX;FT_I
DE25C;16;7;0
DE25C;16;8;0
DE25C;16;9;0
DE25C;17;1;0
DE25C;17;2;0
DE25C;17;3;0
DE25C;17;4;0
DE25C;17;5;0
DE25C;17;6;0
DE25C;17;7;0
DE25C;17;8;0
DE25C;17;9;0
DE25C;18;1;0
DE25C;18;2;0
DE25C;18;3;0
DE25C;18;4;0
DE25C;18;5;0
DE25C;18;6;0
DE25C;18;7;0
DE25C;18;8;0
DE25C;18;9;0
DE25C;19;1;0
DE25C;19;2;0
DE25C;19;3;0
DE25C;19;4;0
DE25C;19;5;0
DE25C;19;6;0
DE25C;19;7;0
DE25C;19;8;0
DE25C;19;9;0
DE25C;20;1;0
DE25C;20;2;0
DE25C;20;3;0
DE25C;20;4;0
DE25C;20;5;0
DE25C;20;6;0
DE25C;20;7;0
DE25C;20;8;0
DE25C;20;9;0
DE25C;21;1;0
DE25C;21;2;0
DE25C;21;3;0
DE25C;21;4;0
DE25C;21;5;0
DE25C;21;6;0
DE25C;21;7;0
DE25C;21;8;0
DE25C;21;9;0
DE261;1;1;17
DE261;1;2;54
DE261;1;3;52
DE261;1;4;44
DE261;1;5;56
DE261;1;6;64
DE261;1;7;107
DE261;1;8;8
DE261;1;9;2
DE261;2;1;9
DE261;2;2;29
DE261;2;3;28
DE261;2;4;23
DE261;2;5;30
DE261;2;6;34
DE261;2;7;57
DE261;2;8;4
DE261;2;9;1
DE261;3;1;4
DE261;3;2;12
DE261;3;3;11
DE261;3;4;9
DE261;3;5;12
DE261;3;6;14
DE261;3;7;23
DE261;3;8;2
DE261;3;9;1
DE261;4;1;2
DE261;4;2;7
DE261;4;3;7
DE261;4;4;6
DE261;4;5;8
DE261;4;6;9
DE261;4;7;15
DE261;4;8;1
DE261;4;9;0
DE261;5;1;2
DE261;5;2;5
DE261;5;3;5
DE261;5;4;4
DE261;5;5;5
DE261;5;6;6
DE261;5;7;10
DE261;5;8;1
DE261;5;9;0
DE261;6;1;1
DE261;6;2;3
DE261;6;3;3
DE261;6;4;3
DE261;6;5;4
DE261;6;6;4
DE261;6;7;7
DE261;6;8;1
DE261;6;9;0
DE261;7;1;1
DE261;7;2;2
DE261;7;3;2
DE261;7;4;2
DE261;7;5;3
DE261;7;6;3
DE261;7;7;5
DE261;7;8;0
DE261;7;9;0
DE261;8;1;1
DE261;8;2;2
DE261;8;3;2
DE261;8;4;1
DE261;8;5;2
DE261;8;6;2
DE261;8;7;3
DE261;8;8;0
DE261;8;9;0
DE261;9;1;0
DE261;9;2;1
DE261;9;3;1
DE261;9;4;1
DE261;9;5;1
DE261;9;6;1
DE261;9;7;2
DE261;9;8;0
DE261;9;9;0
DE261;10;1;0
DE261;10;2;1
DE261;10;3;1
DE261;10;4;1
DE261;10;5;1
DE261;10;6;1
DE261;10;7;2
DE261;10;8;0
DE261;10;9;0
DE261;11;1;0
DE261;11;2;1
DE261;11;3;1
DE261;11;4;1
DE261;11;5;1
DE261;11;6;1
DE261;11;7;2
DE261;11;8;0
DE261;11;9;0
DE261;12;1;0
DE261;12;2;1
DE261;12;3;1
DE261;12;4;1
DE261;12;5;1
DE261;12;6;1
DE261;12;7;1
DE261;12;8;0
DE261;12;9;0
DE261;13;1;0
DE261;13;2;0
DE261;13;3;0
DE261;13;4;0
DE261;13;5;0
DE261;13;6;0
DE261;13;7;1
DE261;13;8;0
DE261;13;9;0
DE261;14;1;0
DE261;14;2;0
DE261;14;3;0
DE261;14;4;0
DE261;14;5;0
DE261;14;6;0
DE261;14;7;1
DE261;14;8;0
DE261;14;9;0
DE261;15;1;0
DE261;15;2;0
DE261;15;3;0
DE261;15;4;0
DE261;15;5;0
DE261;15;6;0
DE261;15;7;0
DE261;15;8;0
DE261;15;9;0
DE261;16;1;0
DE261;16;2;0
DE261;16;3;0
DE261;16;4;0
DE261;16;5;0
DE261;16;6;0
DE261;16;7;0
DE261;16;8;0
DE261;16;9;0
DE261;17;1;0
DE261;17;2;0
DE261;17;3;0
DE261;17;4;0
DE261;17;5;0
DE261;17;6;0
DE261;17;7;0
DE261;17;8;0
DE261;17;9;0
DE261;18;1;0
DE261;18;2;0
DE261;18;3;0
DE261;18;4;0
DE261;18;5;0
DE261;18;6;0
DE261;18;7;0
DE261;18;8;0
DE261;18;9;0
DE261;19;1;0
DE261;19;2;0
DE261;19;3;0
DE261;19;4;0
DE261;19;5;0
DE261;19;6;0
DE261;19;7;0
DE261;19;8;0
DE261;19;9;0
DE261;20;1;0
DE261;20;2;0
DE261;20;3;0
DE261;20;4;0
DE261;20;5;0
DE261;20;6;0
DE261;20;7;0
DE261;20;8;0
DE261;20;9;0
DE261;21;1;0
DE261;21;2;0
DE261;21;3;0
DE261;21;4;0
DE261;21;5;0
DE261;21;6;0
DE261;21;7;1
DE261;21;8;0
DE261;21;9;0
DE262;1;1;11
DE262;1;2;34
DE262;1;3;33
DE262;1;4;28
DE262;1;5;36
DE262;1;6;41
DE262;1;7;68
DE262;1;8;5
DE262;1;9;2
DE262;2;1;6
DE262;2;2;20
DE262;2;3;19
DE262;2;4;16
DE262;2;5;21
DE262;2;6;24
DE262;2;7;40
DE262;2;8;3
DE262;2;9;1
DE262;3;1;3
DE262;3;2;8
DE262;3;3;8
DE262;3;4;6
DE262;3;5;8
DE262;3;6;9
DE262;3;7;16
DE262;3;8;1
DE262;3;9;0
DE262;4;1;2
DE262;4;2;5
DE262;4;3;5
DE262;4;4;4
DE262;4;5;5
DE262;4;6;6
DE262;4;7;10
DE262;4;8;1
DE262;4;9;0
DE262;5;1;1
DE262;5;2;3
DE262;5;3;3
DE262;5;4;3
DE262;5;5;3
DE262;5;6;4
DE262;5;7;7
DE262;5;8;1
DE262;5;9;0
DE262;6;1;1
DE262;6;2;2
DE262;6;3;2
DE262;6;4;2
DE262;6;5;3
DE262;6;6;3
DE262;6;7;5
DE262;6;8;0
DE262;6;9;0
DE262;7;1;1
DE262;7;2;2
DE262;7;3;2
DE262;7;4;1
DE262;7;5;2
DE262;7;6;2
DE262;7;7;3
DE262;7;8;0
DE262;7;9;0
DE262;8;1;0
DE262;8;2;1
DE262;8;3;1
DE262;8;4;1
DE262;8;5;1
DE262;8;6;1
DE262;8;7;2
DE262;8;8;0
DE262;8;9;0
DE262;9;1;0
DE262;9;2;1
DE262;9;3;1
DE262;9;4;1
DE262;9;5;1
DE262;9;6;1
DE262;9;7;2
DE262;9;8;0
DE262;9;9;0
DE262;10;1;0
DE262;10;2;1
DE262;10;3;1
DE262;10;4;1
DE262;10;5;1
DE262;10;6;1
DE262;10;7;1
DE262;10;8;0
DE262;10;9;0
DE262;11;1;0
DE262;11;2;1
DE262;11;3;1
DE262;11;4;0
DE262;11;5;1
DE262;11;6;1
DE262;11;7;1
DE262;11;8;0
DE262;11;9;0
DE262;12;1;0
DE262;12;2;0
DE262;12;3;0
DE262;12;4;0
DE262;12;5;0
DE262;12;6;0
DE262;12;7;1
DE262;12;8;0
DE262;12;9;0
DE262;13;1;0
DE262;13;2;0
DE262;13;3;0
DE262;13;4;0
DE262;13;5;0
DE262;13;6;0
DE262;13;7;1
DE262;13;8;0
DE262;13;9;0
DE262;14;1;0
DE262;14;2;0
DE262;14;3;0
DE262;14;4;0
DE262;14;5;0
DE262;14;6;0
DE262;14;7;1
DE262;14;8;0
DE262;14;9;0
DE262;15;1;0
DE262;15;2;0
DE262;15;3;0
DE262;15;4;0
DE262;15;5;0
DE262;15;6;0
DE262;15;7;0
DE262;15;8;0
DE262;15;9;0
DE262;16;1;0
DE262;16;2;0
DE262;16;3;0
DE262;16;4;0
DE262;16;5;0
DE262;16;6;0
DE262;16;7;0
DE262;16;8;0
DE262;16;9;0
DE262;17;1;0
DE262;17;2;0
DE262;17;3;0
DE262;17;4;0
DE262;17;5;0
DE262;17;6;0
DE262;17;7;0
DE262;17;8;0
DE262;17;9;0
DE262;18;1;0
DE262;18;2;0
DE262;18;3;0
DE262;18;4;0
DE262;18;5;0
DE262;18;6;0
DE262;18;7;0
DE262;18;8;0
DE262;18;9;0
DE262;19;1;0
DE262;19;2;0
DE262;19;3;0
DE262;19;4;0
DE262;19;5;0
DE262;19;6;0
DE262;19;7;0
DE262;19;8;0
DE262;19;9;0
DE262;20;1;0
DE262;20;2;0
DE262;20;3;0
DE262;20;4;0
DE262;20;5;0
DE262;20;6;0
DE262;20;7;0
DE262;20;8;0
DE262;20;9;0
DE262;21;1;0
DE262;21;2;0
DE262;21;3;0
DE262;21;4;0
DE262;21;5;0
DE262;21;6;0
DE262;21;7;0
DE262;21;8;0
DE262;21;9;0
DE263;1;1;21
DE263;1;2;65
DE263;1;3;63
DE263;1;4;53
DE263;1;5;68
DE263;1;6;77
DE263;1;7;130
DE263;1;8;10
DE263;1;9;3
DE263;2;1;10
DE263;2;2;33
DE263;2;3;32
DE263;2;4;27
DE263;2;5;34
DE263;2;6;39
DE263;2;7;66
DE263;2;8;5
DE263;2;9;1
DE263;3;1;3
DE263;3;2;9
DE263;3;3;9
DE263;3;4;8
DE263;3;5;10
DE263;3;6;11
DE263;3;7;19
DE263;3;8;1
DE263;3;9;0
DE263;4;1;2
DE263;4;2;6
DE263;4;3;6
DE263;4;4;5
DE263;4;5;6
DE263;4;6;7
DE263;4;7;12
DE263;4;8;1
DE263;4;9;0
DE263;5;1;1
DE263;5;2;4
DE263;5;3;4
DE263;5;4;3
DE263;5;5;4
DE263;5;6;5
DE263;5;7;8
DE263;5;8;1
DE263;5;9;0
DE263;6;1;1
DE263;6;2;3
DE263;6;3;3
DE263;6;4;2
DE263;6;5;3
DE263;6;6;3
DE263;6;7;6
DE263;6;8;0
DE263;6;9;0
DE263;7;1;1
DE263;7;2;2
DE263;7;3;2
DE263;7;4;2
DE263;7;5;2
DE263;7;6;2
DE263;7;7;4
DE263;7;8;0
DE263;7;9;0
DE263;8;1;0
DE263;8;2;1
DE263;8;3;1
DE263;8;4;1
DE263;8;5;1
DE263;8;6;1
DE263;8;7;2
DE263;8;8;0
DE263;8;9;0
DE263;9;1;0
DE263;9;2;1
DE263;9;3;1
DE263;9;4;1
DE263;9;5;1
DE263;9;6;1
DE263;9;7;2
DE263;9;8;0
DE263;9;9;0
DE263;10;1;0
DE263;10;2;1
DE263;10;3;1
DE263;10;4;1
DE263;10;5;1
DE263;10;6;1
DE263;10;7;2
DE263;10;8;0
DE263;10;9;0
DE263;11;1;0
DE263;11;2;1
DE263;11;3;1
DE263;11;4;1
DE263;11;5;1
DE263;11;6;1
DE263;11;7;1
DE263;11;8;0
DE263;11;9;0
DE263;12;1;0
DE263;12;2;1
DE263;12;3;1
DE263;12;4;0
DE263;12;5;1
DE263;12;6;1
DE263;12;7;1
DE263;12;8;0
DE263;12;9;0
DE263;13;1;0
DE263;13;2;0
DE263;13;3;0
DE263;13;4;0
DE263;13;5;0
DE263;13;6;0
DE263;13;7;1
DE263;13;8;0
DE263;13;9;0
DE263;14;1;0
DE263;14;2;0
DE263;14;3;0
DE263;14;4;0
DE263;14;5;0
DE263;14;6;0
DE263;14;7;1
DE263;14;8;0
DE263;14;9;0
DE263;15;1;0
DE263;15;2;0
DE263;15;3;0
DE263;15;4;0
DE263;15;5;0
DE263;15;6;0
DE263;15;7;0
DE263;15;8;0
DE263;15;9;0
DE263;16;1;0
DE263;16;2;0
DE263;16;3;0
DE263;16;4;0
DE263;16;5;0
DE263;16;6;0
DE263;16;7;0
DE263;16;8;0
DE263;16;9;0
DE263;17;1;0
DE263;17;2;0
DE263;17;3;0
DE263;17;4;0
DE263;17;5;0
DE263;17;6;0
DE263;17;7;0
DE263;17;8;0
DE263;17;9;0
DE263;18;1;0
DE263;18;2;0
DE263;18;3;0
DE263;18;4;0
DE263;18;5;0
DE263;18;6;0
DE263;18;7;0
DE263;18;8;0
DE263;18;9;0
DE263;19;1;0
DE263;19;2;0
DE263;19;3;0
DE263;19;4;0
DE263;19;5;0
DE263;19;6;0
DE263;19;7;0
DE263;19;8;0
DE263;19;9;0
DE263;20;1;0
DE263;20;2;0
DE263;20;3;0
DE263;20;4;0
DE263;20;5;0
DE263;20;6;0
DE263;20;7;0
DE263;20;8;0
DE263;20;9;0
DE263;21;1;0
DE263;21;2;0
DE263;21;3;0
DE263;21;4;0
DE263;21;5;0
DE263;21;6;0
DE263;21;7;0
DE263;21;8;0
DE263;21;9;0
DE264;1;1;28
DE264;1;2;87
DE264;1;3;84
DE264;1;4;70
DE264;1;5;91
DE264;1;6;103
DE264;1;7;172
DE264;1;8;13
DE264;1;9;4
DE264;2;1;15
DE264;2;2;46
DE264;2;3;45
DE264;2;4;37
DE264;2;5;48
DE264;2;6;55
DE264;2;7;92
DE264;2;8;7
DE264;2;9;2
DE264;3;1;5
DE264;3;2;16
DE264;3;3;15
DE264;3;4;13
DE264;3;5;16
DE264;3;6;19
DE264;3;7;31
DE264;3;8;2
DE264;3;9;1
DE264;4;1;3
DE264;4;2;10
DE264;4;3;10
DE264;4;4;8
DE264;4;5;11
DE264;4;6;12
DE264;4;7;20
DE264;4;8;2
DE264;4;9;0
DE264;5;1;2
DE264;5;2;7
DE264;5;3;6
DE264;5;4;5
DE264;5;5;7
DE264;5;6;8
DE264;5;7;13
DE264;5;8;1
DE264;5;9;0
DE264;6;1;2
DE264;6;2;5
DE264;6;3;5
DE264;6;4;4
DE264;6;5;5
DE264;6;6;6
DE264;6;7;10
DE264;6;8;1
DE264;6;9;0
DE264;7;1;1
DE264;7;2;3
DE264;7;3;3
DE264;7;4;3
DE264;7;5;3
DE264;7;6;4
DE264;7;7;6
DE264;7;8;0
DE264;7;9;0
DE264;8;1;1
DE264;8;2;2
DE264;8;3;2
DE264;8;4;2
DE264;8;5;2
DE264;8;6;3
DE264;8;7;4
DE264;8;8;0
DE264;8;9;0
DE264;9;1;1
DE264;9;2;2
DE264;9;3;2
DE264;9;4;1
DE264;9;5;2
DE264;9;6;2
DE264;9;7;3
DE264;9;8;0
DE264;9;9;0
DE264;10;1;0
DE264;10;2;1
DE264;10;3;1
DE264;10;4;1
DE264;10;5;1
DE264;10;6;2
DE264;10;7;3
DE264;10;8;0
DE264;10;9;0
DE264;11;1;0
DE264;11;2;1
DE264;11;3;1
DE264;11;4;1
DE264;11;5;1
DE264;11;6;1
DE264;11;7;2
DE264;11;8;0
DE264;11;9;0
DE264;12;1;0
DE264;12;2;1
DE264;12;3;1
DE264;12;4;1
DE264;12;5;1
DE264;12;6;1
DE264;12;7;2
DE264;12;8;0
DE264;12;9;0
DE264;13;1;0
DE264;13;2;1
DE264;13;3;1
DE264;13;4;1
DE264;13;5;1
DE264;13;6;1
DE264;13;7;1
DE264;13;8;0
DE264;13;9;0
DE264;14;1;0
DE264;14;2;0
DE264;14;3;0
DE264;14;4;0
DE264;14;5;0
DE264;14;6;0
DE264;14;7;1
DE264;14;8;0
DE264;14;9;0
DE264;15;1;0
DE264;15;2;0
DE264;15;3;0
DE264;15;4;0
DE264;15;5;0
DE264;15;6;0
DE264;15;7;1
DE264;15;8;0
DE264;15;9;0
DE264;16;1;0
DE264;16;2;0
DE264;16;3;0
DE264;16;4;0
DE264;16;5;0
DE264;16;6;0
DE264;16;7;0
DE264;16;8;0
DE264;16;9;0
DE264;17;1;0
DE264;17;2;0
DE264;17;3;0
DE264;17;4;0
DE264;17;5;0
DE264;17;6;0
DE264;17;7;0
DE264;17;8;0
DE264;17;9;0
DE264;18;1;0
DE264;18;2;0
DE264;18;3;0
DE264;18;4;0
DE264;18;5;0
DE264;18;6;0
DE264;18;7;0
DE264;18;8;0
DE264;18;9;0
DE264;19;1;0
DE264;19;2;0
DE264;19;3;0
DE264;19;4;0
DE264;19;5;0
DE264;19;6;0
DE264;19;7;0
DE264;19;8;0
DE264;19;9;0
DE264;20;1;0
DE264;20;2;0
DE264;20;3;0
DE264;20;4;0
DE264;20;5;0
DE264;20;6;0
DE264;20;7;0
DE264;20;8;0
DE264;20;9;0
DE264;21;1;0
DE264;21;2;0
DE264;21;3;0
DE264;21;4;0
DE264;21;5;0
DE264;21;6;0
DE264;21;7;1
DE264;21;8;0
DE264;21;9;0
DE265;1;1;19
DE265;1;2;60
DE265;1;3;58
DE265;1;4;48
DE265;1;5;63
DE265;1;6;71
DE265;1;7;119
DE265;1;8;9
DE265;1;9;3
DE265;2;1;7
DE265;2;2;23
DE265;2;3;22
DE265;2;4;18
DE265;2;5;24
DE265;2;6;27
DE265;2;7;45
DE265;2;8;3
DE265;2;9;1
DE265;3;1;3
DE265;3;2;9
DE265;3;3;8
DE265;3;4;7
DE265;3;5;9
DE265;3;6;10
DE265;3;7;17
DE265;3;8;1
DE265;3;9;0
DE265;4;1;2
DE265;4;2;5
DE265;4;3;5
DE265;4;4;4
DE265;4;5;6
DE265;4;6;6
DE265;4;7;11
DE265;4;8;1
DE265;4;9;0
DE265;5;1;1
DE265;5;2;4
DE265;5;3;3
DE265;5;4;3
DE265;5;5;4
DE265;5;6;4
DE265;5;7;7
DE265;5;8;1
DE265;5;9;0
DE265;6;1;1
DE265;6;2;3
DE265;6;3;2
DE265;6;4;2
DE265;6;5;3
DE265;6;6;3
DE265;6;7;5
DE265;6;8;0
DE265;6;9;0
DE265;7;1;1
DE265;7;2;2
DE265;7;3;2
DE265;7;4;1
DE265;7;5;2
DE265;7;6;2
DE265;7;7;3
DE265;7;8;0
DE265;7;9;0
DE265;8;1;0
DE265;8;2;1
DE265;8;3;1
DE265;8;4;1
DE265;8;5;1
DE265;8;6;1
DE265;8;7;2
DE265;8;8;0
DE265;8;9;0
DE265;9;1;0
DE265;9;2;1
DE265;9;3;1
DE265;9;4;1
DE265;9;5;1
DE265;9;6;1
DE265;9;7;2
DE265;9;8;0
DE265;9;9;0
DE265;10;1;0
DE265;10;2;1
DE265;10;3;1
DE265;10;4;1
DE265;10;5;1
DE265;10;6;1
DE265;10;7;1
DE265;10;8;0
DE265;10;9;0
DE265;11;1;0
DE265;11;2;1
DE265;11;3;1
DE265;11;4;0
DE265;11;5;1
DE265;11;6;1
DE265;11;7;1
DE265;11;8;0
DE265;11;9;0
DE265;12;1;0
DE265;12;2;0
DE265;12;3;0
DE265;12;4;0
DE265;12;5;0
DE265;12;6;0
DE265;12;7;1
DE265;12;8;0
DE265;12;9;0
DE265;13;1;0
DE265;13;2;0
DE265;13;3;0
DE265;13;4;0
DE265;13;5;0
DE265;13;6;0
DE265;13;7;1
DE265;13;8;0
DE265;13;9;0
DE265;14;1;0
DE265;14;2;0
DE265;14;3;0
DE265;14;4;0
DE265;14;5;0
DE265;14;6;0
DE265;14;7;1
DE265;14;8;0
DE265;14;9;0
DE265;15;1;0
DE265;15;2;0
DE265;15;3;0
DE265;15;4;0
DE265;15;5;0
DE265;15;6;0
DE265;15;7;0
DE265;15;8;0
DE265;15;9;0
DE265;16;1;0
DE265;16;2;0
DE265;16;3;0
DE265;16;4;0
DE265;16;5;0
DE265;16;6;0
DE265;16;7;0
DE265;16;8;0
DE265;16;9;0
DE265;17;1;0
DE265;17;2;0
DE265;17;3;0
DE265;17;4;0
DE265;17;5;0
DE265;17;6;0
DE265;17;7;0
DE265;17;8;0
DE265;17;9;0
DE265;18;1;0
DE265;18;2;0
DE265;18;3;0
DE265;18;4;0
DE265;18;5;0
DE265;18;6;0
DE265;18;7;0
DE265;18;8;0
DE265;18;9;0
DE265;19;1;0
DE265;19;2;0
DE265;19;3;0
DE265;19;4;0
DE265;19;5;0
DE265;19;6;0
DE265;19;7;0
DE265;19;8;0
DE265;19;9;0
DE265;20;1;0
DE265;20;2;0
DE265;20;3;0
DE265;20;4;0
DE265;20;5;0
DE265;20;6;0
DE265;20;7;0
DE265;20;8;0
DE265;20;9;0
DE265;21;1;0
DE265;21;2;0
DE265;21;3;0
DE265;21;4;0
DE265;21;5;0
DE265;21;6;0
DE265;21;7;0
DE265;21;8;0
DE265;21;9;0
DE266;1;1;17
DE266;1;2;55
DE266;1;3;53
DE266;1;4;45
DE266;1;5;58
DE266;1;6;65
DE266;1;7;110
DE266;1;8;8
DE266;1;9;2
DE266;2;1;7
DE266;2;2;22
DE266;2;3;21
DE266;2;4;18
DE266;2;5;23
DE266;2;6;26
DE266;2;7;43
DE266;2;8;3
DE266;2;9;1
DE266;3;1;2
DE266;3;2;5
DE266;3;3;5
DE266;3;4;4
DE266;3;5;5
DE266;3;6;6
DE266;3;7;10
DE266;3;8;1
DE266;3;9;0
DE266;4;1;1
DE266;4;2;3
DE266;4;3;3
DE266;4;4;3
DE266;4;5;3
DE266;4;6;4
DE266;4;7;6
DE266;4;8;0
DE266;4;9;0
DE266;5;1;1
DE266;5;2;2
DE266;5;3;2
DE266;5;4;2
DE266;5;5;2
DE266;5;6;3
DE266;5;7;4
DE266;5;8;0
DE266;5;9;0
DE266;6;1;0
DE266;6;2;1
DE266;6;3;1
DE266;6;4;1
DE266;6;5;2
DE266;6;6;2
DE266;6;7;3
DE266;6;8;0
DE266;6;9;0
DE266;7;1;0
DE266;7;2;1
DE266;7;3;1
DE266;7;4;1
DE266;7;5;1
DE266;7;6;1
DE266;7;7;2
DE266;7;8;0
DE266;7;9;0
DE266;8;1;0
DE266;8;2;1
DE266;8;3;1
DE266;8;4;1
DE266;8;5;1
DE266;8;6;1
DE266;8;7;1
DE266;8;8;0
DE266;8;9;0
DE266;9;1;0
DE266;9;2;1
DE266;9;3;1
DE266;9;4;0
DE266;9;5;1
DE266;9;6;1
DE266;9;7;1
DE266;9;8;0
DE266;9;9;0
DE266;10;1;0
DE266;10;2;0
DE266;10;3;0
DE266;10;4;0
DE266;10;5;0
DE266;10;6;0
DE266;10;7;1
DE266;10;8;0
DE266;10;9;0
DE266;11;1;0
DE266;11;2;0
DE266;11;3;0
DE266;11;4;0
DE266;11;5;0
DE266;11;6;0
DE266;11;7;1
DE266;11;8;0
DE266;11;9;0
DE266;12;1;0
DE266;12;2;0
DE266;12;3;0
DE266;12;4;0
DE266;12;5;0
DE266;12;6;0
DE266;12;7;1
DE266;12;8;0
DE266;12;9;0
DE266;13;1;0
DE266;13;2;0
DE266;13;3;0
DE266;13;4;0
DE266;13;5;0
DE266;13;6;0
DE266;13;7;0
DE266;13;8;0
DE266;13;9;0
DE266;14;1;0
DE266;14;2;0
DE266;14;3;0
DE266;14;4;0
DE266;14;5;0
DE266;14;6;0
DE266;14;7;0
DE266;14;8;0
DE266;14;9;0
DE266;15;1;0
DE266;15;2;0
DE266;15;3;0
DE266;15;4;0
DE266;15;5;0
DE266;15;6;0
DE266;15;7;0
DE266;15;8;0
DE266;15;9;0
DE266;16;1;0
DE266;16;2;0
DE266;16;3;0
DE266;16;4;0
DE266;16;5;0
DE266;16;6;0
DE266;16;7;0
DE266;16;8;0
DE266;16;9;0
DE266;17;1;0
DE266;17;2;0
DE266;17;3;0
DE266;17;4;0
DE266;17;5;0
DE266;17;6;0
DE266;17;7;0
DE266;17;8;0
DE266;17;9;0
DE266;18;1;0
DE266;18;2;0
DE266;18;3;0
DE266;18;4;0
DE266;18;5;0
DE266;18;6;0
DE266;18;7;0
DE266;18;8;0
DE266;18;9;0
DE266;19;1;0
DE266;19;2;0
DE266;19;3;0
DE266;19;4;0
DE266;19;5;0
DE266;19;6;0
DE266;19;7;0
DE266;19;8;0
DE266;19;9;0
DE266;20;1;0
DE266;20;2;0
DE266;20;3;0
DE266;20;4;0
DE266;20;5;0
DE266;20;6;0
DE266;20;7;0
DE266;20;8;0
DE266;20;9;0
DE266;21;1;0
DE266;21;2;0
DE266;21;3;0
DE266;21;4;0
DE266;21;5;0
DE266;21;6;0
DE266;21;7;0
DE266;21;8;0
DE266;21;9;0
DE267;1;1;16
DE267;1;2;49
DE267;1;3;47
DE267;1;4;40
DE267;1;5;51
DE267;1;6;58
DE267;1;7;97
DE267;1;8;7
DE267;1;9;2
DE267;2;1;9
DE267;2;2;28
DE267;2;3;27
DE267;2;4;23
DE267;2;5;29
DE267;2;6;33
DE267;2;7;56
DE267;2;8;4
DE267;2;9;1
DE267;3;1;3
DE267;3;2;11
DE267;3;3;11
DE267;3;4;9
DE267;3;5;11
DE267;3;6;13
DE267;3;7;22
DE267;3;8;2
DE267;3;9;0
DE267;4;1;2
DE267;4;2;7
DE267;4;3;7
DE267;4;4;6
DE267;4;5;7
DE267;4;6;8
DE267;4;7;14
DE267;4;8;1
DE267;4;9;0
DE267;5;1;1
DE267;5;2;5
DE267;5;3;4
DE267;5;4;4
DE267;5;5;5
DE267;5;6;5
DE267;5;7;9
DE267;5;8;1
DE267;5;9;0
DE267;6;1;1
DE267;6;2;3
DE267;6;3;3
DE267;6;4;3
DE267;6;5;3
DE267;6;6;4
DE267;6;7;7
DE267;6;8;1
DE267;6;9;0
DE267;7;1;1
DE267;7;2;2
DE267;7;3;2
DE267;7;4;2
DE267;7;5;2
DE267;7;6;3
DE267;7;7;4
DE267;7;8;0
DE267;7;9;0
DE267;8;1;0
DE267;8;2;1
DE267;8;3;1
DE267;8;4;1
DE267;8;5;2
DE267;8;6;2
DE267;8;7;3
DE267;8;8;0
DE267;8;9;0
DE267;9;1;0
DE267;9;2;1
DE267;9;3;1
DE267;9;4;1
DE267;9;5;1
DE267;9;6;1
DE267;9;7;2
DE267;9;8;0
DE267;9;9;0
DE267;10;1;0
DE267;10;2;1
DE267;10;3;1
DE267;10;4;1
DE267;10;5;1
DE267;10;6;1
DE267;10;7;2
DE267;10;8;0
DE267;10;9;0
DE267;11;1;0
DE267;11;2;1
DE267;11;3;1
DE267;11;4;1
DE267;11;5;1
DE267;11;6;1
DE267;11;7;2
DE267;11;8;0
DE267;11;9;0
DE267;12;1;0
DE267;12;2;1
DE267;12;3;1
DE267;12;4;0
DE267;12;5;1
DE267;12;6;1
DE267;12;7;1
DE267;12;8;0
DE267;12;9;0
DE267;13;1;0
DE267;13;2;0
DE267;13;3;0
DE267;13;4;0
DE267;13;5;0
DE267;13;6;0
DE267;13;7;1
DE267;13;8;0
DE267;13;9;0
DE267;14;1;0
DE267;14;2;0
DE267;14;3;0
DE267;14;4;0
DE267;14;5;0
DE267;14;6;0
DE267;14;7;1
DE267;14;8;0
DE267;14;9;0
DE267;15;1;0
DE267;15;2;0
DE267;15;3;0
DE267;15;4;0
DE267;15;5;0
DE267;15;6;0
DE267;15;7;0
DE267;15;8;0
DE267;15;9;0
DE267;16;1;0
DE267;16;2;0
DE267;16;3;0
DE267;16;4;0
DE267;16;5;0
DE267;16;6;0
DE267;16;7;0
DE267;16;8;0
DE267;16;9;0
DE267;17;1;0
DE267;17;2;0
DE267;17;3;0
DE267;17;4;0
DE267;17;5;0
DE267;17;6;0
DE267;17;7;0
DE267;17;8;0
DE267;17;9;0
DE267;18;1;0
DE267;18;2;0
DE267;18;3;0
DE267;18;4;0
DE267;18;5;0
DE267;18;6;0
DE267;18;7;0
DE267;18;8;0
DE267;18;9;0
DE267;19;1;0
DE267;19;2;0
DE267;19;3;0
DE267;19;4;0
DE267;19;5;0
DE267;19;6;0
DE267;19;7;0
DE267;19;8;0
DE267;19;9;0
DE267;20;1;0
DE267;20;2;0
DE267;20;3;0
DE267;20;4;0
DE267;20;5;0
DE267;20;6;0
DE267;20;7;0
DE267;20;8;0
DE267;20;9;0
DE267;21;1;0
DE267;21;2;0
DE267;21;3;0
DE267;21;4;0
DE267;21;5;0
DE267;21;6;0
DE267;21;7;1
DE267;21;8;0
DE267;21;9;0
DE268;1;1;50
DE268;1;2;159
DE268;1;3;153
DE268;1;4;128
DE268;1;5;165
DE268;1;6;188
DE268;1;7;315
DE268;1;8;24
DE268;1;9;7
DE268;2;1;16
DE268;2;2;51
DE268;2;3;49
DE268;2;4;41
DE268;2;5;53
DE268;2;6;60
DE268;2;7;101
DE268;2;8;8
DE268;2;9;2
DE268;3;1;5
DE268;3;2;17
DE268;3;3;16
