lot,campus_exit,campus_exit_from_t0_s,campus_exit_travel_s,finish_exit,finish_from_t0_s
P6,Bronson Ave & University Dr,4457,4396,Brewer Park,4945
P6,Bronson Ave & University Dr,7496,7435,Brewer Park,7960
P6,Bronson Ave & University Dr,4605,4544,Brewer Park,5081
P6,Bronson Ave & University Dr,6141,6080,Brewer Park,6600
P7,Bronson Ave & University Dr,8157,8096,Brewer Park,8623
P4,Stadium Way,4211,4150,Brewer Park,4325
P6,Bronson Ave & University Dr,5637,5576,Brewer Park,6101
P7,Bronson Ave & University Dr,11705,11644,Brewer Park,12172
P3,Stadium Way,4009,3948,Brewer Park,4121
P7,Bronson Ave & University Dr,11690,11629,Brewer Park,12159
P7,Bronson Ave & University Dr,11719,11658,Brewer Park,12504
P7,Bronson Ave & University Dr,8020,7959,Brewer Park,8487
P6,Bronson Ave & University Dr,6704,6643,Brewer Park,7175
P5,Stadium Way,2512,2451,Brewer Park,2623
P6,Bronson Ave & University Dr,5255,5194,Brewer Park,5724
P7,Bronson Ave & University Dr,11382,11321,Brewer Park,11847
P7,Bronson Ave & University Dr,12389,12328,Brewer Park,12848
P5,Stadium Way,1667,1606,Brewer Park,1775
P7,Bronson Ave & University Dr,10015,9954,Brewer Park,10494
P5,Stadium Way,400,339,Brewer Park,503
P6,Bronson Ave & University Dr,5550,5489,Brewer Park,6020
P7,Bronson Ave & University Dr,10345,10284,Brewer Park,10821
P6,Bronson Ave & University Dr,5777,5716,Brewer Park,6254
P5,Stadium Way,2913,2852,Brewer Park,3022
P7,Bronson Ave & University Dr,9272,9211,Brewer Park,9740
P3,Stadium Way,3408,3347,Brewer Park,3527
P3,Stadium Way,3341,3280,Brewer Park,3453
P6,Bronson Ave & University Dr,4877,4816,Brewer Park,5355
P6,Bronson Ave & University Dr,7047,6986,Brewer Park,7517
P4,Stadium Way,702,641,Brewer Park,812
P7,Bronson Ave & University Dr,8911,8850,Brewer Park,9391
P5,Stadium Way,224,163,Brewer Park,278
P7,Bronson Ave & University Dr,11045,10984,Brewer Park,11513
P5,Stadium Way,1163,1102,Brewer Park,1276
P3,Stadium Way,3198,3137,Brewer Park,3309
P5,Stadium Way,1980,1919,Brewer Park,2082
P5,Stadium Way,2563,2502,Brewer Park,2681
P6,Bronson Ave & University Dr,7598,7537,Brewer Park,8056
P7,Bronson Ave & University Dr,10927,10866,Brewer Park,11405
P7,Bronson Ave & University Dr,11814,11753,Brewer Park,12616
P7,Bronson Ave & University Dr,9400,9339,Brewer Park,9866
P3,Stadium Way,3973,3912,Brewer Park,4087
P5,Stadium Way,298,237,Brewer Park,373
P7,Bronson Ave & University Dr,8185,8124,Brewer Park,8640
P7,Bronson Ave & University Dr,9696,9635,Brewer Park,10156
P7,Bronson Ave & University Dr,9757,9696,Brewer Park,10234
P7,Bronson Ave & University Dr,9680,9619,Brewer Park,10131
P6,Bronson Ave & University Dr,7781,7720,Brewer Park,8246
P7,Bronson Ave & University Dr,11684,11623,Brewer Park,12151
P5,Stadium Way,1357,1296,Brewer Park,1467
P7,Bronson Ave & University Dr,11664,11603,Brewer Park,12447
P4,Stadium Way,4343,4282,Brewer Park,4445
P5,Stadium Way,1403,1342,Brewer Park,1513
P5,Stadium Way,2434,2373,Brewer Park,2538
P7,Bronson Ave & University Dr,10125,10064,Brewer Park,10592
P1,Colonel By,122,61,Hogs Back Plaza (SW dest.),302
P6,Bronson Ave & University Dr,7818,7757,Brewer Park,8282
P5,Stadium Way,2425,2364,Brewer Park,2534
P6,Bronson Ave & University Dr,7617,7556,Brewer Park,8081
P7,Bronson Ave & University Dr,10312,10251,Brewer Park,11096
P1,Colonel By,448,387,Hogs Back Plaza (SW dest.),712
P7,Bronson Ave & University Dr,9047,8986,Brewer Park,9511
P5,Stadium Way,3045,2984,Brewer Park,3151
P5,Stadium Way,2647,2586,Brewer Park,2755
P5,Stadium Way,2089,2028,Brewer Park,2196
P6,Bronson Ave & University Dr,6549,6488,Brewer Park,7033
P1,Colonel By,174,113,Hogs Back Plaza (SW dest.),366
P6,Bronson Ave & University Dr,6595,6534,Brewer Park,7062
P6,Bronson Ave & University Dr,6270,6209,Brewer Park,6729
P7,Bronson Ave & University Dr,10024,9963,Brewer Park,10511
P7,Bronson Ave & University Dr,8112,8051,Brewer Park,8575
P6,Bronson Ave & University Dr,4638,4577,Brewer Park,5129
P5,Stadium Way,2890,2829,Brewer Park,3000
P7,Bronson Ave & University Dr,11378,11317,Brewer Park,11840
P6,Bronson Ave & University Dr,5690,5629,Brewer Park,6150
P5,Stadium Way,2351,2290,Brewer Park,2465
P5,Stadium Way,436,375,Brewer Park,537
P5,Stadium Way,2956,2895,Brewer Park,3064
P5,Stadium Way,2327,2266,Brewer Park,2430
P6,Bronson Ave & University Dr,5012,4951,Brewer Park,5488
P7,Bronson Ave & University Dr,11645,11584,Brewer Park,12107
P5,Stadium Way,478,417,Brewer Park,593
P7,Bronson Ave & University Dr,9344,9283,Brewer Park,9819
P7,Bronson Ave & University Dr,10135,10074,Brewer Park,10906
P7,Bronson Ave & University Dr,11670,11609,Brewer Park,12138
P7,Bronson Ave & University Dr,11626,11565,Brewer Park,12400
P6,Bronson Ave & University Dr,6518,6457,Brewer Park,6985
P6,Bronson Ave & University Dr,5935,5874,Brewer Park,6404
P4,Stadium Way,4207,4146,Brewer Park,4316
P6,Bronson Ave & University Dr,6769,6708,Brewer Park,7233
P7,Bronson Ave & University Dr,11622,11561,Brewer Park,12396
P6,Bronson Ave & University Dr,7386,7325,Brewer Park,7847
P7,Bronson Ave & University Dr,9719,9658,Brewer Park,10191
P3,Stadium Way,3683,3622,Brewer Park,3796
P7,Bronson Ave & University Dr,8855,8794,Brewer Park,9322
P5,Stadium Way,1832,1771,Brewer Park,1948
P6,Bronson Ave & University Dr,6634,6573,Brewer Park,7101
P6,Bronson Ave & University Dr,7863,7802,Brewer Park,8332
P7,Bronson Ave & University Dr,12261,12200,Brewer Park,12735
P2,Colonel By,658,597,Hogs Back Plaza (SW dest.),1115
P5,Stadium Way,2391,2330,Brewer Park,2503
P3,Stadium Way,3593,3532,Brewer Park,3698
P5,Stadium Way,1488,1427,Brewer Park,1592
P5,Stadium Way,2988,2927,Brewer Park,3094
P7,Bronson Ave & University Dr,10246,10185,Brewer Park,11030
P5,Stadium Way,2303,2242,Brewer Park,2413
P5,Stadium Way,2517,2456,Brewer Park,2632
P6,Bronson Ave & University Dr,4449,4388,Brewer Park,4932
P7,Bronson Ave & University Dr,9201,9140,Brewer Park,9666
P7,Bronson Ave & University Dr,8394,8333,Brewer Park,8856
P6,Bronson Ave & University Dr,7803,7742,Brewer Park,8273
P6,Bronson Ave & University Dr,6063,6002,Brewer Park,6537
P6,Bronson Ave & University Dr,5321,5260,Brewer Park,5793
P7,Bronson Ave & University Dr,10222,10161,Brewer Park,11004
P7,Bronson Ave & University Dr,11478,11417,Brewer Park,11947
P7,Bronson Ave & University Dr,8906,8845,Brewer Park,9382
P5,Stadium Way,1004,943,Brewer Park,1120
P5,Stadium Way,1224,1163,Brewer Park,1337
P7,Bronson Ave & University Dr,8789,8728,Brewer Park,9263
P5,Stadium Way,2103,2042,Brewer Park,2217
P5,Stadium Way,1871,1810,Brewer Park,1987
P6,Bronson Ave & University Dr,4562,4501,Brewer Park,5037
P5,Stadium Way,1400,1339,Brewer Park,1509
P7,Bronson Ave & University Dr,9297,9236,Brewer Park,9765
P7,Bronson Ave & University Dr,8072,8011,Brewer Park,8541
P5,Stadium Way,1735,1674,Brewer Park,1844
P5,Stadium Way,229,168,Brewer Park,286
P5,Stadium Way,2145,2084,Brewer Park,2246
P1,Colonel By,105,44,Hogs Back Plaza (SW dest.),281
P7,Bronson Ave & University Dr,10276,10215,Brewer Park,11065
P5,Stadium Way,866,805,Brewer Park,974
P6,Bronson Ave & University Dr,5352,5291,Brewer Park,5819
P6,Bronson Ave & University Dr,7046,6985,Brewer Park,7513
P4,Stadium Way,4226,4165,Brewer Park,4344
P5,Stadium Way,303,242,Brewer Park,378
P7,Bronson Ave & University Dr,11570,11509,Brewer Park,12030
P6,Bronson Ave & University Dr,4556,4495,Brewer Park,5029
P4,Stadium Way,2324,2263,Brewer Park,2425
P3,Stadium Way,3413,3352,Brewer Park,3536
P7,Bronson Ave & University Dr,8496,8435,Brewer Park,8969
P7,Bronson Ave & University Dr,11605,11544,Brewer Park,12061
P5,Stadium Way,1204,1143,Brewer Park,1320
P6,Bronson Ave & University Dr,7240,7179,Brewer Park,7707
P6,Bronson Ave & University Dr,4787,4726,Brewer Park,5254
P6,Bronson Ave & University Dr,5505,5444,Brewer Park,5972
P6,Bronson Ave & University Dr,5532,5471,Brewer Park,5998
P5,Stadium Way,2056,1995,Brewer Park,2164
P7,Bronson Ave & University Dr,8771,8710,Brewer Park,9245
P7,Bronson Ave & University Dr,9897,9836,Brewer Park,10372
P1,Colonel By,331,270,Hogs Back Plaza (SW dest.),564
P5,Stadium Way,2100,2039,Brewer Park,2213
P5,Stadium Way,1405,1344,Brewer Park,1517
P3,Stadium Way,3937,3876,Brewer Park,4047
P4,Stadium Way,4183,4122,Brewer Park,4292
P7,Bronson Ave & University Dr,8339,8278,Brewer Park,8808
P6,Bronson Ave & University Dr,6925,6864,Brewer Park,7386
P6,Bronson Ave & University Dr,6210,6149,Brewer Park,6677
P5,Stadium Way,1919,1858,Brewer Park,2033
P7,Bronson Ave & University Dr,11778,11717,Brewer Park,12251
P4,Stadium Way,4196,4135,Brewer Park,4304
P5,Stadium Way,2693,2632,Brewer Park,2807
P5,Stadium Way,308,247,Brewer Park,386
P1,Colonel By,208,147,Hogs Back Plaza (SW dest.),409
P7,Bronson Ave & University Dr,10332,10271,Brewer Park,11122
P2,Colonel By,652,591,Hogs Back Plaza (SW dest.),1111
P7,Bronson Ave & University Dr,8799,8738,Brewer Park,9272
P3,Stadium Way,3898,3837,Brewer Park,4017
P7,Bronson Ave & University Dr,8140,8079,Brewer Park,8602
P5,Stadium Way,1525,1464,Brewer Park,1622
P5,Stadium Way,912,851,Brewer Park,1026
P5,Stadium Way,2047,1986,Brewer Park,2156
P5,Stadium Way,1492,1431,Brewer Park,1597
P6,Bronson Ave & University Dr,5625,5564,Brewer Park,6080
P7,Bronson Ave & University Dr,10101,10040,Brewer Park,10881
P7,Bronson Ave & University Dr,12317,12256,Brewer Park,12787
P3,Stadium Way,3523,3462,Brewer Park,3633
P3,Stadium Way,3562,3501,Brewer Park,3670
P6,Bronson Ave & University Dr,6053,5992,Brewer Park,6524
P2,Colonel By,482,421,Hogs Back Plaza (SW dest.),816
P5,Stadium Way,1759,1698,Brewer Park,1871
P5,Stadium Way,2732,2671,Brewer Park,2850
P6,Bronson Ave & University Dr,6426,6365,Brewer Park,6896
P7,Bronson Ave & University Dr,9947,9886,Brewer Park,10433
P3,Stadium Way,3447,3386,Brewer Park,3563
P7,Bronson Ave & University Dr,8204,8143,Brewer Park,8663
P7,Bronson Ave & University Dr,11355,11294,Brewer Park,11823
P5,Stadium Way,1968,1907,Brewer Park,2078
P6,Bronson Ave & University Dr,6781,6720,Brewer Park,7245
P5,Stadium Way,227,166,Brewer Park,282
P7,Bronson Ave & University Dr,11788,11727,Brewer Park,12264
P6,Bronson Ave & University Dr,5026,4965,Brewer Park,5506
P7,Bronson Ave & University Dr,9099,9038,Brewer Park,9564
P5,Stadium Way,2887,2826,Brewer Park,2996
P6,Bronson Ave & University Dr,6440,6379,Brewer Park,6908
P6,Bronson Ave & University Dr,7895,7834,Brewer Park,8363
P7,Bronson Ave & University Dr,12386,12325,Brewer Park,12843
P6,Bronson Ave & University Dr,7602,7541,Brewer Park,8064
P6,Bronson Ave & University Dr,7458,7397,Brewer Park,7926
P6,Bronson Ave & University Dr,6017,5956,Brewer Park,6478
P6,Bronson Ave & University Dr,7869,7808,Brewer Park,8336
P7,Bronson Ave & University Dr,9649,9588,Brewer Park,10110
P6,Bronson Ave & University Dr,421,360,Brewer Park,4738
P7,Bronson Ave & University Dr,8518,8457,Brewer Park,8982
P5,Stadium Way,893,832,Brewer Park,1009
P4,Stadium Way,320,259,Brewer Park,395
P3,Stadium Way,3886,3825,Brewer Park,4000
P6,Bronson Ave & University Dr,6724,6663,Brewer Park,7188
P5,Stadium Way,2754,2693,Brewer Park,2867
P5,Stadium Way,2204,2143,Brewer Park,2304
P6,Bronson Ave & University Dr,7761,7700,Brewer Park,8226
P7,Bronson Ave & University Dr,9508,9447,Brewer Park,9978
P2,Colonel By,491,430,Hogs Back Plaza (SW dest.),834
P7,Bronson Ave & University Dr,10911,10850,Brewer Park,11388
P1,Colonel By,454,393,Hogs Back Plaza (SW dest.),720
P2,Colonel By,534,473,Hogs Back Plaza (SW dest.),913
P7,Bronson Ave & University Dr,10688,10627,Brewer Park,11166
P5,Stadium Way,2287,2226,Brewer Park,2396
P7,Bronson Ave & University Dr,10920,10859,Brewer Park,11400
P7,Bronson Ave & University Dr,11905,11844,Brewer Park,12718
P6,Bronson Ave & University Dr,6422,6361,Brewer Park,6888
P3,Stadium Way,3744,3683,Brewer Park,3861
P5,Stadium Way,1360,1299,Brewer Park,1472
P7,Bronson Ave & University Dr,10114,10053,Brewer Park,10890
P6,Bronson Ave & University Dr,7838,7777,Brewer Park,8303
P6,Bronson Ave & University Dr,6660,6599,Brewer Park,7135
P5,Stadium Way,1265,1204,Brewer Park,1367
P3,Stadium Way,3541,3480,Brewer Park,3646
P7,Bronson Ave & University Dr,9345,9284,Brewer Park,9823
P4,Stadium Way,4209,4148,Brewer Park,4321
P7,Bronson Ave & University Dr,9472,9411,Brewer Park,9940
P7,Bronson Ave & University Dr,10055,9994,Brewer Park,10830
P5,Stadium Way,1061,1000,Brewer Park,1177
P5,Stadium Way,635,574,Brewer Park,741
P5,Stadium Way,2259,2198,Brewer Park,2365
P6,Bronson Ave & University Dr,6711,6650,Brewer Park,7184
P7,Bronson Ave & University Dr,10231,10170,Brewer Park,11017
P6,Bronson Ave & University Dr,5563,5502,Brewer Park,6033
P6,Bronson Ave & University Dr,6779,6718,Brewer Park,7241
P6,Bronson Ave & University Dr,6617,6556,Brewer Park,7083
P7,Bronson Ave & University Dr,11468,11407,Brewer Park,11929
P7,Bronson Ave & University Dr,10349,10288,Brewer Park,11131
P6,Bronson Ave & University Dr,150,89,Brewer Park,4511
P6,Bronson Ave & University Dr,6086,6025,Brewer Park,6557
P7,Bronson Ave & University Dr,120,59,Brewer Park,4476
P5,Stadium Way,134,73,Brewer Park,156
P6,Bronson Ave & University Dr,5281,5220,Brewer Park,5751
P6,Bronson Ave & University Dr,4603,4542,Brewer Park,5076
P6,Bronson Ave & University Dr,4699,4638,Brewer Park,5169
P2,Colonel By,501,440,Hogs Back Plaza (SW dest.),857
P5,Stadium Way,976,915,Brewer Park,1091
P5,Stadium Way,1520,1459,Brewer Park,1618
P6,Bronson Ave & University Dr,6992,6931,Brewer Park,7461
P7,Bronson Ave & University Dr,11667,11606,Brewer Park,12452
P6,Bronson Ave & University Dr,7180,7119,Brewer Park,7644
P7,Bronson Ave & University Dr,10683,10622,Brewer Park,11157
P3,Stadium Way,3474,3413,Brewer Park,3583
P5,Stadium Way,1267,1206,Brewer Park,1371
P6,Bronson Ave & University Dr,7002,6941,Brewer Park,7470
P7,Bronson Ave & University Dr,9112,9051,Brewer Park,9580
P5,Stadium Way,281,220,Brewer Park,348
P6,Bronson Ave & University Dr,5113,5052,Brewer Park,5585
P7,Bronson Ave & University Dr,11528,11467,Brewer Park,11993
P6,Bronson Ave & University Dr,7849,7788,Brewer Park,8307
P5,Stadium Way,3141,3080,Brewer Park,3253
P6,Bronson Ave & University Dr,4875,4814,Brewer Park,5351
P6,Bronson Ave & University Dr,4448,4387,Brewer Park,4928
P6,Bronson Ave & University Dr,6058,5997,Brewer Park,6528
P5,Stadium Way,2901,2840,Brewer Park,3013
P5,Stadium Way,3089,3028,Brewer Park,3195
P7,Bronson Ave & University Dr,10066,10005,Brewer Park,10536
P5,Stadium Way,825,764,Brewer Park,932
P6,Bronson Ave & University Dr,4419,4358,Brewer Park,4882
P7,Bronson Ave & University Dr,8302,8241,Brewer Park,8757
P7,Bronson Ave & University Dr,10955,10894,Brewer Park,11427
P7,Bronson Ave & University Dr,11253,11192,Brewer Park,11718
P5,Stadium Way,1525,1464,Brewer Park,1631
P7,Bronson Ave & University Dr,107,46,Brewer Park,546
P5,Stadium Way,1876,1815,Brewer Park,1992
P6,Bronson Ave & University Dr,4443,4382,Brewer Park,4924
P7,Bronson Ave & University Dr,8376,8315,Brewer Park,8838
P7,Bronson Ave & University Dr,10267,10206,Brewer Park,11051
P1,Colonel By,205,144,Hogs Back Plaza (SW dest.),405
P5,Stadium Way,2062,2001,Brewer Park,2173
P6,Bronson Ave & University Dr,6951,6890,Brewer Park,7407
P7,Bronson Ave & University Dr,11536,11475,Brewer Park,11997
P5,Stadium Way,1798,1737,Brewer Park,1910
P2,Colonel By,177,116,Hogs Back Plaza (SW dest.),733
P5,Stadium Way,1623,1562,Brewer Park,1725
P5,Stadium Way,1527,1466,Brewer Park,1635
P4,Stadium Way,4304,4243,Brewer Park,4419
