startTime,endTime,spawningIntervalInMinutes,spawningAmount,gender,length,age,worker,partTimeWorker,averageSpeed,speed,position,height,width,mass,source,destination
09:00,16:30,1,35,1,0.22,29,True,False,True,0,,1.7,0.46,65,"LINESTRING(9.978181979030385 53.56956618587352,10.055257937282338 53.570075885202705,10.055601260036244 53.535402334586124,9.97457709011437 53.535300311647106,9.978181979030385 53.56956618587352)","LINESTRING(9.978181979030385 53.56956618587352,10.055257937282338 53.570075885202705,10.055601260036244 53.535402334586124,9.97457709011437 53.535300311647106,9.978181979030385 53.56956618587352)"
