line,station_id,minutes
380(Shuttle),de:02000:21000::2100,0
380(Shuttle),de:02000:84008::1101,8
180,de:02000:84030::840093,0
180,de:02000:84031::840017,2
180,de:02000:84032::840015,3
180,de:02000:84049::840046,5
22,de:02000:84030::840093,0
22,de:02000:84047::840136,2
22,de:02000:84050::840181,4
