lot,campus_exit,campus_exit_from_t0_s,campus_exit_travel_s,finish_exit,finish_from_t0_s
P5,Stadium Way,3082,3021,Brewer Park,3199
P6,Colonel By,3702,3641,Hogs Back Plaza (SW dest.),4763
P5,Stadium Way,1907,1846,Brewer Park,2004
P5,Stadium Way,1999,1938,Brewer Park,2106
P5,Stadium Way,2873,2812,Brewer Park,2987
P2,Colonel By,198,137,Hogs Back Plaza (SW dest.),750
P7,Bronson Ave & University Dr,7690,7629,Brewer Park,8472
P4,Stadium Way,1464,1403,Brewer Park,1567
P5,Stadium Way,2804,2743,Brewer Park,2919
P5,Stadium Way,413,352,Brewer Park,517
P7,Bronson Ave & University Dr,6222,6161,Brewer Park,7007
P7,Bronson Ave & University Dr,5012,4951,Brewer Park,5485
P7,Bronson Ave & University Dr,6880,6819,Brewer Park,7363
P5,Stadium Way,446,385,Brewer Park,554
P7,Bronson Ave & University Dr,5538,5477,Brewer Park,6002
P6,Colonel By,2431,2370,Hogs Back Plaza (SW dest.),3511
P6,Colonel By,828,767,Hogs Back Plaza (SW dest.),1387
P7,Bronson Ave & University Dr,5036,4975,Brewer Park,5507
P6,Colonel By,3777,3716,Hogs Back Plaza (SW dest.),4833
P7,Bronson Ave & University Dr,5591,5530,Brewer Park,6055
P6,Colonel By,955,894,Hogs Back Plaza (SW dest.),1582
P7,Bronson Ave & University Dr,6205,6144,Brewer Park,6986
P6,Colonel By,2131,2070,Hogs Back Plaza (SW dest.),3209
P7,Bronson Ave & University Dr,8498,8437,Brewer Park,8974
P4,Stadium Way,3240,3179,Brewer Park,3350
P7,Bronson Ave & University Dr,7608,7547,Brewer Park,8384
P7,Bronson Ave & University Dr,7776,7715,Brewer Park,8585
P4,Stadium Way,4100,4039,Brewer Park,4208
P5,Stadium Way,931,870,Brewer Park,1042
P7,Bronson Ave & University Dr,261,200,Brewer Park,4657
P1,Colonel By,334,273,Hogs Back Plaza (SW dest.),558
P6,Colonel By,1370,1309,Hogs Back Plaza (SW dest.),2254
P2,Colonel By,517,456,Hogs Back Plaza (SW dest.),870
P6,Colonel By,1390,1329,Hogs Back Plaza (SW dest.),2287
P7,Bronson Ave & University Dr,257,196,Brewer Park,4653
P7,Bronson Ave & University Dr,6122,6061,Brewer Park,6893
P6,Colonel By,1995,1934,Hogs Back Plaza (SW dest.),3067
P6,Colonel By,3619,3558,Hogs Back Plaza (SW dest.),4686
P7,Bronson Ave & University Dr,4433,4372,Brewer Park,4905
P6,Colonel By,1648,1587,Hogs Back Plaza (SW dest.),2683
P6,Colonel By,3428,3367,Hogs Back Plaza (SW dest.),4496
P7,Bronson Ave & University Dr,5951,5890,Brewer Park,6431
P1,Colonel By,181,120,Hogs Back Plaza (SW dest.),374
P5,Stadium Way,2168,2107,Brewer Park,2276
P6,Colonel By,2163,2102,Hogs Back Plaza (SW dest.),3248
P6,Colonel By,2256,2195,Hogs Back Plaza (SW dest.),3335
P4,Stadium Way,4225,4164,Brewer Park,4336
P2,Colonel By,609,548,Hogs Back Plaza (SW dest.),1030
P7,Bronson Ave & University Dr,184,123,Brewer Park,4556
P4,Stadium Way,4161,4100,Brewer Park,4274
P5,Stadium Way,1658,1597,Brewer Park,1768
P6,Colonel By,2309,2248,Hogs Back Plaza (SW dest.),3372
P7,Bronson Ave & University Dr,5733,5672,Brewer Park,6205
P1,Colonel By,125,64,Hogs Back Plaza (SW dest.),302
P5,Stadium Way,2924,2863,Brewer Park,3031
P6,Colonel By,843,782,Hogs Back Plaza (SW dest.),1408
P7,Bronson Ave & University Dr,5144,5083,Brewer Park,5605
P7,Bronson Ave & University Dr,6932,6871,Brewer Park,7396
P7,Bronson Ave & University Dr,8684,8623,Brewer Park,9159
P7,Bronson Ave & University Dr,5176,5115,Brewer Park,5648
P1,Colonel By,277,216,Hogs Back Plaza (SW dest.),489
P5,Stadium Way,2268,2207,Brewer Park,2375
P6,Colonel By,965,904,Hogs Back Plaza (SW dest.),1595
P6,Colonel By,1037,976,Hogs Back Plaza (SW dest.),1713
P6,Colonel By,1777,1716,Hogs Back Plaza (SW dest.),2865
P7,Bronson Ave & University Dr,6771,6710,Brewer Park,7234
P7,Bronson Ave & University Dr,4684,4623,Brewer Park,5163
P7,Bronson Ave & University Dr,4349,4288,Brewer Park,4815
P6,Colonel By,1132,1071,Hogs Back Plaza (SW dest.),1871
P7,Bronson Ave & University Dr,4569,4508,Brewer Park,5039
P6,Colonel By,2138,2077,Hogs Back Plaza (SW dest.),3222
P6,Colonel By,1361,1300,Hogs Back Plaza (SW dest.),2233
P6,Colonel By,1405,1344,Hogs Back Plaza (SW dest.),2318
P6,Colonel By,2673,2612,Hogs Back Plaza (SW dest.),3742
P7,Bronson Ave & University Dr,7062,7001,Brewer Park,7532
P4,Stadium Way,4214,4153,Brewer Park,4327
P6,Colonel By,3430,3369,Hogs Back Plaza (SW dest.),4500
P7,Bronson Ave & University Dr,5469,5408,Brewer Park,5936
P3,Stadium Way,3344,3283,Brewer Park,3454
P7,Bronson Ave & University Dr,5208,5147,Brewer Park,5674
P7,Bronson Ave & University Dr,5027,4966,Brewer Park,5498
P7,Bronson Ave & University Dr,5787,5726,Brewer Park,6266
P6,Colonel By,2392,2331,Hogs Back Plaza (SW dest.),3483
P5,Stadium Way,2572,2511,Brewer Park,2685
P6,Colonel By,924,863,Hogs Back Plaza (SW dest.),1538
P7,Bronson Ave & University Dr,5686,5625,Brewer Park,6156
P7,Bronson Ave & University Dr,139,78,Brewer Park,4494
P5,Stadium Way,1496,1435,Brewer Park,1602
P7,Bronson Ave & University Dr,7161,7100,Brewer Park,7638
P5,Stadium Way,2765,2704,Brewer Park,2876
P6,Colonel By,1905,1844,Hogs Back Plaza (SW dest.),3004
P7,Bronson Ave & University Dr,4500,4439,Brewer Park,4965
P6,Colonel By,974,913,Hogs Back Plaza (SW dest.),1616
P5,Stadium Way,2198,2137,Brewer Park,2305
P7,Bronson Ave & University Dr,7123,7062,Brewer Park,7595
P3,Stadium Way,3942,3881,Brewer Park,4061
P3,Stadium Way,3864,3803,Brewer Park,3972
P6,Colonel By,3536,3475,Hogs Back Plaza (SW dest.),4607
P6,Colonel By,3908,3847,Hogs Back Plaza (SW dest.),4968
P4,Stadium Way,4157,4096,Brewer Park,4269
P7,Bronson Ave & University Dr,6157,6096,Brewer Park,6932
P5,Stadium Way,394,333,Brewer Park,492
P7,Bronson Ave & University Dr,7601,7540,Brewer Park,8075
P5,Stadium Way,1480,1419,Brewer Park,1584
P3,Stadium Way,3778,3717,Brewer Park,3882
P5,Stadium Way,2231,2170,Brewer Park,2341
P5,Stadium Way,575,514,Brewer Park,691
P6,Colonel By,3294,3233,Hogs Back Plaza (SW dest.),4370
P7,Bronson Ave & University Dr,5418,5357,Brewer Park,5882
P7,Bronson Ave & University Dr,8645,8584,Brewer Park,9117
P7,Bronson Ave & University Dr,6169,6108,Brewer Park,6650
P3,Stadium Way,3663,3602,Brewer Park,3773
P5,Stadium Way,2834,2773,Brewer Park,2943
P7,Bronson Ave & University Dr,8628,8567,Brewer Park,9075
P7,Bronson Ave & University Dr,6690,6629,Brewer Park,7155
P7,Bronson Ave & University Dr,7175,7114,Brewer Park,7655
P7,Bronson Ave & University Dr,6138,6077,Brewer Park,6620
P6,Colonel By,1016,955,Hogs Back Plaza (SW dest.),1673
P7,Bronson Ave & University Dr,5966,5905,Brewer Park,6447
P5,Stadium Way,1178,1117,Brewer Park,1280
P7,Bronson Ave & University Dr,4710,4649,Brewer Park,5193
P4,Stadium Way,4027,3966,Brewer Park,4134
P5,Stadium Way,1563,1502,Brewer Park,1672
P5,Stadium Way,600,539,Brewer Park,716
P7,Bronson Ave & University Dr,7966,7905,Brewer Park,8769
P1,Colonel By,147,86,Hogs Back Plaza (SW dest.),332
P6,Colonel By,1216,1155,Hogs Back Plaza (SW dest.),2006
P5,Stadium Way,1935,1874,Brewer Park,2038
P6,Colonel By,2102,2041,Hogs Back Plaza (SW dest.),3172
P7,Bronson Ave & University Dr,5479,5418,Brewer Park,5954
P1,Colonel By,273,212,Hogs Back Plaza (SW dest.),484
P7,Bronson Ave & University Dr,6837,6776,Brewer Park,7311
P5,Stadium Way,1561,1500,Brewer Park,1667
P5,Stadium Way,520,459,Brewer Park,635
P5,Stadium Way,1793,1732,Brewer Park,1909
P6,Colonel By,1237,1176,Hogs Back Plaza (SW dest.),2043
P1,Colonel By,280,219,Hogs Back Plaza (SW dest.),493
P6,Colonel By,1052,991,Hogs Back Plaza (SW dest.),1744
P6,Colonel By,2369,2308,Hogs Back Plaza (SW dest.),3448
P7,Bronson Ave & University Dr,8608,8547,Brewer Park,9059
P7,Bronson Ave & University Dr,7731,7670,Brewer Park,8207
P6,Colonel By,1403,1342,Hogs Back Plaza (SW dest.),2313
P5,Stadium Way,2479,2418,Brewer Park,2589
P7,Bronson Ave & University Dr,5286,5225,Brewer Park,5765
P6,Colonel By,2782,2721,Hogs Back Plaza (SW dest.),3854
P5,Stadium Way,2038,1977,Brewer Park,2153
P5,Stadium Way,2209,2148,Brewer Park,2319
P5,Stadium Way,2859,2798,Brewer Park,2970
P5,Stadium Way,354,293,Brewer Park,441
P6,Colonel By,1682,1621,Hogs Back Plaza (SW dest.),2739
P7,Bronson Ave & University Dr,224,163,Brewer Park,4604
P5,Stadium Way,266,205,Brewer Park,320
P7,Bronson Ave & University Dr,7256,7195,Brewer Park,7725
P7,Bronson Ave & University Dr,5852,5791,Brewer Park,6314
P7,Bronson Ave & University Dr,7546,7485,Brewer Park,8017
P7,Bronson Ave & University Dr,6978,6917,Brewer Park,7451
P6,Colonel By,699,638,Hogs Back Plaza (SW dest.),1183
P6,Colonel By,1009,948,Hogs Back Plaza (SW dest.),1660
P4,Stadium Way,4044,3983,Brewer Park,4156
P6,Colonel By,3881,3820,Hogs Back Plaza (SW dest.),4951
P7,Bronson Ave & University Dr,5198,5137,Brewer Park,5665
P6,Colonel By,1985,1924,Hogs Back Plaza (SW dest.),3050
P7,Bronson Ave & University Dr,7233,7172,Brewer Park,7703
P3,Stadium Way,3764,3703,Brewer Park,3869
P7,Bronson Ave & University Dr,5871,5810,Brewer Park,6344
P5,Stadium Way,2248,2187,Brewer Park,2358
P6,Colonel By,2714,2653,Hogs Back Plaza (SW dest.),3785
P6,Colonel By,2313,2252,Hogs Back Plaza (SW dest.),3376
P7,Bronson Ave & University Dr,5092,5031,Brewer Park,5567
P2,Colonel By,532,471,Hogs Back Plaza (SW dest.),891
P5,Stadium Way,1924,1863,Brewer Park,2026
P3,Stadium Way,3691,3630,Brewer Park,3803
P5,Stadium Way,406,345,Brewer Park,508
P5,Stadium Way,675,614,Brewer Park,789
P7,Bronson Ave & University Dr,7611,7550,Brewer Park,8079
P5,Stadium Way,1042,981,Brewer Park,1148
P5,Stadium Way,2394,2333,Brewer Park,2500
P6,Colonel By,2488,2427,Hogs Back Plaza (SW dest.),3566
P7,Bronson Ave & University Dr,5203,5142,Brewer Park,5670
P7,Bronson Ave & University Dr,6031,5970,Brewer Park,6500
P6,Colonel By,2129,2068,Hogs Back Plaza (SW dest.),3205
P6,Colonel By,3356,3295,Hogs Back Plaza (SW dest.),4432
P6,Colonel By,682,621,Hogs Back Plaza (SW dest.),1153
P7,Bronson Ave & University Dr,6813,6752,Brewer Park,7280
P7,Bronson Ave & University Dr,8568,8507,Brewer Park,9030
P7,Bronson Ave & University Dr,4716,4655,Brewer Park,5198
P5,Stadium Way,193,132,Brewer Park,230
P5,Stadium Way,1051,990,Brewer Park,1152
P7,Bronson Ave & University Dr,7774,7713,Brewer Park,8580
P5,Stadium Way,954,893,Brewer Park,1068
P5,Stadium Way,1215,1154,Brewer Park,1316
P6,Colonel By,1271,1210,Hogs Back Plaza (SW dest.),2101
P5,Stadium Way,2467,2406,Brewer Park,2575
P7,Bronson Ave & University Dr,6688,6627,Brewer Park,7151
P7,Bronson Ave & University Dr,119,58,Brewer Park,4464
P5,Stadium Way,1277,1216,Brewer Park,1376
P5,Stadium Way,269,208,Brewer Park,324
P5,Stadium Way,2323,2262,Brewer Park,2435
P1,Colonel By,327,266,Hogs Back Plaza (SW dest.),550
P7,Bronson Ave & University Dr,6253,6192,Brewer Park,6727
P5,Stadium Way,945,884,Brewer Park,1055
P6,Colonel By,1933,1872,Hogs Back Plaza (SW dest.),3032
P6,Colonel By,1303,1242,Hogs Back Plaza (SW dest.),2139
P4,Stadium Way,4025,3964,Brewer Park,4130
P5,Stadium Way,2019,1958,Brewer Park,2126
P7,Bronson Ave & University Dr,5322,5261,Brewer Park,5789
P6,Colonel By,1511,1450,Hogs Back Plaza (SW dest.),2470
P4,Stadium Way,4313,4252,Brewer Park,4423
P3,Stadium Way,3992,3931,Brewer Park,4100
P7,Bronson Ave & University Dr,5283,5222,Brewer Park,5756
P7,Bronson Ave & University Dr,8456,8395,Brewer Park,8931
P5,Stadium Way,1649,1588,Brewer Park,1759
P6,Colonel By,3314,3253,Hogs Back Plaza (SW dest.),4383
P6,Colonel By,701,640,Hogs Back Plaza (SW dest.),1187
P6,Colonel By,920,859,Hogs Back Plaza (SW dest.),1533
P6,Colonel By,738,677,Hogs Back Plaza (SW dest.),1240
P5,Stadium Way,291,230,Brewer Park,358
P7,Bronson Ave & University Dr,5863,5802,Brewer Park,6328
P7,Bronson Ave & University Dr,7772,7711,Brewer Park,8575
P1,Colonel By,361,300,Hogs Back Plaza (SW dest.),590
P5,Stadium Way,124,63,Brewer Park,146
P5,Stadium Way,2942,2881,Brewer Park,3052
P3,Stadium Way,3637,3576,Brewer Park,3751
P4,Stadium Way,4119,4058,Brewer Park,4234
P7,Bronson Ave & University Dr,166,105,Brewer Park,4530
P6,Colonel By,3829,3768,Hogs Back Plaza (SW dest.),4889
P6,Colonel By,1644,1583,Hogs Back Plaza (SW dest.),2678
P5,Stadium Way,2790,2729,Brewer Park,2897
P7,Bronson Ave & University Dr,103,42,Brewer Park,4448
P4,Stadium Way,4283,4222,Brewer Park,4396
P5,Stadium Way,357,296,Brewer Park,445
P5,Stadium Way,202,141,Brewer Park,238
P1,Colonel By,287,226,Hogs Back Plaza (SW dest.),502
P7,Bronson Ave & University Dr,5672,5611,Brewer Park,6148
P2,Colonel By,551,490,Hogs Back Plaza (SW dest.),921
P7,Bronson Ave & University Dr,4465,4404,Brewer Park,4921
P3,Stadium Way,3564,3503,Brewer Park,3669
P7,Bronson Ave & University Dr,4490,4429,Brewer Park,4952
P5,Stadium Way,2191,2130,Brewer Park,2301
P5,Stadium Way,1872,1811,Brewer Park,1975
P5,Stadium Way,2471,2410,Brewer Park,2580
P5,Stadium Way,1484,1423,Brewer Park,1588
P6,Colonel By,1609,1548,Hogs Back Plaza (SW dest.),2619
P7,Bronson Ave & University Dr,5102,5041,Brewer Park,5575
P7,Bronson Ave & University Dr,5572,5511,Brewer Park,6041
P3,Stadium Way,3275,3214,Brewer Park,3389
P3,Stadium Way,3136,3075,Brewer Park,3247
P6,Colonel By,1139,1078,Hogs Back Plaza (SW dest.),1884
P2,Colonel By,540,479,Hogs Back Plaza (SW dest.),904
P5,Stadium Way,2303,2242,Brewer Park,2417
P5,Stadium Way,430,369,Brewer Park,537
P6,Colonel By,1563,1502,Hogs Back Plaza (SW dest.),2545
P7,Bronson Ave & University Dr,7469,7408,Brewer Park,7939
P3,Stadium Way,3982,3921,Brewer Park,4092
P7,Bronson Ave & University Dr,5658,5597,Brewer Park,6127
P7,Bronson Ave & University Dr,7534,7473,Brewer Park,8005
P5,Stadium Way,1061,1000,Brewer Park,1165
P6,Colonel By,2739,2678,Hogs Back Plaza (SW dest.),3805
P5,Stadium Way,2574,2513,Brewer Park,2689
P7,Bronson Ave & University Dr,6267,6206,Brewer Park,6744
P6,Colonel By,3686,3625,Hogs Back Plaza (SW dest.),4755
P7,Bronson Ave & University Dr,7803,7742,Brewer Park,8609
P5,Stadium Way,1234,1173,Brewer Park,1339
P6,Colonel By,1014,953,Hogs Back Plaza (SW dest.),1669
P6,Colonel By,2900,2839,Hogs Back Plaza (SW dest.),3977
P7,Bronson Ave & University Dr,5637,5576,Brewer Park,6101
P6,Colonel By,2664,2603,Hogs Back Plaza (SW dest.),3732
P6,Colonel By,2731,2670,Hogs Back Plaza (SW dest.),3801
P6,Colonel By,1715,1654,Hogs Back Plaza (SW dest.),2791
P6,Colonel By,1042,981,Hogs Back Plaza (SW dest.),1726
P7,Bronson Ave & University Dr,7894,7833,Brewer Park,8696
P6,Colonel By,1087,1026,Hogs Back Plaza (SW dest.),1801
P7,Bronson Ave & University Dr,7769,7708,Brewer Park,8571
P5,Stadium Way,2701,2640,Brewer Park,2808
P4,Stadium Way,4103,4042,Brewer Park,4212
P3,Stadium Way,3452,3391,Brewer Park,3561
P6,Colonel By,1185,1124,Hogs Back Plaza (SW dest.),1958
P5,Stadium Way,546,485,Brewer Park,656
P5,Stadium Way,883,822,Brewer Park,985
P6,Colonel By,2099,2038,Hogs Back Plaza (SW dest.),3168
P7,Bronson Ave & University Dr,6099,6038,Brewer Park,6571
P2,Colonel By,485,424,Hogs Back Plaza (SW dest.),805
P7,Bronson Ave & University Dr,7174,7113,Brewer Park,7651
P1,Colonel By,143,82,Hogs Back Plaza (SW dest.),327
P2,Colonel By,641,580,Hogs Back Plaza (SW dest.),1091
P7,Bronson Ave & University Dr,7737,7676,Brewer Park,8527
P5,Stadium Way,1308,1247,Brewer Park,1414
P7,Bronson Ave & University Dr,7564,7503,Brewer Park,8341
P7,Bronson Ave & University Dr,6186,6125,Brewer Park,6974
P6,Colonel By,1421,1360,Hogs Back Plaza (SW dest.),2348
P3,Stadium Way,3901,3840,Brewer Park,4015
P5,Stadium Way,3017,2956,Brewer Park,3135
P7,Bronson Ave & University Dr,5079,5018,Brewer Park,5558
P6,Colonel By,2870,2809,Hogs Back Plaza (SW dest.),3939
P6,Colonel By,681,620,Hogs Back Plaza (SW dest.),1149
P5,Stadium Way,460,399,Brewer Park,571
P3,Stadium Way,3567,3506,Brewer Park,3674
P7,Bronson Ave & University Dr,4567,4506,Brewer Park,5036
P4,Stadium Way,4124,4063,Brewer Park,4243
P7,Bronson Ave & University Dr,6255,6194,Brewer Park,7041
P7,Bronson Ave & University Dr,7307,7246,Brewer Park,7777
P5,Stadium Way,1448,1387,Brewer Park,1558
P5,Stadium Way,1007,946,Brewer Park,1116
P5,Stadium Way,1119,1058,Brewer Park,1228
P6,Colonel By,874,813,Hogs Back Plaza (SW dest.),1451
P7,Bronson Ave & University Dr,4853,4792,Brewer Park,5337
P6,Colonel By,2741,2680,Hogs Back Plaza (SW dest.),3810
P6,Colonel By,2034,1973,Hogs Back Plaza (SW dest.),3113
P6,Colonel By,3120,3059,Hogs Back Plaza (SW dest.),4205
P7,Bronson Ave & University Dr,6732,6671,Brewer Park,7194
P7,Bronson Ave & University Dr,8674,8613,Brewer Park,9143
P6,Colonel By,3351,3290,Hogs Back Plaza (SW dest.),4428
P6,Colonel By,3733,3672,Hogs Back Plaza (SW dest.),4791
P7,Bronson Ave & University Dr,6023,5962,Brewer Park,6795
P5,Stadium Way,1845,1784,Brewer Park,1946
P6,Colonel By,1513,1452,Hogs Back Plaza (SW dest.),2475
P6,Colonel By,1112,1051,Hogs Back Plaza (SW dest.),1836
P6,Colonel By,2571,2510,Hogs Back Plaza (SW dest.),3637
P2,Colonel By,225,164,Hogs Back Plaza (SW dest.),788
P5,Stadium Way,2205,2144,Brewer Park,2314
P5,Stadium Way,1320,1259,Brewer Park,1431
P6,Colonel By,1312,1251,Hogs Back Plaza (SW dest.),2151
P7,Bronson Ave & University Dr,7988,7927,Brewer Park,8791
P6,Colonel By,3576,3515,Hogs Back Plaza (SW dest.),4649
P7,Bronson Ave & University Dr,5548,5487,Brewer Park,6020
P3,Stadium Way,3138,3077,Brewer Park,3251
P5,Stadium Way,2273,2212,Brewer Park,2379
P6,Colonel By,3206,3145,Hogs Back Plaza (SW dest.),4288
P7,Bronson Ave & University Dr,4584,4523,Brewer Park,5055
P5,Stadium Way,751,690,Brewer Park,860
P6,Colonel By,752,691,Hogs Back Plaza (SW dest.),1265
P7,Bronson Ave & University Dr,5399,5338,Brewer Park,5870
P6,Colonel By,3864,3803,Hogs Back Plaza (SW dest.),4927
P5,Stadium Way,260,199,Brewer Park,311
P6,Colonel By,2804,2743,Hogs Back Plaza (SW dest.),3879
P6,Colonel By,1813,1752,Hogs Back Plaza (SW dest.),2909
P6,Colonel By,1416,1355,Hogs Back Plaza (SW dest.),2335
P5,Stadium Way,1155,1094,Brewer Park,1263
P5,Stadium Way,492,431,Brewer Park,596
P7,Bronson Ave & University Dr,7709,7648,Brewer Park,8181
P5,Stadium Way,1330,1269,Brewer Park,1443
P6,Colonel By,2469,2408,Hogs Back Plaza (SW dest.),3557
P7,Bronson Ave & University Dr,6086,6025,Brewer Park,6558
P7,Bronson Ave & University Dr,4909,4848,Brewer Park,5380
P7,Bronson Ave & University Dr,5718,5657,Brewer Park,6191
P5,Stadium Way,2408,2347,Brewer Park,2522
P7,Bronson Ave & University Dr,6939,6878,Brewer Park,7409
P5,Stadium Way,537,476,Brewer Park,644
P6,Colonel By,3898,3837,Hogs Back Plaza (SW dest.),4960
P7,Bronson Ave & University Dr,4881,4820,Brewer Park,5363
