startTime,endTime,spawningIntervalInMinutes,spawningAmount,hasOwnBikeProbability,source,destination
7:00,7:00,20,1,0,"POLYGON((9.961735474985622 53.467498423122436,10.004822480600856 53.467498423122436,10.004822480600856 53.46453491526656,9.961735474985622 53.46453491526656,9.961735474985622 53.467498423122436))","POLYGON((9.96225045911648 53.45267881483326,10.006024110239528 53.45267881483326,10.006024110239528 53.44950981361296,9.96225045911648 53.44950981361296,9.96225045911648 53.45267881483326))"
